63-Eu-151(n,&gamma;) ENDF/B-VII.1
53.3349,89.5656
53.4427,62.6381
53.484,56.0172
53.5161,54.1059
53.5426,55.2319
53.5691,59.2576
53.5955,66.6492
53.622,77.901
53.6498,94.3564
53.6831,120.956
53.7226,162.209
53.7892,249.892
53.8535,333.868
53.8942,370.803
53.939,386.083
53.9737,377.006
54.0195,339.624
54.0855,254.235
54.1516,165.06
54.191,121.293
54.2261,90.6674
54.2568,70.1201
54.2884,54.3039
54.3199,42.8746
54.3515,34.8027
54.3866,28.6787
54.4216,24.6177
54.4567,21.9312
54.4918,20.1642
54.5385,18.7662
54.5953,18.0965
54.6143,18.0814
54.6776,18.7982
54.7198,20.0815
54.762,22.3269
54.8018,25.7961
54.839,30.9022
54.8716,37.5468
54.9042,47.0288
54.9371,60.3861
54.9669,76.525
55.0017,100.92
55.0427,137.582
55.1234,226.755
55.183,287.505
55.2257,314.75
55.26,321.904
55.3042,310.074
55.3544,271.949
55.4798,137.165
55.5208,101.924
55.5543,79.5729
55.5878,62.8734
55.6211,51.1996
55.6544,43.5932
55.6877,39.3108
55.721,37.8413
55.755,39.0259
55.7889,43.0438
55.8229,50.3326
55.8568,61.5503
55.889,76.4717
55.9266,99.7503
55.9742,138.252
56.0891,246.884
56.1396,278.647
56.18,287.175
56.2204,278.69
56.2709,247.127
56.3984,128.852
56.4388,98.2385
56.4764,76.2861
56.5108,61.5249
56.5411,52.2173
56.5789,44.5227
56.6092,40.8309
56.6469,38.5445
56.6693,38.145
56.7142,39.1342
56.7591,42.374
56.804,48.2387
56.8474,57.4808
56.8822,68.74
56.9126,82.8072
56.943,102.473
56.9709,127.249
57.0016,164.334
57.0324,214.525
57.0628,279.883
57.0975,376.323
57.1394,524.206
57.2185,868.257
57.2781,1110.61
57.3223,1226.53
57.3594,1259.39
57.4032,1214.55
57.4518,1072.11
57.5837,509.522
57.6247,367.639
57.6585,275.35
57.6889,210.906
57.7193,161.825
57.7472,127.951
57.772,105.041
57.8012,84.8334
57.8316,69.5405
57.8664,57.1564
57.9011,48.4687
57.9469,40.6491
58.002,34.5929
58.0682,30.2278
58.1379,27.8746
58.1889,27.3418
58.2429,27.9286
58.2996,30.218
58.3422,33.6305
58.3847,39.3474
58.4202,46.7695
58.4556,57.6973
58.4876,71.5969
58.5195,90.4349
58.5549,118.363
58.5939,158.621
58.6429,222.833
58.7564,391.295
58.8069,441.061
58.8493,455.296
58.8863,444.314
58.9266,409.618
58.9862,328.49
59.0734,196.591
59.1192,140.328
59.1561,104.938
59.1887,80.8299
59.2206,62.9393
59.2493,50.7996
59.2812,40.7612
59.3153,33.0512
59.3493,27.5466
59.3919,22.7499
59.4387,19.1766
59.4884,16.5726
59.5593,14.092
59.6444,12.2292
59.7444,10.9588
59.8443,10.3546
59.911,10.2577
60.016,10.6123
60.086,11.2704
60.156,12.4167
60.2168,14.0312
60.2683,16.1595
60.3133,18.9974
60.3519,22.6249
60.3841,26.9512
60.4182,33.4402
60.4501,41.9803
60.4819,53.7566
60.5147,70.2435
60.5463,91.1384
60.5823,121.9
60.6248,167.73
60.7522,333.02
60.8006,377.353
60.8461,393.725
60.8494,393.809
60.8912,381.827
60.9401,340.616
61.0199,238.344
61.0817,159.399
61.1241,115.302
61.1598,86.2657
61.1917,66.3082
61.2207,52.409
61.2515,41.2567
61.2824,33.0889
61.3133,27.1664
61.3506,22.1488
61.3893,18.6299
61.4343,15.8939
61.4858,13.8782
61.5501,12.3587
61.6223,11.4932
61.6946,11.3013
61.7683,11.8209
61.8175,12.7192
61.8667,14.336
61.9014,16.1641
61.9366,18.9346
61.9718,23.073
62.002,28.1754
62.0322,35.2294
62.0635,45.206
62.0914,56.9168
62.1249,75.0233
62.1635,101.719
62.2166,147.779
62.3116,237.385
62.3608,269.976
62.4051,281.801
62.41,281.925
62.4529,272.867
62.495,248.239
62.5682,183.239
62.6364,121.134
62.676,92.0483
62.7096,73.0938
62.7376,61.3545
62.7658,53.1578
62.7884,49.0892
62.811,47.1096
62.8223,46.8712
62.8504,48.3664
62.8785,52.734
62.9136,62.0376
62.9538,77.4961
63.0176,109.825
63.0955,150.687
63.1399,166.865
63.188,173.349
63.2268,168.973
63.2768,151.791
63.3547,109.645
63.4211,72.8131
63.4642,53.2044
63.5025,39.5292
63.536,30.3698
63.5679,23.7662
63.5998,18.8534
63.6343,15.0147
63.6701,12.2098
63.7109,10.0072
63.7518,8.50055
63.8083,7.10447
63.8686,6.11682
63.9548,5.1831
64.0582,4.45678
64.1859,3.87663
64.3136,3.49581
64.5051,3.14019
64.6838,2.95197
64.9137,2.84192
65.0286,2.82959
65.3516,2.92661
65.6746,3.23081
65.9621,3.73593
66.1786,4.34221
66.3589,5.08418
66.5321,6.11872
66.6836,7.44104
66.8134,9.08111
66.9289,11.1825
67.0299,13.8414
67.1092,16.8168
67.1741,20.1984
67.2347,24.6135
67.2867,29.9996
67.33,36.3486
67.3704,44.7142
67.4064,55.2273
67.4425,69.9877
67.4714,86.055
67.5002,107.141
67.5291,134.554
67.5637,177.725
67.5983,234.123
67.6402,321.771
67.6907,454.68
67.8032,788.361
67.8534,895.929
67.9019,940.846
67.9099,941.719
67.9516,915.815
67.9937,842.4
68.0629,653.675
68.151,393.305
68.1957,285.441
68.2346,211.257
68.2678,162.228
68.2967,128.986
68.3255,103.126
68.3558,82.4364
68.3883,65.9902
68.4208,53.97
68.4568,44.3425
68.495,37.1412
68.5362,31.7124
68.5878,27.302
68.629,25.2357
68.6797,24.3219
68.7212,25.0055
68.7581,26.8426
68.8076,31.3367
68.8595,38.5337
68.9932,62.2475
69.0439,68.1798
69.0826,69.7622
69.1343,67.3086
69.1868,60.0365
69.3323,30.8844
69.3816,23.0236
69.4208,18.2537
69.4611,14.6261
69.5014,12.0791
69.5418,10.3536
69.5879,9.08622
69.6392,8.24641
69.7161,7.62594
69.793,7.43079
69.8863,7.56631
69.9796,8.10067
70.0496,8.86138
70.1196,10.154
70.1662,11.5477
70.2079,13.4308
70.2444,15.8719
70.2809,19.4504
70.3121,23.8237
70.3439,29.9686
70.3768,38.6657
70.4096,50.3503
70.4461,67.4881
70.4873,92.5795
70.5415,134.234
70.6416,219.711
70.6979,254.501
70.7464,266.708
70.7536,266.881
70.8021,257.104
70.8584,226.033
70.9627,151.077
71.0001,131.256
71.0247,122.634
71.0576,117.665
71.0905,120.764
71.1233,132.072
71.1612,154.72
71.2142,200.326
71.3187,301.553
71.3735,334.275
71.4094,340.466
71.4557,328.611
71.5013,297.331
71.5812,215.053
71.6497,142.58
71.6925,105.155
71.7285,80.0516
71.7627,61.4948
71.7947,48.4223
71.8266,38.8379
71.8586,32.117
71.8902,27.7467
71.9138,25.7052
71.9453,24.3845
71.961,24.2779
71.9925,25.134
72.0281,27.8553
72.0637,32.5749
72.1037,40.486
72.1473,52.3514
72.2072,73.4765
72.3116,113.146
72.3645,126.293
72.4094,129.997
72.4513,126.463
72.5001,114.65
72.5796,84.7051
72.6537,55.8261
72.7018,40.7599
72.7386,31.8445
72.7747,25.3018
72.8057,21.2758
72.8367,18.539
72.8676,16.9415
72.9021,16.3685
72.9251,16.6511
72.9573,17.9272
72.9895,20.2463
73.0298,24.6512
73.0712,30.907
73.1344,43.2431
73.2265,62.3965
73.2757,69.6228
73.3265,72.5684
73.3294,72.577
73.3806,69.8746
73.4393,61.1057
73.5719,33.8464
73.6156,26.8299
73.6538,22.393
73.6866,19.9686
73.7194,18.8553
73.7303,18.7799
73.7615,19.3941
73.7927,21.2682
73.824,24.4466
73.8604,29.8408
73.9019,38.1637
73.9672,54.9546
74.0584,79.6124
74.1092,89.0022
74.1593,92.321
74.2043,89.5448
74.2616,79.0588
74.4111,38.2765
74.4533,28.9545
74.4949,21.7571
74.5295,17.2186
74.5641,13.8319
74.5988,11.385
74.6392,9.4346
74.6796,8.17982
74.7142,7.4851
74.772,6.82963
74.8474,6.53851
74.8652,6.53234
74.9362,6.69451
75.0072,7.15581
75.0782,8.01242
75.1375,9.2287
75.185,10.786
75.2266,12.8645
75.2622,15.4724
75.2979,19.1974
75.3323,24.2727
75.3644,30.7202
75.3965,39.2479
75.4321,51.625
75.4701,68.5839
75.5153,93.7676
75.6507,183.846
75.7006,208.107
75.7524,219.078
75.76,219.26
75.8075,211.979
75.855,191.789
75.9334,141.653
76.0107,90.793
76.0552,66.8845
76.0944,50.2864
76.1271,39.5593
76.158,31.7259
76.1936,25.0185
76.2293,20.2808
76.2649,17.009
76.3065,14.497
76.3481,12.9309
76.4015,11.7932
76.4728,11.1936
76.5025,11.1512
76.5915,11.5841
76.6707,12.6714
76.7301,14.0507
76.7894,16.1779
76.8427,19.1402
76.8853,22.7034
76.9226,27.189
76.9599,33.565
76.9959,42.2499
77.0278,52.7891
77.0638,68.74
77.0984,89.1173
77.1357,117.443
77.1803,160.568
77.2436,236.639
77.3408,360.093
77.3989,410.808
77.4504,426.607
77.5033,410.189
77.5645,356.032
77.703,187.398
77.7496,142.414
77.7903,112.745
77.8305,91.8707
77.8648,79.8822
77.8991,72.1715
77.9448,66.7315
78.0061,64.7217
78.0793,66.6035
78.1232,70.1145
78.1689,77.4593
78.2055,87.9317
78.2415,104.267
78.2764,127.783
78.3107,160.206
78.3475,206.932
78.3913,279.462
78.452,407.196
78.5549,639.052
78.6123,725.481
78.6597,749.705
78.7082,724.224
78.7651,637.535
78.914,305.972
78.9583,226.4
78.9973,172.259
79.0293,139.203
79.0613,115.704
79.0933,100.949
79.1207,94.6292
79.1389,93.4121
79.1664,95.7907
79.1973,104.1
79.236,122.08
79.2824,152.978
79.4138,259.116
79.4671,286.885
79.5095,294.219
79.5615,283.24
79.6182,249.864
79.7449,147.351
79.7887,119.98
79.8252,104.495
79.854,97.6838
79.8767,95.8672
79.9085,98.789
79.9357,106.451
79.9721,124.054
80.0138,154.238
80.0669,205.689
80.1867,338.191
80.2446,381.179
80.294,393.661
80.3468,379.668
80.4013,340.572
80.5182,229.173
80.5591,200.427
80.5989,184.576
80.6224,182.03
80.6459,185.193
80.6773,199.015
80.7087,224.567
80.7449,269.343
80.7859,340.002
80.8369,454.325
80.9675,797.866
81.0259,904.305
81.0789,938.502
81.1262,911.039
81.1803,819.362
81.2692,587.083
81.3459,382.923
81.3961,274.608
81.4386,202.87
81.4759,154.665
81.512,119.198
81.5427,96.194
81.5769,76.8351
81.6134,61.6915
81.6544,49.5565
81.7,40.2122
81.7524,32.8999
81.8003,28.226
81.8641,23.8078
81.9439,20.0535
82.0394,17.102
82.1586,14.8819
82.2777,13.8254
82.3253,13.7132
82.3965,13.9631
82.4671,14.9628
82.526,16.8132
82.5729,19.4314
82.6136,22.9666
82.6542,28.1559
82.6949,35.5099
82.7355,45.5018
82.7802,59.8476
82.8413,84.8935
82.9624,139.963
83.0162,156.906
83.0707,163.53
83.0743,163.543
83.1311,156.867
83.1898,138.674
83.3158,87.2141
83.3598,73.211
83.3928,65.6957
83.4342,60.529
83.4521,59.8926
83.4821,61.1925
83.518,67.0207
83.554,78.1431
83.5899,95.404
83.6256,119.516
83.6665,156.823
83.7075,204.966
83.766,290.84
83.8859,485.802
83.9485,554.648
83.9995,573.577
84.0521,553.13
84.1082,491.848
84.2186,312.639
84.2837,212.688
84.3313,154.249
84.3722,115.089
84.4088,88.2674
84.4453,68.0153
84.4819,53.073
84.5148,43.1512
84.5506,35.1982
84.5916,28.7347
84.6376,23.7367
84.6876,20.0712
84.7502,17.0459
84.8218,14.8952
84.8935,13.666
84.9651,13.2083
85.0202,13.4621
85.0745,14.4727
85.118,16.1305
85.1507,18.1177
85.1887,21.5819
85.2239,26.2688
85.2586,32.7267
85.2933,41.4525
85.333,54.7117
85.3776,74.2407
85.4321,104.418
85.5599,183.988
85.618,208.45
85.6695,215.934
85.7141,210.126
85.7713,187.638
85.8616,132.308
85.9376,85.4256
85.9823,63.0148
86.0236,46.5936
86.0599,35.479
86.0929,27.7621
86.126,21.9399
86.159,17.6312
86.1921,14.4841
86.2306,11.8851
86.2692,10.0915
86.3154,8.63206
86.3617,7.64721
86.4311,6.68138
86.5236,5.90431
86.6393,5.35843
86.7927,5.05873
86.8438,5.04516
86.9497,5.17166
87.0203,5.42426
87.0908,5.93041
87.1493,6.71106
87.1955,7.73645
87.236,9.08908
87.2765,11.0363
87.3193,13.9405
87.3639,18.0888
87.4084,23.5065
87.4709,33.0701
87.5843,52.1399
87.6398,58.8464
87.698,61.6826
87.7008,61.6937
87.7555,59.593
87.8157,52.9066
87.9684,29.0676
88.017,23.1959
88.0598,19.4318
88.1003,17.1242
88.1324,16.1349
88.1643,15.8607
88.1961,16.2727
88.2279,17.3671
88.268,19.7237
88.3162,24.0292
88.3726,30.9753
88.5404,56.8413
88.6134,64.3954
88.6944,67.501
88.7771,69.0371
88.8277,73.4042
88.8702,81.9482
88.9064,94.4388
88.9426,113.097
88.9836,142.979
89.0245,183.126
89.0727,243.381
89.2231,470.506
89.2816,532.821
89.3392,555.511
89.34,555.514
89.3867,540.731
89.4423,488.889
89.5328,356.726
89.6117,239.032
89.6636,177.371
89.7037,141.466
89.7359,120.497
89.768,106.202
89.8013,97.9995
89.8313,95.8892
89.8642,98.7668
89.9096,110.379
89.9687,135.24
90.0755,187.352
90.1355,206.08
90.1736,209.927
90.2236,204.132
90.2845,182.065
90.3913,122.259
90.462,84.4942
90.5105,64.4323
90.5482,52.8664
90.5858,44.8569
90.6181,40.7358
90.6504,39.0576
90.6611,39.0306
90.6911,40.3465
90.721,43.7201
90.7609,51.478
90.8008,63.0157
90.8507,82.5668
90.9255,120.117
91.0215,169.238
91.0801,188.856
91.1293,194.337
91.1799,188.199
91.2298,171.611
91.3121,129.985
91.4018,82.2218
91.4536,59.8886
91.4948,45.9203
91.5353,35.3638
91.5727,28.0939
91.6101,22.7728
91.6475,18.9732
91.6911,15.9548
91.741,13.7816
91.8034,12.2476
91.8782,11.3817
91.9584,11.1054
92.0495,11.3047
92.1708,12.2512
92.2922,14.0419
92.3984,16.5715
92.4818,19.5393
92.5501,22.9952
92.6183,27.9682
92.6757,34.0884
92.7248,41.6467
92.7685,51.1427
92.8067,62.576
92.8431,77.209
92.8795,96.6688
92.9196,125.229
92.9614,165.014
93.0051,219.233
93.0561,300.109
93.127,440.363
93.2362,668.756
93.2887,748.999
93.3498,791.668
93.3599,792.512
93.4124,767.971
93.4656,698.866
93.5529,525.511
93.6457,332.269
93.7003,239.666
93.7477,176.837
93.7859,137.527
93.8259,105.918
93.8623,84.2242
93.8987,67.8418
93.9406,53.9926
93.9861,43.3021
94.0316,35.7276
94.0844,29.5058
94.1481,24.3053
94.2245,20.0582
94.3046,16.9961
94.4092,14.2759
94.5139,12.4671
94.6376,11.0927
94.7576,10.3227
94.9176,9.97582
95.0426,10.2165
95.1676,10.9768
95.2926,12.454
95.3864,14.2943
95.461,16.4971
95.5331,19.6878
95.5908,23.5214
95.6414,28.4501
95.6871,34.9274
95.7255,42.6057
95.764,53.1679
95.8025,67.636
95.841,87.2081
95.8795,113.156
95.9196,148.212
95.9677,202.224
96.0302,291.161
96.1713,517.341
96.2271,579.465
96.2874,605.622
96.2899,605.653
96.3362,590.928
96.399,529.162
96.4953,379.492
96.5818,242.691
96.6316,178.918
96.6765,133.311
96.7166,101.87
96.7526,80.1512
96.7887,63.6227
96.8272,50.5522
96.8657,41.0759
96.909,33.541
96.9571,27.8693
96.9989,24.5305
97.0545,21.6711
97.0963,20.4561
97.152,19.9596
97.2077,20.8785
97.2553,23.0559
97.3047,27.0134
97.354,33.021
97.4039,41.3367
97.4771,57.0138
97.5885,82.403
97.6573,92.5652
97.7084,94.9256
97.7743,90.9363
97.8672,75.9676
97.9566,60.9178
98.0019,56.579
98.0267,55.7632
98.064,57.1331
98.1012,62.1982
98.141,72.4601
98.1807,88.5975
98.2205,111.446
98.2646,145.395
98.319,199.797
98.4128,316.911
98.4987,420.686
98.5534,465.027
98.6094,481.384
98.6583,468.634
98.7149,425.359
98.8024,320.491
98.8962,201.408
98.9503,145.132
98.9948,108.387
99.0361,81.8836
99.0743,63.1784
99.1124,49.0678
99.1506,38.6034
99.1904,30.6449
99.2301,24.8806
99.2683,20.8177
99.3128,17.3393
99.3684,14.2519
99.4241,12.0501
99.4909,10.1267
99.5743,8.39875
99.6745,6.93044
99.7877,5.77366
99.8842,5.08678
99.9614,4.69751
100.0,4.54941
100.0,122.981
119.553,111.242
125.0,107.971
149.441,97.2329
150.0,96.9874
179.329,88.1908
200.0,81.9912
239.106,73.3843
250.0,70.9866
298.883,64.1308
300.0,63.9741
350.0,58.1353
400.0,53.4751
478.212,48.3969
500.0,46.9823
597.765,42.0959
600.0,41.9842
717.318,38.167
800.0,35.4768
956.424,31.9618
1000.0,30.9827
1195.53,27.8112
1250.0,26.9277
1494.41,24.0548
1500.0,23.9892
1750.0,21.7626
2000.0,19.9926
2391.06,18.0408
2500.0,17.4971
2988.82,15.542
3000.0,15.4973
3500.0,14.1032
4000.0,12.9943
4782.12,11.5893
5000.0,11.1979
5977.65,10.0459
6000.0,10.0195
7000.0,9.05812
8000.0,8.29731
9564.24,7.52265
10000.0,7.30685
11955.3,6.58413
12500.0,6.3828
14944.1,5.73012
15000.0,5.7152
17500.0,5.18415
20000.0,4.76438
22000.0,4.51839
25000.0,3.91545
29888.2,3.42647
30000.0,3.41529
35000.0,3.1071
40000.0,2.86334
47821.2,2.54964
50000.0,2.46225
59776.5,2.2161
60000.0,2.21047
70000.0,2.06056
80000.0,1.90974
90000.0,1.789
100000.0,1.70919
100000.0,1.69997
290535.0,0.959427
355960.0,0.762847
418780.0,0.661672
500000.0,0.569013
800000.0,0.421531
1097760.0,0.344592
1537500.0,0.258325
2000000.0,0.186515
2684500.0,0.10289
3031250.0,0.0756697
3500000.0,0.0477804
4424400.0,0.0180263
4923900.0,0.0106411
5485900.0,0.00599687
6000000.0,0.00371903
6500000.0,0.0024529
7000000.0,0.00158531
7613400.0,9.80419E-4
8000000.0,7.33549E-4
8750000.0,4.3208E-4
9000000.0,3.66555E-4
9500000.0,3.16559E-4
1.05E7,3.08372E-4
1.15E7,3.79325E-4
1.275E7,5.59433E-4
1.41E7,7.75018E-4
1.6E7,9.82416E-4
2.0E7,0.00109158

