49-In-115(n,&gamma;) ENDF/B-VII.1
166.525,1.1088
166.691,0.997533
166.824,0.953759
166.89,0.949063
166.994,0.973359
167.075,1.03427
167.156,1.16011
167.223,1.34953
167.277,1.58894
167.331,1.94274
167.378,2.38037
167.43,3.044
167.481,3.92441
167.532,5.08252
167.589,6.76757
167.655,9.25644
167.744,13.4576
167.922,22.8756
168.013,26.4103
168.095,27.7634
168.109,27.795
168.194,26.6963
168.273,23.9355
168.41,16.8659
168.525,10.853
168.598,7.77018
168.659,5.70849
168.715,4.24008
168.766,3.21764
168.811,2.5133
168.853,2.01589
168.901,1.58852
168.949,1.27484
168.996,1.04597
169.052,0.855692
169.109,0.719142
169.176,0.608801
169.253,0.520784
169.365,0.437122
169.508,0.366739
169.698,0.305021
169.927,0.256083
170.176,0.219822
170.514,0.186716
170.851,0.16443
171.366,0.142839
171.856,0.131923
172.235,0.129396
172.587,0.133541
172.851,0.1448
172.983,0.156447
173.117,0.177654
173.206,0.202308
173.284,0.23639
173.357,0.28547
173.42,0.345767
173.482,0.429053
173.544,0.541063
173.618,0.716403
173.703,0.981887
173.84,1.51965
173.963,1.99944
174.061,2.26768
174.15,2.35384
174.239,2.26762
174.344,1.97684
174.586,1.02609
174.667,0.769371
174.74,0.585679
174.806,0.46105
174.873,0.369891
174.939,0.305471
175.005,0.261136
175.072,0.230976
175.161,0.205855
175.272,0.189003
175.442,0.179293
175.521,0.178505
175.759,0.185434
175.971,0.202047
176.182,0.230647
176.372,0.271769
176.511,0.317822
176.623,0.37171
176.72,0.441644
176.802,0.529935
176.869,0.640354
176.928,0.783413
176.978,0.95943
177.024,1.18359
177.066,1.45886
177.108,1.82401
177.15,2.30442
177.192,2.92918
177.24,3.85191
177.286,5.00861
177.337,6.61076
177.396,8.97667
177.47,12.7267
177.586,20.0154
177.73,29.032
177.824,32.9173
177.9,33.9621
177.976,32.8905
178.061,29.4546
178.196,21.161
178.319,13.3355
178.393,9.47479
178.453,6.96133
178.506,5.23425
178.553,4.0016
178.601,3.05693
178.645,2.36865
178.69,1.8474
178.735,1.4579
178.777,1.18515
178.827,0.945988
178.878,0.77631
178.937,0.638233
179.004,0.531494
179.071,0.458325
179.172,0.384484
179.298,0.324716
179.452,0.27698
179.648,0.237865
179.873,0.209892
180.209,0.186499
180.568,0.175509
180.814,0.173265
181.264,0.177199
181.714,0.189943
182.164,0.211743
182.689,0.251306
183.138,0.302766
183.528,0.367875
183.843,0.441958
184.165,0.549039
184.427,0.672734
184.678,0.840318
184.888,1.03938
185.072,1.28477
185.229,1.5802
185.364,1.93489
185.469,2.31658
185.562,2.78785
185.637,3.31162
185.712,4.05277
185.776,4.95877
185.836,6.17565
185.888,7.6704
185.941,9.73727
185.992,12.4959
186.039,15.9249
186.086,20.4238
186.139,26.9753
186.193,35.7611
186.247,46.9355
186.312,64.1113
186.395,90.859
186.627,178.074
186.714,200.842
186.803,210.165
186.809,210.203
186.894,202.83
186.981,181.55
187.128,127.548
187.249,82.3166
187.327,58.5017
187.387,43.8308
187.445,32.5454
187.499,24.5122
187.544,19.3179
187.594,14.9089
187.641,11.7307
187.688,9.33932
187.735,7.5502
187.792,5.99876
187.852,4.83163
187.919,3.91741
187.994,3.21456
188.084,2.63153
188.177,2.20203
188.309,1.77615
188.449,1.45383
188.614,1.18453
188.784,0.982018
188.985,0.808718
189.218,0.663948
189.491,0.546075
189.764,0.466618
189.931,0.435521
190.086,0.423794
190.198,0.431953
190.322,0.465627
190.429,0.51971
190.643,0.682043
190.803,0.789966
190.931,0.819753
191.052,0.794238
191.253,0.720921
191.275,0.719117
191.346,0.734384
191.422,0.799084
191.479,0.891536
191.544,1.05535
191.613,1.30803
191.691,1.69144
191.792,2.34738
191.995,3.85027
192.089,4.36263
192.186,4.59238
192.199,4.59545
192.289,4.4329
192.378,3.99372
192.537,2.83181
192.67,1.85126
192.754,1.35918
192.828,1.02238
192.889,0.807152
192.947,0.651243
193.014,0.518389
193.081,0.424454
193.147,0.358905
193.225,0.307287
193.308,0.272016
193.422,0.24401
193.536,0.232849
193.574,0.232591
193.681,0.242736
193.783,0.27193
193.867,0.314654
193.95,0.377979
194.046,0.477075
194.317,0.825405
194.423,0.910814
194.499,0.929354
194.589,0.898376
194.705,0.786399
194.968,0.428903
195.063,0.326773
195.15,0.257226
195.228,0.212432
195.306,0.181113
195.395,0.157424
195.462,0.145537
195.577,0.132335
195.693,0.124522
195.925,0.116033
196.294,0.110077
196.663,0.108305
197.22,0.11153
197.554,0.119209
197.732,0.128855
197.865,0.14349
197.97,0.164329
198.05,0.189595
198.14,0.231875
198.23,0.29276
198.334,0.388498
198.613,0.707834
198.725,0.790389
198.802,0.808193
198.907,0.776079
199.023,0.677825
199.267,0.40242
199.37,0.312319
199.459,0.255419
199.548,0.216677
199.646,0.190356
199.726,0.177756
199.893,0.166425
200.013,0.164779
200.314,0.16993
200.759,0.188655
201.204,0.217567
201.694,0.264189
202.122,0.323969
202.495,0.39885
202.807,0.487259
203.086,0.597883
203.314,0.722642
203.529,0.884171
203.728,1.09358
203.903,1.35171
204.056,1.67158
204.187,2.06471
204.29,2.51015
204.365,2.96642
204.44,3.61276
204.505,4.43309
204.564,5.50037
204.614,6.75561
204.664,8.47333
204.714,10.8236
204.762,13.8821
204.81,17.9231
204.858,23.2193
204.911,30.909
204.965,41.1201
205.026,55.8694
205.098,78.1027
205.191,113.503
205.408,206.699
205.508,236.018
205.6,245.568
205.682,237.763
205.78,210.88
205.932,146.96
206.055,94.6931
206.137,66.5881
206.204,48.1265
206.264,35.3768
206.314,27.0259
206.365,20.5611
206.411,16.0277
206.461,12.3149
206.511,9.56911
206.561,7.55565
206.614,6.00638
206.668,4.86454
206.723,4.04187
206.785,3.36484
206.866,2.7516
206.96,2.26652
207.072,1.86148
207.203,1.5274
207.344,1.26806
207.512,1.04077
207.701,0.855992
207.944,0.686303
208.197,0.56192
208.51,0.454146
208.822,0.378694
209.173,0.319288
209.48,0.283294
209.848,0.255826
210.183,0.24611
210.437,0.252991
210.615,0.27242
210.722,0.296234
210.829,0.338127
210.921,0.399387
210.999,0.48237
211.066,0.586921
211.133,0.733696
211.2,0.934663
211.267,1.20123
211.345,1.60587
211.429,2.16039
211.704,4.29758
211.814,4.8647
211.899,5.00791
211.998,4.81405
212.112,4.17888
212.378,2.09224
212.465,1.53126
212.539,1.15913
212.6,0.917112
212.66,0.733687
212.726,0.58368
212.792,0.47642
212.858,0.401708
212.935,0.344708
213.001,0.314906
213.086,0.296336
213.114,0.294507
213.199,0.301944
213.263,0.321538
213.334,0.360279
213.405,0.420374
213.485,0.518008
213.572,0.663065
213.684,0.904345
213.897,1.41889
214.011,1.60048
214.099,1.64576
214.189,1.5935
214.303,1.40327
214.585,0.712156
214.68,0.524589
214.76,0.403326
214.83,0.323357
214.901,0.264204
214.971,0.221662
215.058,0.185922
215.147,0.162447
215.258,0.144414
215.403,0.130955
215.57,0.122065
215.793,0.115243
216.238,0.109271
216.505,0.108328
217.23,0.111784
217.897,0.121644
218.543,0.138889
218.885,0.154661
219.108,0.173894
219.277,0.200255
219.459,0.245085
219.74,0.327387
219.903,0.354154
219.971,0.35675
220.167,0.340905
220.452,0.307566
220.528,0.305092
220.679,0.310481
220.933,0.343918
221.234,0.411629
221.522,0.506181
221.769,0.621659
221.992,0.769033
222.186,0.95237
222.342,1.1585
222.47,1.39252
222.591,1.70421
222.679,2.03018
222.75,2.39352
222.821,2.90689
222.884,3.56623
222.937,4.34292
222.989,5.41454
223.042,6.89863
223.092,8.81254
223.141,11.2981
223.189,14.5759
223.238,18.8367
223.292,25.056
223.346,33.0505
223.41,44.9202
223.484,62.5219
223.584,91.6816
223.792,159.517
223.889,182.359
223.984,192.172
224.0,192.386
224.094,184.99
224.196,162.68
224.397,97.762
224.503,65.6598
224.582,46.5678
224.644,34.6988
224.7,26.1091
224.756,19.5267
224.805,15.1435
224.853,11.7644
224.902,9.19807
224.952,7.19052
225.001,5.76395
225.05,4.71091
225.108,3.82502
225.165,3.1986
225.23,2.69315
225.305,2.30313
225.404,1.96536
225.478,1.80058
225.577,1.6671
225.664,1.62482
225.752,1.66476
225.83,1.79031
225.906,2.02816
225.973,2.36107
226.04,2.84433
226.107,3.51181
226.178,4.46036
226.265,5.96313
226.382,8.54794
226.575,13.2485
226.674,15.0469
226.778,15.913
226.799,15.9343
226.899,15.3214
227.016,13.3043
227.292,6.54905
227.382,4.74668
227.453,3.61352
227.524,2.72808
227.592,2.08912
227.652,1.6561
227.72,1.30008
227.791,1.03335
227.861,0.84522
227.942,0.695589
228.038,0.575581
228.145,0.486188
228.296,0.401193
228.479,0.333652
228.689,0.280142
228.959,0.232606
229.29,0.192554
229.661,0.161493
230.094,0.135952
230.623,0.114051
231.331,0.0941378
232.152,0.0789315
233.096,0.0675315
234.041,0.0600871
234.966,0.055326
236.189,0.0517809
237.394,0.0506118
238.663,0.0516503
239.932,0.0551901
241.268,0.0624223
242.292,0.0716193
243.182,0.0837235
243.962,0.0994531
244.63,0.119694
245.041,0.138128
245.342,0.158117
245.542,0.179951
245.669,0.202912
245.775,0.232882
245.881,0.279011
245.97,0.33575
246.059,0.413206
246.166,0.536366
246.322,0.764775
246.509,1.03997
246.636,1.15531
246.712,1.17712
246.816,1.14565
246.949,1.02025
247.208,0.695235
247.314,0.594004
247.43,0.524073
247.519,0.497219
247.608,0.490695
247.73,0.510678
247.827,0.551655
247.923,0.623057
248.004,0.718208
248.085,0.863415
248.157,1.05619
248.223,1.29767
248.293,1.65115
248.364,2.11854
248.444,2.79472
248.549,3.92753
248.792,6.92856
248.908,7.94135
249.016,8.31642
249.027,8.31942
249.126,8.07023
249.279,6.96833
249.443,5.67467
249.537,5.31557
249.557,5.30462
249.618,5.4581
249.679,5.95894
249.73,6.72058
249.781,7.88383
249.832,9.55525
249.886,12.0322
249.938,15.3321
249.991,19.7007
250.05,26.0665
250.108,34.1878
250.175,46.257
250.254,64.0131
250.359,93.3684
250.588,164.02
250.698,187.317
250.799,194.91
250.891,188.71
250.999,167.35
251.167,116.57
251.303,75.0678
251.393,52.7649
251.468,38.122
251.528,28.8529
251.583,22.054
251.639,16.7798
251.69,13.1192
251.745,10.0701
251.8,7.8127
251.855,6.15649
251.912,4.91395
251.972,3.96646
252.041,3.20424
252.11,2.66836
252.2,2.18257
252.303,1.79785
252.427,1.47617
252.572,1.21048
252.727,1.00394
252.914,0.822615
253.145,0.661381
253.386,0.540749
253.655,0.443081
253.993,0.35544
254.331,0.292856
254.744,0.237863
255.227,0.192704
255.731,0.159371
256.326,0.131671
257.019,0.109325
257.798,0.0923082
258.578,0.0809007
259.513,0.0723609
260.581,0.067925
260.938,0.0676552
261.806,0.0701058
262.318,0.0745517
262.763,0.08178
263.051,0.0898915
263.277,0.101387
263.406,0.113096
263.525,0.130862
263.614,0.1513
263.714,0.185001
263.814,0.233506
263.92,0.303416
264.055,0.418491
264.293,0.639082
264.411,0.712118
264.523,0.736057
264.634,0.712647
264.785,0.622809
265.008,0.461498
265.126,0.402176
265.239,0.374627
265.277,0.372392
265.353,0.378757
265.435,0.403366
265.524,0.455188
265.602,0.530468
265.669,0.628236
265.725,0.744072
265.78,0.904226
265.839,1.13865
265.889,1.41274
265.939,1.77566
265.989,2.2516
266.042,2.90882
266.098,3.81176
266.159,5.10316
266.219,6.71287
266.29,9.09416
266.38,12.8778
266.519,20.0492
266.683,28.596
266.794,32.6006
266.9,33.9622
266.996,32.8208
267.102,29.2235
267.27,20.6271
267.413,13.2029
267.504,9.31249
267.577,6.79383
267.64,5.11017
267.702,3.79857
267.759,2.89356
267.815,2.19715
267.866,1.72789
267.918,1.36085
267.973,1.07204
268.029,0.860925
268.092,0.688271
268.147,0.579703
268.218,0.479577
268.295,0.403618
268.384,0.34272
268.494,0.289379
268.643,0.23994
268.832,0.197002
269.021,0.167045
269.274,0.139072
269.577,0.116377
269.912,0.0994782
270.325,0.085638
270.82,0.0749623
271.361,0.067649
271.995,0.0625778
272.841,0.0594982
273.286,0.0591771
273.998,0.0607868
274.425,0.0647244
274.612,0.0693171
274.746,0.0754255
274.901,0.0875854
275.057,0.106858
275.28,0.145167
275.702,0.222557
275.823,0.254707
275.938,0.303113
276.048,0.370547
276.21,0.505316
276.395,0.663974
276.513,0.727865
276.596,0.741944
276.707,0.715454
276.84,0.623943
277.143,0.332684
277.25,0.250289
277.344,0.195418
277.433,0.157299
277.522,0.130689
277.611,0.11287
277.704,0.100853
277.847,0.09069
278.06,0.0844446
278.459,0.0821256
279.182,0.0861357
279.895,0.0951214
280.452,0.10671
280.786,0.118368
280.98,0.130084
281.141,0.147707
281.254,0.169192
281.347,0.196738
281.436,0.235499
281.525,0.290459
281.614,0.365272
281.72,0.48249
281.877,0.705142
282.068,0.988682
282.18,1.10582
282.301,1.15511
282.307,1.15513
282.41,1.11954
282.523,1.01198
282.863,0.536519
282.972,0.418163
283.061,0.345904
283.151,0.293978
283.262,0.252329
283.369,0.229979
283.49,0.218047
283.611,0.214708
283.854,0.222226
284.076,0.24349
284.25,0.276313
284.39,0.320181
284.549,0.393856
284.904,0.604376
285.068,0.662826
285.157,0.671153
285.314,0.647268
285.652,0.532944
285.812,0.504629
285.901,0.501823
286.079,0.520943
286.324,0.588565
286.597,0.710734
286.819,0.856296
287.015,1.03776
287.183,1.2597
287.31,1.49693
287.428,1.81294
287.522,2.18036
287.605,2.64237
287.681,3.25106
287.753,4.07676
287.817,5.1026
287.88,6.47272
287.939,8.21264
287.999,10.5011
288.065,13.8421
288.13,18.1223
288.198,23.7911
288.283,32.7515
288.393,47.4005
288.658,87.9944
288.775,100.921
288.882,105.957
288.9,106.064
288.994,103.04
289.096,93.6712
289.251,71.5894
289.432,43.7759
289.527,31.7313
289.61,23.2203
289.678,17.7256
289.746,13.4363
289.808,10.3987
289.871,8.09458
289.934,6.37643
289.997,5.11148
290.061,4.16958
290.132,3.42907
290.202,2.90758
290.287,2.4745
290.401,2.09978
290.524,1.84378
290.64,1.68789
290.794,1.55787
291.026,1.4705
291.103,1.46292
291.394,1.51467
291.686,1.69325
291.913,1.94141
292.111,2.26962
292.276,2.66306
292.432,3.19362
292.551,3.76765
292.67,4.58956
292.765,5.54205
292.845,6.65457
292.928,8.29526
293.002,10.3425
293.076,13.1687
293.138,16.3385
293.211,21.2351
293.283,27.7114
293.36,36.5792
293.445,49.091
293.553,69.3863
293.741,112.735
293.92,152.798
294.053,172.108
294.176,177.84
294.311,170.688
294.468,149.514
294.886,75.826
295.046,52.0173
295.173,36.6092
295.275,26.8292
295.365,20.1097
295.441,15.6048
295.52,12.0188
295.593,9.49655
295.675,7.41329
295.751,5.99053
295.839,4.80364
295.916,4.05505
296.026,3.29603
296.15,2.71382
296.295,2.24314
296.469,1.84589
296.696,1.484
296.939,1.2095
297.206,0.992896
297.531,0.803733
297.912,0.647255
298.305,0.532299
298.754,0.437851
299.255,0.363018
299.757,0.3103
300.315,0.271554
300.761,0.256178
300.872,0.255591
301.087,0.261918
301.265,0.282759
301.383,0.313923
301.471,0.353421
301.568,0.420155
301.657,0.512107
301.746,0.641105
301.847,0.837659
301.968,1.14919
302.268,2.05274
302.402,2.31818
302.501,2.38408
302.612,2.31017
302.75,2.03173
303.029,1.25494
303.113,1.07281
303.187,0.962556
303.26,0.905752
303.285,0.899938
303.36,0.926432
303.435,1.02487
303.51,1.20152
303.585,1.46115
303.671,1.86253
303.782,2.52654
304.068,4.50796
304.188,5.07248
304.299,5.25301
304.412,5.05892
304.532,4.48
304.868,2.13211
304.968,1.55415
305.058,1.14919
305.136,0.876741
305.206,0.68928
305.281,0.539882
305.358,0.428585
305.435,0.349685
305.512,0.29409
305.589,0.254757
305.69,0.219524
305.813,0.1915
305.986,0.16712
306.232,0.146703
306.563,0.132411
306.83,0.12903
307.015,0.13344
307.169,0.146387
307.271,0.163859
307.374,0.192689
307.458,0.228311
307.554,0.284541
307.659,0.369959
307.792,0.510615
308.051,0.821
308.189,0.934791
308.299,0.965238
308.411,0.932556
308.549,0.816219
308.878,0.422572
308.994,0.312659
309.089,0.244191
309.184,0.194187
309.277,0.159947
309.38,0.135148
309.482,0.119508
309.636,0.106292
309.859,0.0975616
310.081,0.0937076
310.527,0.0913451
311.145,0.0943796
311.56,0.101058
311.874,0.111806
312.031,0.12224
312.162,0.13724
312.278,0.159542
312.367,0.186427
312.456,0.225757
312.545,0.28189
312.63,0.355312
312.725,0.463079
312.838,0.629626
313.159,1.19692
313.295,1.35801
313.401,1.40087
313.52,1.3499
313.658,1.17912
313.974,0.635172
314.084,0.483454
314.184,0.378222
314.273,0.310305
314.362,0.262866
314.446,0.233117
314.529,0.214077
314.642,0.20031
314.785,0.195696
314.928,0.200769
315.085,0.216899
315.212,0.241082
315.339,0.280156
315.47,0.34202
315.612,0.437947
315.977,0.756064
316.123,0.841874
316.243,0.866409
316.383,0.839816
316.734,0.651812
316.877,0.599192
317.019,0.583062
317.146,0.599659
317.315,0.662414
317.482,0.766974
317.637,0.908616
317.793,1.11188
317.916,1.34603
318.019,1.62267
318.112,1.97624
318.184,2.35677
318.26,2.90871
318.336,3.67985
318.404,4.62152
318.469,5.83508
318.535,7.43355
318.607,9.77394
318.68,12.8325
318.764,17.4563
318.859,24.0595
318.977,34.3907
319.239,59.9853
319.369,69.2053
319.489,72.5661
319.499,72.5865
319.614,69.9419
319.742,61.5473
320.086,28.5944
320.187,20.6102
320.274,15.1683
320.347,11.6033
320.419,8.82788
320.49,6.78252
320.555,5.33805
320.62,4.24501
320.686,3.42411
320.754,2.77962
320.831,2.25979
320.918,1.83666
321.005,1.53467
321.121,1.25015
321.242,1.04149
321.387,0.861153
321.557,0.709322
321.768,0.573611
322.004,0.4662
322.258,0.382934
322.555,0.31281
322.899,0.254516
323.323,0.20426
323.782,0.166245
324.29,0.136714
324.912,0.1117
325.47,0.0959621
326.214,0.0815373
326.793,0.0742937
327.428,0.070583
327.483,0.0705501
327.879,0.07288
328.068,0.0771447
328.21,0.0837488
328.329,0.0937906
328.419,0.106336
328.508,0.125152
328.597,0.153251
328.675,0.188169
328.762,0.241628
328.851,0.315531
328.949,0.42147
329.074,0.591581
329.355,1.01973
329.484,1.15286
329.599,1.19414
329.72,1.14799
329.858,0.998654
330.184,0.502642
330.291,0.36879
330.384,0.276698
330.462,0.217456
330.54,0.172294
330.618,0.138845
330.696,0.114629
330.786,0.0951525
330.878,0.0819588
330.992,0.0713571
331.152,0.0626741
331.38,0.0559863
331.694,0.0510851
332.14,0.0475039
332.716,0.0455589
333.068,0.0452958
333.854,0.0469935
334.339,0.0502077
334.673,0.0542434
335.007,0.061543
335.202,0.0695449
335.319,0.0775179
335.436,0.0901529
335.533,0.106684
335.611,0.125929
335.698,0.156066
335.776,0.193821
335.854,0.244134
335.943,0.319834
336.036,0.422275
336.159,0.590447
336.451,1.04488
336.589,1.19019
336.701,1.23129
336.811,1.19495
336.941,1.06741
337.29,0.549503
337.404,0.413753
337.499,0.327699
337.595,0.264436
337.676,0.228713
337.767,0.203065
337.869,0.18923
337.921,0.187038
338.023,0.190423
338.152,0.208059
338.256,0.234589
338.36,0.276607
338.451,0.332815
338.529,0.40299
338.605,0.499656
338.677,0.627259
338.749,0.802229
338.82,1.03894
338.89,1.34213
338.964,1.76118
339.045,2.34877
339.136,3.18559
339.254,4.53335
339.544,8.29139
339.674,9.47029
339.793,9.87811
339.799,9.87916
339.912,9.54556
340.034,8.52643
340.231,6.02657
340.395,3.926
340.501,2.81431
340.591,2.06362
340.672,1.53902
340.746,1.17019
340.817,0.90068
340.881,0.716945
340.945,0.57703
341.02,0.456459
341.095,0.369878
341.176,0.302751
341.274,0.247012
341.373,0.208844
341.485,0.178302
341.642,0.149153
341.822,0.126777
342.047,0.10799
342.316,0.0933296
342.596,0.08377
342.875,0.0781923
343.173,0.0759681
343.46,0.0781997
343.636,0.0833299
343.768,0.0910733
343.878,0.102317
343.966,0.116553
344.055,0.138196
344.133,0.16578
344.211,0.204246
344.289,0.25668
344.376,0.335338
344.469,0.447735
344.578,0.617243
344.737,0.923522
344.946,1.34219
345.075,1.52117
345.199,1.58309
345.32,1.52442
345.458,1.33259
345.802,0.650904
345.912,0.472649
346.004,0.355405
346.082,0.278797
346.16,0.220233
346.238,0.176735
346.316,0.145369
346.39,0.123767
346.474,0.106429
346.559,0.094585
346.686,0.0833403
346.813,0.076665
346.982,0.0714554
347.294,0.0669618
347.606,0.0655997
348.185,0.0673193
348.765,0.0728902
349.387,0.0832324
349.905,0.096553
350.424,0.116575
350.826,0.139578
351.17,0.167862
351.463,0.202
351.745,0.249199
351.946,0.296963
352.13,0.357461
352.302,0.438732
352.446,0.53885
352.561,0.657282
352.652,0.793878
352.733,0.96159
352.813,1.1966
352.886,1.49053
352.958,1.8927
353.03,2.43967
353.098,3.12138
353.174,4.12708
353.25,5.44192
353.337,7.39842
353.429,10.0082
353.555,14.4569
353.82,24.9434
353.953,28.87
354.072,30.4632
354.099,30.5212
354.208,29.5972
354.33,26.6178
354.514,19.7021
354.701,12.3513
354.815,8.69438
354.904,6.41338
354.985,4.81168
355.059,3.66275
355.132,2.81317
355.204,2.17525
355.276,1.70352
355.349,1.35804
355.421,1.10588
355.506,0.895515
355.602,0.729606
355.691,0.622237
355.806,0.52402
355.95,0.439631
356.122,0.370585
356.329,0.314355
356.587,0.268094
356.846,0.238305
357.156,0.216522
357.57,0.20348
357.776,0.202275
358.12,0.207281
358.55,0.226422
358.894,0.254444
359.247,0.300181
359.532,0.356517
359.77,0.424533
360.002,0.520867
360.18,0.628549
360.329,0.756769
360.459,0.920096
360.554,1.08905
360.65,1.32694
360.733,1.62215
360.81,2.00458
360.885,2.51693
360.96,3.22142
361.035,4.18273
361.106,5.40602
361.185,7.18355
361.263,9.50085
361.346,12.6276
361.453,17.7073
361.599,26.3074
361.843,41.3779
361.972,46.8325
362.099,48.8053
362.212,47.2636
362.338,42.3105
362.54,30.1502
362.722,19.0217
362.829,13.6856
362.92,10.0574
363.004,7.49221
363.08,5.69095
363.151,4.40098
363.222,3.42517
363.29,2.72855
363.365,2.15845
363.44,1.74408
363.525,1.40553
363.622,1.14074
363.726,0.942892
363.83,0.802115
363.978,0.66026
364.133,0.556707
364.349,0.456191
364.6,0.377347
364.894,0.317172
365.117,0.2879
365.396,0.269925
365.452,0.269625
365.625,0.280648
365.728,0.300193
365.828,0.33416
365.928,0.388689
366.029,0.470257
366.129,0.584637
366.249,0.769139
366.424,1.11537
366.659,1.59481
366.795,1.77116
366.9,1.81604
367.034,1.74394
367.172,1.53956
367.509,0.847176
367.636,0.637748
367.742,0.506966
367.827,0.430045
367.934,0.36307
368.041,0.322678
368.178,0.298274
368.292,0.293642
368.498,0.307851
368.726,0.348817
368.912,0.403844
369.088,0.483324
369.228,0.580544
369.334,0.688069
369.426,0.822513
369.506,0.987956
369.587,1.21967
369.656,1.4929
369.732,1.90319
369.807,2.45732
369.882,3.20559
369.956,4.18014
370.032,5.48236
370.121,7.46893
370.218,10.1905
370.343,14.5162
370.637,25.9323
370.771,29.4957
370.899,30.7278
371.015,29.723
371.14,26.6447
371.342,19.0314
371.527,11.9802
371.637,8.53876
371.732,6.21823
371.812,4.67783
371.888,3.55621
371.963,2.71663
372.038,2.08994
372.109,1.64737
372.178,1.32917
372.259,1.05897
372.34,0.866365
372.42,0.727154
372.524,0.599949
372.639,0.501593
372.783,0.416057
372.967,0.340924
373.169,0.283883
373.411,0.235785
373.699,0.196058
374.015,0.165833
374.332,0.144496
374.793,0.123484
375.207,0.111287
375.829,0.101088
376.288,0.0986981
376.779,0.10168
377.113,0.109022
377.317,0.117701
377.5,0.131507
377.637,0.14965
377.751,0.174623
377.843,0.205412
377.934,0.250871
378.013,0.306413
378.091,0.38154
378.169,0.481638
378.259,0.632821
378.351,0.836732
378.462,1.14469
378.636,1.74242
378.854,2.49291
378.984,2.78503
379.101,2.87664
379.221,2.78073
379.359,2.46008
379.726,1.20406
379.842,0.879913
379.941,0.664024
380.031,0.517122
380.12,0.409264
380.198,0.341257
380.284,0.288683
380.387,0.248244
380.491,0.224879
380.624,0.210638
380.751,0.207414
380.981,0.217078
381.184,0.239358
381.337,0.266962
381.482,0.307633
381.608,0.362792
381.717,0.437066
381.811,0.53112
381.9,0.656723
381.99,0.836455
382.081,1.08286
382.172,1.4106
382.266,1.84798
382.387,2.55992
382.57,3.89191
382.83,5.79305
383.072,7.05789
383.269,8.1485
383.398,9.42675
383.523,11.3823
383.665,14.579
383.969,22.5716
384.111,24.8063
384.193,25.1636
384.325,24.1453
384.449,21.5598
384.673,14.736
384.839,9.69939
384.954,6.85014
385.04,5.17295
385.123,3.88498
385.199,2.97139
385.274,2.28348
385.346,1.78058
385.419,1.40494
385.492,1.12693
385.572,0.902642
385.653,0.742005
385.745,0.611566
385.861,0.499727
385.976,0.422622
386.12,0.354725
386.293,0.297511
386.507,0.247993
386.783,0.203911
387.06,0.173467
387.435,0.145188
387.885,0.12296
388.375,0.107306
388.952,0.0957382
389.644,0.0878174
390.474,0.0837054
390.843,0.0832399
392.043,0.0862441
393.242,0.0958564
394.3,0.110919
395.203,0.130756
395.977,0.155618
396.648,0.186404
397.281,0.227775
397.81,0.277024
398.261,0.335773
398.687,0.413387
399.048,0.505979
399.358,0.616395
399.642,0.757505
399.874,0.917625
400.094,1.12791
400.287,1.39184
400.448,1.70863
400.567,2.03871
400.677,2.4663
400.775,3.01281
400.863,3.69787
400.95,4.65476
401.032,5.90458
401.104,7.41201
401.176,9.40904
401.255,12.2925
401.332,16.0168
401.417,21.3263
401.515,29.2247
401.625,40.4169
401.785,60.475
402.021,91.307
402.161,104.046
402.289,108.65
402.299,108.679
402.422,105.064
402.558,93.4926
402.777,65.4421
402.952,43.0272
403.068,30.7469
403.165,22.6251
403.242,17.4889
403.319,13.4431
403.394,10.4225
403.472,8.05468
403.549,6.2957
403.626,5.00153
403.708,4.01231
403.789,3.29516
403.882,2.706
403.977,2.27243
404.106,1.86093
404.261,1.52447
404.442,1.25477
404.636,1.05124
404.868,0.877843
405.113,0.748112
405.436,0.630495
405.758,0.552224
406.016,0.509133
406.466,0.463891
406.916,0.448387
407.289,0.455491
407.755,0.491428
408.127,0.547273
408.513,0.641951
408.832,0.764165
409.099,0.914807
409.325,1.09908
409.524,1.3321
409.691,1.61164
409.836,1.96626
409.949,2.36623
410.039,2.81273
410.13,3.43163
410.218,4.27582
410.301,5.40423
410.376,6.77242
410.45,8.59562
410.53,11.1957
410.61,14.6272
410.698,19.5561
410.791,26.2926
410.904,36.6774
411.054,53.7533
411.313,85.041
411.456,97.3461
411.588,101.808
411.599,101.835
411.726,98.3292
411.866,87.14
412.106,58.5903
412.272,39.0933
412.392,27.6679
412.491,20.2037
412.571,15.5332
412.651,11.8888
412.728,9.19228
412.808,7.09587
412.888,5.54974
412.968,4.41832
413.052,3.55615
413.147,2.85679
413.255,2.31172
413.356,1.94951
413.489,1.6087
413.649,1.32219
413.829,1.09343
414.062,0.883742
414.308,0.72703
414.587,0.599315
414.913,0.493001
415.272,0.409694
415.738,0.334756
416.188,0.28504
416.772,0.241772
417.474,0.211205
418.175,0.19802
418.41,0.197219
419.007,0.204391
419.405,0.218505
419.803,0.243697
420.108,0.274337
420.424,0.323005
420.687,0.385273
420.88,0.452236
421.056,0.540227
421.197,0.643184
421.32,0.775321
421.419,0.930695
421.513,1.14031
421.595,1.39954
421.677,1.76112
421.747,2.18277
421.82,2.7673
421.896,3.57688
421.972,4.64348
422.049,6.03227
422.131,7.9202
422.224,10.602
422.34,14.7927
422.552,24.1629
422.733,31.9574
422.869,35.9535
422.999,37.3246
423.117,36.2073
423.244,32.7609
423.436,24.7115
423.656,14.9459
423.778,10.5388
423.869,7.89983
