13-Al-27(n,&gamma;) ENDF/B-VII.1
493945.0,5.16614E-4
494255.0,7.73682E-4
494369.0,8.18731E-4
494385.0,8.1975E-4
494455.0,8.07577E-4
494585.0,7.25045E-4
494851.0,4.88772E-4
494989.0,3.92932E-4
495134.0,3.20173E-4
495289.0,2.64171E-4
495476.0,2.17467E-4
495662.0,1.86752E-4
495910.0,1.5788E-4
496152.0,1.38946E-4
496433.0,1.24035E-4
496994.0,1.05714E-4
497667.0,9.40789E-5
498790.0,8.42876E-5
499688.0,8.0756E-5
501483.0,7.87833E-5
504716.0,8.38843E-5
507589.0,9.50956E-5
510103.0,1.11129E-4
512258.0,1.31849E-4
514054.0,1.57734E-4
515491.0,1.87963E-4
516748.0,2.25982E-4
517825.0,2.71849E-4
518903.0,3.36259E-4
519801.0,4.09238E-4
521004.0,5.4127E-4
523161.0,8.15911E-4
524801.0,9.46674E-4
525733.0,9.84026E-4
526368.0,9.57422E-4
527018.0,8.67877E-4
528612.0,5.58341E-4
529410.0,4.40585E-4
530181.0,3.56913E-4
531081.0,2.87388E-4
531981.0,2.38708E-4
533009.0,1.99254E-4
534295.0,1.65353E-4
535837.0,1.38373E-4
537637.0,1.1807E-4
539822.0,1.03148E-4
541879.0,9.59953E-5
542651.0,9.52542E-5
543679.0,9.81175E-5
544322.0,1.06453E-4
544579.0,1.14129E-4
544784.0,1.23756E-4
544976.0,1.39629E-4
545101.0,1.55967E-4
545216.0,1.80056E-4
545319.0,2.14156E-4
545394.0,2.52157E-4
545456.0,3.00331E-4
545508.0,3.59031E-4
545557.0,4.39189E-4
545594.0,5.28577E-4
545626.0,6.36871E-4
545655.0,7.75209E-4
545680.0,9.39762E-4
545705.0,0.00116392
545728.0,0.00145299
545750.0,0.00184536
545771.0,0.00234233
545795.0,0.00308707
545839.0,0.00464441
545861.0,0.00516184
545875.0,0.00526174
545891.0,0.00513916
545911.0,0.00466351
545966.0,0.0028372
545989.0,0.00228352
546008.0,0.00193588
546025.0,0.00172696
546050.0,0.00154134
546075.0,0.00148795
546096.0,0.00154196
546116.0,0.00170222
546132.0,0.00193347
546149.0,0.00229075
546165.0,0.00281962
546180.0,0.00351547
546200.0,0.0047097
546233.0,0.00691229
546246.0,0.00754486
546261.0,0.00780563
546273.0,0.00762558
546289.0,0.00691198
546335.0,0.00373526
546352.0,0.00283284
546366.0,0.00224749
546381.0,0.00181269
546396.0,0.00147651
546411.0,0.00122136
546429.0,0.00101242
546449.0,8.317E-4
546472.0,6.89677E-4
546501.0,5.62774E-4
546534.0,4.63324E-4
546576.0,3.79656E-4
546626.0,3.12864E-4
546684.0,2.60877E-4
546742.0,2.25886E-4
546825.0,1.92364E-4
546924.0,1.65806E-4
547031.0,1.47271E-4
547209.0,1.28339E-4
547452.0,1.14474E-4
547748.0,1.05659E-4
547964.0,1.00715E-4
548611.0,9.45366E-5
549905.0,9.14105E-5
552278.0,9.50004E-5
554867.0,1.05358E-4
557455.0,1.226E-4
560044.0,1.489E-4
562632.0,1.86983E-4
568499.0,3.00589E-4
570398.0,3.17801E-4
570743.0,3.18376E-4
572813.0,3.05931E-4
577300.0,2.45269E-4
579026.0,2.37314E-4
579889.0,2.41398E-4
580752.0,2.53578E-4
581614.0,2.77525E-4
582601.0,3.27436E-4
583252.0,3.80768E-4
583941.0,4.64694E-4
584562.0,5.72979E-4
585183.0,7.19916E-4
585596.0,8.51353E-4
585803.0,9.55979E-4
585901.0,0.00104236
585987.0,0.00118046
586045.0,0.00135279
586080.0,0.00153548
586111.0,0.00178081
586137.0,0.00211279
586158.0,0.00253752
586178.0,0.00311647
586196.0,0.00387603
586218.0,0.00509002
586256.0,0.00749326
586274.0,0.00820688
586286.0,0.00834707
586300.0,0.00811571
586320.0,0.00724591
586364.0,0.00446327
586384.0,0.00350019
586402.0,0.00284969
586421.0,0.00237838
586444.0,0.00199808
586471.0,0.00171912
586497.0,0.00153719
586544.0,0.00134353
586603.0,0.00120852
586688.0,0.00110916
586773.0,0.00105474
587106.0,9.51987E-4
588720.0,5.58224E-4
589356.0,4.40587E-4
589991.0,3.54917E-4
590626.0,2.93284E-4
591367.0,2.43146E-4
592055.0,2.13702E-4
592243.0,2.08974E-4
592453.0,2.15879E-4
592513.0,2.27875E-4
592549.0,2.44728E-4
592571.0,2.65623E-4
592584.0,2.89461E-4
592593.0,3.17511E-4
592601.0,3.56153E-4
592607.0,4.04356E-4
592613.0,4.76994E-4
592618.0,5.7015E-4
592623.0,7.0255E-4
592628.0,8.88595E-4
592633.0,0.00111226
592637.0,0.00139553
592642.0,0.00175925
592647.0,0.00232321
592652.0,0.00305123
592659.0,0.00413803
592666.0,0.00568443
592674.0,0.00797725
592691.0,0.0136379
592704.0,0.0178653
592714.0,0.0198624
592722.0,0.0203382
592731.0,0.0196565
592740.0,0.0177266
592755.0,0.0130543
592771.0,0.00789322
592779.0,0.00561353
592786.0,0.00408953
592792.0,0.00304713
592798.0,0.00226763
592803.0,0.00172874
592808.0,0.00131888
592813.0,0.00104327
592817.0,8.34584E-4
592822.0,6.62333E-4
592828.0,5.40068E-4
592834.0,4.4633E-4
592839.0,3.83374E-4
592846.0,3.34245E-4
592855.0,2.95172E-4
592869.0,2.63977E-4
592892.0,2.38327E-4
592920.0,2.21739E-4
592976.0,2.04353E-4
593092.0,1.88938E-4
593285.0,1.78898E-4
593904.0,1.65875E-4
594678.0,1.60929E-4
595298.0,1.65241E-4
595762.0,1.75947E-4
596226.0,1.97949E-4
596536.0,2.2356E-4
596846.0,2.64362E-4
597078.0,3.10799E-4
597310.0,3.77601E-4
597558.0,4.78327E-4
598007.0,7.07233E-4
598154.0,7.50349E-4
598228.0,7.56092E-4
598363.0,7.36811E-4
598556.0,6.5622E-4
598935.0,4.5644E-4
599168.0,3.63322E-4
599400.0,2.96406E-4
599671.0,2.42874E-4
599942.0,2.06812E-4
600251.0,1.79017E-4
600638.0,1.56535E-4
601180.0,1.3833E-4
601741.0,1.30129E-4
601838.0,1.29862E-4
602109.0,1.32591E-4
602302.0,1.40804E-4
602418.0,1.52763E-4
602505.0,1.69804E-4
602564.0,1.89708E-4
602607.0,2.13447E-4
602651.0,2.508E-4
602684.0,2.97558E-4
602709.0,3.48317E-4
602731.0,4.17743E-4
602749.0,5.01257E-4
602764.0,6.02853E-4
602778.0,7.41076E-4
602790.0,9.0708E-4
602800.0,0.00109988
602809.0,0.00134911
602818.0,0.00167122
602828.0,0.00217549
602838.0,0.00282325
602850.0,0.00379801
602887.0,0.00743317
602899.0,0.00821599
602910.0,0.00845663
602922.0,0.00815762
602936.0,0.00716019
602969.0,0.00378913
602982.0,0.00278546
602992.0,0.00215321
603002.0,0.00167228
603012.0,0.00131722
603022.0,0.00105908
603032.0,8.71695E-4
603044.0,7.0405E-4
603058.0,5.82391E-4
603074.0,4.81817E-4
603092.0,4.01844E-4
603116.0,3.33018E-4
603140.0,2.86454E-4
603172.0,2.44491E-4
603212.0,2.10556E-4
603268.0,1.81087E-4
603340.0,1.59423E-4
603436.0,1.42824E-4
603556.0,1.322E-4
603737.0,1.2313E-4
604164.0,1.16209E-4
604676.0,1.13571E-4
605017.0,1.13053E-4
606723.0,1.19714E-4
608974.0,1.3858E-4
612386.0,1.72791E-4
613819.0,1.77928E-4
615525.0,1.70808E-4
620574.0,1.17657E-4
622757.0,1.02546E-4
625146.0,9.39256E-5
627022.0,9.19065E-5
629581.0,9.54808E-5
631969.0,1.06023E-4
633873.0,1.20709E-4
635681.0,1.42362E-4
637230.0,1.69392E-4
638522.0,2.00362E-4
640071.0,2.5236E-4
641363.0,3.12643E-4
642757.0,3.98315E-4
645856.0,6.33409E-4
646941.0,6.80146E-4
647453.0,6.85973E-4
648749.0,6.5696E-4
650402.0,5.94171E-4
650892.0,5.89296E-4
651926.0,6.01491E-4
652398.0,5.88011E-4
652971.0,5.33838E-4
653688.0,4.54904E-4
653939.0,4.45897E-4
654141.0,4.64858E-4
654236.0,4.96468E-4
654292.0,5.32853E-4
654348.0,5.95081E-4
654390.0,6.72388E-4
654425.0,7.74192E-4
654454.0,9.05358E-4
654482.0,0.00108053
654510.0,0.00133971
654575.0,0.00211842
654600.0,0.00229482
654611.0,0.00231962
654635.0,0.00223824
654668.0,0.00192022
654709.0,0.00145463
654739.0,0.00120109
654764.0,0.00106688
654793.0,9.7302E-4
654829.0,9.3248E-4
654858.0,9.45241E-4
654901.0,0.00103426
654938.0,0.0011751
654989.0,0.00147704
655037.0,0.00178615
655074.0,0.00191636
655084.0,0.00192364
655112.0,0.00186931
655150.0,0.00165136
655224.0,0.00112454
655264.0,9.09245E-4
655308.0,7.40631E-4
655351.0,6.25748E-4
655395.0,5.45144E-4
655459.0,4.64638E-4
655523.0,4.11733E-4
655620.0,3.60399E-4
655742.0,3.20331E-4
655902.0,2.87654E-4
656114.0,2.60385E-4
656500.0,2.29468E-4
657143.0,1.97488E-4
658171.0,1.64284E-4
659456.0,1.36234E-4
661127.0,1.11242E-4
663055.0,9.15779E-5
665369.0,7.56319E-5
667940.0,6.37713E-5
671025.0,5.44477E-5
674624.0,4.77338E-5
679163.0,4.32062E-5
683188.0,4.1916E-5
687715.0,4.35019E-5
690231.0,4.62187E-5
692948.0,5.13058E-5
695315.0,5.96051E-5
696681.0,6.81228E-5
697391.0,7.5999E-5
697801.0,8.44824E-5
698006.0,9.20015E-5
698176.0,1.02485E-4
698313.0,1.17169E-4
698398.0,1.3236E-4
698467.0,1.51009E-4
698525.0,1.74952E-4
698574.0,2.05465E-4
698615.0,2.43466E-4
698648.0,2.8891E-4
698677.0,3.45008E-4
698702.0,4.13712E-4
698722.0,4.94512E-4
698739.0,5.87923E-4
698756.0,7.13131E-4
698770.0,8.68072E-4
698782.0,0.00104769
698793.0,0.00127193
698803.0,0.0015563
698813.0,0.00193156
698824.0,0.00246984
698835.0,0.00318498
698847.0,0.00425067
698862.0,0.00584043
698891.0,0.00946294
698907.0,0.0107925
698919.0,0.0111111
698931.0,0.0107696
698945.0,0.00970334
698971.0,0.00656031
698988.0,0.00454876
699000.0,0.00344602
699011.0,0.0026604
699022.0,0.00206649
699032.0,0.00165225
699042.0,0.0013442
699054.0,0.00109538
699067.0,8.85665E-4
699083.0,7.15965E-4
699098.0,5.94692E-4
699119.0,4.85459E-4
699139.0,4.08985E-4
699163.0,3.45263E-4
699192.0,2.91485E-4
699228.0,2.45773E-4
699275.0,2.06438E-4
699334.0,1.75544E-4
699404.0,1.52484E-4
699485.0,1.36404E-4
699566.0,1.26531E-4
699728.0,1.16166E-4
699923.0,1.11425E-4
700117.0,1.09939E-4
700636.0,1.14239E-4
701414.0,1.30665E-4
702160.0,1.56105E-4
702744.0,1.85932E-4
703246.0,2.23268E-4
703651.0,2.66642E-4
703976.0,3.15241E-4
704300.0,3.83833E-4
704584.0,4.70307E-4
704827.0,5.76156E-4
705029.0,6.99283E-4
705232.0,8.70833E-4
705414.0,0.00108651
705595.0,0.00138229
705752.0,0.00172479
705979.0,0.00236436
706187.0,0.00295781
706293.0,0.0031493
706381.0,0.00320018
706498.0,0.00309765
706691.0,0.00262838
706976.0,0.00181391
707163.0,0.00140295
707332.0,0.00113079
707509.0,9.23205E-4
707678.0,7.76501E-4
707902.0,6.38934E-4
708146.0,5.34764E-4
708408.0,4.5701E-4
708784.0,3.8348E-4
709159.0,3.3614E-4
709610.0,2.99528E-4
710210.0,2.71738E-4
710911.0,2.61012E-4
711512.0,2.70564E-4
711912.0,2.90155E-4
712313.0,3.26091E-4
712626.0,3.72306E-4
712907.0,4.34777E-4
713198.0,5.30907E-4
713433.0,6.46318E-4
713644.0,7.95957E-4
713852.0,0.00100479
714059.0,0.00129244
714263.0,0.00167649
714612.0,0.00241517
714751.0,0.00257838
714816.0,0.00259841
714932.0,0.00253438
715114.0,0.00223107
715476.0,0.00144964
715676.0,0.00111842
715849.0,9.03176E-4
716031.0,7.3316E-4
716249.0,5.84788E-4
716467.0,4.78355E-4
716722.0,3.89352E-4
717013.0,3.17816E-4
717304.0,2.67001E-4
717667.0,2.21985E-4
718104.0,1.84939E-4
718540.0,1.59378E-4
719122.0,1.3619E-4
719849.0,1.17924E-4
720722.0,1.05832E-4
721510.0,1.02031E-4
722134.0,1.04684E-4
722669.0,1.13485E-4
723071.0,1.27568E-4
723338.0,1.43635E-4
723539.0,1.61661E-4
723740.0,1.87949E-4
723907.0,2.19789E-4
724074.0,2.66042E-4
724224.0,3.27188E-4
724358.0,4.0585E-4
724475.0,5.02679E-4
724591.0,6.34474E-4
724714.0,8.21234E-4
724917.0,0.00119163
725015.0,0.00131069
725068.0,0.00132992
725164.0,0.00127229
725282.0,0.00108274
725456.0,7.65006E-4
725568.0,6.04231E-4
725682.0,4.80812E-4
725807.0,3.82706E-4
725936.0,3.11388E-4
726069.0,2.58104E-4
726237.0,2.11344E-4
726404.0,1.78771E-4
726604.0,1.51412E-4
726839.0,1.29532E-4
727173.0,1.09201E-4
727485.0,9.69076E-5
727886.0,8.63683E-5
728555.0,7.58571E-5
729394.0,6.88837E-5
730303.0,6.43224E-5
732283.0,6.01809E-5
734594.0,5.8833E-5
738885.0,6.12481E-5
743342.0,6.83982E-5
746808.0,7.85545E-5
749448.0,9.16408E-5
751429.0,1.07695E-4
752914.0,1.26558E-4
754235.0,1.5206E-4
755390.0,1.85301E-4
756446.0,2.28423E-4
758460.0,3.30525E-4
759285.0,3.51003E-4
759417.0,3.51572E-4
760173.0,3.40484E-4
762381.0,2.61274E-4
763230.0,2.46079E-4
763485.0,2.45005E-4
763995.0,2.50214E-4
764525.0,2.72673E-4
764844.0,3.03628E-4
765083.0,3.45517E-4
765242.0,3.90738E-4
765401.0,4.61287E-4
765531.0,5.51209E-4
765630.0,6.52009E-4
765713.0,7.75142E-4
765786.0,9.289E-4
765856.0,0.0011382
765919.0,0.00141086
765972.0,0.0017349
766018.0,0.0021229
766065.0,0.00265918
766105.0,0.00328676
766147.0,0.00417467
766195.0,0.00550995
766272.0,0.00798288
766304.0,0.00871766
766337.0,0.00901669
766363.0,0.0088433
766405.0,0.00792047
766502.0,0.00481994
766548.0,0.00371811
766590.0,0.00294928
766632.0,0.00237985
766681.0,0.0018989
766729.0,0.00155692
766784.0,0.00127391
766853.0,0.00102863
766921.0,8.57966E-4
767004.0,7.14046E-4
767098.0,5.98374E-4
767214.0,5.0323E-4
767319.0,4.43974E-4
767487.0,3.82119E-4
767697.0,3.33189E-4
767949.0,3.01066E-4
768202.0,2.80674E-4
768706.0,2.63845E-4
769043.0,2.60438E-4
769883.0,2.69281E-4
770892.0,2.99194E-4
772238.0,3.64839E-4
773852.0,4.53956E-4
774794.0,4.76251E-4
774928.0,4.7662E-4
777552.0,4.4106E-4
778628.0,4.55359E-4
779585.0,4.96137E-4
780776.0,5.86208E-4
781875.0,6.67752E-4
782470.0,6.80772E-4
786710.0,5.95451E-4
789134.0,4.8995E-4
791801.0,3.68528E-4
793982.0,2.94136E-4
796407.0,2.34689E-4
798831.0,1.92828E-4
801255.0,1.63552E-4
803680.0,1.43778E-4
806104.0,1.31898E-4
808528.0,1.27672E-4
810347.0,1.30742E-4
812165.0,1.40139E-4
813680.0,1.5691E-4
814589.0,1.71168E-4
815801.0,1.99941E-4
816862.0,2.37821E-4
817771.0,2.8486E-4
818377.0,3.29372E-4
818983.0,3.9203E-4
819286.0,4.4545E-4
819481.0,4.91132E-4
819697.0,5.67597E-4
819856.0,6.58868E-4
819982.0,7.71487E-4
820087.0,9.11594E-4
820173.0,0.00109071
820246.0,0.00131356
820303.0,0.001571
820357.0,0.00190567
820403.0,0.00232152
820444.0,0.00283594
820484.0,0.0035398
820522.0,0.00446216
820558.0,0.00569737
820595.0,0.00732573
820666.0,0.0109825
820692.0,0.0119774
820722.0,0.0124293
820752.0,0.0120037
820791.0,0.0104105
820864.0,0.00666688
820903.0,0.00508417
820939.0,0.00403624
820972.0,0.00332056
821012.0,0.00269317
821058.0,0.00218734
821105.0,0.00180869
821153.0,0.00153716
821220.0,0.0012736
821299.0,0.00106623
821387.0,9.13935E-4
821493.0,7.91424E-4
821621.0,6.96831E-4
821791.0,6.18319E-4
822046.0,5.49686E-4
822386.0,4.97186E-4
823237.0,4.19295E-4
824853.0,3.07188E-4
826044.0,2.42794E-4
827234.0,1.95317E-4
828510.0,1.59416E-4
829786.0,1.34555E-4
831274.0,1.14961E-4
832975.0,1.00621E-4
835101.0,9.07093E-5
837227.0,8.73095E-5
837440.0,8.72752E-5
839566.0,9.07527E-5
841267.0,9.97403E-5
842543.0,1.12482E-4
843393.0,1.25759E-4
844244.0,1.45176E-4
844882.0,1.6731E-4
844911.0,1.75189E-4
844929.0,1.89931E-4
844944.0,2.14115E-4
844959.0,2.5373E-4
844973.0,3.10838E-4
844997.0,4.309E-4
845028.0,5.90969E-4
845047.0,6.57826E-4
845076.0,7.07997E-4
845151.0,7.24876E-4
845227.0,7.2489E-4
1000000.0,6.64433E-4
1500000.0,5.72019E-4
2500000.0,4.5594E-4
3000000.0,4.15401E-4
3500000.0,3.92774E-4
4000000.0,3.86231E-4
6586590.0,4.05134E-4
9000000.0,4.08854E-4
1.0E7,4.32791E-4
1.45E7,6.45255E-4
1.6E7,6.7817E-4
1.7E7,6.86238E-4
1.8125E7,6.56805E-4
1.99995E7,5.30941E-4
1.99997E7,5.09672E-4
1.99998E7,4.59955E-4
1.99999E7,3.79641E-4
2.00001E7,1.61735E-4
2.00002E7,5.76682E-5
2.00002E7,7.86823E-5
2.00002E7,1.10021E-4
2.00003E7,2.31694E-5
2.00003E7,3.16783E-5
2.00003E7,4.24237E-5
2.00004E7,7.3168E-6
2.00004E7,9.723E-6
2.00004E7,1.27886E-5
2.00004E7,1.73666E-5
2.00005E7,1.7534E-6
2.00005E7,2.32433E-6
2.00005E7,3.06045E-6
2.00005E7,4.0988E-6
2.00005E7,5.43555E-6
2.00006E7,3.29585E-7
2.00006E7,4.28506E-7
2.00006E7,5.73363E-7
2.00006E7,7.60661E-7
2.00006E7,1.0007E-6
2.00006E7,1.30979E-6
2.00007E7,4.86418E-8
2.00007E7,6.32839E-8
2.00007E7,8.18276E-8
2.00007E7,1.09298E-7
2.00007E7,1.45201E-7
2.00007E7,1.91857E-7
2.00007E7,2.5214E-7
2.00008E7,5.352E-9
2.00008E7,6.89658E-9
2.00008E7,9.2206E-9
2.00008E7,1.22764E-8
2.00008E7,1.63471E-8
2.00008E7,2.15825E-8
2.00008E7,2.84356E-8
2.00008E7,3.72304E-8
2.00009E7,4.7609E-10
2.00009E7,6.3093E-10
2.00009E7,8.3352E-10
2.00009E7,1.09504E-9
2.00009E7,1.43768E-9
2.00009E7,1.88165E-9
2.00009E7,2.45505E-9
2.00009E7,3.18579E-9
2.00009E7,4.14046E-9
2.0001E7,5.7998E-11
2.0001E7,8.6849E-11
2.0001E7,9.5925E-11
2.0001E7,1.1974E-10
2.0001E7,1.5729E-10
2.0001E7,2.0552E-10
2.0001E7,2.6925E-10
2.0001E7,3.5813E-10
2.00011E7,1.0879E-11
2.00012E7,2.93E-13
2.00014E7,0.0
1.5E8,0.0
