20-Ca-44(n,&gamma;) ENDF/B-VII.1
151678.0,0.00404349
151729.0,0.00346458
151794.0,0.00300859
151873.0,0.00267471
152005.0,0.00234702
152215.0,0.00205722
152557.0,0.00178709
153136.0,0.00150122
153902.0,0.00124897
154653.0,0.00107053
154934.0,0.00103923
155062.0,0.00106744
155109.0,0.0011096
155146.0,0.00117945
155172.0,0.00127609
155190.0,0.00139379
155206.0,0.00156109
155219.0,0.00179306
155228.0,0.00205865
155236.0,0.00238208
155241.0,0.0027811
155246.0,0.00324021
155250.0,0.00381895
155253.0,0.00457077
155256.0,0.00556584
155258.0,0.00678131
155261.0,0.0084732
155263.0,0.0108167
155265.0,0.013707
155268.0,0.0177237
155270.0,0.0229681
155273.0,0.0304905
155275.0,0.0405471
155279.0,0.0558464
155284.0,0.0843965
155292.0,0.131694
155296.0,0.148241
155300.0,0.15476
155300.0,0.154746
155304.0,0.148611
155309.0,0.128982
155320.0,0.0609413
155324.0,0.0443961
155327.0,0.0322166
155330.0,0.0241799
155332.0,0.0183947
155335.0,0.0140132
155337.0,0.0111212
155339.0,0.00892762
155341.0,0.00716548
155344.0,0.00583711
155347.0,0.00475126
155350.0,0.00391703
155354.0,0.00326529
155358.0,0.00279006
155364.0,0.00237898
155371.0,0.0020467
155381.0,0.00175862
155395.0,0.00151396
155409.0,0.00136278
155433.0,0.00120709
155473.0,0.00108046
155525.0,0.00100051
155632.0,9.29315E-4
156018.0,8.40165E-4
156947.0,7.34478E-4
157763.0,6.91742E-4
158190.0,7.30019E-4
158290.0,7.76922E-4
158353.0,8.41614E-4
158399.0,9.33421E-4
158433.0,0.00105689
158458.0,0.0012161
158479.0,0.00142922
158494.0,0.00166909
158507.0,0.00200465
158517.0,0.00237459
158525.0,0.00282241
158533.0,0.00342876
158539.0,0.00413707
158544.0,0.00502458
158548.0,0.00609856
158551.0,0.00743242
158554.0,0.0091354
158556.0,0.0112001
158559.0,0.0140693
158561.0,0.017746
158563.0,0.0225055
158565.0,0.0287937
158568.0,0.0380201
158570.0,0.0493009
158573.0,0.0666119
158576.0,0.0903243
158579.0,0.126659
158586.0,0.206019
158592.0,0.281233
158596.0,0.313255
158600.0,0.323757
158604.0,0.313236
158608.0,0.28121
158614.0,0.205996
158621.0,0.126636
158624.0,0.0903115
158627.0,0.0666062
158630.0,0.049306
158632.0,0.0369803
158635.0,0.0280113
158637.0,0.021913
158639.0,0.0173056
158642.0,0.0137769
158644.0,0.0111731
158646.0,0.00925222
158649.0,0.00758889
158652.0,0.00624232
158656.0,0.00521102
158660.0,0.00439854
158666.0,0.00361529
158673.0,0.00299013
158681.0,0.00246722
158692.0,0.00205022
158704.0,0.00172775
158718.0,0.00148411
158736.0,0.00128478
158757.0,0.00112967
158785.0,0.00100192
158827.0,8.96407E-4
158869.0,8.37541E-4
158954.0,7.82493E-4
159125.0,7.54514E-4
159395.0,7.87954E-4
159636.0,8.64896E-4
159816.0,9.6108E-4
159997.0,0.00111041
160147.0,0.00130244
160268.0,0.00152655
160384.0,0.00184582
160476.0,0.00221002
160555.0,0.00264832
160634.0,0.00326839
160700.0,0.0040017
160759.0,0.00492401
160812.0,0.00606235
160858.0,0.00742713
160901.0,0.00916991
160941.0,0.0113243
160979.0,0.0141609
161017.0,0.0178808
161057.0,0.0232027
161114.0,0.0329922
161161.0,0.0406059
161187.0,0.0429013
161200.0,0.0432048
161224.0,0.0421666
161254.0,0.0384325
161339.0,0.0237203
161379.0,0.0183741
161416.0,0.0145199
161454.0,0.0116407
161496.0,0.00925651
161540.0,0.0074449
161591.0,0.00594272
161644.0,0.00482186
161696.0,0.0039983
161762.0,0.00324697
161841.0,0.00261102
161920.0,0.00216043
162012.0,0.00178444
162117.0,0.0014793
162245.0,0.00122243
162403.0,0.00100592
162584.0,8.41304E-4
162764.0,7.28801E-4
163005.0,6.27018E-4
163245.0,5.59292E-4
163606.0,4.98885E-4
163851.0,4.83789E-4
164057.0,5.02738E-4
164133.0,5.25946E-4
164208.0,5.68718E-4
164264.0,6.25255E-4
164306.0,6.93781E-4
164346.0,7.94014E-4
164378.0,9.17236E-4
164404.0,0.0010615
164426.0,0.0012471
164447.0,0.00150932
164465.0,0.00184204
164479.0,0.00220423
164492.0,0.00271486
164503.0,0.00331172
164512.0,0.00400234
164520.0,0.00481934
164528.0,0.00591267
164533.0,0.00710803
164539.0,0.00873397
164544.0,0.0106616
164547.0,0.0129338
164551.0,0.0160516
164554.0,0.0198484
164557.0,0.0245445
164560.0,0.030916
164563.0,0.0388678
164565.0,0.0487299
164569.0,0.0641752
164572.0,0.0851936
164576.0,0.117123
164580.0,0.168219
164590.0,0.28679
164595.0,0.324656
164599.0,0.340556
164600.0,0.340894
164604.0,0.332008
164607.0,0.306415
164614.0,0.239901
164621.0,0.14721
164626.0,0.105681
164629.0,0.0805458
164632.0,0.0612908
164635.0,0.0465521
164638.0,0.0357697
164641.0,0.0281283
164644.0,0.023034
164647.0,0.0183316
164650.0,0.0151893
164654.0,0.0122474
164657.0,0.0101678
164662.0,0.00837215
164668.0,0.00678877
164675.0,0.00547592
164683.0,0.00445682
164692.0,0.00365968
164702.0,0.00299744
164713.0,0.00246293
164727.0,0.00202526
164741.0,0.00169232
164759.0,0.0014087
164779.0,0.00117918
164801.0,0.00100487
164833.0,8.3895E-4
164865.0,7.26054E-4
164907.0,6.28596E-4
164963.0,5.46913E-4
165019.0,4.94157E-4
165118.0,4.38617E-4
165245.0,3.99055E-4
165395.0,3.71829E-4
165695.0,3.42281E-4
166295.0,3.14933E-4
167346.0,2.97837E-4
167646.0,2.96656E-4
168697.0,3.05728E-4
169597.0,3.33015E-4
170347.0,3.77565E-4
170948.0,4.37215E-4
171473.0,5.1873E-4
171923.0,6.24826E-4
172298.0,7.5489E-4
172636.0,9.24091E-4
172936.0,0.00113968
173199.0,0.00140624
173424.0,0.0017233
173649.0,0.00216279
173837.0,0.00266503
174024.0,0.00333518
174231.0,0.00433555
174460.0,0.00580395
174767.0,0.00797758
174925.0,0.00863515
174997.0,0.00871467
175120.0,0.00849044
175278.0,0.00766113
175690.0,0.00474861
175900.0,0.00361713
176088.0,0.00286558
176276.0,0.00230244
176501.0,0.00181098
176726.0,0.0014575
176989.0,0.00116164
177251.0,9.4834E-4
177551.0,7.71862E-4
177852.0,6.42911E-4
178227.0,5.25596E-4
178677.0,4.26308E-4
179202.0,3.46043E-4
179803.0,2.82765E-4
180403.0,2.38202E-4
181153.0,1.98788E-4
182054.0,1.65683E-4
183104.0,1.3892E-4
184455.0,1.1555E-4
185881.0,9.86211E-5
187757.0,8.28453E-5
190008.0,6.99157E-5
193010.0,5.81489E-5
196762.0,4.82987E-5
200514.0,4.15859E-5
205017.0,3.6229E-5
209198.0,3.35814E-5
210711.0,3.33485E-5
213132.0,3.45504E-5
214645.0,3.73209E-5
215704.0,4.14162E-5
216461.0,4.64708E-5
217066.0,5.29794E-5
217611.0,6.21928E-5
218034.0,7.32295E-5
218398.0,8.72757E-5
218700.0,1.0428E-4
218972.0,1.26443E-4
219215.0,1.55016E-4
219426.0,1.91089E-4
219608.0,2.35179E-4
219759.0,2.8666E-4
219911.0,3.59053E-4
220032.0,4.40165E-4
220153.0,5.53287E-4
220259.0,6.92442E-4
220349.0,8.56902E-4
220440.0,0.00108355
220516.0,0.00134101
220591.0,0.00168611
220667.0,0.00214758
220750.0,0.00281469
220906.0,0.00429369
220952.0,0.00458281
220999.0,0.00469617
221061.0,0.00451541
221142.0,0.00385202
221277.0,0.00256659
221356.0,0.00199003
221424.0,0.00160497
221499.0,0.00128082
221575.0,0.00103862
221666.0,8.24733E-4
221757.0,6.68897E-4
221862.0,5.36459E-4
221984.0,4.28284E-4
222120.0,3.42197E-4
222271.0,2.7476E-4
222422.0,2.26425E-4
222604.0,1.84755E-4
222816.0,1.50332E-4
223058.0,1.22933E-4
223300.0,1.03509E-4
223602.0,8.63199E-5
223966.0,7.20583E-5
224389.0,6.07786E-5
224873.0,5.2128E-5
225364.0,4.61268E-5
225998.0,4.08376E-5
226823.0,3.65464E-5
227799.0,3.3177E-5
229299.0,3.05608E-5
231399.0,2.93406E-5
231699.0,2.93362E-5
234099.0,3.06629E-5
235899.0,3.35091E-5
237399.0,3.7729E-5
238749.0,4.40554E-5
239874.0,5.23827E-5
240775.0,6.25095E-5
241525.0,7.48086E-5
242200.0,9.06553E-5
242800.0,1.10774E-4
243325.0,1.3567E-4
243775.0,1.65121E-4
244225.0,2.0581E-4
244600.0,2.51944E-4
244975.0,3.14409E-4
245350.0,3.97595E-4
245770.0,5.21467E-4
246520.0,7.84893E-4
246820.0,8.50697E-4
246991.0,8.61602E-4
247300.0,8.26297E-4
247675.0,7.13563E-4
248350.0,4.76621E-4
248763.0,3.65757E-4
249100.0,2.96804E-4
249475.0,2.3924E-4
249850.0,1.95956E-4
250300.0,1.57908E-4
250825.0,1.26372E-4
251350.0,1.03811E-4
251950.0,8.53402E-5
252700.0,6.92102E-5
253526.0,5.70488E-5
254501.0,4.72281E-5
255701.0,3.91952E-5
257051.0,3.32764E-5
258701.0,2.85969E-5
260801.0,2.48603E-5
263501.0,2.20914E-5
266548.0,2.04309E-5
271095.0,1.93962E-5
272896.0,1.93321E-5
278296.0,2.00027E-5
283696.0,2.19521E-5
289097.0,2.55715E-5
293147.0,2.99973E-5
296748.0,3.59373E-5
299898.0,4.3642E-5
302598.0,5.33581E-5
304848.0,6.49727E-5
306874.0,7.97982E-5
308674.0,9.83526E-5
310249.0,1.2093E-4
311599.0,1.47496E-4
312949.0,1.83878E-4
314299.0,2.34723E-4
315424.0,2.93273E-4
316550.0,3.70634E-4
317810.0,4.85295E-4
320150.0,7.33828E-4
321140.0,7.90649E-4
321455.0,7.94526E-4
322310.0,7.67323E-4
323480.0,6.62873E-4
325550.0,4.40308E-4
326675.0,3.46498E-4
327801.0,2.74759E-4
328926.0,2.2199E-4
330051.0,1.82359E-4
331401.0,1.47825E-4
332751.0,1.22952E-4
334326.0,1.0225E-4
336126.0,8.58234E-5
338152.0,7.34908E-5
340627.0,6.43164E-5
343462.0,5.91557E-5
345523.0,5.81869E-5
348548.0,6.06362E-5
351299.0,6.73159E-5
353774.0,7.82352E-5
355974.0,9.36552E-5
357899.0,1.13819E-4
359687.0,1.41234E-4
361199.0,1.74031E-4
362712.0,2.19652E-4
364225.0,2.82413E-4
365930.0,3.77332E-4
368350.0,5.26401E-4
369560.0,5.6645E-4
369940.0,5.69103E-4
370990.0,5.49539E-4
372420.0,4.75175E-4
374950.0,3.17598E-4
376325.0,2.51954E-4
377701.0,2.02888E-4
379076.0,1.69271E-4
380176.0,1.5229E-4
381138.0,1.46052E-4
381551.0,1.47416E-4
382238.0,1.59207E-4
382651.0,1.75933E-4
382995.0,2.02608E-4
383270.0,2.36258E-4
383476.0,2.75899E-4
383648.0,3.25382E-4
383777.0,3.76705E-4
383931.0,4.62955E-4
384060.0,5.70908E-4
384164.0,6.9432E-4
384256.0,8.51402E-4
384336.0,0.00103992
384404.0,0.00125905
384470.0,0.00153891
384533.0,0.00192274
384589.0,0.00240316
384639.0,0.00298277
384684.0,0.00371222
384724.0,0.00457621
384762.0,0.00570844
384800.0,0.00719138
384840.0,0.00931824
384882.0,0.0122052
384955.0,0.0177292
384985.0,0.0190099
385000.0,0.0191814
385030.0,0.0185054
385069.0,0.0160596
385144.0,0.0103418
385184.0,0.00795315
385222.0,0.00627708
385259.0,0.0050233
385302.0,0.00398344
385344.0,0.00322086
385395.0,0.00255514
385451.0,0.00202815
385511.0,0.00162698
385577.0,0.00131186
385645.0,0.00107627
385730.0,8.64043E-4
385820.0,7.0316E-4
385910.0,5.85684E-4
386023.0,4.79155E-4
386158.0,3.88935E-4
386316.0,3.15762E-4
386474.0,2.64291E-4
386655.0,2.22085E-4
386880.0,1.84959E-4
387106.0,1.58748E-4
387407.0,1.34083E-4
387783.0,1.13191E-4
388234.0,9.63185E-5
388760.0,8.30318E-5
389512.0,7.05199E-5
390375.0,6.15148E-5
390936.0,5.65154E-5
392416.0,4.78212E-5
394267.0,4.08041E-5
396117.0,3.58467E-5
399077.0,3.03863E-5
402777.0,2.60491E-5
407218.0,2.30637E-5
411658.0,2.16684E-5
413878.0,2.14757E-5
418170.0,2.21183E-5
422019.0,2.42242E-5
424683.0,2.70836E-5
427051.0,3.14112E-5
428827.0,3.66614E-5
430307.0,4.34459E-5
431491.0,5.16712E-5
432528.0,6.24666E-5
433268.0,7.36405E-5
434008.0,8.96163E-5
434600.0,1.07952E-4
435118.0,1.30485E-4
435562.0,1.57078E-4
436006.0,1.93725E-4
436376.0,2.35046E-4
436820.0,3.02433E-4
437308.0,4.01661E-4
437886.0,5.26997E-4
438152.0,5.63058E-4
438359.0,5.71989E-4
438714.0,5.47628E-4
439602.0,4.1185E-4
439928.0,3.80901E-4
440317.0,3.67049E-4
440668.0,3.78374E-4
440964.0,4.07732E-4
441260.0,4.60265E-4
441556.0,5.44849E-4
441814.0,6.56378E-4
442037.0,7.95362E-4
442234.0,9.6596E-4
442431.0,0.0012
442622.0,0.00150988
442825.0,0.0019481
443275.0,0.00317711
443425.0,0.00341933
443498.0,0.00345112
443635.0,0.00334193
443826.0,0.00290651
444179.0,0.00191588
444382.0,0.00147515
444579.0,0.00115456
444776.0,9.18455E-4
445001.0,7.23188E-4
445226.0,5.82637E-4
445451.0,4.79274E-4
445732.0,3.85236E-4
446014.0,3.1733E-4
446352.0,2.5838E-4
446746.0,2.09772E-4
447196.0,1.70978E-4
447702.0,1.40676E-4
448303.0,1.15967E-4
448903.0,9.88639E-5
449653.0,8.41266E-5
450554.0,7.2314E-5
451755.0,6.25688E-5
453105.0,5.63499E-5
454756.0,5.27533E-5
456257.0,5.18923E-5
458508.0,5.36387E-5
461111.0,5.95883E-5
463478.0,6.90107E-5
465531.0,8.15378E-5
467407.0,9.88278E-5
468815.0,1.18203E-4
469988.0,1.42233E-4
470926.0,1.71372E-4
471630.0,2.04153E-4
472216.0,2.45254E-4
472627.0,2.8711E-4
472978.0,3.37597E-4
473330.0,4.10372E-4
473594.0,4.88808E-4
473858.0,6.00759E-4
474078.0,7.34885E-4
474276.0,9.05791E-4
474452.0,0.00111882
474606.0,0.00137475
474760.0,0.00172223
474914.0,0.00218918
475101.0,0.00293693
475324.0,0.00388361
475436.0,0.0041692
475500.0,0.00421653
475582.0,0.00413915
475699.0,0.00379992
476043.0,0.00236126
476197.0,0.00186455
476350.0,0.00149324
476503.0,0.0012215
476700.0,9.74971E-4
476918.0,7.89788E-4
477137.0,6.63314E-4
477400.0,5.5841E-4
477662.0,4.88439E-4
478100.0,4.1632E-4
478625.0,3.68291E-4
479325.0,3.37198E-4
480462.0,3.19836E-4
484050.0,3.0373E-4
486938.0,2.75621E-4
487025.0,2.75466E-4
487725.0,2.82433E-4
488075.0,2.95023E-4
488425.0,3.18614E-4
488688.0,3.54828E-4
488863.0,3.93485E-4
488994.0,4.34651E-4
489169.0,5.13707E-4
489300.0,6.05123E-4
489432.0,7.38867E-4
489541.0,8.94072E-4
489688.0,0.00117747
489883.0,0.00160805
489967.0,0.0017061
489998.0,0.00171491
490075.0,0.00166591
490186.0,0.00146136
490387.0,0.0010055
490512.0,7.93216E-4
490642.0,6.33726E-4
490773.0,5.225E-4
490929.0,4.31026E-4
491086.0,3.68608E-4
491295.0,3.12533E-4
491556.0,2.67503E-4
491817.0,2.37961E-4
492172.0,2.11296E-4
492673.0,1.87434E-4
493508.0,1.64192E-4
494677.0,1.46541E-4
495972.0,1.37232E-4
496891.0,1.3533E-4
498144.0,1.39786E-4
499188.0,1.51145E-4
499914.0,1.65789E-4
499932.0,1.71037E-4
499941.0,1.81788E-4
499949.0,2.02039E-4
499955.0,2.3118E-4
499961.0,2.77376E-4
499967.0,3.36152E-4
499973.0,4.28625E-4
499980.0,5.68242E-4
499988.0,7.87924E-4
500015.0,0.00159509
500027.0,0.00185917
500042.0,0.00203905
500060.0,0.00210955
500143.0,0.00212351
600000.0,0.00210238
900000.0,0.00217232
1000000.0,0.00222343
1170010.0,0.00184253
1200000.0,0.00178569
1270810.0,0.0014305
1346570.0,0.00114342
1400000.0,9.83644E-4
1600000.0,8.75627E-4
2000000.0,8.49799E-4
2200000.0,8.65587E-4
2400000.0,7.77162E-4
2800000.0,7.04111E-4
3200000.0,6.87416E-4
3400000.0,6.56601E-4
3874520.0,5.30093E-4
4000000.0,5.03632E-4
4200000.0,4.99776E-4
4500000.0,4.5478E-4
5100000.0,4.04393E-4
6000000.0,3.74198E-4
6200000.0,3.70615E-4
6400000.0,3.71076E-4
6800000.0,3.67536E-4
7300000.0,3.72734E-4
7900000.0,3.84473E-4
8500000.0,4.09855E-4
9250000.0,4.64862E-4
9750000.0,5.17254E-4
1.04364E7,6.15577E-4
1.13729E7,8.00099E-4
1.35E7,0.00128266
1.45E7,0.00144869
1.6E7,0.00153989
1.7E7,0.00155103
1.83087E7,0.00146577
1.92468E7,0.001351
1.99996E7,0.00122836
1.99998E7,0.00105148
1.99998E7,0.00117456
1.99999E7,8.70121E-4
2.00001E7,2.59503E-4
2.00001E7,3.74291E-4
2.00002E7,7.55417E-5
2.00002E7,1.02112E-4
2.00002E7,1.37743E-4
2.00002E7,1.88596E-4
2.00003E7,1.71923E-5
2.00003E7,2.32796E-5
2.00003E7,3.11117E-5
2.00003E7,4.21216E-5
2.00003E7,5.61515E-5
2.00004E7,2.38685E-6
2.00004E7,3.11134E-6
2.00004E7,4.18201E-6
2.00004E7,5.573E-6
2.00004E7,7.36332E-6
2.00004E7,9.66341E-6
2.00004E7,1.29694E-5
2.00005E7,2.68532E-7
2.00005E7,3.51441E-7
2.00005E7,4.58786E-7
2.00005E7,5.95952E-7
2.00005E7,7.703E-7
2.00005E7,1.03345E-6
2.00005E7,1.37418E-6
2.00005E7,1.81519E-6
2.00006E7,2.12216E-8
2.00006E7,2.83461E-8
2.00006E7,3.75977E-8
2.00006E7,4.97955E-8
2.00006E7,6.56706E-8
2.00006E7,8.62394E-8
2.00006E7,1.15125E-7
2.00006E7,1.53319E-7
2.00006E7,2.03165E-7
2.00007E7,1.06259E-9
2.00007E7,1.39636E-9
2.00007E7,1.82381E-9
2.00007E7,2.36788E-9
2.00007E7,3.07519E-9
2.00007E7,4.09351E-9
2.00007E7,5.42999E-9
2.00007E7,7.19909E-9
2.00007E7,9.4547E-9
2.00007E7,1.24468E-8
2.00007E7,1.62808E-8
2.00008E7,3.0262E-11
2.00008E7,8.8256E-11
2.00008E7,9.4041E-11
2.00008E7,1.1814E-10
2.00008E7,1.534E-10
2.00008E7,1.9871E-10
2.00008E7,2.6481E-10
2.00008E7,3.507E-10
2.00008E7,4.6624E-10
2.00008E7,6.1397E-10
2.00008E7,8.0887E-10
2.0001E7,2.8852E-13
2.00019E7,0.0
2.0E8,0.0

