74-W-186(n,&gamma;) ENDF/B-VII.1
3056.4,0.426575
3058.64,0.34243
3061.24,0.272335
3064.06,0.218181
3067.31,0.173789
3070.59,0.141677
3074.35,0.115101
3077.85,0.0969159
3082.91,0.078044
3088.11,0.0645761
3093.31,0.0551665
3098.51,0.0486534
3103.71,0.0445701
3106.59,0.043781
3107.9,0.0447281
3108.42,0.0468941
3108.68,0.0500137
3108.88,0.054587
3109.07,0.0626623
3109.24,0.0736969
3109.37,0.0866571
3109.51,0.107258
3109.66,0.136258
3109.81,0.176071
3109.95,0.229288
3110.1,0.298497
3110.26,0.396881
3110.46,0.547427
3110.7,0.784718
3111.41,1.61157
3111.7,1.84922
3111.97,1.94222
3112.0,1.94307
3112.26,1.8725
3112.52,1.67658
3112.92,1.23049
3113.32,0.75706
3113.55,0.538143
3113.73,0.398765
3113.9,0.299493
3114.04,0.230417
3114.19,0.177126
3114.33,0.137105
3114.48,0.10782
3114.62,0.0869099
3114.75,0.0738605
3114.9,0.063396
3115.08,0.0550124
3115.26,0.050026
3115.55,0.045962
3115.84,0.0441962
3117.01,0.0423521
3118.17,0.0419799
3121.52,0.0428041
3125.79,0.0462655
3129.45,0.0516429
3133.1,0.060365
3136.3,0.0724228
3138.59,0.0851275
3140.87,0.103273
3142.79,0.124975
3144.53,0.15287
3146.02,0.186663
3147.3,0.226755
3148.53,0.280478
3149.65,0.348766
3150.64,0.434688
3151.5,0.540835
3152.3,0.678952
3152.97,0.841671
3153.6,1.05427
3154.15,1.31711
3154.61,1.62626
3155.04,2.01579
3155.47,2.55529
3155.84,3.2028
3156.21,4.07187
3156.62,5.35078
3157.08,7.20417
3158.17,12.4352
3158.59,13.7693
3158.95,14.1815
3159.37,13.6629
3159.83,12.0346
3160.95,6.65429
3161.37,5.04988
3161.74,3.94303
3162.11,3.12049
3162.5,2.4608
3162.93,1.94723
3163.35,1.58102
3163.83,1.27498
3164.32,1.04427
3164.91,0.844554
3165.58,0.680126
3166.33,0.548586
3167.18,0.440879
3168.05,0.361429
3169.12,0.290649
3170.27,0.235519
3171.55,0.19157
3173.08,0.154191
3174.78,0.12471
3176.52,0.103638
3177.89,0.0920753
3178.35,0.090296
3178.69,0.091945
3178.92,0.0966392
3179.15,0.107098
3179.32,0.121193
3179.49,0.143369
3179.63,0.17028
3179.79,0.211091
3179.95,0.270066
3180.12,0.348851
3180.3,0.466737
3180.52,0.637328
3180.8,0.922629
3181.43,1.63938
3181.74,1.87518
3182.0,1.94177
3182.27,1.86661
3182.54,1.66119
3183.0,1.14575
3183.36,0.743854
3183.59,0.526893
3183.79,0.384983
3183.96,0.290691
3184.11,0.224358
3184.26,0.173911
3184.4,0.139797
3184.55,0.111933
3184.7,0.0922407
3184.87,0.0776616
3185.03,0.068045
3185.2,0.0617615
3185.36,0.0576466
3185.69,0.0530027
3186.35,0.0488761
3188.66,0.0414304
3191.78,0.0349248
3195.38,0.0294286
3199.87,0.024545
3205.27,0.0204635
3211.56,0.0171967
3220.56,0.0141745
3227.75,0.012563
3236.74,0.0112502
3247.53,0.010375
3254.14,0.0102051
3263.24,0.0104733
3270.67,0.0113014
3276.87,0.0127025
3281.73,0.0146082
3285.45,0.0168964
3288.86,0.0201059
3291.75,0.0242413
3294.23,0.0295497
3296.09,0.0352979
3297.95,0.0435152
3299.4,0.0526069
3300.64,0.0634144
3301.88,0.0785934
3302.96,0.0975588
3303.84,0.119096
3304.66,0.147354
3305.39,0.182057
3306.05,0.226811
3306.63,0.282504
3307.11,0.348737
3307.52,0.425785
3307.88,0.522966
3308.16,0.627095
3308.44,0.7732
3308.67,0.941158
3308.91,1.17585
3309.11,1.45029
3309.32,1.84951
3309.54,2.39014
3309.74,3.05178
3309.97,4.01936
3310.23,5.46938
3310.55,7.70022
3311.3,13.6988
3311.59,15.514
3311.9,16.4472
3312.0,16.5054
3312.3,15.9398
3312.6,14.3646
3313.13,10.1976
3313.57,6.73338
3313.85,4.90834
3314.11,3.63286
3314.32,2.79077
3314.54,2.14938
3314.73,1.73117
3314.93,1.37883
3315.17,1.0894
3315.4,0.881295
3315.66,0.715396
3315.92,0.595523
3316.22,0.494001
3316.59,0.403536
3317.04,0.326426
3317.5,0.269437
3318.04,0.221273
3318.72,0.178962
3319.44,0.147076
3320.16,0.124691
3320.78,0.111648
3321.25,0.107434
3321.48,0.109548
3321.71,0.117835
3321.91,0.133152
3322.06,0.154308
3322.2,0.182268
3322.33,0.22222
3322.47,0.277896
3322.6,0.353662
3322.74,0.454417
3322.87,0.585358
3323.03,0.783116
3323.19,1.03611
3323.37,1.39899
3323.6,1.96371
3323.95,3.02836
3324.37,4.37647
3324.69,5.10151
3324.97,5.35333
3325.0,5.3549
3325.26,5.1737
3325.53,4.6345
3325.93,3.42428
3326.35,2.09841
3326.58,1.49019
3326.78,1.07459
3326.95,0.779792
3327.11,0.572989
3327.25,0.429371
3327.38,0.333513
3327.5,0.258711
3327.62,0.20128
3327.74,0.157845
3327.87,0.12545
3327.99,0.101584
3328.11,0.0841853
3328.26,0.0698724
3328.41,0.0595773
3328.56,0.0527567
3328.76,0.0469382
3329.07,0.0419572
3329.57,0.0375655
3330.58,0.0325971
3332.14,0.0278964
3334.29,0.0236867
3336.99,0.020329
3340.22,0.0178157
3344.24,0.0160598
3348.25,0.0150763
3353.05,0.0146754
3358.34,0.0152954
3360.46,0.0159546
3362.44,0.0173002
3363.36,0.0186307
3363.94,0.0204736
3364.17,0.0220315
3364.4,0.0248225
3364.57,0.028423
3364.72,0.0330693
3364.86,0.0399788
3364.99,0.0489594
3365.12,0.061553
3365.24,0.0771661
3365.36,0.0995171
3365.49,0.129297
3365.61,0.168336
3365.74,0.218634
3365.88,0.291291
3366.04,0.395379
3366.21,0.542181
3366.4,0.744088
3366.65,1.07968
3367.4,2.26803
3367.68,2.59125
3367.96,2.72781
3368.0,2.72994
3368.26,2.63466
3368.54,2.34347
3368.97,1.68918
3369.37,1.05574
3369.59,0.75208
3369.79,0.53801
3369.97,0.393522
3370.12,0.290236
3370.27,0.217585
3370.4,0.166928
3370.52,0.129805
3370.65,0.0998074
3370.77,0.0774815
3370.9,0.0611344
3371.03,0.0493444
3371.16,0.0409557
3371.29,0.0350556
3371.45,0.0301289
3371.61,0.0270147
3371.87,0.0242237
3372.25,0.0223991
3373.03,0.0212053
3374.57,0.0207189
3377.32,0.0214817
3381.89,0.0245746
3386.47,0.0294454
3390.13,0.0350399
3393.79,0.0429123
3396.54,0.0510601
3399.63,0.0636709
3402.03,0.0774623
3404.4,0.0963466
3406.24,0.116552
3408.16,0.145627
3409.9,0.182848
3411.28,0.22364
3412.67,0.28117
3413.79,0.34534
3414.87,0.430159
3415.75,0.525438
3416.64,0.658346
3417.36,0.806077
3418.1,1.01267
3418.74,1.2641
3419.33,1.58672
3419.88,1.99638
3420.38,2.50467
3420.9,3.19835
3421.47,4.21592
3422.27,6.0384
3423.14,7.98005
3423.63,8.65076
3423.97,8.79482
3424.48,8.48869
3425.0,7.61496
3426.44,4.30044
3427.01,3.26303
3427.5,2.58054
3428.05,2.01196
3428.55,1.62749
3429.11,1.30968
3429.77,1.04124
3430.5,0.826063
3431.25,0.666575
3432.05,0.542883
3432.97,0.439427
3434.01,0.354072
3435.2,0.28386
3436.59,0.225776
3438.03,0.1825
3439.56,0.148893
3441.39,0.119778
3443.41,0.0967646
3445.6,0.078621
3447.94,0.0645607
3450.82,0.0520616
3454.21,0.0416252
3457.87,0.0336837
3461.53,0.0279703
3466.11,0.0228473
3471.6,0.0185971
3477.09,0.0156763
3482.58,0.0136661
3488.07,0.0123927
3491.74,0.0120182
3493.95,0.0123328
3495.06,0.0129335
3495.61,0.0136297
3495.98,0.0146857
3496.26,0.0164184
3496.45,0.018562
3496.61,0.0215972
3496.75,0.0255305
3496.88,0.031252
3497.0,0.037894
3497.12,0.0467907
3497.23,0.0585735
3497.35,0.0739891
3497.47,0.0961721
3497.6,0.125074
3497.74,0.165641
3497.88,0.220185
3498.04,0.296163
3498.22,0.409229
3498.43,0.572653
3498.69,0.825231
3499.36,1.55913
3499.68,1.81866
3499.96,1.91303
3500.0,1.91444
3500.28,1.84174
3500.58,1.62305
3501.07,1.08329
3501.43,0.704283
3501.67,0.490763
3501.86,0.352665
3502.04,0.256365
3502.19,0.190714
3502.32,0.146549
3502.45,0.111924
3502.58,0.0852846
3502.71,0.0651552
3502.85,0.0502014
3502.98,0.0392687
3503.11,0.0313933
3503.24,0.0257938
3503.37,0.0218555
3503.5,0.0191068
3503.67,0.0167399
3503.88,0.0149958
3504.22,0.013594
3504.73,0.0126871
3505.58,0.0120041
3507.61,0.0114063
3508.96,0.0113068
3512.92,0.0117436
3516.88,0.0130001
3519.54,0.0144668
3522.21,0.016715
3524.53,0.0196812
3526.44,0.0232877
3528.08,0.0277164
3529.58,0.0334986
3530.81,0.0401541
3532.03,0.0495542
3533.13,0.0615841
3534.01,0.0754791
3534.83,0.0936036
3535.53,0.115515
3536.13,0.141706
3536.64,0.172871
3537.09,0.210271
3537.49,0.258906
3537.84,0.317047
3538.11,0.383187
3538.37,0.47142
3538.6,0.585254
3538.81,0.732239
3538.99,0.91034
3539.17,1.15152
3539.36,1.4762
3539.55,1.91719
3539.74,2.50808
3539.93,3.28427
3540.16,4.45085
3540.43,6.16679
3540.83,9.38209
3541.32,13.3308
3541.67,15.3778
3541.99,16.04
3542.0,16.0402
3542.26,15.5828
3542.55,14.1881
3542.98,10.8601
3543.52,6.51605
3543.8,4.61236
3544.02,3.45918
3544.23,2.59585
3544.42,1.99427
3544.59,1.57111
3544.76,1.23369
3544.95,0.971159
3545.11,0.795818
3545.3,0.644057
3545.48,0.537576
3545.69,0.44719
3545.94,0.366061
3546.23,0.301405
3546.57,0.247749
3546.98,0.202255
3547.44,0.165746
3547.96,0.136367
3548.55,0.111491
3549.27,0.0901108
3550.09,0.0728027
3551.01,0.0590157
3552.1,0.0475106
3553.23,0.0390932
3554.42,0.0326203
3555.82,0.0271296
3557.49,0.0224796
3559.37,0.0188485
3561.59,0.0159514
3564.25,0.0137804
3566.03,0.0129627
3567.94,0.0126709
3569.29,0.0129717
3570.64,0.0139709
3571.65,0.0155596
3572.49,0.0179437
3573.09,0.0207593
3573.51,0.0241111
3573.76,0.027405
3573.97,0.0317364
3574.13,0.0370858
3574.28,0.0440319
3574.41,0.0525324
3574.53,0.0644208
3574.66,0.0810491
3574.78,0.103102
3574.89,0.130775
3575.0,0.167458
3575.12,0.215667
3575.23,0.278385
3575.35,0.369335
3575.48,0.487946
3575.61,0.651812
3575.74,0.861933
3575.89,1.16353
3576.06,1.59181
3576.23,2.15874
3576.45,3.03422
3576.74,4.48751
3577.37,7.9806
3577.68,9.21179
3577.97,9.67115
3578.0,9.67603
3578.27,9.33371
3578.56,8.2905
3579.03,5.79532
3579.43,3.62074
3579.67,2.53767
3579.87,1.81853
3580.04,1.32161
3580.19,0.986177
3580.32,0.749962
3580.46,0.563959
3580.59,0.424129
3580.71,0.320002
3580.83,0.24072
3580.95,0.186382
3581.06,0.144831
3581.17,0.113351
3581.28,0.0896944
3581.4,0.0709111
3581.52,0.057652
3581.65,0.0467549
3581.79,0.0390756
3581.95,0.0325073
3582.12,0.0281022
3582.32,0.0245277
3582.59,0.0213109
3582.93,0.0186236
3583.48,0.0157607
3584.17,0.0133881
3585.1,0.0112745
3586.15,0.00974717
3587.73,0.008301
3589.3,0.00737807
3591.92,0.00643499
3595.07,0.00575333
3599.26,0.00520071
3605.56,0.00474284
3612.09,0.00454471
3614.26,0.00453705
3618.07,0.00471166
3619.98,0.00501149
3621.41,0.00553708
3622.16,0.0060975
3622.58,0.00668095
3622.86,0.00739922
3623.06,0.00834036
3623.24,0.00962527
3623.38,0.011193
3623.52,0.0134917
3623.64,0.016361
3623.76,0.0203414
3623.88,0.025819
3624.0,0.0332813
3624.12,0.0429095
3624.24,0.0554693
3624.35,0.0717656
3624.48,0.0952718
3624.61,0.125694
3624.75,0.16875
3624.91,0.229228
3625.08,0.314851
3625.27,0.43812
3625.5,0.615288
3625.81,0.9224
3626.39,1.51927
3626.68,1.72869
3626.98,1.81256
3627.0,1.81301
3627.29,1.74142
3627.58,1.54134
3628.07,1.04516
3628.45,0.667133
3628.68,0.473324
3628.87,0.342928
3629.05,0.249842
3629.2,0.184884
3629.34,0.140159
3629.47,0.105135
3629.59,0.081644
3629.71,0.0631726
3629.82,0.0488409
3629.94,0.0378612
3630.05,0.0295513
3630.17,0.0233309
3630.29,0.0187205
3630.4,0.015332
3630.54,0.0125174
3630.67,0.0106074
3630.84,0.00901659
3631.01,0.00800031
3631.23,0.00716633
3631.51,0.00656205
3631.95,0.00602168
3632.84,0.00545404
3634.17,0.00503885
3635.95,0.00481362
3637.73,0.00475608
3640.74,0.0049509
3642.74,0.00533812
3644.24,0.00594309
3645.25,0.00668979
3645.98,0.00763111
3646.45,0.00868447
3646.75,0.00985487
3646.92,0.0109892
3647.1,0.0127267
3647.24,0.0149248
3647.39,0.0181895
3647.52,0.0224786
3647.64,0.0278487
3647.76,0.0355196
3647.87,0.0445549
3647.98,0.0563981
3648.08,0.071785
3648.21,0.0948361
3648.33,0.125181
3648.45,0.164563
3648.57,0.214914
3648.71,0.284246
3648.86,0.386737
3649.01,0.51699
3649.18,0.689991
3649.37,0.938744
3649.63,1.3537
3650.39,2.77639
3650.68,3.16295
3650.98,3.31852
3651.0,3.31943
3651.27,3.20395
3651.54,2.88168
3651.97,2.12783
3652.41,1.29408
3652.65,0.919081
3652.84,0.6663
3653.01,0.491722
3653.17,0.366722
3653.31,0.274587
3653.45,0.202875
3653.58,0.15224
3653.7,0.116579
3653.82,0.089001
3653.94,0.067954
3654.06,0.0519653
3654.18,0.0403495
3654.29,0.0317368
3654.41,0.0254038
3654.54,0.0203474
3654.67,0.016796
3654.8,0.0143018
3654.93,0.0125416
3655.09,0.0110787
3655.3,0.00981208
3655.61,0.00868305
3656.13,0.00763088
3656.84,0.00681852
3657.96,0.00607724
3659.65,0.0055333
3662.47,0.00518545
3664.72,0.00512429
3672.24,0.00539894
3678.75,0.00603331
3683.76,0.00685253
3687.77,0.00785067
3691.63,0.00927041
3694.6,0.0109886
3696.73,0.0127851
3698.9,0.0154779
3700.48,0.0183493
3701.96,0.0222541
3703.19,0.0269117
3704.24,0.0326078
3705.18,0.0398207
3705.99,0.0488491
3706.72,0.0604479
3707.34,0.0744649
3707.86,0.0917211
3708.3,0.112617
3708.59,0.132491
3708.88,0.161166
3709.08,0.189078
3709.28,0.230181
3709.46,0.281908
3709.62,0.343687
3709.77,0.428311
3709.91,0.534796
3710.07,0.689765
3710.22,0.899639
3710.37,1.18044
3710.53,1.5505
3710.68,2.02955
3710.85,2.73596
3711.04,3.69628
3711.24,4.99088
3711.49,7.06434
3711.92,11.3298
3712.39,15.9736
3712.7,18.0294
3713.0,18.7767
3713.29,18.0923
3713.58,16.1829
3714.05,11.6254
3714.47,7.3731
3714.74,5.18813
3714.96,3.73489
3715.15,2.74685
3715.32,2.03856
3715.48,1.53805
3715.63,1.1867
3715.77,0.916478
3715.92,0.711531
3716.07,0.551259
3716.23,0.433838
3716.38,0.348193
3716.53,0.2857
3716.72,0.231645
3716.92,0.191939
3717.15,0.159973
3717.41,0.134805
3717.76,0.11182
3718.2,0.0922573
3718.72,0.0761485
3719.22,0.0654218
3719.8,0.0568017
3720.24,0.0536794
3720.53,0.054776
3720.75,0.0589006
3720.93,0.0659496
3721.08,0.0750638
3721.23,0.0883977
3721.37,0.107229
3721.53,0.134546
3721.67,0.16877
3721.83,0.218843
3721.99,0.283502
3722.18,0.379625
3722.39,0.518303
3722.66,0.734004
3723.39,1.39987
3723.7,1.59199
3724.0,1.6589
3724.26,1.60736
3724.57,1.426
3725.04,1.00966
3725.46,0.626591
3725.71,0.438721
3725.92,0.316288
3726.1,0.232515
3726.26,0.176536
3726.41,0.133255
3726.54,0.105419
3726.67,0.0838025
3726.8,0.0672846
3726.93,0.0548528
3727.06,0.0456289
3727.22,0.0377593
3727.37,0.0324207
3727.53,0.0288381
3727.74,0.0258365
3728.05,0.0234583
3728.5,0.0219117
3729.26,0.0207348
3730.47,0.0197422
3732.89,0.0191256
3735.91,0.0198756
3738.93,0.0217546
3741.96,0.0249383
3745.01,0.0297137
3747.54,0.035731
3749.67,0.0429572
3751.5,0.0516232
3753.02,0.0616086
3753.93,0.070243
3754.35,0.0772044
3754.66,0.0867567
3754.87,0.0974474
3755.08,0.114051
3755.26,0.135827
3755.44,0.167113
3755.63,0.211019
3755.81,0.27092
3755.99,0.350064
3756.2,0.467333
3756.43,0.635208
3756.76,0.92417
3757.38,1.5169
3757.71,1.735
3758.01,1.8043
3758.28,1.74948
3758.6,1.56178
3759.47,0.779098
3759.73,0.590569
3759.96,0.466912
3760.18,0.377565
3760.41,0.318177
3760.6,0.287292
3760.84,0.266469
3761.1,0.260716
3761.4,0.268019
3761.94,0.302468
3762.57,0.364982
3763.2,0.453679
3763.7,0.551664
3764.19,0.684961
3764.61,0.84533
3764.95,1.02646
3765.28,1.26234
3765.6,1.57618
3765.92,2.00119
3766.23,2.5831
3766.52,3.29599
3766.87,4.40587
3767.26,6.01463
3768.2,10.5934
3768.57,11.8923
3768.91,12.4735
3769.01,12.5018
3769.38,12.0428
3769.76,10.7764
3770.86,5.53156
3771.24,4.07529
3771.56,3.09719
3771.88,2.37155
3772.17,1.88194
3772.47,1.50514
3772.77,1.22614
3773.12,0.990895
3773.51,0.799718
3773.96,0.641409
3774.41,0.52863
3774.95,0.429896
3775.6,0.344835
3776.3,0.27937
3777.12,0.224455
3777.96,0.183866
3778.92,0.150038
3780.0,0.122453
3781.26,0.0992797
3782.6,0.0814653
3784.2,0.0661688
3785.91,0.0545462
3788.01,0.0443774
3790.21,0.036896
3793.01,0.0303124
3796.21,0.025315
3799.58,0.0218154
3802.95,0.0195298
3807.71,0.017631
3812.72,0.0167872
3815.22,0.0167259
3821.48,0.0175155
3825.66,0.0188583
3830.88,0.0216722
3835.05,0.0251785
3839.23,0.0303696
3842.78,0.0368246
3845.7,0.0443337
3848.52,0.0544357
3851.02,0.0670844
3853.21,0.0826601
3855.22,0.102594
3857.01,0.127723
3858.43,0.155116
3859.81,0.191449
3860.98,0.233616
3862.15,0.29174
3863.15,0.361039
3864.07,0.449096
3864.9,0.560752
3865.65,0.701282
3866.32,0.875548
3866.95,1.104
3867.46,1.36061
3867.95,1.69255
3868.45,2.15198
3868.93,2.74239
3869.45,3.58326
3870.21,5.15159
3871.06,6.96699
3871.6,7.70531
3871.99,7.87969
3872.4,7.68634
3872.94,6.92867
3874.44,3.7373
3874.96,2.86199
3875.49,2.19636
3875.99,1.72493
3876.47,1.39059
3876.98,1.12595
3877.59,0.894152
3878.26,0.714348
3878.99,0.5732
3879.83,0.457717
3880.73,0.368722
3881.73,0.297061
3882.92,0.236322
3884.23,0.188789
3885.57,0.153918
3887.24,0.122551
3888.95,0.0995566
3890.95,0.0801721
3893.08,0.0653533
3895.71,0.0523436
3898.72,0.0419099
3901.85,0.0342271
3905.5,0.0278976
3909.16,0.0234077
3913.33,0.0197589
3918.55,0.0166862
3923.77,0.0147731
3930.03,0.0137104
3932.12,0.0136346
3935.88,0.0139453
3939.63,0.01501
3943.03,0.0169012
3945.71,0.0195669
3947.94,0.0230404
3949.74,0.0272856
3951.35,0.0328794
3952.73,0.0398353
3953.93,0.0484957
3954.89,0.0583212
3955.77,0.0706127
3956.57,0.086378
3957.26,0.105185
3957.93,0.130762
3958.48,0.160788
3958.98,0.199211
3959.36,0.241532
3959.69,0.29058
3959.98,0.353154
3960.23,0.428117
3960.49,0.53301
3960.69,0.648122
3960.9,0.805793
3961.1,1.0173
3961.31,1.30586
3961.54,1.71469
3961.77,2.25601
3962.01,3.00608
3962.33,4.21518
3962.86,6.76697
3963.37,9.13898
3963.72,10.1498
3963.99,10.4125
3964.26,10.1538
3964.63,9.09049
3965.18,6.51934
3965.67,4.1622
3965.99,2.96438
3966.24,2.19297
3966.47,1.68011
3966.69,1.28691
3966.89,1.01373
3967.1,0.803025
3967.3,0.645941
3967.53,0.517964
3967.75,0.428233
3968.03,0.347287
3968.31,0.289393
3968.62,0.240998
3969.04,0.195993
3969.52,0.15909
3970.07,0.129214
3970.72,0.10446
3971.45,0.0844055
3972.26,0.068768
3973.15,0.0562489
3974.28,0.0451273
3975.41,0.0372516
3976.86,0.0300811
3978.51,0.0243946
3980.38,0.019957
3982.58,0.0163306
3984.98,0.0136162
3987.74,0.0114374
3991.05,0.00964393
3994.91,0.00821712
3999.33,0.00711772
4005.4,0.00614862
4011.47,0.00556274
4016.99,0.00528732
4018.46,0.00526648
4022.23,0.00542941
4024.12,0.00583486
4025.06,0.0063586
4025.54,0.00697478
4025.83,0.00780041
4026.01,0.00867004
4026.16,0.00980849
4026.31,0.0115027
4026.46,0.0140179
4026.59,0.0170035
4026.72,0.0210943
4026.84,0.0266446
4026.97,0.0340893
4027.09,0.0439533
4027.22,0.056848
4027.36,0.0753694
4027.5,0.0994237
4027.65,0.132405
4027.8,0.175822
4027.98,0.238679
4028.17,0.327921
4028.41,0.460059
4028.76,0.702782
4029.33,1.12025
4029.67,1.30082
4029.98,1.36269
4030.0,1.36302
4030.3,1.31022
4030.61,1.16244
4031.1,0.809754
4031.51,0.511668
4031.76,0.360229
4031.97,0.262458
4032.14,0.1947
4032.31,0.143759
4032.46,0.1076
4032.6,0.0821523
4032.73,0.0623518
4032.87,0.047214
4032.99,0.0369335
4033.11,0.0290451
4033.23,0.0233937
4033.34,0.0190804
4033.48,0.0152672
4033.61,0.0125662
4033.75,0.0106678
4033.89,0.00933899
4034.07,0.00816492
4034.3,0.00728705
4034.66,0.00656042
4035.21,0.00605355
4035.94,0.00570193
4037.4,0.00535153
4040.02,0.0051313
4041.18,0.00511999
4044.07,0.00525734
4046.96,0.00571876
4048.4,0.00619608
4049.69,0.00697505
4050.49,0.00783206
4051.1,0.00895229
4051.4,0.0099465
4051.65,0.0113475
4051.85,0.013226
4052.01,0.0154099
4052.14,0.0182402
4052.28,0.0223558
4052.4,0.0273949
4052.52,0.0342672
4052.64,0.043579
4052.76,0.0560894
4052.88,0.0727364
4053.0,0.0946514
4053.12,0.123172
4053.25,0.163079
4053.38,0.215315
4053.51,0.281917
4053.66,0.381185
4053.82,0.507485
4054.0,0.696737
4054.2,0.964644
4054.45,1.37039
4054.81,2.10845
4055.33,3.1834
4055.68,3.68557
4055.98,3.85579
4056.0,3.85626
4056.28,3.72838
4056.56,3.36621
4057.0,2.51155
4057.49,1.49143
4057.75,1.03487
4057.96,0.753216
4058.14,0.549201
4058.29,0.414574
4058.45,0.308033
4058.58,0.236105
4058.71,0.179378
4058.84,0.13435
4058.97,0.101279
4059.09,0.0782845
4059.21,0.0606694
4059.32,0.0473176
4059.43,0.0381706
4059.55,0.0304852
4059.67,0.0248004
4059.78,0.020619
4059.93,0.0170461
4060.07,0.0145829
4060.26,0.0124273
4060.47,0.0108985
4060.73,0.00981735
4061.16,0.00878649
4061.68,0.00805337
4062.71,0.00720346
4063.74,0.00674121
4065.8,0.0063227
4067.22,0.00623929
4071.45,0.00643294
4075.69,0.00707018
4079.5,0.00812528
4082.37,0.00941202
4084.84,0.0111447
4086.67,0.0130752
4088.38,0.0157733
4089.75,0.0189807
4090.92,0.0230105
4091.83,0.0274929
4092.74,0.0339263
4093.48,0.041485
4094.09,0.0503334
4094.61,0.0610404
4095.04,0.0736884
4095.37,0.0870046
4095.69,0.106151
4095.93,0.126546
4096.15,0.152802
4096.34,0.18501
4096.53,0.229928
4096.71,0.290936
4096.89,0.370014
4097.06,0.477276
4097.23,0.621174
4097.4,0.804617
4097.58,1.05814
4097.78,1.41588
4098.0,1.94116
4098.25,2.69362
4098.58,3.94081
4099.29,6.86009
4099.64,7.91134
4099.97,8.28543
4099.99,8.28755
4100.3,7.98706
4100.6,7.205
4101.07,5.35371
4101.57,3.25866
4101.86,2.3052
4102.09,1.67476
4102.3,1.23678
4102.49,0.920528
4102.67,0.70273
4102.83,0.547844
4103.01,0.422662
4103.18,0.329885
4103.35,0.261721
4103.54,0.207882
4103.73,0.169484
4103.95,0.138497
4104.17,0.116634
4104.41,0.0993364
4104.71,0.0836456
4105.09,0.0698815
4105.55,0.0582571
4106.09,0.04846
4106.74,0.0401811
4107.46,0.0337672
4108.32,0.0283288
4109.36,0.023883
4110.71,0.0201451
4112.34,0.0173862
4113.97,0.0157836
4115.96,0.0149129
4116.66,0.0148897
4117.84,0.0153648
4118.31,0.0159868
4118.67,0.0170449
4118.96,0.018973
4119.14,0.0210796
4119.32,0.0244349
4119.47,0.0286816
4119.62,0.0348455
4119.76,0.0436804
4119.9,0.0547128
4120.03,0.0695649
4120.16,0.0892775
4120.3,0.115044
4120.44,0.152398
4120.6,0.203664
4120.77,0.276245
4120.95,0.377514
4121.15,0.515659
4121.38,0.71306
4121.71,1.06123
4122.33,1.77159
4122.66,2.03275
4122.97,2.13368
4123.0,2.13456
4123.31,2.04893
4123.59,1.84729
4124.04,1.35699
4124.49,0.839098
4124.76,0.583931
4124.98,0.420837
4125.17,0.308269
4125.34,0.227609
4125.5,0.170719
4125.64,0.130957
4125.78,0.100248
4125.92,0.0769592
4126.06,0.059598
4126.2,0.0468703
4126.33,0.0385576
4126.48,0.031141
4126.64,0.0261258
4126.83,0.0222554
4127.01,0.0199932
4127.15,0.0187829
4127.45,0.0173858
4128.04,0.0163155
4129.21,0.0157999
4131.36,0.0161048
4134.59,0.0177241
4137.82,0.0203989
4140.9,0.0241453
4143.54,0.0287199
4146.04,0.034851
4148.09,0.0419444
4150.05,0.0514088
4151.76,0.0631067
4153.23,0.0771254
4154.57,0.0949675
4155.82,0.118582
4156.86,0.146248
4157.82,0.182303
4158.67,0.227816
4159.38,0.280844
4159.99,0.345372
4160.52,0.421819
4161.0,0.517749
4161.41,0.631416
4161.78,0.770813
4162.1,0.937785
4162.42,1.16529
4162.74,1.47314
4163.05,1.88
4163.34,2.38589
4163.65,3.0992
4164.04,4.25432
4164.63,6.44103
4165.22,8.67049
4165.58,9.63668
4165.99,10.0942
4166.01,10.096
4166.35,9.81453
4166.75,8.84208
4167.49,6.07967
4168.03,4.11645
4168.4,3.03005
4168.74,2.28598
4169.05,1.7689
4169.33,1.42808
4169.62,1.15258
4169.91,0.946685
4170.27,0.765068
4170.68,0.614215
4171.12,0.499573
4171.65,0.402054
4172.26,0.32234
4172.95,0.260137
4173.73,0.210023
4174.65,0.168852
4175.61,0.138679
4176.64,0.115534
4177.87,0.0957846
4179.31,0.0797534
4181.02,0.0668818
4183.07,0.0569945
4184.79,0.051751
4187.53,0.0471031
4190.27,0.04578
4193.5,0.0477285
4195.65,0.0511705
4198.34,0.0587133
4200.1,0.0670164
4200.83,0.0738564
4201.2,0.0816286
4201.45,0.0913602
4201.63,0.103043
4201.81,0.120557
4202.0,0.146484
4202.15,0.176877
4202.3,0.21768
4202.45,0.271467
4202.61,0.340972
4202.79,0.448917
4202.99,0.6041
4203.23,0.837011
4203.5,1.17014
4204.37,2.42155
4204.7,2.74387
4205.0,2.85062
4205.32,2.74201
4205.63,2.43802
4206.2,1.61948
4206.6,1.06449
4206.86,0.774236
4207.08,0.581696
4207.28,0.452463
4207.47,0.35381
4207.65,0.289655
4207.82,0.243493
4207.99,0.211499
4208.17,0.190278
4208.43,0.172592
4208.69,0.165716
4208.86,0.164763
4209.21,0.167748
4210.11,0.188448
4211.18,0.224368
4212.32,0.278078
4213.33,0.345192
4214.25,0.432529
4214.99,0.529602
4215.67,0.653327
4216.32,0.816755
4216.88,1.01347
4217.36,1.24418
4217.82,1.53911
4218.25,1.92198
4218.71,2.46156
4219.14,3.13678
4219.65,4.20058
