74-W-186(n,&gamma;) ENDF/B-VII.1
1534.29,0.0333307
1538.25,0.0270518
1542.87,0.0218141
1548.14,0.0175978
1554.08,0.0142421
1560.67,0.0116206
1566.61,0.00994119
1573.86,0.00851183
1577.82,0.00803399
1581.78,0.00791179
1584.42,0.00828335
1586.06,0.00902813
1587.05,0.00989766
1587.86,0.0111058
1588.54,0.0127719
1589.08,0.0148915
1589.49,0.0173655
1589.83,0.0205684
1590.07,0.0241611
1590.24,0.0282905
1590.37,0.0332437
1590.48,0.0391366
1590.58,0.0477978
1590.68,0.0591728
1590.76,0.0734077
1590.85,0.0930474
1590.93,0.120001
1591.01,0.154947
1591.08,0.194652
1591.17,0.256799
1591.25,0.338709
1591.33,0.445118
1591.42,0.581271
1591.52,0.785116
1591.62,1.06672
1591.74,1.46305
1591.86,1.97531
1592.01,2.81769
1592.24,4.33112
1592.57,6.57419
1592.79,7.63213
1592.98,8.01112
1593.0,8.01417
1593.17,7.75634
1593.35,7.03366
1593.6,5.46769
1593.93,3.15691
1594.09,2.25263
1594.23,1.61635
1594.34,1.19374
1594.45,0.871184
1594.55,0.648164
1594.63,0.495251
1594.72,0.375571
1594.8,0.28668
1594.88,0.221
1594.96,0.170618
1595.04,0.132398
1595.12,0.103671
1595.19,0.0822503
1595.28,0.0648772
1595.36,0.0530908
1595.45,0.044178
1595.55,0.0369526
1595.67,0.0308516
1595.82,0.0261215
1595.99,0.0225571
1596.21,0.0194868
1596.52,0.0166566
1596.91,0.0142464
1597.37,0.0122639
1597.99,0.0104762
1598.77,0.00902458
1599.86,0.00777072
1601.1,0.00689378
1602.97,0.00610807
1605.77,0.00541102
1608.58,0.00499843
1614.8,0.0044019
1627.25,0.00372272
1637.22,0.0033807
1647.31,0.00314597
1657.4,0.00303431
1662.44,0.00306708
1667.49,0.00325675
1670.64,0.00358169
1672.53,0.00399042
1673.95,0.00452683
1675.13,0.00525577
1675.96,0.00606264
1676.74,0.00724408
1677.28,0.00844365
1677.81,0.0101955
1678.21,0.0120862
1678.57,0.0146037
1678.81,0.0170569
1678.99,0.0197091
1679.15,0.0232267
1679.29,0.0278568
1679.41,0.0337048
1679.51,0.0414726
1679.6,0.0513807
1679.68,0.0633524
1679.76,0.078116
1679.84,0.100794
1679.92,0.125836
1679.99,0.158
1680.07,0.208431
1680.16,0.275111
1680.23,0.353964
1680.32,0.466133
1680.41,0.609023
1680.51,0.816883
1680.62,1.11148
1680.74,1.53621
1680.88,2.13327
1681.05,3.0419
1681.57,6.29205
1681.78,7.27474
1681.98,7.62689
1682.0,7.62865
1682.18,7.38988
1682.35,6.71941
1682.6,5.25947
1682.96,2.98854
1683.13,2.06508
1683.28,1.46888
1683.39,1.08496
1683.5,0.792332
1683.6,0.59639
1683.69,0.443753
1683.78,0.335693
1683.87,0.252643
1683.95,0.194763
1684.03,0.150332
1684.11,0.116574
1684.19,0.0911551
1684.27,0.0721561
1684.35,0.05789
1684.44,0.0460801
1684.52,0.0386037
1684.61,0.0323715
1684.73,0.0269465
1684.87,0.0226167
1685.04,0.0191702
1685.25,0.01632
1685.55,0.0136023
1685.91,0.0113798
1686.3,0.0096819
1686.86,0.00802428
1687.52,0.00669551
1688.23,0.00573002
1689.22,0.00485481
1690.45,0.00417837
1691.69,0.00374552
1693.66,0.00331061
1696.95,0.00293121
1700.89,0.00269836
1707.47,0.00251479
1717.99,0.00239799
1728.51,0.00236952
1743.82,0.00244443
1755.63,0.00261982
1763.63,0.00287352
1769.98,0.00325502
1774.59,0.00375768
1777.82,0.0043563
1780.23,0.00507129
1782.0,0.00585558
1783.76,0.00703351
1785.19,0.00844863
1786.26,0.010013
1787.2,0.0119901
1788.03,0.0144397
1788.74,0.0173852
1789.42,0.0213812
1789.98,0.0260871
1790.48,0.0320496
1790.93,0.0396431
1791.31,0.0490029
1791.62,0.0599652
1791.87,0.0729059
1792.04,0.0864606
1792.18,0.102656
1792.3,0.12288
1792.41,0.147524
1792.51,0.182297
1792.6,0.222302
1792.68,0.276133
1792.76,0.341413
1792.85,0.438938
1792.94,0.569584
1793.03,0.74294
1793.12,0.970373
1793.2,1.25571
1793.3,1.67669
1793.4,2.21929
1793.51,3.00176
1793.62,3.96891
1793.75,5.51992
1793.92,7.82457
1794.14,11.7871
1794.56,19.5928
1794.78,22.5172
1794.99,23.5567
1795.0,23.5606
1795.19,22.7574
1795.41,20.0931
1795.75,13.8754
1796.03,8.70203
1796.19,6.23296
1796.33,4.50955
1796.45,3.32094
1796.56,2.46951
1796.66,1.88047
1796.76,1.41325
1796.85,1.09428
1796.93,0.844703
1797.01,0.661588
1797.1,0.508271
1797.19,0.393216
1797.28,0.307597
1797.37,0.244282
1797.46,0.194331
1797.55,0.160765
1797.66,0.130715
1797.77,0.109707
1797.91,0.0921576
1798.06,0.078126
1798.25,0.0664409
1798.49,0.0557334
1798.84,0.0453667
1799.25,0.036796
1799.72,0.0300014
1800.2,0.0251781
1800.74,0.0211836
1801.39,0.017794
1802.13,0.0151038
1803.12,0.0127037
1804.31,0.0109579
1805.6,0.00995158
1807.09,0.00961483
1808.24,0.00993294
1809.4,0.0108425
1810.27,0.0121365
1810.99,0.0138447
1811.71,0.0164699
1812.29,0.0196711
1812.79,0.0237496
1813.22,0.0289754
1813.52,0.0342989
1813.76,0.0404458
1813.94,0.0472356
1814.09,0.0556518
1814.22,0.0670953
1814.34,0.0813262
1814.44,0.0998554
1814.53,0.122997
1814.62,0.154998
1814.7,0.19285
1814.78,0.245598
1814.85,0.308525
1814.93,0.389526
1815.0,0.492982
1815.09,0.6539
1815.18,0.864439
1815.28,1.14866
1815.38,1.54541
1815.48,2.05263
1815.6,2.79239
1815.73,3.85335
1815.87,5.3323
1816.07,7.75551
1816.55,14.4867
1816.77,16.7085
1816.98,17.5436
1817.0,17.552
1817.19,16.9464
1817.4,15.0875
1817.72,10.7397
1818.02,6.57581
1818.2,4.57067
1818.33,3.36716
1818.45,2.46021
1818.56,1.81269
1818.67,1.35697
1818.76,1.03847
1818.85,0.788667
1818.94,0.595809
1819.03,0.449057
1819.1,0.355057
1819.18,0.281676
1819.25,0.224809
1819.34,0.175383
1819.42,0.139686
1819.51,0.113319
1819.6,0.0920177
1819.69,0.0767276
1819.81,0.0637965
1819.93,0.0537782
1820.09,0.0454706
1820.3,0.0381773
1820.57,0.0320766
1820.89,0.0268245
1821.31,0.0220849
1821.81,0.0181535
1822.41,0.0149223
1823.12,0.0123604
1823.95,0.0103315
1825.01,0.00860626
1826.29,0.00730441
1828.02,0.00622208
1830.01,0.00549063
1832.66,0.00494256
1835.64,0.00462246
1841.94,0.00440391
1848.91,0.00453908
1856.53,0.00491872
1864.49,0.00559966
1872.21,0.00656886
1879.81,0.0080097
1885.4,0.00954323
1890.47,0.011491
1895.01,0.0139283
1899.23,0.0171329
1902.39,0.0204501
1905.72,0.0252116
1908.67,0.0312018
1911.26,0.0385653
1913.53,0.0475889
1915.64,0.0593632
1917.38,0.0729012
1919.07,0.0911692
1920.49,0.112668
1921.76,0.139212
1922.87,0.171223
1923.94,0.214084
1924.77,0.259836
1925.63,0.324758
1926.32,0.398134
1926.91,0.480341
1927.52,0.599595
1928.02,0.735166
1928.5,0.914077
1928.94,1.14099
1929.31,1.41393
1929.62,1.74186
1929.92,2.17575
1930.17,2.70738
1930.37,3.29197
1930.56,4.01986
1930.74,5.00387
1930.92,6.25086
1931.1,8.01862
1931.29,10.3619
1931.48,13.5797
1931.72,18.7248
1932.07,27.9526
1932.5,39.5652
1932.76,44.3351
1933.0,45.883
1933.24,44.4442
1933.5,39.7678
1933.99,26.4186
1934.31,18.0705
1934.54,13.3586
1934.74,10.1159
1934.93,7.8314
1935.11,6.11107
1935.3,4.80465
1935.49,3.8497
1935.69,3.1231
1935.9,2.55171
1936.14,2.091
1936.43,1.68816
1936.75,1.37497
1937.12,1.11282
1937.54,0.898376
1937.98,0.735314
1938.52,0.591955
1939.09,0.482338
1939.75,0.389523
1940.49,0.314961
1941.34,0.253532
1942.23,0.206323
1943.29,0.166159
1944.5,0.133188
1945.77,0.108484
1947.27,0.0874336
1948.94,0.0707649
1950.68,0.0581584
1952.79,0.0471913
1955.22,0.0383246
1957.8,0.0316852
1960.86,0.0262077
1964.24,0.0220988
1968.46,0.0187357
1973.53,0.0164105
1978.59,0.0153904
1980.91,0.0152615
1986.07,0.0157956
1990.63,0.017321
1995.05,0.0200978
1998.2,0.0232949
2001.19,0.0277975
2003.68,0.033184
2006.0,0.0403846
2007.93,0.0488472
2009.86,0.0608565
2011.44,0.0747984
2012.82,0.0918072
2014.12,0.114251
2015.23,0.140838
2016.25,0.175391
2017.08,0.214054
2017.83,0.261722
2018.52,0.321824
2019.16,0.399026
2019.75,0.499044
2020.25,0.619126
2020.68,0.760713
2021.09,0.951483
2021.43,1.17545
2021.71,1.43913
2021.96,1.75732
2022.17,2.1532
2022.37,2.65217
2022.54,3.25747
2022.7,4.01003
2022.86,5.01867
2023.01,6.32582
2023.18,8.18896
2023.34,10.6285
2023.52,14.0661
2023.74,19.2913
2024.05,28.4747
2024.48,42.0193
2024.76,48.0768
2025.0,49.89
2025.22,48.4384
2025.49,42.9657
2025.95,28.7285
2026.27,19.1888
2026.49,13.9864
2026.67,10.4696
2026.85,7.89367
2027.03,6.0305
2027.19,4.75386
2027.35,3.80204
2027.52,3.0277
2027.72,2.41471
2027.92,1.97804
2028.15,1.60467
2028.44,1.29163
2028.77,1.0376
2029.12,0.844967
2029.55,0.679904
2030.05,0.543635
2030.6,0.436276
2031.23,0.349034
2031.9,0.282646
2032.69,0.226604
2033.59,0.180883
2034.54,0.14678
2035.66,0.117769
2036.9,0.0948702
2038.2,0.0775409
2039.78,0.0624379
2041.59,0.0501753
2043.52,0.0409218
2045.57,0.0338656
2047.94,0.0280453
2050.7,0.0232608
2053.22,0.0202037
2055.82,0.0180423
2058.42,0.0168253
2060.32,0.0166372
2061.52,0.0170329
2062.72,0.0182005
2063.62,0.0199889
2064.37,0.0226346
2064.82,0.0251718
2065.26,0.028987
2065.54,0.0328232
2065.75,0.037338
2065.93,0.0433704
2066.07,0.0510189
2066.19,0.0612513
2066.29,0.0725334
2066.39,0.0900062
2066.48,0.112064
2066.57,0.142363
2066.67,0.18372
2066.76,0.239659
2066.85,0.3145
2066.94,0.401057
2067.03,0.526414
2067.12,0.687883
2067.22,0.892741
2067.32,1.19681
2067.44,1.62363
2067.57,2.18796
2067.71,3.01358
2067.89,4.25991
2068.15,6.54886
2068.5,9.70097
2068.72,11.1815
2068.94,11.8802
2069.0,11.9132
2069.22,11.4374
2069.44,10.1242
2069.81,6.8634
2070.1,4.33855
2070.27,3.10021
2070.43,2.22219
2070.56,1.61615
2070.68,1.18569
2070.78,0.901114
2070.88,0.674379
2070.98,0.513231
2071.07,0.388837
2071.17,0.294188
2071.25,0.228757
2071.34,0.179735
2071.42,0.142465
2071.51,0.114338
2071.6,0.0906811
2071.7,0.0737102
2071.8,0.0615382
2071.92,0.0509808
2072.04,0.0438527
2072.21,0.0372697
2072.39,0.032767
2072.7,0.0280648
2073.07,0.0244738
2073.56,0.0212867
2074.26,0.0183713
2074.89,0.0166603
2075.73,0.0151477
2076.99,0.0138284
2079.08,0.0128313
2080.76,0.012651
2082.98,0.0129842
2085.19,0.0139236
2087.37,0.0155559
2089.46,0.0180593
2091.21,0.0212744
2092.86,0.0258383
2094.28,0.0316774
2095.5,0.039031
2096.44,0.047172
2097.39,0.0586882
2098.13,0.0714677
2098.79,0.0872318
2099.41,0.107904
2099.98,0.134667
2100.46,0.167274
2100.9,0.208546
2101.22,0.251975
2101.52,0.30782
2101.75,0.371458
2101.94,0.444081
2102.1,0.532274
2102.25,0.640734
2102.39,0.79393
2102.51,0.977332
2102.63,1.22884
2102.75,1.55144
2102.87,2.01324
2102.99,2.63621
2103.11,3.4646
2103.23,4.56043
2103.36,6.01037
2103.49,7.83817
2103.64,10.5759
2103.83,14.9948
2104.12,23.0889
2104.54,35.0424
2104.77,39.6713
2105.0,41.2513
2105.23,39.68
2105.48,34.7924
2106.14,15.6375
2106.34,11.0946
2106.5,8.14262
2106.64,5.99931
2106.77,4.55945
2106.89,3.47479
2107.01,2.64425
2107.13,2.0194
2107.24,1.58945
2107.36,1.24869
2107.48,0.997754
2107.6,0.813165
2107.74,0.653981
2107.88,0.541498
2108.06,0.440953
2108.27,0.364694
2108.53,0.296965
2108.83,0.243064
2109.2,0.197451
2109.59,0.162254
2110.06,0.131555
2110.56,0.108057
2111.13,0.0885624
2111.82,0.0715084
2112.55,0.0585367
2113.4,0.0476076
2114.31,0.0390829
2115.26,0.0326372
2116.45,0.0267276
2117.74,0.0220818
2119.26,0.0181899
2120.95,0.0150742
2122.98,0.0124389
2125.37,0.0102957
2128.19,0.00851431
2131.01,0.00726286
2134.53,0.00616212
2139.11,0.00519108
2145.8,0.00429007
2152.85,0.00369032
2161.3,0.0032181
2169.76,0.00292505
2178.21,0.00270562
2195.12,0.00246313
2215.63,0.00234071
2219.24,0.00233449
2246.29,0.00243054
2255.31,0.00251016
2273.34,0.00282099
2285.96,0.00321811
2293.18,0.0035708
2300.39,0.00408281
2307.6,0.00483576
2313.01,0.00571799
2317.52,0.00682411
2321.13,0.00810455
2324.73,0.00992072
2327.77,0.0122305
2330.06,0.0147628
2332.03,0.0177931
2333.81,0.0216035
2335.39,0.0262835
2336.8,0.0321598
2338.01,0.0391133
2339.17,0.0483535
2340.14,0.0590822
2341.09,0.0738561
2341.92,0.0921868
2342.64,0.114888
2343.25,0.141336
2343.77,0.172524
2344.27,0.214426
2344.69,0.264197
2345.04,0.322389
2345.35,0.394511
2345.61,0.481022
2345.82,0.580705
2345.99,0.698566
2346.15,0.842526
2346.3,1.04386
2346.43,1.28214
2346.56,1.61113
2346.69,2.0752
2346.81,2.62722
2346.95,3.45015
2347.08,4.51647
2347.23,6.05134
2347.38,8.10947
2347.55,10.9626
2347.76,15.5305
2348.06,23.54
2348.47,34.9865
2348.72,39.9328
2348.97,42.0026
2349.0,42.037
2349.25,40.3734
2349.48,36.0577
2349.89,25.1414
2350.23,15.9671
2350.42,11.5879
2350.59,8.60956
2350.74,6.40112
2350.89,4.85198
2351.02,3.66033
2351.15,2.85071
2351.28,2.20176
2351.4,1.75182
2351.54,1.37043
2351.68,1.09441
2351.83,0.878374
2351.98,0.724421
2352.15,0.599034
2352.37,0.490157
2352.61,0.405802
2352.92,0.330293
2353.28,0.268698
2353.67,0.221325
2354.14,0.18014
2354.7,0.144784
2355.31,0.117642
2356.03,0.0944661
2356.76,0.0778453
2357.6,0.0637762
2358.54,0.0526025
2359.75,0.0423949
2361.09,0.0345854
2362.55,0.0288212
2364.0,0.0248284
2366.0,0.021211
2368.28,0.0189308
2370.56,0.0181548
2372.13,0.0184831
2373.7,0.0196656
2375.27,0.0220503
2376.64,0.0256732
2377.67,0.0299478
2378.51,0.0349966
2379.34,0.0423675
2380.06,0.0516752
2380.61,0.0618301
2381.11,0.0746182
2381.56,0.0912298
2381.96,0.111641
2382.23,0.13193
2382.49,0.160126
2382.68,0.18966
2382.83,0.226666
2382.98,0.276381
2383.1,0.334518
2383.21,0.415943
2383.31,0.508674
2383.41,0.632033
2383.5,0.789409
2383.6,1.00318
2383.7,1.28294
2383.8,1.64561
2383.9,2.11062
2384.01,2.81141
2384.13,3.74765
2384.26,5.09375
2384.39,6.81314
2384.55,9.42621
2384.72,13.1152
2384.97,19.5162
2385.5,34.3124
2385.75,39.2342
2385.99,41.0226
2386.0,41.027
2386.24,39.4399
2386.48,34.8036
2386.89,23.4553
2387.19,15.1554
2387.39,10.5643
2387.55,7.71873
2387.69,5.73383
2387.82,4.24523
2387.94,3.19927
2388.05,2.3894
2388.17,1.78941
2388.27,1.39479
2388.36,1.08922
2388.46,0.854968
2388.57,0.661653
2388.67,0.530885
2388.77,0.43249
2388.88,0.346094
2389.0,0.284464
2389.14,0.233869
2389.3,0.194271
2389.45,0.166718
2389.66,0.140939
2389.92,0.118522
2390.24,0.0993714
2390.63,0.0821096
2391.12,0.0669159
2391.66,0.0546864
2392.31,0.0445877
2392.96,0.0371764
2393.75,0.0307617
2394.7,0.025332
2395.81,0.0208739
2397.14,0.0172281
2398.74,0.0143071
2400.29,0.0123085
2402.33,0.010495
2404.89,0.0090453
2408.26,0.00781956
2412.31,0.00694874
2417.17,0.00641262
2420.41,0.00615574
2426.89,0.00596868
2436.61,0.00612036
2446.33,0.00663948
2456.0,0.00759328
2463.97,0.0088547
2470.95,0.0105153
2477.23,0.0127765
2482.31,0.0155374
2486.3,0.0186984
2489.88,0.0227814
2493.02,0.0279966
2495.46,0.0337864
2497.56,0.040693
2499.5,0.0496515
2501.25,0.0610042
2502.77,0.0749493
2504.16,0.0932001
2505.28,0.113905
2506.28,0.139434
2507.23,0.173522
2508.02,0.214078
2508.7,0.262057
2509.34,0.325143
2509.9,0.403047
2510.39,0.499288
2510.8,0.615615
2511.16,0.755957
2511.46,0.919625
2511.71,1.10783
2511.97,1.38255
2512.17,1.67689
2512.37,2.07704
2512.55,2.57764
2512.73,3.20491
2512.9,4.02274
2513.11,5.27914
2513.33,7.09411
2513.56,9.51492
2513.9,13.7798
2514.44,21.1079
2514.7,23.5608
2514.97,24.7276
2515.02,24.7521
2515.3,23.7655
2515.63,20.6282
2516.4,10.3366
2516.66,7.42482
2516.87,5.64814
2517.08,4.27853
2517.27,3.34195
2517.47,2.6066
2517.67,2.06882
2517.87,1.6764
2518.07,1.38793
2518.32,1.12763
2518.57,0.941398
2518.91,0.762447
2519.27,0.63053
2519.62,0.535305
2520.06,0.450887
2520.61,0.377384
2521.27,0.319179
2521.88,0.284721
2522.62,0.26061
2523.37,0.253138
2524.19,0.264375
2524.88,0.293884
2525.43,0.337798
2525.84,0.390588
2526.19,0.456361
2526.46,0.532483
2526.72,0.633807
2526.96,0.774759
2527.16,0.937742
2527.35,1.16875
2527.52,1.44408
2527.69,1.83531
2527.86,2.36683
2528.03,3.04428
2528.2,3.91907
2528.39,5.22426
2528.62,7.16096
2528.94,10.5424
2529.39,15.6014
2529.7,18.1192
2529.97,19.0434
2530.0,19.0525
2530.27,18.3313
2530.57,16.0027
2531.32,7.76689
2531.55,5.63836
2531.75,4.21778
2531.94,3.17119
2532.09,2.49681
2532.27,1.91428
2532.44,1.49315
2532.6,1.21172
2532.77,0.979853
2532.97,0.79278
2533.16,0.658577
2533.4,0.539389
2533.69,0.440521
2534.06,0.35617
2534.42,0.29709
2534.89,0.243299
2535.41,0.200671
2536.01,0.16534
2536.71,0.136739
2537.56,0.112218
2538.42,0.0945939
2539.57,0.0783116
2540.9,0.0653786
2542.34,0.0558558
2544.21,0.0475888
2546.08,0.0421801
2548.55,0.0377256
2551.03,0.0353028
2554.87,0.0340464
2558.17,0.0350332
2561.46,0.0378628
2564.75,0.0429585
2567.63,0.0500608
2570.1,0.0591549
2572.5,0.0721797
2574.43,0.0873879
2576.21,0.107732
2577.79,0.133792
2579.16,0.166525
2580.26,0.203509
2581.22,0.248231
2582.14,0.308137
2582.94,0.380691
2583.63,0.4692
2584.29,0.586989
2584.87,0.733525
2585.36,0.911283
2585.77,1.11846
2586.14,1.37854
2586.48,1.71154
2586.77,2.11409
2587.02,2.60716
2587.27,3.2718
2587.51,4.16788
2587.72,5.20138
2587.96,6.8063
2588.19,8.86174
2588.46,11.9728
2588.83,17.2408
2589.4,25.7646
2589.7,29.0716
2590.01,30.3588
2590.02,30.3611
2590.33,29.2081
2590.66,25.7117
2591.5,13.1835
2591.78,9.74946
2592.01,7.47025
2592.23,5.85259
2592.46,4.56411
2592.66,3.68328
2592.91,2.90288
2593.13,2.39472
2593.4,1.92977
2593.68,1.59343
2594.02,1.28988
2594.43,1.03335
2594.84,0.849935
2595.38,0.679227
2595.96,0.549282
2596.6,0.445383
2597.3,0.364311
2598.12,0.296324
2599.06,0.240547
2600.15,0.194626
2601.41,0.158066
2602.78,0.130356
2604.32,0.108806
2606.19,0.0908698
2608.06,0.0790434
2610.32,0.0692066
2612.64,0.062932
2615.73,0.058477
2618.2,0.0574465
2621.29,0.0586223
2625.25,0.0639353
2628.96,0.0734478
2632.24,0.0868412
2635.17,0.104751
2637.8,0.128131
2640.18,0.158587
2642.19,0.194987
2643.92,0.238595
2645.49,0.293566
2647.02,0.368204
2648.29,0.454661
2649.4,0.558846
2650.47,0.696341
2651.46,0.874132
2652.36,1.09936
2653.19,1.39288
2653.93,1.7558
2654.58,2.18758
2655.28,2.81483
2655.97,3.66207
2656.8,4.98095
2658.01,7.0866
2658.51,7.67085
2659.03,7.9031
2659.49,7.72582
2660.11,7.00398
2661.82,4.05907
2662.52,3.11228
2663.22,2.40487
2663.91,1.88718
2664.66,1.48685
2665.37,1.20606
2666.23,0.956489
2667.16,0.764442
2668.15,0.616142
2669.26,0.495179
2670.5,0.398153
2671.92,0.318152
2673.53,0.253716
2675.16,0.206434
2677.11,0.165883
2679.09,0.135884
2681.56,0.108791
2684.16,0.0884353
2687.19,0.0713859
2690.65,0.0575545
2694.6,0.0464846
2698.56,0.0384915
2703.2,0.0317439
2708.76,0.0260526
2715.25,0.0215255
2722.67,0.0181264
2728.23,0.0164417
2735.65,0.0151064
2741.21,0.0147639
2748.01,0.0153776
2753.57,0.0171633
2756.35,0.0188897
2759.13,0.0215945
2761.45,0.0249642
2763.46,0.0294391
2765.01,0.034453
2766.55,0.0417671
2767.79,0.050514
2768.35,0.0564203
2768.77,0.0640052
2768.98,0.0707662
2769.18,0.0818726
2769.36,0.0968264
2769.5,0.114552
2769.64,0.139518
2769.78,0.17414
2769.92,0.221231
2770.07,0.288583
2770.21,0.376035
2770.38,0.499881
2770.55,0.670842
2770.79,0.955636
2771.48,1.94564
2771.77,2.21741
2772.01,2.29847
2772.27,2.20759
2772.56,1.92377
2773.26,0.978709
2773.48,0.736117
2773.69,0.570649
2773.86,0.46518
2774.02,0.401699
2774.16,0.365628
2774.34,0.339257
2774.52,0.332681
2774.69,0.341539
2774.96,0.376549
2775.22,0.435732
2775.48,0.524026
2775.71,0.638098
2775.89,0.761893
2776.07,0.931873
2776.25,1.17297
2776.42,1.47968
2776.58,1.88072
2776.73,2.36057
2776.88,2.99188
2777.06,3.9785
2777.23,5.20938
2777.45,7.15735
2777.7,10.0497
2778.4,19.4853
2778.72,22.4898
2779.0,23.448
2779.0,23.448
2779.26,22.6472
2779.5,20.6038
2779.89,15.7462
2780.35,9.52131
2780.59,6.83488
2780.78,5.1671
2780.94,4.00142
2781.12,3.00915
2781.27,2.37373
2781.43,1.86477
2781.59,1.46715
2781.75,1.17225
2781.93,0.93357
2782.13,0.747448
2782.34,0.605511
2782.56,0.504861
2782.83,0.415236
2783.13,0.344472
2783.48,0.28349
2783.93,0.229288
2784.46,0.184751
2784.98,0.15273
2785.61,0.12478
2786.34,0.101431
2787.1,0.0839038
2788.0,0.0689343
2789.05,0.0564256
2790.3,0.0458663
2791.56,0.0383754
2793.26,0.0312453
2795.15,0.0258773
2797.48,0.0213866
2799.57,0.0185891
2802.08,0.0161975
2805.79,0.0138464
2810.57,0.0119953
2815.73,0.01083
2823.28,0.010004
2830.51,0.00980386
2837.7,0.0101162
2844.07,0.0109387
2848.85,0.0120918
2852.83,0.0136711
2856.02,0.015659
2859.01,0.0185599
2861.2,0.02181
2863.12,0.0260393
2864.75,0.0312897
2866.14,0.0378284
2867.42,0.0465652
2868.47,0.0569174
2869.35,0.0692852
2870.16,0.0855393
2870.88,0.105967
2871.46,0.129469
2871.95,0.157485
2872.4,0.192653
2872.77,0.232566
2873.1,0.284153
2873.37,0.341224
2873.62,0.418769
2873.85,0.519477
2874.03,0.628955
2874.2,0.780223
2874.38,0.9883
2874.56,1.27383
2874.73,1.62877
2874.91,2.14654
2875.09,2.82563
2875.29,3.74274
2875.52,5.14205
2875.82,7.39095
2876.4,12.0845
2876.71,13.8248
2877.0,14.4469
2877.01,14.4475
2877.25,14.0203
2877.5,12.8043
2877.9,9.80856
2878.39,5.9001
2878.65,4.20017
2878.86,3.11358
2879.03,2.38266
2879.21,1.83503
2879.37,1.43106
2879.52,1.1517
2879.7,0.907459
2879.87,0.721812
2880.05,0.586728
2880.25,0.478312
2880.47,0.39334
2880.71,0.327228
2881.01,0.268762
2881.38,0.218255
2881.78,0.180219
2882.25,0.148485
2882.81,0.121291
2883.41,0.101088
2884.05,0.0859171
2884.75,0.0747858
2885.17,0.0710535
2885.32,0.0706287
2885.6,0.0722394
2885.81,0.0774931
2885.99,0.0869225
2886.13,0.0998863
2886.26,0.11894
2886.39,0.144594
2886.51,0.180687
2886.63,0.23041
2886.76,0.297472
2886.88,0.386058
2887.02,0.513658
2887.15,0.678516
2887.3,0.906938
2887.48,1.24341
2887.67,1.72125
2887.98,2.6212
2888.44,4.0328
2888.7,4.60048
2888.97,4.84416
2889.0,4.84713
2889.25,4.66422
2889.52,4.11693
2889.96,2.78171
2890.29,1.80232
2890.51,1.25899
2890.68,0.917222
2890.84,0.674491
2890.98,0.500239
2891.11,0.376921
2891.24,0.281957
2891.35,0.216624
2891.47,0.166795
2891.58,0.129377
2891.7,0.101678
2891.8,0.0833735
2891.93,0.0667869
2892.06,0.0553151
2892.19,0.0474223
2892.34,0.0411168
2892.55,0.0359952
2892.86,0.0318597
2893.26,0.0289803
2893.86,0.0263958
2895.05,0.0231683
2897.03,0.0200625
2899.4,0.0178578
2901.95,0.0164757
2907.05,0.0150499
2913.77,0.0145174
2922.95,0.0151253
2932.96,0.016915
2942.97,0.0198492
2949.64,0.0228364
2955.48,0.0266252
2959.65,0.0306725
2962.98,0.0355569
2965.23,0.0406023
2967.2,0.0474199
2968.73,0.0559472
2969.83,0.0654633
2970.64,0.0758168
2971.35,0.0889767
2971.96,0.105519
2972.46,0.125881
2972.87,0.150285
2973.14,0.174391
2973.37,0.205427
2973.57,0.245326
2973.74,0.29441
2973.88,0.349695
2974.01,0.425626
2974.15,0.530315
2974.28,0.674412
2974.42,0.871507
2974.55,1.13826
2974.68,1.47752
2974.82,1.94028
2974.95,2.53747
2975.1,3.39946
2975.27,4.62793
2975.45,6.28101
2975.69,9.01406
2976.1,14.7943
2976.49,19.9899
2976.78,22.5058
2977.01,23.1729
2977.25,22.4082
2977.5,20.2089
2977.88,15.2104
2978.31,9.18064
2978.55,6.39443
2978.74,4.67444
2978.9,3.43768
2979.06,2.55487
2979.2,1.94452
2979.33,1.47409
2979.47,1.11842
2979.59,0.886985
2979.71,0.709404
2979.84,0.557823
2979.98,0.443821
2980.12,0.362315
2980.26,0.303859
2980.43,0.254524
2980.63,0.215525
2980.85,0.185641
2981.19,0.156613
2981.58,0.134796
2982.1,0.115881
2982.79,0.0996267
2983.74,0.0865341
2984.55,0.0797899
2986.03,0.0731043
2987.51,0.0704397
2988.5,0.0699629
2991.78,0.0727224
2996.07,0.0826486
3000.12,0.0973678
3004.1,0.118092
3007.89,0.1459
3011.08,0.178968
3012.45,0.198667
3012.97,0.212337
3013.31,0.231496
3013.6,0.261925
3013.82,0.302086
3014.04,0.363264
3014.26,0.451663
3014.51,0.583818
3014.8,0.794005
3015.42,1.30487
3015.75,1.48961
3016.01,1.54099
3016.27,1.49165
3016.6,1.31376
3017.34,0.746068
3017.6,0.585661
3017.83,0.485472
3018.03,0.426739
3018.26,0.380896
3018.56,0.35009
3018.95,0.340085
3019.79,0.356908
3021.94,0.439393
3024.02,0.551428
3025.78,0.682932
3027.37,0.842364
3028.89,1.04678
3030.48,1.33838
3031.92,1.69725
3033.55,2.23782
3037.27,3.78362
3038.37,4.05711
3039.06,4.10777
3040.16,3.9789
3041.6,3.4968
3044.54,2.24216
3046.06,1.73313
3047.59,1.34419
3049.04,1.07335
3050.7,0.844449
3052.43,0.671561
3054.38,0.531379
