48-Cd-110(n,total) ENDF/B-VII.1
823.72,9.81167
824.233,13.7606
824.478,14.8016
824.57,14.8898
824.8,14.3339
825.111,12.2196
825.53,8.89425
825.781,7.47869
826.053,6.57632
826.324,6.13916
826.907,5.85662
832.514,5.39049
843.597,4.89747
866.544,4.39047
901.515,3.8632
908.983,3.63323
914.574,3.32806
915.163,3.39971
915.438,3.61673
915.644,4.03822
915.801,4.65507
915.934,5.49273
916.066,6.73824
916.199,8.51386
916.332,10.9352
916.469,14.217
916.641,19.443
916.943,30.8511
917.217,40.9378
917.421,45.9463
917.596,47.4007
917.775,45.8463
917.991,40.3513
918.554,19.1633
918.715,14.3234
918.848,11.2591
918.958,9.42588
919.05,8.40658
919.124,7.93593
919.198,7.7862
919.271,7.97746
919.363,8.73955
919.458,10.2111
919.538,12.0554
919.638,15.2642
919.737,19.6265
919.847,25.9506
919.966,34.8847
920.098,47.369
920.267,67.2715
920.805,143.17
921.008,163.198
921.206,170.94
921.225,170.978
921.42,164.26
921.618,145.924
922.192,69.9502
922.36,51.7158
922.508,39.0938
922.639,30.4248
922.777,23.5792
922.894,19.3025
923.035,15.6104
923.176,13.0831
923.316,11.3659
923.503,9.88554
923.77,8.6602
924.126,7.74885
924.75,6.86139
925.752,6.09593
926.576,5.72389
928.3,5.26195
931.533,4.84322
938.449,4.48753
955.178,4.20321
1009.35,3.91669
1091.67,3.59733
1103.84,3.45165
1110.53,3.21732
1112.88,3.00905
1114.72,2.73719
1114.92,2.76751
1115.12,2.89618
1115.29,3.18067
1115.44,3.63462
1115.55,4.21716
1115.67,5.07374
1115.79,6.29314
1115.9,7.97618
1116.02,10.3823
1116.16,13.8007
1116.29,18.4347
1116.45,25.3788
1116.66,36.6011
1117.15,65.379
1117.38,75.1133
1117.59,78.8586
1117.61,78.8906
1117.83,75.8752
1118.08,66.1458
1118.66,33.645
1118.86,24.8199
1119.03,18.7868
1119.18,14.6867
1119.32,11.9682
1119.45,9.96706
1119.62,8.24166
1119.79,7.12982
1120.0,6.3121
1120.27,5.70744
1120.73,5.20754
1121.72,4.73327
1123.68,4.33244
1126.94,4.07083
1132.43,3.91958
1133.42,3.97618
1133.77,4.12597
1134.08,4.50374
1134.29,5.01231
1134.5,5.84009
1134.71,7.14887
1134.96,9.23495
1135.57,15.4399
1135.83,17.0473
1135.98,17.3193
1136.21,16.7
1136.48,14.6737
1137.06,8.62112
1137.28,6.89104
1137.47,5.79551
1137.67,4.96271
1137.88,4.44848
1138.19,4.06143
1138.58,3.89123
1140.6,3.7878
1186.52,3.51064
1238.33,3.23564
1239.76,3.30782
1240.13,3.47441
1240.43,3.82919
1240.69,4.3973
1240.94,5.3099
1241.2,6.59343
1241.79,10.1794
1242.06,11.2148
1242.24,11.4341
1242.48,11.077
1242.76,9.81698
1243.4,6.01637
1243.66,4.83745
1243.89,4.13006
1244.1,3.73486
1244.4,3.41138
1244.61,3.30663
1245.22,3.20278
1283.01,2.71766
1298.51,2.3755
1310.73,1.96085
1315.18,1.80989
1315.93,1.8609
1316.18,1.94464
1316.42,2.13688
1316.61,2.41783
1316.77,2.84318
1316.9,3.34565
1317.04,4.04279
1317.17,4.98277
1317.33,6.49699
1317.49,8.49338
1317.68,11.6175
1317.93,16.6564
1318.41,26.9946
1318.66,30.7548
1318.89,31.9538
1319.12,30.7144
1319.34,27.4896
1319.73,19.2554
1320.04,12.7072
1320.24,9.18007
1320.41,6.87783
1320.55,5.31511
1320.7,4.12998
1320.83,3.31065
1320.98,2.67479
1321.13,2.23804
1321.3,1.90688
1321.5,1.68124
1321.74,1.5284
1322.14,1.41309
1323.3,1.26241
1332.08,0.457106
1333.53,0.349173
1334.37,0.305193
1335.05,0.286174
1335.27,0.284241
1335.77,0.289942
1336.25,0.311658
1336.69,0.349091
1337.17,0.41465
1337.63,0.506516
1338.06,0.630713
1338.5,0.799792
1338.93,1.02679
1339.37,1.32926
1339.77,1.70078
1340.19,2.20343
1340.61,2.8565
1341.02,3.72288
1341.38,4.71945
1341.74,6.02118
1342.09,7.67433
1342.44,9.877
1342.75,12.4913
1343.06,16.0031
1343.33,20.1518
1343.6,25.8004
1343.83,32.2066
1344.05,40.9048
1344.26,51.9711
1344.46,66.6469
1344.66,85.6762
1344.84,109.423
1345.02,140.007
1345.22,186.051
1345.43,249.273
1345.66,337.525
1345.97,484.432
1346.59,803.495
1346.89,914.09
1347.18,950.802
1347.42,925.518
1347.71,834.672
1348.58,422.657
1348.86,317.285
1349.12,242.168
1349.35,190.444
1349.59,153.341
1349.82,126.095
1350.07,104.564
1350.36,86.7401
1350.71,71.7053
1351.13,59.0121
1351.6,49.3758
1352.19,40.8028
1352.84,34.3203
1353.61,28.8625
1354.54,24.3129
1355.78,20.2017
1357.02,17.39
1358.72,14.7421
1360.66,12.7204
1363.37,10.8586
1366.46,9.48054
1370.33,8.35186
1376.53,7.24299
1384.78,6.39171
1394.59,5.79594
1411.62,5.21696
1442.19,4.71041
1493.2,4.32852
1617.08,3.92034
1681.16,3.78019
1683.13,3.79056
1684.2,3.9204
1684.63,4.2048
1684.93,4.64056
1685.25,5.41013
1685.62,6.76575
1686.3,9.71123
1686.63,10.5962
1686.81,10.7291
1687.14,10.298
1687.51,8.94287
1688.14,6.19733
1688.44,5.21035
1688.69,4.62223
1689.02,4.1735
1689.34,3.94543
1689.55,3.86722
1691.09,3.76437
1796.41,3.51139
1804.95,3.54824
1807.13,3.66065
1807.68,3.87811
1807.97,4.20143
1808.2,4.65918
1808.43,5.40348
1808.65,6.54649
1808.89,8.2414
1809.13,10.594
1809.46,14.8557
1810.04,22.7658
1810.35,25.5514
1810.58,26.208
1810.86,25.2333
1811.19,21.8893
1811.92,11.8232
1812.18,8.97486
1812.41,7.06111
1812.61,5.82971
1812.82,4.95284
1813.05,4.34508
1813.34,3.92207
1813.68,3.69501
1814.4,3.57918
1814.99,3.5713
1818.28,3.66424
1821.2,3.93737
1822.41,4.19934
1823.52,4.66581
1824.16,5.16507
1824.55,5.65853
1824.93,6.49749
1825.14,7.22812
1825.36,8.47994
1825.55,10.1016
1825.7,11.9787
1825.85,14.5871
1826.0,18.1836
1826.15,23.0799
1826.3,29.6368
1826.45,38.2443
1826.62,50.8621
1826.81,69.0755
1827.01,93.8075
1827.26,130.38
1828.0,260.022
1828.29,294.614
1828.56,305.462
1828.83,293.632
1829.14,257.332
1829.94,118.135
1830.16,85.4289
1830.37,62.5575
1830.55,46.48
1830.7,35.6166
1830.86,27.312
1831.02,21.1137
1831.16,16.9519
1831.31,13.7205
1831.47,11.3815
1831.65,9.35671
1831.84,8.01095
1832.07,6.95846
1832.37,6.10708
1832.72,5.49033
1833.3,4.90702
1834.01,4.47823
1835.25,4.06844
1837.24,3.75445
1841.4,3.5036
1850.18,3.34062
1920.71,2.8081
1944.97,2.48153
1959.0,2.14905
1966.44,1.85018
1970.77,1.58195
1974.01,1.29046
1976.48,0.986036
1978.44,0.707738
1978.92,0.657686
1979.34,0.639695
1979.63,0.658176
1979.87,0.709438
1980.05,0.784513
1980.22,0.901954
1980.37,1.058
1980.51,1.28823
1980.64,1.57561
1980.76,1.94454
1980.88,2.44544
1981.01,3.16592
1981.12,4.01828
1981.24,5.19319
1981.36,6.75556
1981.48,8.78
1981.61,11.6076
1981.74,15.0428
1981.88,19.7827
1982.03,26.6326
1982.2,36.4287
1982.39,50.0841
1982.62,70.2381
1982.93,104.382
1983.51,172.748
1983.8,198.082
1984.1,209.663
1984.17,210.019
1984.45,202.079
1984.73,181.701
1985.26,124.533
1985.65,83.1137
1985.9,61.1858
1986.12,46.5528
1986.31,36.346
1986.51,28.4419
1986.72,22.4182
1986.93,18.1377
1987.14,15.1262
1987.34,13.0032
1987.61,11.1617
1987.88,9.86788
1988.31,8.50232
1988.85,7.40597
1989.67,6.33743
1990.84,5.40085
1992.4,4.64349
1994.13,4.11397
1996.93,3.57713
2001.22,3.08289
2008.36,2.56705
2029.91,1.37919
2038.55,0.811722
2044.61,0.392464
2046.6,0.27772
2047.87,0.222942
2048.67,0.199648
2049.31,0.189815
2049.63,0.188482
2050.31,0.195028
2050.78,0.208629
2051.35,0.236707
2051.96,0.284649
2052.57,0.355159
2053.19,0.45379
2053.8,0.587647
2054.41,0.765911
2055.02,1.00052
2055.61,1.29329
2056.2,1.67085
2056.79,2.15791
2057.38,2.78796
2057.96,3.60721
2058.55,4.68041
2059.14,6.10033
2059.65,7.73318
2060.16,9.81256
2060.65,12.4827
2061.14,16.0501
2061.56,20.2236
2061.99,25.8207
2062.4,33.004
2062.74,41.2212
2063.1,52.7405
2063.4,65.8885
2063.71,84.294
2064.0,107.67
2064.3,138.908
2064.59,180.203
2064.91,239.929
2065.28,327.266
2065.83,489.799
2066.52,699.513
2066.93,781.408
2067.26,803.45
2067.6,783.034
2068.06,696.606
2069.18,384.974
2069.61,290.918
2069.97,230.413
2070.36,182.342
2070.76,146.098
2071.19,118.78
2071.65,97.9639
2072.2,80.3266
2072.85,65.9857
2073.62,54.0822
2074.5,44.6877
2075.58,36.787
2076.75,30.8329
2078.12,25.9792
2079.84,21.796
2081.82,18.4913
2084.3,15.6786
2087.73,13.1272
2091.65,11.2493
2096.2,9.81482
2098.48,9.36383
2099.1,9.52937
2099.59,10.1223
2100.07,11.4458
2101.17,16.237
2101.6,17.0712
2101.64,17.0784
2102.05,16.4156
2102.59,14.0445
2103.22,10.9993
2103.65,9.61649
2104.11,8.76489
2104.87,8.24358
2110.51,7.47358
2121.48,6.58727
2135.68,5.8873
2159.19,5.19247
2196.52,4.55463
2282.11,3.46048
2307.63,2.9597
2324.25,2.47352
2335.79,1.98139
2344.2,1.49385
2350.35,1.06823
2350.73,1.05888
2351.12,1.08214
2351.4,1.14676
2351.69,1.28669
2351.9,1.46517
2352.12,1.7314
2352.35,2.16277
2352.58,2.72662
2352.84,3.53924
2353.22,5.05753
2353.78,7.36584
2354.1,8.24548
2354.4,8.54751
2354.7,8.25002
2355.01,7.37699
2355.53,5.19182
2355.94,3.42886
2356.21,2.50401
2356.42,1.92166
2356.64,1.4645
2356.82,1.16789
2357.01,0.945025
2357.19,0.781464
2357.41,0.647339
2357.65,0.546274
2357.96,0.46808
2358.39,0.403605
2359.13,0.335086
2360.23,0.260113
2361.15,0.215648
2361.8,0.196104
2362.32,0.189831
2362.78,0.192758
2363.29,0.207051
2363.79,0.234839
2364.26,0.27594
2364.73,0.335341
2365.23,0.422677
2365.76,0.546303
2366.3,0.717987
2366.85,0.950286
2367.36,1.2263
2367.87,1.59033
2368.39,2.05984
2368.91,2.66629
2369.42,3.45261
2369.94,4.47859
2370.46,5.82953
2370.95,7.53229
2371.44,9.80478
2371.88,12.5391
2372.32,16.2119
2372.72,20.612
2373.1,26.3594
2373.44,33.3701
2373.79,42.8886
2374.09,54.1447
2374.39,69.2181
2374.68,88.9958
2374.98,115.293
2375.27,149.79
2375.6,199.219
2375.97,270.802
2376.5,400.031
2377.22,580.302
2377.61,650.356
2378.03,681.148
2378.08,681.308
2378.38,667.384
2378.84,601.978
2380.09,323.339
2380.54,245.714
2380.92,194.011
2381.31,155.496
2381.74,124.981
2382.17,102.881
2382.63,85.8476
2383.18,71.2602
2383.82,59.272
2384.56,49.6159
2385.45,41.4693
2386.4,35.2225
2387.73,29.2136
2389.28,24.4815
2391.2,20.5515
2393.41,17.512
2396.11,15.0061
2399.55,12.8972
2403.48,11.3069
2408.08,10.1374
2408.43,10.1319
2409.14,10.518
2409.53,11.3028
2409.82,12.3997
2410.18,14.5403
2410.59,18.247
2411.44,27.4115
2411.83,29.9561
2412.04,30.3273
2412.36,29.3984
2412.77,26.0753
2413.64,16.3279
2413.99,13.3314
2414.35,11.2637
2414.71,10.0263
2415.19,9.2149
2415.91,8.79676
2421.45,8.06125
2432.77,7.19613
2451.43,6.39313
2472.19,5.93868
2474.07,6.00361
2474.72,6.21777
2475.13,6.65236
2475.47,7.44792
2475.73,8.54159
2475.98,10.0822
2476.26,12.5943
2476.53,16.0502
2476.89,21.942
2477.61,35.2917
2477.96,39.7848
2478.29,41.2807
2478.6,39.8476
2478.99,34.8007
2479.86,18.6654
2480.18,14.054
2480.44,11.228
2480.67,9.39333
2480.93,8.00531
2481.2,7.04949
2481.47,6.48445
2481.88,6.06523
2482.69,5.82442
2487.7,5.6784
2489.56,5.76096
2490.11,5.99974
2490.49,6.48093
2490.82,7.30139
2491.07,8.36479
2491.3,9.7922
2491.59,12.3049
2491.91,16.067
2492.51,25.0096
2492.96,31.2155
2493.31,34.0473
2493.5,34.4347
2493.79,33.4043
2494.12,30.2631
2495.1,15.7209
2495.43,11.9456
2495.71,9.6451
2495.94,8.26782
2496.2,7.20333
2496.52,6.40535
2496.91,5.93139
2497.69,5.63934
2503.96,5.44769
2563.94,4.97391
2705.0,4.46436
2718.04,4.43868
2720.87,4.47652
2721.66,4.65307
2722.16,5.03591
2722.48,5.51952
2722.81,6.26355
2723.27,7.79158
2724.19,11.6275
2724.61,12.6768
2724.83,12.8346
2725.17,12.4919
2725.62,11.0956
2726.49,7.43906
2726.86,6.24369
2727.19,5.50017
2727.62,4.90276
2728.21,4.55867
2729.19,4.43383
2732.21,4.4113
2736.63,4.46544
2737.54,4.64378
2738.0,4.99995
2738.34,5.58088
2738.61,6.38671
2738.88,7.63372
2739.13,9.31951
2739.38,11.5898
2739.69,15.1128
2740.23,22.9503
2740.74,30.1381
2741.11,33.2789
2741.34,33.8611
2741.69,32.5933
2742.09,28.3943
2742.98,15.3977
2743.3,11.6281
2743.59,9.08132
2743.85,7.44707
2744.11,6.27663
2744.41,5.4542
2744.78,4.89763
2745.22,4.60608
2746.15,4.44594
2758.69,4.32706
2897.19,3.8539
2947.37,3.50381
2975.43,3.13702
2994.14,2.71033
3005.83,2.27852
3013.92,1.83764
3019.81,1.39837
3024.64,0.941206
3029.58,0.419782
3030.8,0.314781
3031.58,0.266071
3032.2,0.244052
3032.51,0.24066
3032.92,0.246053
3033.38,0.269387
3033.76,0.304808
3034.15,0.361034
3034.51,0.437103
3034.91,0.552123
3035.3,0.704312
3035.69,0.907264
3036.08,1.17548
3036.46,1.51845
3036.85,1.97998
3037.24,2.58992
3037.63,3.40243
3037.98,4.37277
3038.33,5.66004
3038.65,7.17674
3038.96,9.18885
3039.23,11.5179
3039.5,14.5867
3039.78,18.6778
3040.04,23.9516
3040.28,30.2514
3040.52,38.4292
3040.79,50.7216
3041.06,66.9533
3041.36,89.6603
3041.68,121.94
3042.05,169.043
3042.63,260.728
3043.3,366.914
3043.73,414.776
3044.14,433.615
3044.21,433.786
3044.62,417.903
3045.04,375.639
3046.27,201.866
3046.71,152.4
3047.09,119.147
3047.48,94.1689
3047.9,75.1901
3048.34,61.1713
3048.82,50.5191
3049.4,41.7236
3050.1,34.6197
3050.92,29.0071
3051.98,24.1473
3053.03,20.8098
3054.4,17.7757
3056.11,15.2184
3058.15,13.143
3060.78,11.363
3064.68,9.69269
3069.85,8.35289
3075.21,7.46617
3084.56,6.46195
3097.48,5.28928
3101.04,4.69775
3103.22,4.08601
3103.44,4.06438
3103.86,4.18803
3104.17,4.57573
3104.43,5.25212
3104.64,6.14005
3104.85,7.42053
3105.07,9.29862
3105.28,11.8367
3105.53,15.6535
3105.81,21.3068
3106.2,30.9746
3106.94,50.797
3107.35,58.4145
3107.72,60.8622
3108.08,58.7227
3108.43,52.9964
3109.49,28.3121
3109.82,21.9551
3110.13,17.5054
3110.44,14.2834
3110.75,12.1032
3111.1,10.4574
3111.45,9.44364
3112.04,8.51245
3113.05,7.76408
3114.68,7.17119
3118.09,6.57253
3123.83,6.11247
3137.5,5.63438
3148.87,5.46676
3150.78,5.61206
3151.3,5.90941
3151.73,6.53369
3152.06,7.45683
3152.35,8.74004
3152.64,10.6099
3152.96,13.5348
3153.36,18.2878
3154.24,30.6105
3154.67,34.6165
3154.99,35.6105
3155.37,34.2192
3155.81,29.7834
3156.77,16.367
3157.09,12.7451
3157.42,10.0136
3157.71,8.29552
3158.0,7.13169
3158.28,6.38698
3158.57,5.934
3159.06,5.55617
3160.05,5.35452
3173.8,5.12623
3180.3,5.08313
3181.88,5.18927
3182.45,5.45214
3182.86,5.88723
3183.31,6.74022
3183.73,7.97448
3184.42,10.7794
3184.91,12.7863
3185.37,13.9263
3185.61,14.0963
3186.04,13.5676
3186.53,11.9267
3187.41,8.24307
3187.81,6.94997
3188.26,5.99417
3188.69,5.47853
3189.3,5.15391
3190.11,5.03535
3250.71,4.6783
3332.47,4.28663
3353.23,4.0092
3362.27,3.69533
3366.15,3.42436
3369.46,3.01024
3372.36,2.40329
3372.5,2.39768
3372.79,2.43977
3373.03,2.56996
3373.28,2.86214
3373.48,3.27204
3373.68,3.90703
3373.86,4.70948
3374.04,5.80739
3374.21,7.26988
3374.42,9.4808
3374.63,12.5404
3374.86,16.8206
3375.11,22.8247
3375.45,32.6248
3376.46,68.2638
3376.87,78.2334
3377.23,81.9748
3377.31,82.0384
3377.64,79.4334
3378.09,69.8106
3379.07,40.8328
3379.45,32.3169
3379.76,27.5948
3380.06,24.5841
3380.45,22.6394
3381.61,20.1835
3382.09,18.0396
3383.18,11.5763
3383.64,9.47185
3384.05,8.15887
3384.4,7.41292
3385.04,6.67016
3386.1,6.19386
3388.44,5.76843
3393.34,5.33415
3401.01,5.02762
3419.33,4.74181
3477.48,4.47336
3485.08,4.46406
3491.61,4.50747
3493.51,4.62062
3494.19,4.81849
3494.65,5.17166
3495.03,5.78951
3495.35,6.67562
3495.63,7.85931
3495.9,9.53806
3496.2,11.9621
3496.54,15.6391
3497.05,22.6359
3497.76,32.7463
3498.17,36.4443
3498.5,37.4225
3498.89,36.0167
3499.33,31.486
3500.39,16.4435
3500.72,12.6994
3501.0,10.1754
3501.28,8.28324
3501.57,6.93807
3501.85,6.02723
3502.19,5.34793
3502.53,4.96392
3503.21,4.64018
3505.39,4.46686
3537.84,4.32019
3625.91,4.11895
3631.74,4.15569
3633.79,4.30959
3634.36,4.55235
3634.74,4.92887
3635.1,5.60417
3635.4,6.54015
3635.7,7.96376
3636.0,10.0169
3636.3,12.8114
3636.63,16.8271
3637.21,25.4811
3637.79,34.4107
3638.22,38.8714
3638.58,40.1136
3638.98,38.5777
3639.39,34.1717
3640.49,17.3611
3640.85,12.8677
3641.17,9.93572
3641.45,7.97693
3641.74,6.59248
3642.02,5.66009
3642.31,5.05897
3642.69,4.59732
3643.18,4.31983
3644.17,4.15478
3648.62,4.04708
3661.41,3.9864
3664.96,4.04922
3665.78,4.22379
3666.32,4.61251
3666.69,5.15646
3666.96,5.80779
3667.29,6.98567
3667.59,8.47165
3667.94,10.8579
3668.45,15.3057
3669.24,22.6259
3669.67,25.1741
3670.0,25.8072
3670.42,24.774
3670.85,21.908
3671.93,11.8853
3672.33,8.9658
3672.66,7.17762
3672.98,5.96578
3673.3,5.15664
3673.57,4.70491
3673.93,4.34069
3674.41,4.1089
3675.35,3.96531
3684.9,3.82097
3696.45,3.74602
3699.24,3.836
3699.85,3.99219
3700.26,4.25403
3700.57,4.62263
3700.88,5.2362
3701.19,6.21277
3701.46,7.47267
3701.72,9.20626
3702.03,11.8562
3702.36,15.562
3702.93,23.3669
3703.55,32.0023
3703.97,35.8413
3704.32,36.9404
3704.68,35.7829
3705.12,31.5935
3706.26,15.7786
3706.62,11.7584
3706.9,9.26479
3707.19,7.39223
3707.48,6.05682
3707.76,5.14842
3708.03,4.58995
3708.34,4.18281
3708.75,3.88535
3709.57,3.66206
3712.52,3.48856
3724.45,3.05455
3730.58,2.66522
3734.23,2.29024
3737.01,1.86945
3739.31,1.38938
3740.59,1.10774
3741.1,1.0506
3741.43,1.0769
3741.67,1.16162
3741.88,1.30169
3742.08,1.53606
3742.27,1.86124
3742.44,2.29423
3742.6,2.86705
3742.77,3.63769
3742.92,4.60002
3743.1,5.98766
3743.27,7.84617
3743.46,10.3775
3743.66,13.9381
3743.88,18.7602
3744.09,24.8919
3744.35,34.2676
3744.66,47.9046
3745.1,71.7474
3745.89,118.01
3746.35,137.503
3746.75,144.683
3746.83,144.842
3747.2,140.175
3747.67,123.494
3748.84,63.6683
3749.25,46.9378
3749.57,36.5973
3749.9,28.8439
3750.2,23.7796
3750.55,19.4563
3750.89,16.5366
3751.24,14.5245
3751.79,12.44
3752.49,10.8612
3753.58,9.37147
3755.04,8.19599
3756.72,7.3633
3759.35,6.57251
3763.59,5.87001
3769.28,5.36847
3777.61,4.97658
3792.4,4.62652
