49-In-113(n,&gamma;) ENDF/B-VII.1
229.135,47.5346
229.196,35.7852
229.252,27.227
229.304,21.0713
229.355,16.3186
229.407,12.7072
229.456,10.1278
229.506,8.12651
229.564,6.44982
229.621,5.24493
229.686,4.27957
229.758,3.52879
229.848,2.88595
229.938,2.43954
230.063,2.0023
230.214,1.64213
230.376,1.37192
230.556,1.1582
230.771,0.978592
231.037,0.831739
231.28,0.745567
231.523,0.693277
231.888,0.666803
232.17,0.688476
232.451,0.756214
232.672,0.857177
232.838,0.978134
232.971,1.1216
233.087,1.30731
233.19,1.55787
233.267,1.84707
233.335,2.22148
233.393,2.68447
233.452,3.34386
233.501,4.13062
233.55,5.16285
233.598,6.54088
233.647,8.3616
233.695,10.7352
233.747,13.9775
233.802,18.4909
233.863,24.851
233.934,34.2754
234.017,48.0938
234.165,78.1385
234.309,106.404
234.407,119.231
234.5,123.562
234.598,118.805
234.699,104.925
234.899,64.9625
235.005,44.8878
235.082,33.2449
235.146,25.5717
235.204,20.4747
235.255,17.2956
235.298,15.4691
235.346,14.349
235.378,14.1083
235.426,14.4598
235.48,15.8065
235.548,18.7766
235.629,23.9565
235.773,35.9365
235.92,47.8496
236.027,53.1642
236.098,54.2469
236.198,52.0463
236.298,46.0411
236.484,29.7203
236.596,20.1544
236.674,14.6937
236.744,10.7145
236.808,7.92296
236.866,5.99281
236.922,4.55947
236.973,3.57715
237.019,2.90377
237.07,2.34062
237.121,1.92783
237.182,1.57817
237.243,1.34035
237.311,1.16352
237.379,1.04637
237.481,0.938208
237.583,0.87824
237.719,0.844795
237.788,0.844513
237.914,0.876615
238.008,0.940899
238.103,1.06637
238.166,1.20759
238.229,1.42261
238.284,1.69934
238.332,2.03563
238.382,2.51279
238.433,3.15579
238.488,4.10721
238.544,5.37646
238.604,7.19961
238.665,9.55237
238.735,13.0296
238.821,18.3019
239.082,37.5758
239.193,43.4699
239.29,45.5164
239.3,45.5337
239.393,43.9718
239.494,39.1334
239.657,27.3682
239.793,17.5357
239.878,12.564
239.948,9.29389
240.012,7.01961
240.067,5.51106
240.124,4.33366
240.182,3.48924
240.239,2.91234
240.288,2.58802
240.354,2.35014
240.408,2.29411
240.463,2.35543
240.529,2.59041
240.583,2.94565
240.638,3.48853
240.69,4.23343
240.742,5.27406
240.794,6.70102
240.846,8.62332
240.898,11.1653
240.956,14.8783
241.013,19.6983
241.077,26.456
241.152,36.6314
241.243,51.7129
241.476,96.1428
241.589,111.751
241.691,117.282
241.699,117.317
241.788,113.706
241.885,102.275
242.028,76.4486
242.182,46.9887
242.272,32.838
242.345,23.7486
242.408,17.6294
242.462,13.4494
242.514,10.3171
242.566,7.90153
242.618,6.07111
242.667,4.76966
242.717,3.76672
242.768,3.02398
242.825,2.40915
242.884,1.96257
242.955,1.59197
243.036,1.30574
243.117,1.10764
243.235,0.90736
243.379,0.741765
243.552,0.604311
243.743,0.497509
243.985,0.401712
244.245,0.329575
244.557,0.268376
244.92,0.218385
245.301,0.181169
245.786,0.14753
246.34,0.120707
246.963,0.09949
247.69,0.0820372
248.584,0.0671065
249.637,0.0552004
250.837,0.0456448
252.147,0.0384732
253.645,0.0328597
255.392,0.0286897
256.89,0.0263194
258.903,0.0248331
259.574,0.0247707
260.916,0.0254384
262.258,0.0274761
263.301,0.0305565
264.345,0.0356987
265.04,0.0412277
265.691,0.0489513
266.25,0.0587789
266.715,0.0706855
267.15,0.0868325
267.522,0.107007
267.811,0.129271
268.06,0.155636
268.308,0.192652
268.525,0.239182
268.706,0.294822
268.835,0.350393
268.964,0.429516
269.055,0.510083
269.13,0.60463
269.202,0.735515
269.266,0.900498
269.32,1.09824
269.374,1.37047
269.422,1.69471
269.469,2.11083
269.515,2.6546
269.562,3.35933
269.616,4.43581
269.668,5.77385
269.724,7.6711
269.786,10.3364
269.85,13.7636
269.929,19.1462
270.024,27.1646
270.277,51.0475
270.388,58.4599
270.492,61.14
270.5,61.1535
270.603,58.7947
270.707,52.307
270.883,36.0015
271.022,23.0328
271.106,16.6155
271.182,11.9172
271.245,8.91892
271.301,6.75228
271.36,5.0365
271.411,3.86817
271.463,2.97413
271.515,2.29972
271.565,1.8076
271.619,1.41681
271.674,1.13327
271.728,0.927346
271.794,0.750007
271.864,0.620185
271.945,0.51584
272.038,0.433661
272.155,0.362396
272.31,0.29705
272.496,0.243354
272.703,0.202141
272.961,0.167216
273.22,0.143992
273.478,0.128619
273.813,0.117187
274.148,0.113769
274.411,0.116906
274.674,0.126636
274.928,0.1455
275.084,0.164922
275.201,0.186444
275.318,0.218881
275.415,0.261613
275.493,0.314711
275.562,0.384492
275.62,0.471135
275.669,0.570519
275.718,0.703554
275.767,0.880889
275.815,1.11552
275.866,1.4404
275.918,1.86571
275.969,2.41367
276.02,3.10713
276.078,4.10554
276.147,5.58103
276.223,7.64224
276.328,11.1704
276.578,20.5468
276.689,23.4445
276.795,24.4922
276.8,24.4944
276.901,23.5999
277.003,21.1303
277.167,15.1755
277.323,9.35852
277.408,6.72449
277.483,4.89143
277.541,3.73459
277.604,2.74673
277.659,2.08685
277.714,1.57901
277.763,1.23283
277.809,0.978354
277.86,0.764308
277.911,0.605159
277.963,0.487496
278.022,0.388538
278.085,0.316344
278.146,0.266228
278.219,0.22373
278.316,0.185316
278.438,0.153496
278.584,0.127626
278.76,0.105996
278.95,0.0892562
279.213,0.0729341
279.52,0.0599159
279.881,0.049459
280.29,0.0413071
280.817,0.0342146
281.402,0.0289237
282.104,0.0246417
282.937,0.0212861
284.033,0.0184353
285.494,0.0161762
286.798,0.0151228
288.538,0.0144637
288.973,0.0144364
290.372,0.0147566
291.771,0.0154906
293.218,0.016992
294.664,0.0195597
295.93,0.0232086
296.833,0.027125
297.762,0.0328526
298.481,0.0394165
299.097,0.0474128
299.691,0.0584269
300.183,0.0714583
300.593,0.0867023
300.971,0.106263
301.317,0.131441
301.62,0.162629
301.879,0.200289
302.106,0.24649
302.301,0.301877
302.479,0.373931
302.614,0.452135
302.722,0.541362
302.817,0.654528
302.896,0.794057
302.963,0.959971
303.029,1.19598
303.086,1.47975
303.141,1.85896
303.198,2.39003
303.246,2.99653
303.303,3.93242
303.36,5.17915
303.419,6.90134
303.479,9.13919
303.544,12.2711
303.611,16.3956
303.694,22.7131
303.803,33.0464
304.067,61.0589
304.183,69.6648
304.295,72.7808
304.3,72.785
304.408,70.0548
304.516,62.5267
304.7,43.474
304.846,28.1395
304.943,19.7036
305.024,14.1234
305.094,10.3479
305.159,7.65361
305.219,5.75769
305.273,4.43192
305.327,3.41578
305.381,2.64754
305.437,2.04856
305.494,1.61076
305.551,1.29198
305.608,1.05951
305.677,0.858297
305.749,0.71013
305.835,0.59028
305.932,0.495265
306.056,0.410776
306.218,0.334604
306.407,0.272753
306.613,0.22504
306.877,0.181768
307.175,0.148336
307.499,0.123137
307.823,0.10545
308.25,0.0896295
308.675,0.0796025
309.206,0.0727263
309.631,0.0709314
310.034,0.0722043
310.537,0.078666
310.94,0.0893681
311.287,0.104986
311.559,0.124058
311.786,0.147594
311.967,0.17466
312.118,0.206664
312.239,0.243153
312.344,0.289598
312.435,0.348958
312.511,0.422243
312.571,0.505643
312.631,0.621852
312.692,0.785022
312.742,0.970505
312.795,1.23008
312.848,1.57584
312.901,2.03163
312.954,2.62481
313.014,3.5095
313.077,4.71354
313.146,6.42878
313.224,8.90435
313.31,12.3262
313.437,18.5935
313.654,30.0834
313.777,34.6941
313.888,36.3625
313.9,36.378
314.001,35.2172
314.101,31.9798
314.262,24.0324
314.445,14.4116
314.544,10.0708
314.625,7.27024
314.695,5.34261
314.756,4.04629
314.812,3.09198
314.869,2.35196
314.922,1.82125
314.975,1.41545
315.028,1.10879
315.081,0.879142
315.133,0.70816
315.194,0.565846
315.25,0.469553
315.318,0.386791
315.398,0.320104
315.488,0.268113
315.602,0.223917
315.753,0.184193
315.934,0.151731
316.155,0.124403
316.397,0.103713
316.709,0.0854134
317.061,0.071625
317.484,0.0608136
317.968,0.0531231
318.572,0.0478359
319.176,0.045785
319.377,0.0456868
319.914,0.0467853
320.584,0.0510895
321.12,0.0574933
321.651,0.0676102
322.1,0.0807058
322.485,0.0971734
322.806,0.116703
323.105,0.142461
323.362,0.173702
323.587,0.212108
323.774,0.256718
323.934,0.309872
324.068,0.372178
324.175,0.44301
324.26,0.523223
324.346,0.639141
324.421,0.788509
324.485,0.972204
324.541,1.19452
324.597,1.49687
324.653,1.90738
324.709,2.46133
324.765,3.20161
324.82,4.1518
324.88,5.51573
324.941,7.28599
325.009,9.87221
325.084,13.5187
325.166,18.6106
325.279,27.1788
325.543,50.282
325.672,58.3871
325.785,61.3252
325.799,61.362
325.907,59.245
326.016,53.2216
326.194,38.402
326.36,24.0022
326.452,17.3357
326.527,12.9273
326.602,9.41545
326.666,7.06538
326.726,5.34676
326.786,4.02487
326.843,3.08561
326.899,2.3745
326.955,1.84272
327.011,1.44872
327.067,1.1584
327.126,0.936067
327.19,0.761677
327.265,0.619369
327.34,0.520018
327.425,0.439357
327.532,0.368168
327.666,0.305586
327.826,0.252194
328.013,0.207332
328.238,0.168611
328.495,0.136976
328.794,0.110707
329.104,0.0911433
329.478,0.0740977
329.906,0.0602372
330.355,0.0497979
330.879,0.0410085
331.463,0.0339818
332.183,0.0278671
333.022,0.022961
333.88,0.0195236
334.91,0.016605
336.157,0.0142999
337.323,0.0129897
338.489,0.012347
338.878,0.0122744
339.985,0.0125228
341.092,0.0136058
341.83,0.0151366
342.515,0.0175725
343.005,0.0203038
343.455,0.0240407
343.867,0.0291508
344.16,0.0344181
344.454,0.0418872
344.689,0.0504017
344.885,0.0602848
345.051,0.0719259
345.198,0.0864548
345.316,0.103331
345.419,0.125277
345.502,0.15179
345.57,0.183331
345.639,0.228443
345.698,0.282883
345.755,0.356067
345.807,0.443845
345.858,0.559206
345.909,0.709644
345.961,0.903877
346.021,1.19896
346.082,1.59284
346.149,2.15603
346.217,2.877
346.295,3.93635
346.388,5.51137
346.516,8.16796
346.734,12.9895
346.867,15.1317
346.984,15.909
347.0,15.9196
347.112,15.3528
347.219,13.8517
347.392,10.2455
347.574,6.23993
347.676,4.39033
347.754,3.24196
347.826,2.39729
347.893,1.78041
347.955,1.34464
348.016,1.00944
348.075,0.765402
348.126,0.602297
348.177,0.476758
348.225,0.386956
348.28,0.308268
348.335,0.249929
348.39,0.206658
348.457,0.168982
348.534,0.138391
348.616,0.115957
348.714,0.0973939
348.836,0.0813771
348.993,0.0671887
349.164,0.0561595
349.404,0.0452399
349.654,0.0372712
349.947,0.0306
350.29,0.0251072
350.701,0.0205135
351.181,0.0168256
351.71,0.0140157
352.356,0.0116506
353.11,0.00978527
354.038,0.00823991
355.151,0.00699848
356.45,0.00606022
358.305,0.00518394
360.532,0.00452885
363.501,0.00402474
366.47,0.00370092
370.923,0.00343228
376.861,0.00333096
381.579,0.00342317
386.298,0.00369417
390.23,0.00418009
393.375,0.00484125
395.735,0.00570162
397.701,0.00685539
399.077,0.00812245
400.257,0.00974161
401.24,0.0117277
402.125,0.0143122
402.815,0.0172252
403.406,0.0207504
403.94,0.0252154
404.412,0.0307589
404.838,0.0378033
405.201,0.0462572
405.512,0.056324
405.802,0.0694416
406.057,0.0856425
406.28,0.105841
406.466,0.130187
406.617,0.158981
406.721,0.187785
406.811,0.223644
406.889,0.267338
406.967,0.329904
407.033,0.405352
407.097,0.505695
407.16,0.64401
407.215,0.803095
407.269,1.01083
407.328,1.30188
407.39,1.71055
407.452,2.24495
407.514,2.93174
407.584,3.91988
407.662,5.32552
407.753,7.41676
407.857,10.4092
408.021,16.1691
408.218,23.2784
408.359,26.9356
408.488,28.2651
408.5,28.275
408.618,27.3128
408.757,24.0266
408.977,16.2195
409.145,10.3272
409.247,7.40752
409.336,5.3477
409.414,3.93952
409.486,2.93265
409.553,2.19692
409.615,1.67444
409.678,1.27516
409.74,0.974603
409.798,0.763254
409.857,0.604581
409.915,0.486118
409.973,0.397849
410.043,0.320885
410.113,0.266122
410.199,0.219159
410.29,0.184611
410.393,0.156725
410.523,0.131972
410.699,0.108319
410.917,0.0879253
411.166,0.0715345
411.447,0.0584522
411.773,0.0476329
412.157,0.0387184
412.562,0.0321013
413.075,0.02625
413.604,0.0220854
414.134,0.0191254
414.741,0.0167187
415.602,0.0144799
416.463,0.0130606
417.755,0.0119985
418.682,0.011818
420.05,0.012333
420.962,0.0132611
421.874,0.0148206
422.779,0.0172665
423.453,0.020108
424.014,0.0235424
424.555,0.0283327
424.984,0.0337967
425.362,0.0405878
425.683,0.048683
426.005,0.0602308
426.255,0.0731191
426.469,0.0887343
426.638,0.106082
426.791,0.129066
426.898,0.152818
426.99,0.182234
427.077,0.222855
427.148,0.271047
427.22,0.339291
427.281,0.420489
427.342,0.530534
427.402,0.675473
427.465,0.877856
427.527,1.14748
427.59,1.50179
427.652,1.96005
427.724,2.63697
427.8,3.57521
427.883,4.87356
427.975,6.6771
428.093,9.51336
428.422,18.6657
428.561,21.3641
428.692,22.342
428.7,22.3451
428.831,21.4616
428.972,18.7914
429.344,8.55487
429.455,6.0265
429.542,4.43862
429.625,3.23622
429.695,2.43985
429.767,1.81033
429.828,1.3941
429.889,1.07192
429.951,0.826161
430.012,0.641037
430.069,0.510467
430.127,0.411935
430.184,0.337832
430.253,0.272719
430.322,0.226165
430.395,0.19085
430.486,0.159554
430.578,0.137617
430.701,0.116943
430.864,0.0979077
431.068,0.0814985
431.313,0.0678584
431.62,0.0562399
431.977,0.0472305
432.334,0.0412136
432.814,0.0360528
433.396,0.0326221
433.978,0.0312414
434.172,0.0311399
434.752,0.0317925
435.477,0.0346461
436.057,0.0388541
436.646,0.0455732
437.182,0.0549628
437.643,0.0669753
438.015,0.0809973
438.36,0.0994906
438.661,0.122605
438.93,0.152206
439.149,0.186928
439.313,0.223738
439.45,0.267072
439.56,0.316594
439.647,0.372558
439.735,0.45239
439.812,0.552875
439.877,0.673002
439.939,0.825943
440.006,1.05355
440.064,1.31634
440.121,1.66069
440.179,2.10828
440.242,2.74675
440.307,3.6172
440.373,4.74082
440.447,6.36425
440.524,8.51009
440.611,11.598
440.72,16.4044
440.881,25.0867
441.102,37.6266
441.251,43.732
441.382,45.9451
441.4,45.9753
441.525,44.3645
441.672,38.8756
441.917,25.1723
442.081,16.2995
442.189,11.584
442.276,8.50328
442.359,6.22768
442.434,4.61143
442.504,3.45808
442.569,2.62593
442.635,1.99391
442.693,1.57275
442.75,1.2492
442.808,1.00248
442.869,0.803801
442.931,0.656286
443.005,0.528151
443.079,0.437314
443.166,0.361618
443.262,0.304043
443.372,0.257689
443.509,0.216609
443.69,0.178367
443.92,0.144318
444.166,0.118483
444.462,0.0963491
444.807,0.0781262
445.19,0.0638423
445.617,0.0525628
446.138,0.0429524
446.697,0.0357834
447.348,0.0299855
448.098,0.0254608
449.037,0.0218056
450.164,0.0192487
451.476,0.0177298
452.413,0.0173822
453.815,0.0179667
455.218,0.0198327
456.459,0.0229051
457.376,0.0265747
458.14,0.0310922
458.767,0.0363377
459.354,0.0432456
459.857,0.0516026
460.319,0.0624837
460.696,0.0751296
461.032,0.0910647
461.325,0.111128
461.535,0.131455
461.713,0.15582
461.871,0.187782
461.981,0.221499
462.075,0.263954
462.158,0.318002
462.228,0.383584
462.299,0.475103
462.358,0.578774
462.417,0.715762
462.476,0.895885
462.536,1.13687
462.601,1.47327
462.665,1.91164
462.729,2.47392
462.8,3.26404
462.872,4.28103
462.951,5.66301
463.055,7.97387
463.187,11.5669
463.515,21.7027
463.657,24.7576
463.794,25.8681
463.8,25.87
463.934,24.8805
464.068,22.143
464.287,15.5745
464.469,10.024
464.586,7.05766
464.681,5.16415
464.765,3.83943
464.838,2.93369
464.912,2.23413
464.974,1.77376
465.045,1.3823
465.116,1.09838
465.187,0.89802
465.258,0.761369
465.328,0.672836
465.391,0.625345
465.469,0.597894
465.508,0.59547
465.586,0.611567
465.683,0.673175
465.761,0.763499
465.839,0.903988
465.907,1.08376
465.975,1.33625
466.037,1.65203
466.1,2.07327
466.162,2.62848
466.224,3.35061
466.297,4.45303
466.367,5.82771
466.449,7.90305
466.538,10.821
466.64,15.0849
466.768,21.7311
467.11,42.0466
467.255,48.0547
467.391,50.2274
467.4,50.2359
467.535,48.2941
467.666,43.1829
467.889,30.2339
468.074,19.3106
468.196,13.4376
468.291,9.76851
468.372,7.27248
468.446,5.48517
468.521,4.09756
468.587,3.13706
468.65,2.44378
468.712,1.90989
468.775,1.50325
468.837,1.19621
468.899,0.965667
468.966,0.782433
469.033,0.64768
469.113,0.531123
469.206,0.436789
469.3,0.370939
469.419,0.312007
469.567,0.260653
469.775,0.211102
470.024,0.170228
470.315,0.137064
470.618,0.112572
470.974,0.0918695
471.39,0.0746688
471.889,0.0601635
472.471,0.048433
473.041,0.0402948
473.789,0.0327334
474.597,0.0270633
475.6,0.0222296
476.769,0.018395
478.059,0.0156071
479.493,0.0135143
481.499,0.0116815
483.219,0.0107597
485.513,0.010134
487.042,0.010013
489.909,0.0103222
492.777,0.0113344
495.167,0.0129341
497.078,0.01495
498.99,0.0179298
500.424,0.0213387
501.618,0.0253924
502.758,0.0308226
503.746,0.0376211
504.592,0.0458985
505.364,0.0566235
506.04,0.0699817
506.582,0.084969
507.101,0.104949
507.532,0.127949
507.948,0.158926
508.289,0.194498
508.601,0.239594
508.868,0.293341
509.091,0.355018
509.276,0.425306
509.425,0.501915
509.566,0.603551
509.67,0.708996
509.774,0.857976
509.865,1.04524
509.945,1.27666
510.022,1.59126
510.089,1.95785
510.156,2.44481
510.223,3.08876
510.29,3.93372
510.364,5.17071
510.438,6.79775
510.512,8.89848
510.598,12.0063
510.679,15.7653
510.779,21.4662
510.904,30.3211
511.279,62.1225
511.44,71.9779
511.582,75.5516
511.599,75.5951
511.731,73.14
511.867,65.895
512.075,49.1314
512.301,29.9306
512.43,20.8794
512.523,15.6006
512.617,11.403
512.699,8.54998
512.773,6.52846
512.843,5.03506
512.918,3.83305
512.992,2.93437
513.066,2.27076
513.14,1.78491
513.218,1.41565
513.296,1.15011
513.385,0.934578
513.474,0.78216
513.591,0.642658
513.708,0.545185
513.875,0.447364
514.087,0.362154
514.31,0.298673
514.569,0.244969
514.881,0.19867
515.238,0.161025
515.616,0.132333
516.084,0.107037
516.544,0.0891619
517.123,0.0729967
517.799,0.0598344
518.526,0.0499512
519.41,0.0416944
520.452,0.0352329
521.797,0.0301212
523.142,0.027091
524.217,0.0257287
526.127,0.0249572
528.106,0.0260926
530.086,0.0290715
531.888,0.0338462
533.24,0.039415
534.532,0.0471876
535.71,0.0575276
536.762,0.0709552
537.646,0.0872336
538.403,0.107004
539.077,0.131677
539.666,0.161962
540.192,0.199881
540.634,0.244125
541.023,0.297644
541.391,0.367739
541.728,0.458002
542.023,0.570217
542.275,0.707349
542.464,0.851788
542.622,1.01848
542.748,1.20267
542.859,1.42459
542.964,1.71991
543.056,2.08169
543.148,2.58794
543.232,3.23274
543.317,4.12087
543.39,5.16551
543.464,6.53361
543.545,8.52431
543.632,11.3259
543.719,14.9789
543.815,20.1923
543.916,27.1131
544.045,38.0802
544.261,60.797
544.48,83.8216
544.632,95.2454
544.78,99.956
544.8,100.023
544.943,96.5014
545.103,85.2641
545.372,56.9855
545.564,37.2392
545.688,26.765
545.794,19.6076
545.893,14.4343
545.982,10.8161
546.062,8.31306
546.147,6.3235
546.22,5.00685
546.294,4.00224
546.378,3.14837
546.465,2.51185
546.557,2.02916
546.662,1.64247
546.767,1.37115
546.883,1.1572
547.041,0.951909
547.23,0.781448
547.451,0.641661
547.704,0.527809
547.998,0.432978
548.367,0.35011
548.735,0.292254
549.219,0.240155
549.692,0.206408
550.166,0.184415
550.776,0.16925
551.197,0.166509
551.71,0.172642
552.052,0.184314
552.395,0.204958
552.718,0.237402
552.971,0.27798
553.173,0.328683
553.325,0.387911
553.432,0.450592
553.532,0.5351
553.618,0.639523
553.703,0.788867
553.774,0.962696
553.842,1.18674
553.909,1.47803
553.975,1.86211
554.041,2.36408
554.108,3.01292
554.185,3.99867
554.264,5.31264
554.351,7.18571
554.438,9.57152
554.54,13.0501
554.669,18.6026
554.914,31.3805
555.127,41.8343
555.284,46.6731
555.4,47.8136
555.542,46.1059
555.683,41.3722
555.911,29.9596
556.127,18.7467
556.26,13.0248
556.362,9.5523
556.456,6.97972
556.544,5.15209
556.624,3.85013
556.7,2.9137
556.766,2.28321
556.833,1.79563
556.899,1.42256
556.969,1.12785
557.045,0.891565
557.121,0.720762
557.209,0.579813
557.298,0.48165
557.402,0.401391
557.513,0.34235
557.671,0.284677
557.874,0.235281
558.095,0.197752
558.405,0.161121
558.747,0.133345
559.164,0.109916
559.651,0.0912541
560.189,0.0771184
560.834,0.0655288
561.627,0.0560736
562.645,0.0484385
563.917,0.0430924
565.444,0.0400828
566.378,0.0395839
567.956,0.0406784
569.534,0.0441651
571.026,0.0501973
572.345,0.0586246
573.445,0.069011
574.5,0.0833964
575.424,0.101617
576.215,0.12386
576.919,0.151692
577.535,0.185898
578.084,0.228747
578.546,0.278742
578.953,0.339193
579.338,0.418314
579.69,0.520097
579.997,0.64644
580.261,0.800448
580.459,0.961994
580.624,1.14734
580.789,1.41274
580.899,1.66503
581.009,2.01667
581.105,2.44934
581.201,3.05707
581.284,3.77728
581.372,4.82775
581.449,6.06555
581.526,7.68861
581.605,9.87924
581.688,12.8149
581.779,16.9879
581.871,22.4147
581.977,30.2292
582.111,42.6933
582.32,66.5822
582.566,95.3308
582.724,108.589
582.879,114.067
582.9,114.145
583.049,110.051
583.217,97.0081
583.498,64.3515
583.698,41.7398
583.828,29.8394
583.939,21.7608
584.032,16.4233
584.126,12.2792
584.21,9.42084
584.296,7.19254
584.373,5.68967
584.45,4.54593
584.538,3.57637
584.626,2.87392
584.722,2.32289
584.832,1.88224
584.956,1.54144
585.077,1.30678
585.242,1.08022
585.44,0.890979
585.671,0.73529
585.934,0.608526
586.242,0.503364
586.572,0.42331
586.968,0.356113
587.391,0.307493
587.858,0.273155
588.419,0.252089
588.793,0.248864
589.188,0.255483
589.583,0.274927
589.959,0.310575
590.24,0.35449
590.466,0.407161
590.663,0.475482
590.811,0.551445
590.937,0.647333
591.048,0.771646
591.143,0.927338
591.222,1.10987
591.303,1.36827
591.377,1.69211
591.451,2.12962
591.525,2.71702
591.599,3.49816
591.675,4.55205
591.754,5.99662
591.833,7.86418
591.921,10.5242
592.014,14.1086
592.127,19.5709
592.271,28.3315
592.662,56.1569
592.831,64.7653
592.987,67.8948
593.0,67.9139
593.141,65.6807
593.284,59.2975
593.49,45.5137
593.749,26.9329
593.887,18.7816
594.0,13.4849
594.096,9.91445
594.184,7.38679
594.264,5.62026
594.343,4.25887
594.415,3.30881
594.489,2.56648
594.563,2.00864
594.637,1.59307
594.718,1.26029
594.802,1.01203
594.887,0.834826
594.985,0.688856
595.084,0.585901
595.211,0.49268
595.386,0.405055
595.598,0.333976
595.851,0.274637
596.147,0.225775
596.492,0.185401
596.872,0.153695
597.315,0.127222
597.872,0.103879
598.512,0.0852735
599.227,0.0709899
599.742,0.0641482
600.0,7.99534
600.0,0.0619191
700.0,7.21452
800.0,6.59944
956.424,5.88584
1000.0,5.68705
1195.53,5.07473
1250.0,4.90415
1494.41,4.36202
1500.0,4.34962
1750.0,3.93429
2000.0,3.61057
2391.06,3.25215
2500.0,3.1523
2988.82,2.83806
3000.0,2.83088
3500.0,2.59118
4000.0,2.40551
4782.12,2.19405
5000.0,2.13514
5977.65,1.95068
6000.0,1.94647
7000.0,1.80648
8000.0,1.69717
9564.24,1.57051
10000.0,1.53522
11955.3,1.42442
12500.0,1.39355
14944.1,1.29184
15000.0,1.28951
17932.9,1.20139
20000.0,1.13929
23910.6,1.05509
25000.0,1.03164
29888.2,0.949675
30000.0,0.947801
35865.9,0.874458
40000.0,0.822767
45000.0,0.774313
50000.0,0.732241
59776.5,0.664757
60000.0,0.663214
70000.0,0.60889
80000.0,0.564842
100000.0,0.498474
100000.0,0.499596
135924.0,0.425024
170366.0,0.381238
211803.0,0.347276
268316.0,0.320043
344325.0,0.301317
486236.0,0.287025
500000.0,0.286068
652578.0,0.288099
700000.0,0.287342
966675.0,0.303768
1033350.0,0.309744
1038900.0,0.309464
1116280.0,0.311299
1191060.0,0.306567
1250000.0,0.286721
1363070.0,0.270121
1393030.0,0.256323
1510620.0,0.234662
1814760.0,0.202435
2000000.0,0.183543
2181410.0,0.146371
2363770.0,0.118553
2577080.0,0.0944831
2806260.0,0.0756175
3027210.0,0.0613266
3225250.0,0.0479582
3405380.0,0.0388654
3626300.0,0.0305037
3840750.0,0.0244035
4082870.0,0.0186917
4275440.0,0.0145794
4480560.0,0.0113434
4677190.0,0.00900379
4880190.0,0.00716332
5187420.0,0.00495794
5399810.0,0.003824
5614110.0,0.00297732
5822440.0,0.00235047
6028970.0,0.00187628
6260470.0,0.00146953
6480740.0,0.00117299
6735370.0,9.32253E-4
7000000.0,7.56042E-4
7237620.0,6.6691E-4
7483310.0,6.09745E-4
7737340.0,5.77898E-4
8000000.0,5.66205E-4
8612070.0,6.81023E-4
1.0E7,0.00102703
1.1E7,0.00109854
1.4E7,0.00100091
1.5E7,9.93346E-4
1.7E7,0.00102466
2.0E7,0.00115211
