29-Cu-63(n,&gamma;) ENDF/B-VII.1
8631.73,0.0376562
8633.13,0.0438349
8634.12,0.0502371
8634.99,0.0585145
8635.73,0.0694102
8636.24,0.0806469
8636.75,0.096441
8637.18,0.115633
8637.62,0.142383
8638.05,0.179696
8638.46,0.228595
8638.87,0.294738
8639.29,0.382994
8639.7,0.498811
8640.14,0.660573
8640.64,0.894812
8641.13,1.19279
8641.73,1.63897
8642.5,2.35466
8644.22,4.12087
8645.11,4.78559
8645.9,5.02827
8646.0,5.03143
8646.76,4.85258
8647.58,4.29857
8648.92,2.95918
8649.96,1.91854
8650.62,1.37505
8651.2,0.996174
8651.69,0.742557
8652.16,0.558684
8652.57,0.433001
8652.98,0.336972
8653.39,0.26504
8653.81,0.212144
8654.17,0.17802
8654.58,0.149653
8655.1,0.125976
8655.61,0.111608
8656.23,0.102989
8656.58,0.101413
8657.12,0.1033
8657.71,0.112094
8658.2,0.12648
8658.7,0.14992
8659.09,0.177639
8659.53,0.221698
8659.93,0.27574
8660.31,0.345529
8660.72,0.443907
8661.14,0.57112
8661.61,0.757752
8662.1,1.00685
8662.74,1.41157
8663.54,2.03763
8665.3,3.57103
8666.17,4.09736
8666.96,4.27955
8667.0,4.28002
8667.76,4.12779
8668.53,3.69436
8669.77,2.64707
8670.91,1.66128
8671.57,1.19517
8672.12,0.878064
8672.63,0.646077
8673.06,0.494171
8673.45,0.385464
8673.83,0.300429
8674.22,0.235013
8674.61,0.185408
8675.01,0.147582
8675.46,0.116778
8675.9,0.0949644
8676.35,0.0794903
8676.88,0.066589
8677.42,0.057718
8678.13,0.0496736
8679.02,0.0430244
8680.09,0.0376434
8681.87,0.0317707
8684.23,0.0269367
8687.04,0.0233753
8690.78,0.0204785
8696.4,0.0179514
8701.92,0.0164862
8712.89,0.0149688
8727.5,0.0139543
8762.59,0.0132255
8774.29,0.0131867
8821.07,0.0136169
8867.84,0.0148037
8902.93,0.0162834
8940.35,0.0187538
8975.44,0.0223495
9003.51,0.0267058
9028.07,0.0323097
9047.36,0.0385754
9064.91,0.0465779
9079.52,0.0558097
9093.27,0.0677193
9106.42,0.0836979
9118.26,0.10404
9128.64,0.129142
9138.0,0.160818
9146.19,0.199306
9154.08,0.250915
9160.95,0.313172
9167.53,0.395107
9173.38,0.493999
9179.22,0.626134
9185.95,0.828619
9198.58,1.3026
9203.26,1.42423
9206.91,1.4563
9210.27,1.42857
9214.95,1.31111
9229.45,0.774481
9235.89,0.59253
9241.94,0.464992
9247.79,0.373444
9254.07,0.300388
9261.09,0.240682
9268.54,0.194545
9276.73,0.157705
9285.79,0.128176
9296.32,0.103635
9308.16,0.0841287
9321.32,0.0688891
9335.64,0.0572247
9350.85,0.0484371
9368.39,0.0413352
9389.44,0.0355183
9410.49,0.0316439
9431.54,0.0290848
9459.61,0.0270949
9497.04,0.0262396
9525.1,0.0266691
9569.54,0.0291765
9604.63,0.0328318
9633.87,0.0376778
9657.26,0.0431983
9680.51,0.0510369
9700.5,0.0607972
9714.82,0.07186
9724.36,0.0828228
9732.0,0.095673
9739.06,0.113758
9743.93,0.132761
9747.99,0.156103
9751.38,0.184815
9754.38,0.222591
9756.63,0.263567
9758.78,0.320086
9760.45,0.383097
9762.12,0.4735
9763.5,0.581564
9764.65,0.706008
9765.79,0.876539
9766.94,1.11035
9768.08,1.42515
9769.28,1.8545
9771.48,2.84019
9773.08,3.52632
9774.38,3.86932
9775.15,3.933
9776.27,3.82114
9777.56,3.43172
9781.11,1.86831
9782.42,1.4123
9783.6,1.10386
9784.63,0.90316
9785.86,0.726764
9787.2,0.59157
9788.63,0.491864
9790.34,0.409674
9792.39,0.343923
9794.74,0.294389
9797.69,0.254775
9801.05,0.227105
9806.1,0.205241
9812.15,0.194816
9816.19,0.193264
9826.96,0.202024
9840.41,0.230442
9853.87,0.275402
9867.33,0.33914
9880.79,0.426176
9896.13,0.558445
9925.47,0.858089
9933.54,0.909198
9940.86,0.925186
9950.77,0.89555
9964.22,0.781834
9990.2,0.508914
10004.3,0.393418
10018.1,0.308621
10031.5,0.246675
10045.0,0.200288
10061.1,0.159217
10077.3,0.129215
10096.1,0.103661
10117.6,0.0827554
10139.2,0.0676919
10166.1,0.0542121
10193.0,0.044643
10224.0,0.0368388
10252.2,0.0317945
10273.7,0.0291551
10292.6,0.0281327
10303.4,0.0291906
10308.7,0.0311164
10312.8,0.0341213
10315.1,0.0372819
10317.1,0.0416906
10318.7,0.0470518
10319.9,0.0545215
10320.8,0.0633821
10321.4,0.0733504
10321.9,0.0850016
10322.4,0.101644
10323.0,0.125564
10323.4,0.15327
10323.8,0.190487
10324.2,0.239981
10324.7,0.312497
10325.1,0.408612
10325.6,0.546319
10326.1,0.724334
10326.7,0.978796
10327.4,1.37664
10328.3,2.01363
10330.2,3.42937
10331.1,3.90662
10332.0,4.08116
10332.0,4.08084
10332.8,3.94393
10333.6,3.53853
10334.9,2.59563
10336.2,1.6084
10337.0,1.13146
10337.6,0.824373
10338.2,0.605967
10338.6,0.462718
10339.1,0.351657
10339.6,0.26755
10340.1,0.206314
10340.5,0.164808
10340.9,0.133761
10341.3,0.11071
10341.8,0.0908064
10342.4,0.0759393
10343.0,0.065067
10343.7,0.0560884
10344.7,0.0482408
10346.2,0.0415188
10348.0,0.036342
10350.1,0.0325588
10353.5,0.0288077
10358.0,0.0258917
10365.6,0.023288
10375.3,0.0215243
10394.7,0.0197972
10419.5,0.0185325
10472.3,0.017548
10480.0,0.0175479
10534.2,0.0186308
10546.5,0.0195636
10551.9,0.0205906
10554.5,0.021934
10555.7,0.0237771
10556.6,0.0265503
10557.3,0.0302463
10557.9,0.035038
10558.4,0.0420702
10559.0,0.0521243
10559.6,0.0665199
10560.1,0.0853087
10560.8,0.11341
10561.5,0.153853
10562.6,0.22818
10564.2,0.347719
10565.2,0.394514
10566.0,0.409127
10566.9,0.39372
10567.9,0.343039
10570.3,0.166886
10571.1,0.12057
10571.7,0.091077
10572.3,0.0711713
10572.9,0.0561732
10573.4,0.0450113
10573.9,0.0379703
10574.6,0.0320102
10575.2,0.0282675
10576.0,0.0256295
10577.3,0.0235824
10579.8,0.0223864
10584.5,0.0219956
10594.7,0.0224419
10618.4,0.0251641
10632.9,0.0281693
10637.8,0.0303154
10639.7,0.0323237
10640.7,0.0344905
10641.7,0.0387365
10642.3,0.0431423
10642.9,0.0511837
10643.5,0.0616714
10644.1,0.076708
10644.7,0.0975655
10645.3,0.125425
10645.9,0.165598
10646.7,0.229587
10649.1,0.461163
10650.1,0.528487
10651.0,0.548293
10651.9,0.526581
10652.7,0.473008
10654.2,0.331241
10655.4,0.220792
10656.2,0.161493
10656.8,0.123486
10657.4,0.0972947
10658.0,0.0777943
10658.5,0.0651367
10659.1,0.0541456
10659.6,0.0482527
10660.4,0.0427124
10661.2,0.0396787
10662.2,0.0377082
10664.2,0.0365107
10665.9,0.0363705
10674.3,0.0379518
10691.1,0.0443343
10705.9,0.0525292
10720.8,0.0639441
10734.2,0.0783168
10746.2,0.0960516
10756.6,0.117331
10767.0,0.146701
10776.0,0.181457
10784.1,0.224754
10792.5,0.285412
10800.0,0.358843
10807.4,0.456648
10816.2,0.607742
10829.3,0.870263
10835.2,0.952241
10839.8,0.973481
10843.6,0.95892
10849.5,0.883906
10868.3,0.518013
10876.3,0.397563
10883.6,0.316
10891.0,0.252912
10898.8,0.203605
10907.8,0.162246
10917.1,0.130859
10927.5,0.105244
10939.8,0.0836128
10953.2,0.0668707
10968.1,0.0536437
10983.0,0.0440876
11000.9,0.0357807
11021.7,0.0288691
11045.5,0.0233291
11072.4,0.0189334
11102.1,0.0154836
11137.9,0.0125946
11179.6,0.0102726
11221.3,0.00863964
11276.4,0.00714687
11331.5,0.00609467
11406.0,0.00511144
11495.4,0.00434416
11599.6,0.00378249
11718.8,0.00341159
11852.8,0.00324012
11882.6,0.00323354
12001.8,0.00334204
12091.2,0.00358518
12164.1,0.00398692
12217.5,0.00444028
12265.0,0.00510232
12306.4,0.00602059
12333.9,0.00696593
12358.0,0.00818279
12378.7,0.00972193
12396.0,0.0115998
12411.5,0.0140747
12423.5,0.0168353
12434.5,0.0204092
12444.2,0.0248809
12452.8,0.0305696
12460.0,0.0373194
12466.8,0.046147
12472.2,0.0560945
12477.5,0.0697164
12482.4,0.087202
12486.5,0.108623
12490.3,0.136063
12493.7,0.170431
12496.4,0.208846
12499.2,0.262884
12501.6,0.329059
12503.8,0.41452
12505.9,0.523792
12507.8,0.66035
12509.7,0.847947
12511.9,1.12515
12517.3,1.97609
12519.0,2.14659
12520.3,2.18584
12521.7,2.14163
12523.6,1.94293
12529.1,1.06995
12531.3,0.806793
12533.2,0.629584
12535.2,0.498471
12537.2,0.396148
12539.3,0.321171
12541.7,0.257272
12544.5,0.204961
12547.5,0.163705
12551.0,0.130406
12554.9,0.104087
12558.9,0.0852519
12563.1,0.0704055
12568.5,0.0567295
12574.4,0.0461815
12580.6,0.038319
12587.9,0.0317613
12596.7,0.0262022
12607.5,0.0215737
12619.6,0.0181952
12634.2,0.0155233
12650.9,0.0136328
12671.6,0.0122988
12692.3,0.0116407
12716.4,0.0114234
12754.3,0.0119494
12788.8,0.0132613
12816.3,0.015078
12837.0,0.0172405
12854.1,0.0201254
12865.5,0.0234315
12873.6,0.0273746
12878.4,0.0308254
12882.8,0.0356226
12886.4,0.041726
12889.4,0.0493477
12891.9,0.058713
12894.0,0.0703832
12895.7,0.0851523
12896.9,0.100877
12897.9,0.119226
12898.8,0.142742
12899.5,0.170268
12900.1,0.207097
12900.7,0.25213
12901.3,0.314104
12901.8,0.396416
12902.4,0.500142
12902.9,0.636283
12903.5,0.837468
12904.1,1.09987
12904.8,1.49566
12905.5,2.05642
12906.5,2.93724
12908.9,5.43872
12909.9,6.21278
12910.9,6.53592
12911.1,6.54135
12912.0,6.30198
12913.0,5.59252
12914.9,3.70325
12916.1,2.44019
12916.9,1.77534
12917.6,1.30509
12918.3,0.980426
12918.9,0.751775
12919.4,0.576898
12919.9,0.457208
12920.5,0.366152
12921.1,0.287849
12921.7,0.231885
12922.3,0.189791
12923.1,0.15618
12923.9,0.129831
12924.9,0.109754
12926.1,0.0930293
12927.5,0.0805298
12929.3,0.0691749
12931.6,0.0598276
12934.2,0.0528145
12936.7,0.0484845
12941.6,0.0435385
12946.6,0.0414976
12949.2,0.0412314
12954.3,0.0423704
12957.7,0.0450449
12959.7,0.0488304
12960.9,0.0536492
12961.8,0.0594799
12962.4,0.0663812
12963.1,0.0788671
12963.7,0.0952762
12964.2,0.114655
12964.7,0.140903
12965.2,0.175811
12965.7,0.221304
12966.3,0.289813
12967.0,0.38784
12967.7,0.528326
12968.7,0.755865
12971.0,1.38091
12972.0,1.56979
12973.0,1.63904
12973.0,1.63894
12973.9,1.58135
12974.9,1.4054
12976.5,0.979298
12977.8,0.638986
12978.6,0.465651
12979.3,0.342628
12979.9,0.260741
12980.6,0.198368
12981.1,0.159135
12981.6,0.127388
12982.2,0.103692
12982.8,0.0870962
12983.5,0.0734288
12984.3,0.0637363
12984.9,0.0597839
12986.0,0.0551804
12987.7,0.0521901
12990.9,0.0501677
12992.6,0.0498983
13000.4,0.0511572
13013.4,0.0571366
13029.8,0.0687345
13044.6,0.0836251
13058.0,0.102883
13065.0,0.118055
13066.8,0.126183
13068.0,0.136965
13068.9,0.151536
13069.9,0.175928
13070.7,0.211754
13071.5,0.264826
13072.4,0.338557
13073.5,0.46198
13076.1,0.819225
13077.2,0.916684
13078.0,0.940322
13079.0,0.907739
13080.3,0.788477
13082.8,0.453035
13083.7,0.361438
13084.6,0.292517
13085.5,0.244193
13086.4,0.212095
13087.6,0.19327
13089.2,0.186112
13089.6,0.18597
13093.1,0.194237
13102.5,0.23538
13112.7,0.298166
13122.0,0.376562
13132.0,0.488447
13143.7,0.661965
13158.8,0.898294
13165.9,0.96101
13169.6,0.969589
13176.7,0.936253
13186.0,0.815654
13203.4,0.537472
13213.1,0.416389
13223.1,0.321745
13232.4,0.256722
13242.6,0.203923
13253.8,0.162035
13265.9,0.129242
13278.9,0.103723
13292.0,0.0850275
13308.3,0.0680378
13324.6,0.0557783
13344.1,0.0451584
13363.7,0.0375263
13386.0,0.0311978
13408.4,0.0266374
13438.2,0.0224573
13468.0,0.0197979
13497.8,0.0183542
13520.1,0.0180121
13548.1,0.0186845
13572.0,0.0204726
13592.6,0.0235853
13607.8,0.0273706
13619.9,0.0318555
13632.1,0.0384468
13642.5,0.0467712
13651.1,0.0566065
13659.5,0.0703562
13666.2,0.0856223
13672.2,0.10487
13677.5,0.127931
13682.7,0.158392
13687.2,0.195499
13691.7,0.245327
13695.9,0.311219
13700.0,0.398104
13704.2,0.517875
13709.2,0.708343
13714.8,0.938351
13717.9,1.02632
13720.9,1.05704
13723.6,1.0273
13727.9,0.894219
13736.1,0.560619
13740.1,0.435124
13743.9,0.344215
13748.1,0.27017
13752.0,0.21819
13756.9,0.172166
13761.5,0.140067
13767.0,0.112333
13773.1,0.0903229
13779.5,0.0734207
13787.1,0.0591045
13795.4,0.0478701
13804.7,0.0389166
13815.7,0.0313905
13827.7,0.0256382
13841.3,0.0209529
13856.5,0.0172632
13874.7,0.0141502
13895.9,0.011635
13918.3,0.00978909
13947.5,0.0081473
13977.8,0.00703414
14000.5,0.00654231
14015.7,0.00640504
14030.9,0.00661946
14040.3,0.0071637
14046.0,0.00781642
14051.0,0.00882666
14054.3,0.00993813
14056.8,0.0111826
14059.3,0.0130303
14061.4,0.0154456
14062.8,0.0178212
14064.1,0.0208507
14065.0,0.024031
14065.8,0.0284174
14066.5,0.0340695
14067.1,0.040959
14067.7,0.0509013
14068.2,0.0636614
14068.7,0.0792365
14069.2,0.100332
14069.7,0.129184
14070.2,0.167479
14070.6,0.217575
14071.2,0.286169
14071.7,0.381814
14072.3,0.517022
14073.0,0.715941
14073.8,0.990914
14075.0,1.50665
14076.9,2.35842
14077.9,2.6888
14079.0,2.80848
14079.0,2.80836
14080.0,2.70891
14080.9,2.4269
14082.5,1.75443
14083.9,1.09798
14084.8,0.769041
14085.5,0.562394
14086.1,0.421059
14086.6,0.319374
14087.2,0.24006
14087.7,0.184925
14088.1,0.144956
14088.6,0.114061
14089.0,0.0904539
14089.5,0.0725707
14090.0,0.0572212
14090.5,0.046625
14091.0,0.0385127
14091.7,0.0317269
14092.5,0.0264165
14093.3,0.0223863
14094.4,0.0189207
14096.0,0.015858
14097.8,0.013402
14099.9,0.0114093
14102.5,0.00978079
14105.6,0.00846038
14110.1,0.00724696
14115.7,0.00629213
14122.4,0.00558673
14131.9,0.00498867
14146.5,0.00446596
14169.3,0.00401919
14216.0,0.00354331
14257.5,0.0033207
14314.6,0.00318938
14330.3,0.00318026
14377.3,0.00328947
14408.6,0.00350394
14428.4,0.00382636
14436.8,0.00410653
14443.1,0.00450116
14447.2,0.00501548
14449.3,0.00548307
14451.0,0.00614575
14451.9,0.0068733
14452.8,0.00789671
14453.4,0.00920228
14454.0,0.0109101
14454.6,0.0133963
14455.1,0.0166869
14455.6,0.0212582
14456.1,0.0275113
14456.7,0.0359068
14457.2,0.0469482
14457.8,0.0627483
14458.4,0.0842288
14459.1,0.114492
14459.9,0.161315
14461.3,0.253269
14462.9,0.358964
14463.9,0.410187
14464.9,0.428832
14465.0,0.428877
14465.9,0.414369
14466.9,0.373839
14468.3,0.27852
14469.9,0.169511
14470.8,0.119605
14471.5,0.086453
14472.2,0.0642212
14472.7,0.049289
14473.3,0.0376777
14473.8,0.0288625
14474.3,0.022743
14474.8,0.0182402
14475.3,0.0149117
14475.8,0.0121467
14476.3,0.010481
14477.0,0.00896424
14477.8,0.00779995
14478.8,0.00700887
14480.0,0.00649018
14482.5,0.00596925
14485.9,0.00570067
14489.0,0.00562553
14496.3,0.00574323
14507.0,0.00631389
14518.8,0.00739809
14528.9,0.00884711
14536.6,0.0104754
14543.7,0.0126257
14549.8,0.0152728
14554.8,0.0184198
14558.0,0.0212739
14559.9,0.0240754
14561.2,0.0273907
14562.3,0.0317566
14563.4,0.0382624
14564.5,0.0473651
14566.1,0.0645366
14568.3,0.0888999
14569.6,0.0981717
14570.5,0.100125
14571.8,0.0970536
14574.8,0.0791061
14576.2,0.0749691
14576.6,0.0746797
14578.0,0.0771308
14579.3,0.0841311
14581.0,0.0981081
14582.7,0.119772
14584.2,0.146004
14585.5,0.177779
14586.8,0.222382
14588.0,0.279853
14589.0,0.354538
14590.0,0.44213
14591.0,0.567796
14591.9,0.73255
14593.0,0.968016
14594.3,1.32578
14597.6,2.44093
14599.0,2.77315
14600.1,2.86172
14601.1,2.80274
14602.4,2.53276
14604.5,1.84996
14606.4,1.23236
14607.6,0.908954
14608.6,0.684355
14609.6,0.531201
14610.6,0.416578
14611.6,0.328486
14612.5,0.269461
14613.6,0.217386
14614.8,0.177666
14616.1,0.147084
14617.5,0.120299
14619.3,0.0971301
14621.2,0.0798718
14623.5,0.0645174
14626.1,0.0521262
14628.7,0.0431619
14631.8,0.0352438
14635.5,0.0286564
14639.5,0.0234872
14644.5,0.0190265
14649.7,0.0157014
14656.2,0.0128393
14663.1,0.0107199
14671.5,0.00896712
14681.2,0.00759085
14690.5,0.00669702
14703.5,0.00584012
14718.2,0.00522582
14734.5,0.00481309
14759.0,0.00451738
14775.3,0.00446228
14808.0,0.00460447
14840.6,0.0050595
14865.1,0.00564813
14889.6,0.00653765
14912.4,0.00777971
14932.0,0.00933467
14948.3,0.0111996
14961.4,0.0132704
14974.4,0.0161338
14987.0,0.0200431
14997.8,0.0249308
15006.0,0.0300114
15014.6,0.0374079
15021.2,0.0454089
15028.0,0.0565744
15033.8,0.0701772
15039.3,0.0881991
15044.1,0.110122
15048.4,0.1382
15052.1,0.171011
15055.8,0.216519
15058.9,0.270161
15062.0,0.341966
15065.0,0.440507
15068.1,0.573778
15071.8,0.786467
15076.1,1.0488
15079.1,1.17466
15081.0,1.20124
15083.3,1.16708
15086.5,1.02033
15093.0,0.625071
15096.2,0.476164
15099.2,0.37019
15102.0,0.299177
15105.3,0.238642
15108.8,0.192282
15112.6,0.157472
15116.9,0.131297
15121.6,0.112615
15125.7,0.103689
15130.1,0.100855
15133.1,0.103598
15136.2,0.111611
15138.5,0.1226
15140.7,0.140222
15142.8,0.164922
15144.6,0.19839
15146.1,0.241617
15147.4,0.29494
15148.6,0.365729
15149.8,0.457619
15150.9,0.57473
15152.1,0.751493
15153.5,1.00826
15156.9,1.7685
15158.4,1.99919
15159.8,2.07605
15161.1,2.00946
15162.7,1.75952
15166.5,0.925031
15167.9,0.679749
15169.1,0.518775
15170.3,0.404473
15171.3,0.32782
15172.5,0.261985
15173.8,0.213731
15175.3,0.172355
15176.7,0.143197
15178.6,0.116823
15180.8,0.0952391
15183.4,0.0770501
15186.1,0.0639026
15189.4,0.052456
15193.2,0.043298
15197.6,0.0358079
15202.8,0.0297175
15208.7,0.0247137
15216.5,0.0201657
15225.8,0.0165057
15236.9,0.0135597
15249.1,0.0113251
15263.0,0.00955132
15280.4,0.00801933
15299.9,0.00686243
15326.6,0.0058308
15350.8,0.00522396
15387.0,0.00469677
15432.3,0.00442782
15441.4,0.00441798
15489.7,0.00459524
15526.0,0.00499837
15562.3,0.00572088
15594.0,0.00675473
15620.3,0.00807826
15642.0,0.00968243
15660.1,0.0115955
15678.3,0.0143556
15692.8,0.0175333
15706.4,0.0217795
15717.2,0.026569
15727.5,0.0328572
15737.0,0.0411411
15745.0,0.0509812
15752.3,0.0634342
15758.9,0.0792919
15764.3,0.097488
15769.5,0.12154
15774.3,0.152703
15778.7,0.192268
15782.4,0.237296
15785.8,0.294381
15789.2,0.372162
15792.2,0.465484
15795.6,0.606485
15799.2,0.808157
15805.2,1.18848
15807.6,1.30673
15810.6,1.36633
15813.1,1.32449
15816.6,1.15752
15823.4,0.722424
15826.8,0.553231
15829.9,0.440297
15831.8,0.387682
15833.6,0.353732
15835.4,0.342621
15837.2,0.358674
15840.5,0.415934
15841.2,0.418919
15842.7,0.403419
15844.3,0.353392
15847.5,0.221711
15848.8,0.181907
15850.0,0.155467
15851.3,0.135116
15853.3,0.117846
15856.4,0.101294
15861.5,0.0828832
15867.9,0.0665524
15875.0,0.0537847
15882.8,0.0439118
15891.1,0.0364046
15900.0,0.0308155
15907.6,0.027756
15913.2,0.0267752
15916.5,0.0272833
15918.6,0.0291214
15919.7,0.0314979
15920.6,0.0352704
15921.4,0.0404071
15922.0,0.0479789
15922.6,0.0568285
15923.2,0.0708927
15923.7,0.0881966
15924.3,0.111256
15924.9,0.145684
15925.5,0.189739
15926.1,0.251286
15926.9,0.33885
15927.8,0.472001
15929.4,0.772977
15931.0,1.04487
15932.1,1.16524
15933.0,1.19632
15934.0,1.1561
15935.0,1.04401
15936.4,0.801503
15938.2,0.47586
15939.1,0.333994
15939.9,0.243777
15940.6,0.182237
15941.2,0.138921
15941.8,0.105745
15942.3,0.0829176
15942.8,0.067254
15943.3,0.0541721
15943.9,0.0443593
15944.5,0.0366197
15945.3,0.0307809
15946.0,0.0270328
15947.1,0.0236799
15948.5,0.0212842
15951.3,0.0189612
15955.5,0.0171619
15961.8,0.0156518
15972.5,0.014302
15985.4,0.0135779
15994.0,0.0134546
16008.0,0.0138256
16021.9,0.0150384
16031.6,0.0165944
16041.3,0.0190702
16049.9,0.0225516
16056.4,0.026479
16061.7,0.0311508
16067.0,0.0376668
16071.7,0.0461825
16075.7,0.056768
16078.9,0.0686578
16081.7,0.0827589
16084.3,0.101884
16086.6,0.124753
16088.5,0.151198
16090.4,0.188462
16091.7,0.225637
16093.1,0.278173
16094.2,0.338716
16095.3,0.423512
16096.3,0.528124
16097.3,0.66848
16098.2,0.854551
16099.2,1.1039
16100.1,1.4299
16101.2,1.92059
16102.6,2.70306
16105.4,4.40086
16106.5,4.92853
16107.8,5.18319
16108.0,5.19099
16109.0,5.0654
16110.3,4.59029
16112.4,3.37157
16114.3,2.19214
16115.5,1.58776
16116.5,1.2096
16117.5,0.93482
16118.4,0.728226
16119.2,0.590741
16120.1,0.481803
16121.2,0.386014
16122.3,0.311721
16123.5,0.255604
16125.0,0.207725
16126.6,0.170579
16128.4,0.139176
16130.6,0.113199
16133.3,0.0915415
16136.2,0.0750728
16139.3,0.0625585
16143.0,0.0520299
16146.7,0.0446873
16151.5,0.0379503
16157.5,0.0324042
16164.8,0.028381
16172.0,0.0261621
16179.3,0.0251225
16184.1,0.0249553
16194.2,0.0257422
16204.4,0.0280262
16214.0,0.031814
16222.7,0.0370179
16231.4,0.0446865
16239.2,0.0546345
16245.9,0.0671824
16251.8,0.0825551
16257.1,0.102131
16262.0,0.127908
16266.4,0.159902
16270.4,0.201262
16273.7,0.250252
16276.9,0.314507
16279.8,0.395064
16282.6,0.498662
16285.3,0.640153
16288.1,0.837266
16291.2,1.12398
16296.2,1.61725
16298.6,1.77004
16300.2,1.80088
16302.7,1.73132
16305.6,1.50794
16311.2,0.940929
16313.9,0.724573
16316.7,0.560583
16319.4,0.44002
16322.1,0.351656
16325.0,0.282435
16328.2,0.22663
16331.6,0.183574
16335.6,0.146761
16339.9,0.117909
16344.9,0.0943575
16350.2,0.0762266
16356.4,0.0610133
16363.1,0.0492129
16370.5,0.0399831
16379.0,0.0323389
16387.9,0.0265052
16398.0,0.0216997
16409.9,0.0176717
16421.7,0.0147497
16435.2,0.0123054
16453.3,0.00997708
16471.4,0.00834079
16493.2,0.00696538
16514.9,0.00602155
16536.6,0.00540324
16556.0,0.00513256
16560.8,0.00511992
16571.6,0.00522419
16582.5,0.00562391
16589.8,0.00626385
16594.8,0.0070714
16599.0,0.0081923
16602.4,0.00964274
16605.1,0.0114871
16607.0,0.0133843
16608.5,0.0155381
16609.8,0.0181196
16610.9,0.0211325
16611.8,0.0249325
16612.6,0.0296262
16613.2,0.0351211
16613.8,0.0425013
16614.5,0.0531029
16615.1,0.0655404
16615.6,0.0821127
16616.2,0.104018
16616.8,0.133729
16617.3,0.173704
16618.0,0.230819
16618.7,0.305803
16619.4,0.408582
16620.3,0.570927
16621.7,0.866304
16623.6,1.29254
16624.9,1.48772
16626.0,1.55082
16626.0,1.55082
16627.1,1.48942
16628.4,1.29565
16631.5,0.603503
16632.5,0.425312
16633.3,0.309687
16634.0,0.231617
16634.7,0.173145
16635.3,0.132818
16635.8,0.1046
16636.4,0.0824922
16636.9,0.0657556
16637.5,0.0531872
16638.2,0.0424689
16638.9,0.0342714
16639.7,0.0280236
16640.5,0.0231823
16641.7,0.0191669
16642.8,0.0164326
16644.5,0.0136211
16646.5,0.0113553
16649.1,0.00941278
16652.2,0.00785032
16655.8,0.00664883
16659.9,0.0057497
16665.7,0.00493148
16672.4,0.00432534
16682.7,0.00375779
16696.4,0.00331947
16714.1,0.00298701
16743.5,0.00267036
16780.2,0.00244704
16816.8,0.00229285
16890.1,0.00213872
16963.3,0.00208561
17036.6,0.00212999
17109.8,0.00222926
17199.5,0.00249618
17255.6,0.00280593
17278.0,0.00304619
17293.6,0.00331789
17302.4,0.00366418
17307.9,0.00408529
17311.7,0.00462325
17313.9,0.00513898
17315.6,0.00576136
17316.6,0.00638091
17317.6,0.00737924
17318.3,0.00842921
17319.0,0.00999956
17319.6,0.0120264
17320.2,0.014951
17320.7,0.0184535
17321.2,0.0233772
17321.7,0.0291799
17322.2,0.0366797
17322.7,0.0484544
17323.3,0.0639303
17323.9,0.0838414
17324.5,0.114032
17325.3,0.155562
17326.1,0.220556
17327.3,0.329045
17329.7,0.559035
17330.9,0.637752
17332.0,0.664653
17332.0,0.664653
17333.1,0.640926
17334.1,0.576939
17335.7,0.426015
17337.4,0.257111
17338.4,0.180255
17339.2,0.130392
17339.8,0.0970548
17340.4,0.0735153
17341.0,0.0559057
17341.5,0.0423656
17342.0,0.0336641
17342.5,0.0268832
17343.0,0.0216609
17343.5,0.0173694
17344.0,0.0142095
17344.6,0.0115785
17345.2,0.00975826
17345.9,0.00834775
17346.7,0.00721778
17347.8,0.0063895
17349.0,0.00578157
17350.6,0.0052753
17353.9,0.00469385
17357.2,0.00437006
17363.8,0.00404839
17374.8,0.00388845
17400.0,0.00396597
17437.8,0.00442405
17488.2,0.00530924
17532.3,0.00648579
17563.8,0.00767208
17590.7,0.00903085
17612.1,0.0104113
17640.6,0.012845
17665.6,0.0159398
17687.0,0.0196889
17704.8,0.023984
17720.8,0.0293325
17735.1,0.0358362
17749.1,0.0447505
17761.6,0.0559003
17772.5,0.0695316
17782.6,0.0869654
17791.4,0.108289
17799.8,0.136208
17807.1,0.16969
17814.4,0.215522
17821.6,0.277135
17829.0,0.36301
17838.1,0.502311
17848.0,0.65628
17853.2,0.703211
17854.9,0.705956
17859.8,0.68276
17866.7,0.597696
17878.0,0.421274
17881.8,0.377911
17882.5,0.374397
17884.0,0.380275
17885.2,0.403488
17886.3,0.45116
17887.5,0.529556
17888.9,0.663767
17891.7,0.992742
17893.0,1.08339
17893.8,1.10367
17895.0,1.06928
17896.2,0.961729
17899.7,0.506473
17900.8,0.390562
17901.9,0.309776
17902.8,0.259989
17903.9,0.217901
17905.2,0.189018
17906.3,0.173584
17908.5,0.155815
17913.9,0.132001
17921.8,0.108481
17929.7,0.0924625
17934.3,0.0875164
17936.2,0.089737
17937.5,0.0964806
17938.6,0.108936
17939.4,0.126255
17940.3,0.152954
17941.1,0.191862
17942.0,0.245433
17943.0,0.329761
17944.3,0.471271
17946.6,0.729628
17947.8,0.830037
17949.0,0.863575
17950.1,0.831669
17951.3,0.740474
17953.6,0.468127
17955.0,0.320416
17955.9,0.236474
17956.8,0.180818
17957.6,0.141478
17958.4,0.113183
17959.2,0.0936061
17959.8,0.0823213
17960.6,0.0731108
17961.6,0.0661468
17963.0,0.0607346
17965.2,0.0569743
17971.4,0.0521769
17981.7,0.0482401
