29-Cu-63(n,&gamma;) ENDF/B-VII.1
17992.7,0.0465024
17998.2,0.0463744
18013.5,0.0485915
18025.4,0.0537695
18028.9,0.0567263
18030.9,0.0599824
18032.2,0.0643958
18033.4,0.0715779
18034.4,0.0820413
18035.4,0.0985455
18036.2,0.11962
18037.2,0.151281
18038.3,0.202671
18040.5,0.322158
18042.1,0.407315
18043.3,0.443967
18044.0,0.450889
18045.3,0.433049
18046.6,0.381604
18049.6,0.216344
18050.8,0.16618
18051.8,0.135077
18052.9,0.114152
18053.7,0.103037
18054.4,0.0973101
18055.8,0.0916276
18057.1,0.0904893
18061.2,0.0961569
18068.0,0.113175
18075.1,0.138226
18082.0,0.170891
18089.4,0.219478
18098.0,0.29459
18109.4,0.404987
18114.3,0.436981
18118.6,0.446409
18124.1,0.430393
18130.7,0.378168
18143.9,0.248248
18151.5,0.18928
18158.3,0.149915
18166.0,0.117325
18173.1,0.0950661
18181.3,0.0763434
18190.7,0.0608829
18200.2,0.0495218
18210.6,0.0404755
18222.8,0.0327429
18236.1,0.026716
18249.7,0.0221967
18265.3,0.0183735
18285.8,0.0148073
18304.8,0.0124479
18323.9,0.010742
18337.5,0.0099907
18342.9,0.00990931
18347.3,0.0101242
18349.8,0.0107199
18351.0,0.0115313
18352.0,0.0128906
18352.8,0.0148172
18353.6,0.0175012
18354.2,0.0208827
18354.8,0.0256264
18355.4,0.0321451
18356.0,0.0408972
18356.7,0.0523642
18357.4,0.069766
18358.1,0.0920185
18358.9,0.124329
18360.1,0.180597
18362.6,0.309319
18363.9,0.353079
18365.0,0.367066
18366.1,0.354151
18367.2,0.316103
18369.0,0.225309
18370.7,0.140735
18371.6,0.100605
18372.4,0.0738767
18373.2,0.0551719
18373.8,0.0420964
18374.5,0.0322224
18375.1,0.0255912
18375.7,0.0206694
18376.3,0.0167517
18376.9,0.0142711
18377.6,0.012352
18378.4,0.010797
18379.2,0.00983506
18380.6,0.00896159
18383.1,0.00819216
18389.0,0.0073982
18401.2,0.00660919
18430.6,0.00555759
18467.3,0.00470538
18503.9,0.00404355
18565.1,0.00329997
18614.0,0.00287539
18675.1,0.00248986
18748.5,0.00215717
18839.5,0.00188502
18958.7,0.00167303
19091.8,0.001562
19145.0,0.00155261
19241.9,0.00160335
19294.5,0.0016967
19340.2,0.00187771
19360.5,0.00204338
19375.1,0.00227849
19382.8,0.0025246
19387.6,0.00279966
19390.8,0.00310914
19393.2,0.0035046
19394.8,0.00398347
19395.8,0.00450324
19396.6,0.00516469
19397.3,0.00609771
19398.0,0.0073709
19398.6,0.00902711
19399.2,0.0113636
19399.7,0.0142096
19400.2,0.0179969
19400.8,0.0229732
19401.4,0.0303369
19401.9,0.0393808
19402.6,0.0531165
19403.3,0.0707098
19404.0,0.0955983
19404.9,0.132029
19406.2,0.197745
19408.4,0.320965
19409.7,0.370289
19410.9,0.388313
19411.0,0.388407
19412.1,0.373803
19413.3,0.333283
19415.1,0.236817
19416.8,0.149439
19417.7,0.106323
19418.5,0.0770395
19419.2,0.0580174
19419.9,0.0430886
19420.5,0.032287
19421.1,0.0247278
19421.7,0.0190084
19422.3,0.0147581
19422.9,0.0116516
19423.4,0.009412
19424.0,0.00781457
19424.7,0.00653027
19425.5,0.00557681
19426.3,0.00497066
19427.5,0.00440123
19428.8,0.00408563
19431.3,0.0037559
19434.6,0.00355696
19439.6,0.00346912
19447.0,0.00356181
19458.0,0.00398991
19467.2,0.0046043
19475.8,0.00549292
19482.6,0.00653007
19488.6,0.00783301
19494.2,0.00963173
19499.1,0.0118609
19503.0,0.0144824
19506.4,0.0176347
19509.4,0.0214801
19512.0,0.0261004
19514.5,0.0323707
19516.5,0.0396041
19518.2,0.0479493
19519.8,0.0587807
19521.1,0.0717877
19522.3,0.086716
19523.3,0.104882
19524.3,0.128686
19525.3,0.160883
19526.2,0.202959
19527.2,0.260619
19528.3,0.344721
19529.5,0.459965
19531.0,0.65211
19534.3,1.14209
19535.9,1.30113
19537.2,1.34653
19538.4,1.30508
19539.9,1.15684
19544.0,0.565354
19545.3,0.418476
19546.4,0.313769
19547.4,0.243424
19548.3,0.19471
19549.2,0.156251
19550.1,0.127185
19551.2,0.102641
19552.3,0.0831954
19553.6,0.0677237
19555.1,0.0546243
19556.8,0.0444044
19558.8,0.0359859
19560.8,0.02977
19563.2,0.0244952
19566.0,0.0200652
19569.0,0.0166396
19572.5,0.0136775
19576.9,0.0111136
19581.9,0.00910812
19588.0,0.00742772
19594.8,0.00616432
19602.7,0.00517484
19612.9,0.0043518
19624.8,0.00375101
19636.7,0.00337579
19652.5,0.00308244
19676.2,0.00290538
19684.0,0.00289514
19708.2,0.00299444
19731.6,0.00330695
19747.1,0.0036866
19762.5,0.00430383
19774.0,0.00503041
19784.3,0.00600989
19792.0,0.0070898
19798.5,0.00835468
19804.9,0.0101483
19810.5,0.0124141
19815.2,0.0150833
19819.7,0.0187596
19823.3,0.0229564
19826.6,0.0284774
19829.4,0.0351012
19831.7,0.0426313
19833.7,0.0511575
19835.5,0.0619596
19837.3,0.0770971
19838.8,0.0951844
19840.1,0.118014
19841.2,0.144369
19842.3,0.17809
19843.4,0.226979
19844.4,0.283201
19845.4,0.363033
19846.6,0.478866
19847.9,0.651468
19849.8,0.953334
19852.5,1.39917
19854.0,1.56242
19855.2,1.60761
19856.6,1.54881
19858.0,1.38862
19862.3,0.67932
19863.6,0.502753
19864.8,0.381437
19865.8,0.296148
19866.8,0.236909
19867.8,0.189739
19868.8,0.153462
19869.9,0.126454
19871.2,0.101394
19872.7,0.0821816
19874.4,0.0659804
19876.2,0.0540794
19878.5,0.0435012
19880.7,0.0359262
19883.4,0.029337
19886.5,0.0238512
19889.9,0.0196476
19894.0,0.0160445
19898.7,0.0130841
19904.3,0.0106394
19909.9,0.00892746
19916.7,0.00747482
19924.4,0.00631835
19934.0,0.00533445
19945.6,0.00455722
19959.1,0.00396816
19978.4,0.00345961
19993.8,0.00321318
20024.6,0.00294806
20070.9,0.00283962
20116.5,0.00290963
20170.6,0.00315535
20220.9,0.00357989
20254.5,0.00403972
20279.7,0.00456126
20304.9,0.00537025
20321.7,0.00620888
20336.4,0.00730875
20347.9,0.00859275
20357.3,0.0101233
20365.7,0.0120886
20373.1,0.0145844
20379.4,0.0176799
20384.6,0.0213563
20389.5,0.0262432
20393.7,0.0322599
20397.4,0.0397913
20400.4,0.0486061
20403.0,0.0586806
20405.5,0.0727339
20407.6,0.0892831
20409.5,0.111226
20411.2,0.138217
20412.7,0.171908
20413.9,0.212445
20415.1,0.263607
20416.1,0.326363
20417.2,0.409697
20418.3,0.531608
20419.6,0.708056
20421.1,0.976203
20423.4,1.51159
20425.6,1.98998
20427.0,2.20694
20428.3,2.26982
20429.8,2.17765
20431.3,1.93986
20435.5,0.989592
20437.0,0.718666
20438.2,0.539829
20439.3,0.422553
20440.4,0.332542
20441.5,0.265669
20442.6,0.218207
20443.8,0.176292
20445.2,0.142972
20446.7,0.117862
20448.5,0.0956836
20450.6,0.0777332
20453.0,0.0631334
20455.7,0.0521036
20458.6,0.0437126
20461.6,0.0384508
20463.0,0.0374169
20464.4,0.0383679
20465.4,0.0415731
20466.3,0.0470649
20467.0,0.0542171
20467.8,0.0658685
20468.5,0.080798
20469.1,0.100959
20469.9,0.131605
20470.8,0.177043
20471.8,0.241682
20473.2,0.36208
20475.5,0.557588
20476.8,0.631039
20478.0,0.655775
20479.1,0.634329
20480.2,0.571285
20482.0,0.424868
20483.8,0.267297
20484.9,0.187287
20485.8,0.13739
20486.6,0.10236
20487.3,0.0781034
20488.0,0.05973
20488.6,0.047353
20489.2,0.0381375
20489.9,0.0307679
20490.5,0.0262971
20491.2,0.0225673
20492.1,0.0195038
20493.1,0.0172699
20494.5,0.0155724
20497.2,0.0138948
20502.3,0.0121973
20508.6,0.0109063
20516.5,0.00989792
20532.1,0.0087844
20547.7,0.00821897
20576.2,0.00792879
20623.7,0.008473
20671.3,0.00984825
20709.6,0.011504
20747.4,0.0139056
20780.3,0.0168618
20808.6,0.0204181
20834.5,0.0249467
20856.0,0.0302061
20876.5,0.0372825
20893.2,0.0455507
20905.5,0.0543342
20915.8,0.0650333
20922.9,0.0762437
20928.1,0.0881223
20932.2,0.10258
20935.2,0.118147
20937.6,0.136866
20939.5,0.158968
20940.9,0.185865
20942.2,0.22163
20943.3,0.267509
20944.3,0.325776
20945.2,0.401073
20946.1,0.503851
20947.0,0.64153
20948.0,0.837421
20949.1,1.1269
20950.3,1.53082
20953.9,2.8638
20955.3,3.23064
20956.5,3.32948
20957.6,3.24813
20959.0,2.91565
20961.2,2.1133
20963.2,1.3809
20964.5,1.0087
20965.4,0.790717
20966.4,0.611683
20967.3,0.49915
20968.2,0.415391
20969.2,0.344089
20970.4,0.289476
20971.7,0.253654
20973.4,0.22525
20975.7,0.206157
20979.1,0.195363
20981.1,0.194094
20986.7,0.201074
20994.7,0.227926
21002.7,0.269755
21012.6,0.341192
21023.6,0.448235
21038.3,0.60532
21045.6,0.656059
21050.6,0.667031
21058.1,0.64313
21067.3,0.56348
21084.9,0.378794
21094.8,0.299201
21104.6,0.241431
21114.2,0.201196
21123.9,0.173161
21134.9,0.15213
21146.6,0.139439
21160.1,0.13454
21172.5,0.138251
21184.9,0.15005
21196.4,0.170681
21203.1,0.192041
21206.6,0.212273
21208.7,0.236441
21210.0,0.261732
21211.3,0.302718
21212.4,0.356111
21213.4,0.435141
21214.4,0.537789
21215.4,0.675149
21216.6,0.889898
21218.2,1.24714
21220.9,1.8999
21222.4,2.13885
21223.4,2.19597
21224.8,2.12695
21226.3,1.87581
21229.9,1.0209
21231.2,0.779915
21232.3,0.619582
21233.5,0.503525
21234.4,0.433338
21235.6,0.374474
21237.1,0.331425
21238.8,0.303524
21241.7,0.281893
21249.6,0.260182
21253.5,0.255572
21256.0,0.261309
21258.1,0.282597
21259.6,0.316064
21261.4,0.375983
21264.3,0.500276
21266.1,0.547376
21266.9,0.551733
21268.4,0.530778
21270.0,0.474167
21273.2,0.322675
21274.8,0.263806
21276.5,0.225731
21278.2,0.203793
21280.8,0.186605
21286.8,0.170027
21288.1,0.169063
21290.1,0.173841
21291.8,0.190172
21293.0,0.21221
21294.4,0.251754
21296.3,0.32531
21298.8,0.428873
21300.4,0.461775
21300.9,0.463986
21302.3,0.446745
21303.8,0.396004
21307.3,0.233107
21308.7,0.184123
21310.0,0.152709
21311.4,0.130939
21313.1,0.116615
21315.1,0.10788
21320.4,0.0968223
21334.4,0.0777992
21350.1,0.062447
21364.7,0.0519872
21382.0,0.042606
21403.1,0.0343153
21426.9,0.0278094
21448.0,0.02368
21471.5,0.0203788
21494.3,0.0185162
21505.3,0.0182524
21517.2,0.01892
21524.2,0.02032
21528.8,0.0221124
21532.6,0.0246341
21536.0,0.0284173
21538.7,0.0333121
21540.6,0.0388501
21541.9,0.045015
21543.0,0.052494
21543.9,0.0620507
21544.7,0.0735656
21545.4,0.0899539
21546.1,0.110676
21546.8,0.13924
21547.5,0.177079
21548.1,0.227806
21548.8,0.294798
21549.5,0.381631
21550.2,0.511173
21551.0,0.678343
21551.9,0.923118
21553.1,1.3222
21556.2,2.52328
21557.4,2.88539
21558.7,3.05615
21559.0,3.06112
21560.2,2.94767
21561.6,2.57709
21565.2,1.19245
21566.3,0.844527
21567.2,0.613949
21568.0,0.462769
21568.8,0.345301
21569.4,0.266331
21570.1,0.205842
21570.8,0.160291
21571.4,0.12646
21572.1,0.10219
21572.7,0.0838194
21573.5,0.0681489
21574.3,0.0572658
21575.3,0.0484957
21576.5,0.0406993
21577.9,0.0351149
21579.7,0.0301193
21582.0,0.0259277
21584.9,0.0223669
21588.7,0.0193001
21594.1,0.0166261
21600.5,0.0146747
21610.2,0.0129331
21623.7,0.0116247
21640.7,0.0107734
21661.9,0.0104217
21680.2,0.0107183
21693.9,0.0114189
21707.0,0.0127568
21715.5,0.0144053
21720.8,0.0160993
21724.0,0.0179512
21725.7,0.019989
21726.7,0.0221756
21727.7,0.0257223
21728.5,0.0303057
21729.4,0.0370401
21730.2,0.0464654
21731.0,0.0594698
21731.8,0.0767855
21732.7,0.102535
21733.7,0.137986
21735.4,0.209249
21737.5,0.2999
21738.9,0.340091
21740.1,0.351703
21741.2,0.339963
21742.7,0.297397
21746.2,0.153965
21747.2,0.118931
21748.2,0.0929597
21749.1,0.0769813
21749.9,0.0675943
21750.7,0.0602483
21751.6,0.05628
21752.7,0.0547901
21754.3,0.0569792
21756.0,0.0633902
21758.2,0.0758337
21760.1,0.0917129
21761.7,0.110329
21763.2,0.135496
21764.5,0.164951
21765.8,0.206181
21766.8,0.253011
21767.9,0.31584
21769.0,0.406996
21770.1,0.530917
21771.4,0.704899
21772.8,0.959136
21776.9,1.88899
21778.5,2.12449
21780.0,2.2071
21781.4,2.12318
21783.1,1.87181
21787.3,0.931853
21788.6,0.690627
21789.8,0.525612
21790.9,0.405791
21792.0,0.315841
21793.2,0.249522
21794.3,0.199763
21795.5,0.161751
21796.8,0.132826
21798.3,0.108005
21800.0,0.0888914
21801.9,0.0730992
21804.1,0.059946
21806.6,0.049237
21809.7,0.0400024
21813.2,0.032777
21817.2,0.0269946
21821.6,0.0225381
21827.3,0.0185164
21834.0,0.0153651
21842.3,0.012789
21851.8,0.0108517
21861.3,0.0095562
21876.6,0.00822459
21891.8,0.0074098
21914.7,0.00671947
21934.7,0.00644344
21947.2,0.0063946
21968.7,0.00654855
21983.6,0.00689157
21999.1,0.00759017
22009.9,0.00843369
22020.5,0.00979523
22028.1,0.0113443
22035.3,0.0136032
22041.1,0.0164156
22045.5,0.0195751
22049.4,0.0235327
22052.7,0.0283614
22055.8,0.0346919
22058.2,0.0420721
22060.6,0.0519066
22062.5,0.0641132
22064.2,0.078788
22065.6,0.0970154
22066.7,0.116513
22067.9,0.143143
22068.9,0.17788
22069.9,0.222506
22070.9,0.282205
22071.9,0.365936
22073.0,0.481653
22074.3,0.645159
22075.9,0.930405
22079.1,1.50871
22080.7,1.70871
22082.0,1.76666
22083.5,1.70172
22084.9,1.52554
22087.9,0.971053
22089.6,0.669932
22090.9,0.49457
22092.0,0.375902
22093.0,0.292705
22094.1,0.225967
22095.2,0.177229
22096.2,0.14304
22097.2,0.118715
22098.4,0.0965117
22099.7,0.080497
22101.3,0.0652792
22103.0,0.0544753
22105.0,0.0451024
22107.2,0.0375869
22109.9,0.0311042
22112.8,0.0259564
22116.5,0.0214196
22120.9,0.0176822
22126.0,0.0147534
22132.3,0.0122923
22138.7,0.0106408
22146.7,0.00921465
22156.5,0.00807504
22168.2,0.00722271
22186.6,0.00648226
22210.8,0.00599396
22239.7,0.00581677
22249.4,0.00580971
22288.0,0.00598712
22345.9,0.00671686
22394.2,0.00778062
22432.8,0.00903449
22476.2,0.0110737
22510.0,0.0133896
22540.8,0.0163617
22566.1,0.0197406
22591.5,0.0244267
22612.6,0.0298401
22633.7,0.0373529
22652.7,0.0468687
22669.3,0.0584498
22683.8,0.0723017
22698.3,0.0913269
22711.0,0.114124
22723.3,0.144212
22735.4,0.183542
22748.3,0.238673
22775.5,0.376701
22784.7,0.403558
22789.6,0.407506
22799.7,0.3913
22811.7,0.339135
22833.7,0.225244
22846.4,0.17393
22858.8,0.136071
22870.9,0.108575
22884.1,0.0862425
22898.6,0.0685225
22914.3,0.0546466
22931.2,0.0438448
22948.1,0.0359259
22969.2,0.0287223
22990.3,0.0235164
23015.7,0.018999
23041.0,0.0157523
23070.0,0.0130929
23096.5,0.0114722
23113.4,0.0110134
23123.7,0.0113769
23128.8,0.012116
23132.2,0.0131685
23134.3,0.0144271
23135.6,0.0157476
23136.9,0.0180271
23137.7,0.0205479
23138.6,0.0244477
23139.3,0.0296028
23140.0,0.0358971
23140.6,0.044562
23141.2,0.0555647
23141.8,0.0705617
23142.5,0.0924454
23143.2,0.121239
23143.9,0.16208
23144.8,0.220071
23145.7,0.3004
23146.8,0.425539
23150.2,0.883228
23151.6,1.02123
23152.9,1.07295
23153.0,1.07337
23154.3,1.03205
23155.7,0.907427
23158.1,0.583856
23159.6,0.388012
23160.6,0.276536
23161.5,0.201466
23162.3,0.148183
23163.0,0.111448
23163.7,0.0850101
23164.4,0.0649604
23165.1,0.0500589
23165.7,0.039173
23166.4,0.0313358
23167.0,0.0262821
23167.7,0.0217966
23168.4,0.018931
23169.4,0.0163609
23170.5,0.0143609
23171.9,0.0129009
23174.2,0.0114717
23178.1,0.0101302
23184.0,0.00902301
23192.8,0.00814755
23204.6,0.007516
23226.6,0.00693196
23245.1,0.00677208
23264.6,0.00699342
23276.3,0.00747553
23285.9,0.00827018
23293.0,0.00932499
23299.4,0.0108989
23304.2,0.0128127
23308.2,0.0152919
23311.4,0.0182512
23314.1,0.0220406
23316.3,0.0267914
23317.8,0.0314212
23319.0,0.0366269
23320.2,0.0441378
23321.2,0.0533499
23322.1,0.0649589
23322.8,0.0788507
23323.6,0.0979244
23324.3,0.122296
23325.0,0.155758
23325.7,0.200403
23326.5,0.259122
23327.3,0.345782
23328.1,0.462936
23329.0,0.625229
23330.1,0.872656
23331.7,1.32374
23334.1,2.0289
23335.5,2.31697
23336.8,2.43764
23337.0,2.43969
23338.3,2.35252
23339.7,2.07063
23342.3,1.31935
23343.8,0.889355
23344.9,0.651087
23345.8,0.475559
23346.7,0.358349
23347.4,0.272813
23348.2,0.207504
23348.9,0.162529
23349.6,0.128508
23350.3,0.103049
23351.1,0.081848
23351.8,0.0675622
23352.7,0.0553954
23353.8,0.0457463
23355.0,0.038404
23356.5,0.0323901
23358.0,0.0283658
23359.8,0.0250689
23362.2,0.0222999
23364.6,0.0208274
23366.6,0.0204377
23368.3,0.0207614
23370.1,0.0220568
23371.5,0.024141
23372.7,0.0272538
23373.6,0.0313271
23374.4,0.0367597
23375.1,0.0440792
23375.8,0.0532528
23376.4,0.0658212
23377.1,0.0828509
23377.8,0.105618
23378.4,0.135555
23379.1,0.176399
23379.9,0.232828
23380.7,0.313135
23381.6,0.424722
23382.8,0.60247
23386.2,1.23459
23387.7,1.41538
23389.0,1.47644
23389.0,1.47643
23390.3,1.4195
23391.6,1.25837
23393.9,0.859364
23395.6,0.552776
23396.7,0.389305
23397.6,0.286705
23398.4,0.214153
23399.1,0.160123
23399.8,0.1222
23400.5,0.0933184
23401.2,0.0717291
23401.9,0.055838
23402.5,0.0457086
23403.3,0.0364312
23404.0,0.0298908
23404.7,0.0252534
23405.6,0.021369
23406.7,0.018302
23407.9,0.0158761
23409.8,0.0134727
23412.1,0.011525
23415.0,0.00987087
23418.3,0.00863728
23422.3,0.00762895
23427.9,0.00669952
23436.6,0.00582155
23448.2,0.00517725
23461.2,0.00479699
23474.1,0.00462094
23482.7,0.00458465
23498.9,0.00470031
23511.0,0.00499255
23518.4,0.0053637
23525.2,0.00598785
23529.4,0.00672919
23531.1,0.00724187
23532.8,0.008122
23534.1,0.00935824
23534.9,0.0107418
23535.7,0.0126793
23536.4,0.0152789
23537.1,0.0190258
23537.7,0.0235905
23538.3,0.0297327
23538.9,0.037878
23539.6,0.0484967
23540.3,0.0643064
23541.0,0.0847334
23541.8,0.114025
23542.7,0.158713
23543.8,0.223706
23547.2,0.455539
23548.6,0.525674
23549.9,0.551362
23550.0,0.551489
23551.3,0.530606
23552.5,0.472637
23554.6,0.329973
23556.4,0.211586
23557.5,0.151216
23558.3,0.111915
23559.1,0.0842811
23559.8,0.0651279
23560.5,0.0499868
23561.2,0.0386185
23561.9,0.0302982
23562.6,0.0243557
23563.2,0.0207117
23564.0,0.0173839
23564.8,0.0152915
23565.6,0.0140194
23566.9,0.012993
23568.7,0.0126641
23571.5,0.0131251
23575.1,0.0146063
23578.8,0.0170038
23582.0,0.0201128
23584.7,0.0239072
23587.5,0.029349
23589.6,0.035276
23591.5,0.0431915
23593.2,0.0528118
23594.5,0.064017
23595.7,0.0787173
23596.6,0.0950413
23597.4,0.114165
23598.2,0.141523
23599.0,0.179233
23599.8,0.231063
23600.6,0.296466
23601.4,0.384219
23602.2,0.51107
23603.1,0.664188
23604.0,0.881069
23605.2,1.23422
23607.1,1.9321
23609.2,2.70727
23610.6,3.06993
23612.0,3.20174
23612.0,3.20172
23613.2,3.09975
23614.6,2.7711
23616.8,1.96587
23618.7,1.27187
23619.9,0.91488
23620.9,0.674447
23621.8,0.50172
23622.6,0.383707
23623.4,0.296051
23624.2,0.229755
23625.0,0.180333
23625.8,0.142254
23626.6,0.114623
23627.6,0.0920776
23628.5,0.0761116
23629.5,0.0636991
23630.8,0.0524658
23632.4,0.0431261
23634.1,0.0359706
23636.1,0.0299925
23638.4,0.0248055
23641.3,0.0202957
23644.4,0.0168072
23648.3,0.0137395
23653.0,0.0112103
23658.5,0.00920615
23664.8,0.00765613
23671.9,0.00647186
23681.0,0.00545165
23691.5,0.00469482
23704.0,0.00410873
23721.3,0.0036233
23739.1,0.00334153
23760.5,0.00318256
23773.1,0.00316158
23798.9,0.0032986
23815.4,0.0035602
23831.0,0.00404028
23842.0,0.00461761
23851.4,0.00539993
23859.2,0.00640487
23865.5,0.00760113
23870.9,0.0091306
23875.6,0.0110324
23879.9,0.0135662
23883.5,0.016562
23886.6,0.02037
23889.3,0.0251522
23891.7,0.0310462
23893.4,0.0372699
23895.1,0.0454071
23896.5,0.0550251
23897.6,0.0666169
23898.8,0.0831185
23899.9,0.104412
23900.8,0.130866
23901.7,0.164592
23902.6,0.20974
23903.5,0.272449
23904.4,0.358544
23905.4,0.469233
23906.6,0.647252
23908.1,0.926298
23911.3,1.54448
23912.7,1.74657
23914.2,1.81615
23915.4,1.7611
23917.0,1.5636
23919.5,1.07268
23921.2,0.730131
23922.5,0.524318
23923.6,0.391524
23924.6,0.294467
23925.5,0.228931
23926.4,0.17902
23927.2,0.142306
23928.1,0.114298
23929.1,0.0915542
23930.1,0.0740019
23931.3,0.0602295
23932.7,0.0487568
23934.1,0.0406799
23935.9,0.0334565
23938.0,0.0273303
23940.5,0.0221865
23943.5,0.0179995
23946.9,0.0145935
23950.4,0.0121177
23954.5,0.0100527
23959.8,0.00820687
23966.0,0.0067491
23973.1,0.00560838
23981.3,0.00472379
23989.6,0.00411509
24000.9,0.00354316
24013.8,0.00311533
24031.4,0.00274467
24054.9,0.00244946
24081.5,0.00225705
24133.2,0.00208086
24186.6,0.00203454
24243.2,0.00209586
24267.2,0.00218476
24291.2,0.00239453
24300.0,0.00257173
24306.6,0.00283088
24311.0,0.00315143
24313.7,0.00350725
24315.6,0.00396374
24316.7,0.00442191
24317.7,0.00509837
24318.6,0.00603228
24319.4,0.00732377
24320.0,0.00901049
24320.6,0.011071
24321.2,0.0138636
24321.8,0.0176048
24322.4,0.0225522
24323.0,0.0289939
24323.7,0.0381873
24324.4,0.050007
24325.1,0.0672539
24326.0,0.0919978
24326.9,0.126141
24328.1,0.182348
24331.2,0.334469
24332.6,0.385753
24333.9,0.404446
24334.0,0.404591
24335.2,0.391637
24336.4,0.353082
24338.2,0.265584
24340.3,0.161357
24341.4,0.115013
24342.4,0.082402
24343.1,0.0614749
24343.8,0.0465045
24344.6,0.034882
24345.2,0.0267825
24345.8,0.020623
24346.5,0.0160246
24347.1,0.0126512
24347.7,0.0103526
24348.3,0.00867574
24349.0,0.00732101
24349.9,0.0062135
24350.7,0.00552949
24351.7,0.00504401
24352.9,0.00474408
24355.4,0.00451634
24356.2,0.00450683
24359.6,0.00470096
24362.2,0.0051348
24364.2,0.00573568
24365.7,0.00656612
24366.9,0.00764354
24367.6,0.00876748
24368.4,0.0104263
24369.1,0.0125359
24369.7,0.0155362
24370.4,0.0196438
24371.0,0.0245858
24371.6,0.0318995
24372.2,0.0417407
24372.8,0.0547774
24373.5,0.0717491
24374.1,0.0941693
24374.9,0.128069
24375.7,0.176006
24376.6,0.238968
24377.8,0.340171
24381.2,0.699712
24382.6,0.799004
24383.9,0.835124
24384.0,0.835231
24385.3,0.802148
24386.6,0.715951
24388.6,0.508571
24390.4,0.32105
24391.5,0.231485
24392.4,0.16796
24393.2,0.12309
24393.9,0.093389
24394.6,0.0701062
24395.2,0.0545275
24395.7,0.042335
24396.4,0.0324853
24396.9,0.0256145
24397.5,0.0204111
24398.1,0.0165051
24398.7,0.0132437
24399.3,0.0111718
24400.0,0.00944808
24400.8,0.00796311
24401.6,0.00689951
24402.8,0.00598961
24404.4,0.00524327
24406.7,0.00456684
24409.8,0.0040188
24413.8,0.00359986
24418.5,0.0032895
24423.3,0.00310031
24432.9,0.00289459
24452.1,0.00276817
24457.0,0.00276271
24492.0,0.00286433
24542.0,0.00323458
24581.9,0.00370489
24621.9,0.00439824
24656.0,0.00527087
24685.2,0.0063422
24710.2,0.00765572
24731.0,0.0091863
24751.8,0.0113363
24768.6,0.0137749
24784.3,0.0169598
24797.4,0.0206343
24810.5,0.0257245
24822.2,0.0320533
24832.6,0.0398852
24842.6,0.0503008
24851.3,0.0628023
24859.6,0.0788294
24868.7,0.102327
24878.9,0.137072
24893.3,0.192001
24898.3,0.204995
24904.3,0.211053
24911.0,0.203877
24919.8,0.17737
24932.1,0.133887
24937.8,0.120313
24939.7,0.119019
24941.6,0.12217
24943.3,0.13257
24944.6,0.150008
24945.6,0.173256
24946.7,0.207949
24947.7,0.257081
24948.9,0.332516
24950.2,0.442231
24954.1,0.844159
24955.7,0.957836
24957.0,0.988214
24958.3,0.953398
24959.9,0.8336
24963.9,0.414401
24965.1,0.309823
24966.2,0.231579
24967.2,0.178488
24968.1,0.143319
24969.1,0.114719
24970.2,0.0948808
24971.2,0.0810268
24972.6,0.0701048
24974.2,0.0627833
24975.9,0.0596474
24976.2,0.059597
24977.4,0.0612188
24978.3,0.0649639
24979.3,0.0734858
24980.1,0.085471
24980.9,0.10176
24981.7,0.125459
24982.5,0.157682
24983.5,0.207891
24984.4,0.272982
24985.6,0.377955
24989.2,0.742551
24990.7,0.847687
24991.9,0.878213
24993.3,0.845152
24994.7,0.745906
24997.3,0.475922
24998.9,0.316818
24999.9,0.232861
25000.9,0.171482
25001.7,0.130032
25002.4,0.102608
25003.1,0.0815626
25003.9,0.0650302
25004.7,0.0525662
25005.5,0.0438901
25006.3,0.0379308
25007.3,0.0330559
25008.7,0.0290847
25009.9,0.0270834
25012.1,0.0248138
25017.7,0.0215751
25025.6,0.0186666
25036.7,0.0157972
25051.7,0.0131588
25066.6,0.0112942
25089.9,0.00925699
25111.2,0.00800112
25136.5,0.00700694
25164.4,0.00635983
25183.0,0.00618895
25199.2,0.00634092
25209.4,0.00679286
25215.5,0.0074346
25219.7,0.00825223
25222.4,0.00916103
25224.5,0.0102616
25225.9,0.0114487
25227.0,0.0128446
25228.0,0.0150712
25228.9,0.0180417
25229.6,0.0215996
25230.3,0.0267309
25230.9,0.033036
25231.5,0.0416448
25232.1,0.0532913
25232.7,0.0688656
25233.3,0.0900762
25234.0,0.117817
25234.6,0.153459
25235.3,0.206904
25236.1,0.278714
25237.0,0.386818
25238.1,0.549752
25239.6,0.82834
25242.2,1.34982
25243.6,1.53972
25244.9,1.60868
25245.0,1.60884
25246.2,1.55729
25247.6,1.37739
25249.7,0.970138
25251.5,0.615741
25252.7,0.430217
25253.6,0.309105
25254.5,0.224714
25255.1,0.172134
25255.8,0.13253
25256.4,0.101446
25257.0,0.0774929
25257.6,0.0593442
25258.3,0.0457992
25258.9,0.0358226
25259.5,0.0287269
25260.1,0.0235511
25260.8,0.0193455
25261.5,0.0164226
25262.4,0.0139635
25263.2,0.012343
25264.3,0.0110143
25266.2,0.00958796
25268.5,0.00856367
25271.6,0.00769535
25276.2,0.00690186
25283.2,0.00623819
25295.0,0.00574227
25313.7,0.00543074
25332.7,0.0053674
25389.7,0.00568253
25440.3,0.00635855
25497.2,0.00761863
25553.2,0.00953517
25596.8,0.0117585
25634.2,0.0143933
