79-Au-197(n,&gamma;) ENDF/B-VII.1
3697.44,0.149631
3697.62,0.123276
3697.83,0.101198
3698.04,0.0865305
3698.28,0.0754412
3698.61,0.0666351
3699.03,0.0602983
3699.68,0.0544689
3700.64,0.0496533
3701.6,0.0475382
3702.01,0.0473354
3702.63,0.0478589
3703.42,0.0503434
3704.22,0.0560995
3704.66,0.0621855
3705.0,0.0699291
3705.27,0.0808642
3705.49,0.0952922
3705.66,0.111738
3705.82,0.135607
3705.96,0.163556
3706.12,0.205981
3706.26,0.263543
3706.41,0.341808
3706.56,0.446477
3706.71,0.583853
3706.87,0.771551
3707.04,1.02419
3707.24,1.41086
3707.46,1.95206
3707.76,2.86692
3708.35,4.81587
3708.66,5.54794
3708.95,5.85341
3709.0,5.8597
3709.28,5.6423
3709.55,5.08581
3709.98,3.74594
3710.41,2.32916
3710.67,1.6301
3710.86,1.20991
3711.04,0.912146
3711.19,0.698783
3711.35,0.531942
3711.5,0.404526
3711.63,0.321224
3711.78,0.251581
3711.93,0.199569
3712.08,0.16206
3712.23,0.135284
3712.4,0.113702
3712.6,0.097611
3712.85,0.0853789
3713.15,0.0770677
3713.56,0.0710516
3714.2,0.0672738
3714.51,0.0666778
3715.56,0.0684606
3716.6,0.0747732
3717.64,0.0857
3718.68,0.102754
3719.5,0.122752
3720.2,0.147033
3720.89,0.180739
3721.48,0.222052
3721.97,0.270596
3722.37,0.326922
3722.7,0.392392
3723.02,0.481002
3723.27,0.581229
3723.5,0.708274
3723.7,0.865658
3723.9,1.07784
3724.08,1.34561
3724.26,1.70661
3724.42,2.12869
3724.59,2.69475
3724.79,3.58079
3724.99,4.68899
3725.23,6.44886
3725.51,9.04186
3726.38,18.5664
3726.68,20.7826
3726.99,21.6816
3727.0,21.6819
3727.26,21.099
3727.59,18.8063
3728.09,13.4792
3728.53,8.63452
3728.8,6.22918
3729.03,4.56046
3729.24,3.44732
3729.4,2.71997
3729.59,2.08913
3729.77,1.63143
3729.95,1.28976
3730.14,1.02654
3730.34,0.82566
3730.57,0.662959
3730.8,0.548112
3731.09,0.444364
3731.43,0.363558
3731.83,0.296479
3732.27,0.245245
3732.77,0.202818
3733.36,0.167427
3734.03,0.138764
3734.85,0.114495
3735.73,0.0971618
3736.73,0.0844045
3737.74,0.0776592
3738.34,0.0764852
3739.08,0.0788927
3739.61,0.0851382
3740.0,0.0954536
3740.27,0.108339
3740.47,0.12406
3740.63,0.143637
3740.79,0.169996
3740.94,0.206628
3741.1,0.257903
3741.25,0.32892
3741.4,0.425878
3741.56,0.55602
3741.7,0.719557
3741.87,0.957875
3742.05,1.30134
3742.24,1.73705
3742.46,2.38605
3742.78,3.57453
3743.35,5.79442
3743.69,6.71738
3743.98,7.02806
3744.0,7.02978
3744.29,6.76128
3744.6,5.95555
3745.13,3.89899
3745.49,2.54119
3745.74,1.79484
3745.93,1.32593
3746.12,0.974493
3746.28,0.737727
3746.43,0.564356
3746.58,0.431391
3746.73,0.331298
3746.88,0.257142
3747.01,0.20672
3747.16,0.167072
3747.31,0.138283
3747.49,0.113108
3747.68,0.0960589
3747.9,0.0823555
3748.18,0.0711013
3748.48,0.0631673
3748.97,0.0550394
3749.59,0.0487891
3750.08,0.0455556
3750.93,0.0423066
3751.78,0.0412748
3752.58,0.0421428
3753.37,0.0451857
3754.13,0.0513237
3754.59,0.0579695
3754.93,0.0662103
3755.21,0.0776185
3755.41,0.0902476
3755.58,0.106169
3755.75,0.129268
3755.89,0.156401
3756.04,0.193441
3756.18,0.243666
3756.32,0.311087
3756.46,0.400412
3756.62,0.530318
3756.77,0.693713
3756.94,0.932536
3757.13,1.27091
3757.32,1.70961
3757.58,2.42899
3758.11,4.24093
3758.47,5.39307
3758.77,6.00865
3759.04,6.20258
3759.36,5.95408
3759.87,4.90545
3760.22,4.22033
3760.46,3.9545
3760.59,3.90062
3760.82,3.97169
3761.17,4.38549
3761.68,5.08241
3761.93,5.20532
3762.24,5.01465
3762.53,4.48509
3762.98,3.25523
3763.41,2.02626
3763.65,1.458
3763.86,1.05572
3764.04,0.785907
3764.21,0.580535
3764.36,0.440911
3764.51,0.333734
3764.64,0.264966
3764.76,0.211446
3764.89,0.170267
3765.03,0.13547
3765.18,0.109382
3765.34,0.0886895
3765.53,0.0731064
3765.71,0.0626357
3765.97,0.053142
3766.31,0.0455201
3766.76,0.0393321
3767.4,0.0337349
3768.17,0.0293691
3769.2,0.0256051
3770.23,0.023145
3771.78,0.0207978
3773.8,0.0190819
3776.81,0.0179483
3778.32,0.0178003
3782.21,0.0184203
3784.55,0.0197204
3786.29,0.0217684
3787.03,0.0237705
3787.44,0.0263258
3787.68,0.029289
3787.88,0.0333441
3788.08,0.039727
3788.26,0.0482015
3788.42,0.0591344
3788.58,0.0740981
3788.74,0.0941171
3788.92,0.123221
3789.11,0.164835
3789.34,0.226464
3789.6,0.318264
3790.38,0.644172
3790.68,0.732095
3790.97,0.767954
3791.0,0.768223
3791.3,0.737639
3791.63,0.641175
3792.46,0.302744
3792.71,0.219329
3792.9,0.166822
3793.1,0.126054
3793.27,0.0995548
3793.44,0.0796984
3793.61,0.0649909
3793.77,0.0553233
3793.97,0.0475373
3794.18,0.0424106
3794.42,0.0392384
3794.82,0.0374426
3794.98,0.0373625
3795.73,0.0388772
3796.76,0.0433468
3797.96,0.0515273
3798.88,0.0607876
3799.78,0.0738342
3800.52,0.089599
3801.12,0.107423
3801.63,0.128633
3802.11,0.156667
3802.48,0.18772
3802.82,0.228068
3803.08,0.273875
3803.32,0.335269
3803.5,0.403574
3803.69,0.499365
3803.85,0.612811
3804.02,0.772314
3804.17,0.965628
3804.31,1.21957
3804.46,1.54971
3804.63,2.02139
3804.79,2.62984
3804.97,3.4757
3805.17,4.64601
3805.4,6.35975
3805.71,9.24114
3806.34,15.5231
3806.68,17.9052
3806.98,18.6891
3807.0,18.6918
3807.28,18.0609
3807.61,15.8841
3808.17,10.3974
3808.53,6.9338
3808.78,4.99486
3808.99,3.70835
3809.17,2.78617
3809.34,2.11564
3809.52,1.60063
3809.67,1.25116
3809.83,0.968064
3809.98,0.774864
3810.15,0.611091
3810.32,0.492516
3810.52,0.397402
3810.73,0.323953
3810.94,0.272563
3811.21,0.227548
3811.56,0.187181
3811.93,0.157647
3812.46,0.128974
3812.99,0.108652
3813.63,0.091422
3814.35,0.0777799
3815.31,0.0656151
3816.46,0.0563446
3817.73,0.0501587
3819.22,0.0461642
3821.21,0.0443911
3823.52,0.0460984
3825.06,0.0493872
3826.99,0.056488
3828.71,0.0668937
3830.05,0.0791259
3831.22,0.094682
3832.22,0.113413
3833.07,0.135879
3833.92,0.167757
3834.63,0.205875
3835.24,0.252164
3835.73,0.303716
3836.19,0.372876
3836.56,0.449181
3836.86,0.537431
3837.15,0.656687
3837.4,0.7972
3837.64,0.996
3837.86,1.24907
3838.07,1.58042
3838.27,2.02419
3838.47,2.62237
3838.66,3.36099
3838.86,4.3258
3839.1,5.87131
3839.39,8.2451
3839.83,12.6538
3840.35,17.9327
3840.68,20.2406
3841.0,21.0345
3841.31,20.2691
3841.63,18.0687
3842.2,12.2589
3842.62,8.15149
3842.88,5.98795
3843.11,4.51008
3843.3,3.5077
3843.5,2.72282
3843.7,2.10032
3843.9,1.6376
3844.11,1.29754
3844.33,1.03182
3844.57,0.82351
3844.83,0.666646
3845.11,0.551549
3845.45,0.450882
3845.87,0.367567
3846.35,0.299765
3846.92,0.244803
3847.53,0.203383
3848.26,0.168411
3849.11,0.140277
3850.0,0.120001
3851.12,0.103019
3852.24,0.0921038
3853.33,0.0854593
3854.63,0.0816302
3855.28,0.0812158
3856.6,0.0837789
3857.49,0.088906
3858.15,0.0958581
3858.59,0.103409
3859.01,0.115404
3859.3,0.130219
3859.54,0.150886
3859.73,0.176904
3859.9,0.210434
3860.07,0.258478
3860.24,0.326621
3860.39,0.407105
3860.54,0.518859
3860.69,0.665054
3860.87,0.887953
3861.05,1.1763
3861.27,1.61399
3861.52,2.27605
3861.94,3.61688
3862.4,5.04802
3862.71,5.71209
3863.0,5.93644
3863.28,5.73965
3863.56,5.1834
3863.99,3.85921
3864.46,2.38709
3864.71,1.72227
3864.91,1.3081
3865.11,0.984468
3865.28,0.772979
3865.44,0.620569
3865.62,0.497914
3865.78,0.423776
3865.91,0.377398
3866.11,0.332564
3866.32,0.309329
3866.59,0.300706
3866.86,0.308969
3867.26,0.343734
3867.6,0.392835
3867.94,0.467724
3868.22,0.564099
3868.45,0.676896
3868.65,0.815694
3868.85,1.00909
3869.05,1.27963
3869.23,1.60826
3869.41,2.04544
3869.59,2.6539
3869.78,3.46211
3869.97,4.49286
3870.2,6.00528
3870.48,8.38074
3871.33,17.0907
3871.63,19.3782
3871.94,20.4232
3872.0,20.4533
3872.3,19.7089
3872.58,17.8593
3873.06,13.1558
3873.55,8.14894
3873.83,5.82228
3874.06,4.31374
3874.25,3.32345
3874.44,2.55069
3874.62,1.99695
3874.79,1.5757
3874.97,1.25961
3875.15,1.02449
3875.33,0.846141
3875.55,0.692638
3875.81,0.569811
3876.1,0.475877
3876.46,0.399574
3876.89,0.341165
3877.46,0.292502
3878.03,0.263288
3878.6,0.246605
3879.31,0.238507
3880.13,0.243712
3880.94,0.264526
3881.55,0.292825
3882.16,0.336465
3882.74,0.399429
3883.17,0.467962
3883.6,0.567837
3883.95,0.686081
3884.22,0.819832
3884.49,1.0109
3884.73,1.25813
3884.95,1.56595
3885.15,1.95913
3885.36,2.4863
3885.57,3.21929
3885.79,4.22636
3886.01,5.52074
3886.29,7.59911
3886.69,11.2484
3887.33,17.5837
3887.68,19.9246
3888.0,20.6939
3888.28,20.1267
3888.6,18.1694
3889.09,13.4641
3889.58,8.64511
3889.87,6.29356
3890.13,4.66135
3890.35,3.53307
3890.57,2.70748
3890.79,2.09049
3890.99,1.66995
3891.21,1.31954
3891.44,1.06811
3891.68,0.873899
3891.94,0.729764
3892.25,0.602344
3892.63,0.49681
3893.11,0.406989
3893.68,0.33437
3894.31,0.279736
3895.1,0.234152
3896.05,0.199281
3897.06,0.176593
3898.2,0.162392
3899.7,0.156009
3901.0,0.159768
3902.31,0.172137
3903.61,0.195131
3904.75,0.227652
3905.72,0.268966
3906.65,0.328277
3907.35,0.392717
3908.05,0.485187
3908.55,0.578529
3909.06,0.708742
3909.46,0.855333
3909.78,1.01583
3910.1,1.23629
3910.37,1.48933
3910.63,1.83607
3910.87,2.26213
3911.11,2.8368
3911.35,3.60755
3911.6,4.65813
3911.87,6.14698
3912.18,8.41363
3912.58,12.0499
3913.29,18.9636
3913.68,21.5126
3914.0,22.2314
3914.3,21.5789
3914.64,19.5038
3915.19,14.3352
3915.71,9.31035
3916.03,6.81093
3916.3,5.17456
3916.57,3.92235
3916.81,3.07598
3917.05,2.44254
3917.31,1.92861
3917.58,1.55951
3917.85,1.2913
3918.2,1.04304
3918.6,0.845697
3919.06,0.687589
3919.6,0.563213
3920.25,0.45934
3920.94,0.385612
3921.7,0.328501
3922.47,0.289222
3923.44,0.256478
3924.51,0.235499
3925.93,0.225301
3927.08,0.229662
3928.23,0.245656
3929.38,0.276009
3930.25,0.311716
3931.16,0.367206
3932.03,0.446983
3932.71,0.538991
3933.27,0.644903
3933.83,0.794917
3934.27,0.960394
3934.64,1.15678
3935.02,1.43323
3935.34,1.77844
3935.62,2.17782
3935.89,2.72361
3936.16,3.47086
3936.43,4.48409
3936.7,5.78515
3937.01,7.77683
3937.39,10.8992
3938.27,19.1797
3938.65,21.6926
3939.0,22.4923
3939.37,21.572
3939.78,18.8067
3940.75,9.62983
3941.09,7.09053
3941.37,5.4199
3941.61,4.28107
3941.85,3.43857
3942.08,2.78991
3942.36,2.21002
3942.63,1.79942
3942.96,1.44482
3943.31,1.17609
3943.7,0.963486
3944.17,0.782753
3944.66,0.645529
3945.23,0.534076
3945.88,0.440591
3946.71,0.357288
3947.6,0.296052
3948.57,0.249256
3949.74,0.210901
3951.14,0.181438
3952.7,0.163031
3953.94,0.156807
3954.56,0.156418
3956.04,0.164024
3957.03,0.178291
3957.77,0.196867
3958.51,0.226953
3959.1,0.265514
3959.49,0.304683
3959.83,0.355576
3960.14,0.425159
3960.39,0.509863
3960.6,0.618901
3960.78,0.751585
3960.97,0.936079
3961.14,1.17793
3961.31,1.48681
3961.48,1.89346
3961.66,2.49562
3961.84,3.24662
3962.05,4.34277
3962.29,6.00429
3962.59,8.48361
3963.29,15.2782
3963.63,17.6662
3963.94,18.6649
3964.0,18.6912
3964.27,18.1271
3964.56,16.4685
3965.01,12.3613
3965.49,7.7869
3965.77,5.51397
3966.01,4.01964
3966.21,3.0012
3966.41,2.25763
3966.59,1.74942
3966.76,1.36381
3966.93,1.09552
3967.1,0.895148
3967.29,0.721859
3967.49,0.601097
3967.72,0.504948
3968.0,0.430425
3968.27,0.381738
3968.73,0.331777
3969.19,0.302722
3969.92,0.278923
3970.66,0.271955
3971.58,0.279735
3972.5,0.303676
3973.42,0.345609
3974.34,0.411667
3975.09,0.491057
3975.73,0.587554
3976.36,0.725262
3976.92,0.900363
3977.38,1.1082
3977.75,1.34351
3978.13,1.67423
3978.46,2.09369
3978.75,2.60675
3979.04,3.30987
3979.33,4.25051
3979.61,5.45775
3979.92,7.16832
3980.28,9.74309
3981.24,17.7774
3981.6,19.9356
3981.99,20.8325
3982.0,20.833
3982.36,20.0981
3982.78,17.6658
3983.7,10.2506
3984.06,8.03769
3984.34,6.79401
3984.57,6.12772
3984.84,5.68885
3985.23,5.48044
3985.89,5.3301
3986.27,4.89202
3986.72,3.9784
3987.43,2.26489
3987.75,1.64712
3988.0,1.27974
3988.23,1.01474
3988.45,0.828811
3988.71,0.675051
3988.93,0.583242
3989.22,0.499398
3989.59,0.43191
3990.08,0.374178
3990.87,0.314149
3991.68,0.272207
3992.76,0.236252
3993.74,0.219499
3994.28,0.216921
3994.94,0.222235
3995.54,0.241169
3995.9,0.266368
3996.21,0.304828
3996.42,0.350792
3996.61,0.408315
3996.79,0.492036
3996.97,0.613359
3997.13,0.767062
3997.29,0.97697
3997.46,1.25898
3997.63,1.65173
3997.81,2.19843
3997.99,2.90175
3998.19,3.88634
3998.45,5.46436
3998.84,8.36977
3999.33,12.1704
3999.68,14.0837
3999.99,14.7155
4000.0,14.7161
4000.31,14.126
4000.63,12.4621
4001.21,7.93803
4001.57,5.31069
4001.81,3.82522
4002.02,2.8383
4002.2,2.14004
4002.38,1.59738
4002.54,1.22732
4002.69,0.957182
4002.83,0.765766
4002.98,0.618581
4003.14,0.487483
4003.31,0.393606
4003.48,0.326508
4003.66,0.27637
4003.88,0.233057
4004.15,0.198634
4004.46,0.172136
4004.9,0.147362
4005.46,0.126855
4006.21,0.108886
4007.15,0.0943828
4008.3,0.08299
4009.52,0.0752569
4011.15,0.0689734
4013.59,0.0648667
4014.4,0.0645455
4017.03,0.0667231
4018.79,0.0710975
4020.99,0.0809835
4022.73,0.0940838
4024.29,0.112233
4025.59,0.13487
4026.73,0.163817
4027.7,0.199574
4028.52,0.242085
4029.3,0.299085
4029.96,0.36903
4030.51,0.450322
4030.98,0.547387
4031.41,0.672289
4031.73,0.803428
4032.06,0.98454
4032.34,1.20744
4032.62,1.50395
4032.84,1.84035
4033.1,2.347
4033.33,2.97671
4033.57,3.80253
4033.84,5.06188
4034.15,6.93258
4034.54,9.81797
4035.3,16.0352
4035.65,17.9901
4036.0,18.7145
4036.29,18.2173
4036.61,16.6211
4037.15,12.5028
4037.72,7.84192
4038.03,5.78187
4038.31,4.3284
4038.57,3.29366
4038.8,2.60456
4039.03,2.06692
4039.29,1.63638
4039.52,1.34342
4039.81,1.07708
4040.11,0.88674
4040.42,0.736254
4040.81,0.603725
4041.3,0.488999
4041.84,0.398969
4042.3,0.346509
4042.77,0.312676
4043.09,0.306262
4043.42,0.321778
4043.69,0.35945
4043.91,0.411075
4044.12,0.485348
4044.39,0.612325
4044.77,0.843637
4045.34,1.23208
4045.69,1.39201
4045.98,1.43995
4046.29,1.3837
4046.64,1.20811
4047.47,0.612671
4047.77,0.440355
4048.0,0.334994
4048.22,0.258626
4048.41,0.209773
4048.59,0.173615
4048.81,0.143962
4049.07,0.121955
4049.32,0.108251
4049.65,0.0974054
4050.15,0.0885201
4051.29,0.0777125
4053.08,0.0675482
4055.02,0.0608833
4057.61,0.0563924
4059.38,0.0554392
4061.71,0.0566854
4064.03,0.0614089
4065.8,0.0689009
4066.85,0.0768728
4067.48,0.084605
4067.89,0.0932624
4068.2,0.104444
4068.46,0.120298
4068.67,0.140697
4068.86,0.169861
4069.04,0.208361
4069.19,0.256059
4069.35,0.320409
4069.51,0.405806
4069.68,0.532924
4069.85,0.695252
4070.04,0.921753
4070.25,1.24379
4070.51,1.73344
4070.98,2.84068
4071.44,3.84246
4071.75,4.28762
4072.0,4.40458
4072.28,4.26053
4072.59,3.80697
4073.09,2.69141
4073.49,1.77517
4073.77,1.25608
4073.99,0.923632
4074.19,0.694153
4074.38,0.539981
4074.56,0.425571
4074.74,0.34345
4074.92,0.286449
4075.1,0.24826
4075.28,0.223099
4075.57,0.20285
4075.96,0.19554
4076.53,0.202995
4077.3,0.227883
4078.07,0.265899
4078.86,0.322338
4079.56,0.393937
4080.2,0.488147
4080.71,0.594897
4081.14,0.717897
4081.54,0.880503
4081.86,1.05836
4082.18,1.30449
4082.44,1.58326
4082.69,1.93858
4082.94,2.41685
4083.2,3.08064
4083.43,3.88533
4083.7,5.07828
4083.99,6.74644
4084.33,9.24244
4085.27,17.3238
4085.57,19.2367
4085.92,20.312
4086.0,20.3506
4086.34,19.6449
4086.71,17.4872
4087.78,8.40113
4088.1,6.18442
4088.39,4.64244
4088.65,3.59186
4088.9,2.79727
4089.17,2.17931
4089.42,1.762
4089.67,1.4513
4089.94,1.20042
4090.3,0.963422
4090.65,0.795243
4091.09,0.646093
4091.6,0.523865
4092.2,0.423465
4092.91,0.340061
4093.72,0.274186
4094.53,0.227604
4095.42,0.190606
4096.49,0.158815
4097.66,0.134202
4099.09,0.113728
4100.79,0.0978242
4101.93,0.090808
4103.92,0.0834859
4105.92,0.0810948
4108.14,0.0837049
4110.36,0.0925201
4111.85,0.103039
4113.36,0.119459
4114.63,0.139622
4115.89,0.168957
4117.0,0.206559
4117.94,0.253082
4118.8,0.313238
4119.46,0.379246
4120.09,0.466208
4120.62,0.569964
4121.07,0.694203
4121.46,0.843332
4121.78,1.00869
4122.1,1.23725
4122.36,1.50335
4122.61,1.84967
4122.87,2.32464
4123.12,2.9768
4123.35,3.763
4123.6,4.94731
4123.86,6.45277
4124.15,8.70309
4124.57,12.6572
4125.27,19.761
4125.62,22.2961
4125.98,23.3474
4126.0,23.3504
4126.36,22.3999
4126.73,19.7588
4127.72,9.82043
4128.05,7.12396
4128.33,5.30282
4128.58,4.0914
4128.81,3.23427
4129.06,2.52079
4129.29,2.04595
4129.54,1.65636
4129.79,1.37186
4130.07,1.14341
4130.37,0.962792
4130.75,0.802784
4131.18,0.678042
4131.69,0.581035
4132.07,0.533943
4132.57,0.501186
4132.76,0.498746
4133.08,0.510931
4133.36,0.547283
4133.65,0.622781
4133.88,0.732988
4134.07,0.866692
4134.26,1.05558
4134.45,1.31577
4134.66,1.6964
4134.86,2.21037
4135.09,2.94471
4135.36,4.05092
4135.74,6.00089
4136.36,9.2376
4136.68,10.3926
4137.0,10.8065
4137.28,10.4781
4137.63,9.25336
4138.19,6.28692
4138.62,4.06993
4138.89,2.93102
4139.11,2.1986
4139.29,1.70054
4139.47,1.32436
4139.64,1.04241
4139.82,0.826087
4139.99,0.662493
4140.18,0.530619
4140.37,0.432181
4140.6,0.351702
4140.83,0.296107
4141.08,0.251958
4141.36,0.219362
4141.77,0.185142
4142.29,0.156459
4142.97,0.131261
4143.74,0.111426
4144.68,0.0949994
4145.82,0.0812524
4147.38,0.0689925
4148.93,0.0612474
4151.11,0.0552992
4152.77,0.0538058
4154.46,0.0550614
4156.16,0.060178
4157.29,0.0670439
4158.34,0.0778544
4159.1,0.0901135
4159.79,0.107499
4160.24,0.124714
4160.6,0.145137
4160.92,0.17263
4161.14,0.202487
4161.35,0.243541
4161.54,0.294521
4161.72,0.367205
4161.87,0.451028
4162.02,0.563365
4162.18,0.721325
4162.33,0.931678
4162.49,1.20752
4162.65,1.56272
4162.83,2.0834
4163.01,2.74321
4163.22,3.70336
4163.51,5.30953
4164.37,11.1349
4164.7,12.6098
4165.0,13.1009
4165.31,12.6026
4165.65,11.0665
4166.49,5.58522
4166.76,4.21885
4166.98,3.40232
4167.17,2.93165
4167.33,2.73382
4167.43,2.69676
4167.58,2.77678
4167.73,3.0211
4167.91,3.51492
4168.11,4.35208
4168.36,5.7102
4168.69,8.10476
4169.3,12.9669
4169.66,15.001
4169.97,15.6955
4170.0,15.7004
4170.29,15.1544
4170.62,13.4474
4171.14,9.39937
4171.57,5.94704
4171.83,4.29439
4172.04,3.17545
4172.24,2.38444
4172.41,1.81955
4172.58,1.39886
4172.75,1.07089
4172.92,0.824595
4173.09,0.642259
4173.25,0.508617
4173.43,0.408781
4173.6,0.336535
4173.81,0.276495
4174.01,0.234043
4174.27,0.195805
4174.62,0.161543
4175.06,0.133039
4175.58,0.109751
4176.16,0.0916025
4176.86,0.0761461
4177.75,0.0624086
4178.83,0.0510501
4179.92,0.0431875
4181.28,0.0362931
4182.9,0.0305963
4184.73,0.0262134
4187.05,0.0224241
4189.84,0.0194298
4193.0,0.0172374
4196.88,0.0156297
4202.07,0.014506
4206.01,0.0143173
4210.16,0.0147217
4215.26,0.0162747
4218.11,0.0180314
4220.49,0.0203904
4222.4,0.0234614
4223.88,0.0271727
4225.11,0.0320313
4225.96,0.0372399
4226.67,0.0437305
4227.14,0.0502093
4227.55,0.0589368
4227.8,0.067173
4228.02,0.0781073
4228.21,0.0915333
4228.4,0.111193
4228.57,0.136907
4228.72,0.168931
4228.87,0.212812
4229.02,0.273729
4229.16,0.351139
4229.31,0.452849
4229.45,0.584574
4229.62,0.784296
4229.79,1.04282
4229.98,1.4214
4230.17,1.8971
4230.42,2.64834
4230.8,4.087
4231.32,6.08382
4231.66,7.03914
4231.97,7.3883
4232.0,7.39093
4232.28,7.1502
4232.58,6.42238
4233.05,4.69528
4233.52,2.8766
4233.76,2.08743
4233.99,1.50506
4234.19,1.10263
4234.35,0.846429
4234.51,0.645297
4234.67,0.490957
4234.8,0.392031
4234.96,0.302991
4235.11,0.239456
4235.25,0.197841
4235.42,0.16052
4235.59,0.13503
4235.8,0.115005
4236.01,0.10244
4236.28,0.0925664
4236.55,0.0871434
4237.1,0.0827493
4237.32,0.082346
4237.99,0.0840368
4238.87,0.0916568
4239.75,0.105367
4240.53,0.123727
4241.3,0.150801
4241.96,0.184869
4242.48,0.222519
4242.92,0.267326
4243.29,0.318935
4243.64,0.387919
4243.91,0.46502
4244.19,0.574896
4244.41,0.699426
4244.6,0.842888
4244.8,1.04733
4245.0,1.32495
4245.17,1.65247
4245.38,2.14723
4245.58,2.79962
4245.79,3.69182
4246.03,4.95203
4246.32,6.95077
4246.77,10.7311
4247.32,15.463
4247.65,17.4044
4247.96,18.1847
4248.0,18.1956
4248.28,17.6827
4248.65,15.6728
4249.23,10.7593
4249.68,6.94749
4249.97,4.94984
4250.19,3.76027
4250.42,2.82562
4250.62,2.1671
4250.82,1.66733
4251.02,1.30067
4251.22,1.02919
4251.42,0.829275
4251.64,0.669127
4251.89,0.539612
4252.17,0.438496
4252.49,0.358218
4252.86,0.294776
4253.3,0.241353
4253.78,0.200093
4254.33,0.165648
4254.98,0.136706
4255.71,0.113048
4256.61,0.0926853
4257.53,0.0781123
4258.75,0.0648668
4259.96,0.055989
4261.4,0.049209
4262.95,0.045171
4264.23,0.0440933
4265.5,0.0454948
4266.52,0.0495261
4267.19,0.0552876
4267.54,0.0605014
4267.88,0.0692834
4268.12,0.0790409
4268.32,0.0921713
4268.49,0.10879
4268.66,0.132761
4268.81,0.160585
4268.95,0.198016
4269.09,0.245618
4269.25,0.316584
4269.4,0.410638
4269.56,0.533041
4269.72,0.68916
4269.91,0.933054
4270.12,1.27338
4270.36,1.77237
4270.71,2.65154
4271.33,4.36378
4271.67,4.999
4271.98,5.23016
4272.0,5.2312
4272.31,5.03515
4272.63,4.44967
4273.17,3.00692
4273.56,1.9637
4273.82,1.39602
4274.03,1.0271
4274.21,0.774241
4274.4,0.576719
4274.55,0.444756
4274.7,0.347185
4274.85,0.272472
4275.0,0.216167
4275.16,0.174327
4275.32,0.140388
4275.51,0.114516
4275.7,0.0972471
4275.93,0.0836307
4276.16,0.0751998
4276.51,0.0678651
4277.09,0.0621188
4277.92,0.0595052
4278.07,0.0594326
4279.09,0.0611773
4280.25,0.0674654
4281.22,0.0767256
4282.03,0.0884631
4282.84,0.106039
4283.45,0.125619
4283.96,0.149296
4284.36,0.176973
4284.68,0.208336
4284.96,0.250287
4285.21,0.305509
4285.42,0.375488
4285.6,0.458068
4285.78,0.572228
4285.95,0.729777
4286.13,0.945539
4286.31,1.23723
4286.49,1.63761
4286.67,2.14923
4286.86,2.86671
4287.07,3.83308
4287.32,5.32969
4287.66,7.78404
4288.27,12.5454
4288.6,14.4612
4288.91,15.3646
4289.0,15.4143
4289.32,14.8005
4289.68,12.89
4290.57,6.06742
4290.85,4.29509
4291.08,3.14146
4291.28,2.38533
4291.46,1.81965
4291.64,1.3918
4291.82,1.07198
4292.01,0.837988
4292.19,0.669893
4292.37,0.550919
4292.57,0.460878
4292.74,0.408311
4293.0,0.357034
4293.25,0.327295
4293.59,0.30789
4293.9,0.303145
4294.31,0.310564
4294.72,0.332489
4295.21,0.380136
4295.55,0.435594
4295.89,0.520786
4296.14,0.611771
4296.38,0.736312
4296.61,0.915105
4296.82,1.13579
4297.02,1.4272
4297.22,1.82068
4297.42,2.34446
4297.62,3.02798
4297.83,3.93464
4298.07,5.24443
4298.39,7.43902
4299.26,14.7957
4299.58,16.8794
4299.93,17.9021
4300.0,17.9337
4300.3,17.3845
4300.59,15.8459
4301.08,11.9707
4301.63,7.31724
4301.94,5.16874
4302.17,3.92695
4302.39,2.96315
4302.58,2.33579
4302.77,1.82817
4302.97,1.42939
4303.17,1.13351
4303.36,0.924414
4303.57,0.754404
4303.82,0.613716
4304.1,0.503304
4304.38,0.426908
4304.68,0.370038
4305.12,0.310278
4305.68,0.262046
4306.24,0.231352
4306.85,0.210836
4307.46,0.200654
4307.87,0.19883
4308.5,0.203763
4309.13,0.219608
4309.76,0.250758
4310.17,0.284939
4310.48,0.322557
4310.79,0.377329
4311.05,0.444517
4311.26,0.521236
4311.47,0.630975
4311.69,0.786952
4311.87,0.97699
4312.06,1.23497
4312.25,1.58174
4312.43,2.0409
4312.64,2.71308
4312.84,3.55845
4313.08,4.8246
4313.36,6.73964
4313.83,10.5587
4314.29,14.4183
4314.66,16.5991
4314.99,17.3296
4315.0,17.3301
4315.28,16.8222
4315.63,15.0027
4316.14,10.8588
4316.61,6.90459
4316.89,4.99066
4317.13,3.6858
4317.35,2.74187
4317.54,2.09197
4317.74,1.59597
4317.93,1.22533
4318.11,0.974194
4318.31,0.766092
4318.51,0.616276
4318.73,0.49801
4318.97,0.409741
4319.27,0.334289
4319.59,0.278158
4319.95,0.235488
4320.39,0.197896
4320.92,0.166397
4321.58,0.139988
4322.39,0.118383
4323.21,0.104882
4324.24,0.0958467
4324.95,0.0941578
4325.65,0.0963494
4326.35,0.103589
4326.88,0.114182
4327.31,0.129115
4327.66,0.14888
4327.89,0.168811
4328.14,0.201345
4328.35,0.244088
4328.52,0.295973
4328.7,0.369431
4328.86,0.461047
4329.02,0.585041
4329.18,0.758143
4329.34,0.988928
4329.51,1.29124
4329.69,1.72127
4329.88,2.29876
4330.09,3.15848
4330.34,4.35311
4330.69,6.48229
