79-Au-197(n,&gamma;) ENDF/B-VII.1
953.595,0.615845
953.673,0.746805
953.751,0.925354
953.83,1.16703
953.908,1.49039
953.985,1.91119
954.072,2.52413
954.158,3.31831
954.253,4.44393
954.365,6.10107
954.508,8.74756
954.887,16.8261
955.047,19.1759
955.2,19.9816
955.346,19.2434
955.499,17.0749
955.76,11.5862
955.959,7.46421
956.079,5.42425
956.186,3.96556
956.277,3.0013
956.364,2.27956
956.451,1.73042
956.527,1.36708
956.603,1.09178
956.679,0.886087
956.766,0.715958
956.853,0.596693
956.962,0.496873
957.07,0.43294
957.201,0.385136
957.345,0.353988
957.516,0.334069
957.744,0.325392
958.016,0.336087
958.197,0.358047
958.378,0.399234
958.509,0.449924
958.629,0.52416
958.73,0.618621
958.831,0.758846
958.921,0.942033
959.002,1.16761
959.082,1.47102
959.163,1.87317
959.253,2.47196
959.344,3.25689
959.448,4.43196
959.561,6.04527
959.7,8.50833
960.074,16.1409
960.245,18.5758
960.398,19.3543
960.4,19.3544
960.537,18.7378
960.706,16.4809
960.979,10.9524
961.173,7.14693
961.299,5.12013
961.407,3.75716
961.498,2.85798
961.588,2.16061
961.67,1.68029
961.748,1.32654
961.823,1.06765
961.899,0.871689
961.99,0.699787
962.08,0.578297
962.171,0.492112
962.296,0.410974
962.447,0.349221
962.623,0.303626
962.875,0.262828
963.177,0.232282
963.579,0.207154
964.183,0.186275
964.907,0.174408
965.873,0.16959
967.324,0.174718
968.776,0.189076
970.199,0.211907
971.792,0.250049
973.158,0.298044
974.41,0.36157
975.434,0.435662
976.344,0.528058
977.141,0.642025
977.824,0.779084
978.45,0.955854
978.962,1.15866
979.417,1.40884
979.815,1.71259
980.157,2.07233
980.487,2.56023
980.76,3.1334
981.01,3.88481
981.215,4.77178
981.386,5.82747
981.539,7.18178
981.667,8.76688
981.795,10.9732
981.918,13.9108
982.037,17.8565
982.157,23.1963
982.279,30.4559
982.404,40.0613
982.556,54.8558
982.811,85.5626
983.081,117.704
983.227,129.546
983.4,134.901
983.546,131.118
983.707,118.927
983.98,86.9087
984.239,55.7687
984.396,40.6475
984.517,31.4426
984.628,24.8212
984.751,19.2336
984.861,15.5879
984.986,12.5796
985.096,10.7139
985.221,9.2239
985.357,8.17025
985.494,7.56479
985.63,7.33588
985.767,7.48856
985.879,7.95695
986.01,9.03144
986.122,10.5801
986.234,12.9317
986.327,15.695
986.428,19.6945
986.533,25.2429
986.649,33.1705
986.794,45.8789
987.017,70.401
987.277,99.2025
987.432,111.112
987.594,115.913
987.6,115.916
987.735,112.706
987.881,102.785
988.105,79.0234
988.372,48.6848
988.518,35.0761
988.644,25.7725
988.748,19.8619
988.846,15.5253
988.944,12.2356
989.043,9.79044
989.136,8.0806
989.252,6.55852
989.368,5.51876
989.504,4.70754
989.659,4.11196
989.823,3.7125
990.084,3.35679
990.344,3.20373
990.431,3.18509
990.728,3.22365
991.1,3.48537
991.397,3.88908
991.714,4.58017
991.949,5.34955
992.184,6.46614
992.372,7.75514
992.536,9.33955
992.7,11.5824
992.853,14.5543
992.982,18.0314
993.111,22.7067
993.242,29.0244
993.383,37.9592
993.545,51.3532
993.749,72.5421
994.117,114.677
994.287,129.051
994.466,135.915
994.5,136.096
994.675,131.203
994.869,115.947
995.392,57.197
995.564,41.7311
995.705,31.8701
995.83,25.0785
995.967,19.452
996.089,15.7265
996.229,12.5192
996.37,10.1864
996.511,8.46525
996.687,6.8952
996.898,5.56191
997.121,4.56107
997.395,3.68324
997.685,3.01887
998.013,2.47188
998.397,2.01159
998.819,1.64621
999.32,1.33506
999.899,1.07888
1000.58,0.865507
1001.31,0.706051
1002.13,0.576617
1003.13,0.465612
1004.18,0.382729
1005.42,0.314166
1006.94,0.254922
1008.59,0.211026
1010.46,0.176483
1012.81,0.147867
1015.16,0.129614
1017.97,0.117011
1021.1,0.111991
1023.45,0.11448
1025.8,0.123629
1027.73,0.138335
1029.67,0.162919
1031.05,0.191677
1032.24,0.229005
1033.25,0.276215
1034.08,0.333637
1034.75,0.400427
1035.33,0.4859
1035.75,0.574948
1036.09,0.682403
1036.35,0.807465
1036.54,0.945572
1036.68,1.12195
1036.81,1.35698
1036.92,1.6585
1037.01,2.01392
1037.1,2.49963
1037.2,3.15594
1037.29,4.10811
1037.39,5.36977
1037.5,7.19638
1037.63,9.94507
1037.79,14.3017
1038.14,25.2533
1038.31,29.1556
1038.47,30.9074
1038.51,30.9627
1038.67,29.7661
1038.82,26.5471
1039.28,13.2166
1039.41,10.2154
1039.53,8.15856
1039.64,6.64362
1039.74,5.7355
1039.84,5.13226
1039.96,4.76312
1040.04,4.71284
1040.16,4.86989
1040.31,5.41835
1040.46,6.37199
1040.58,7.53854
1040.71,9.14046
1040.83,11.3051
1040.97,14.5975
1041.11,18.8124
1041.26,24.9249
1041.44,34.3368
1041.92,64.7514
1042.09,72.3181
1042.27,75.9062
1042.3,76.0
1042.47,73.4422
1042.66,65.416
1043.2,32.0217
1043.37,23.3895
1043.53,17.4435
1043.66,13.4865
1043.8,10.5086
1043.93,8.359
1044.06,6.68406
1044.2,5.45762
1044.37,4.35756
1044.55,3.57612
1044.75,2.9045
1044.98,2.37204
1045.25,1.9272
1045.55,1.57165
1045.92,1.26053
1046.31,1.02615
1046.79,0.821511
1047.3,0.669063
1047.88,0.546179
1048.55,0.444592
1049.31,0.363195
1050.12,0.302859
1051.0,0.255668
1052.06,0.216042
1053.11,0.188326
1054.49,0.163715
1056.1,0.146463
1057.71,0.138508
1058.25,0.137863
1059.55,0.141742
1060.52,0.153704
1061.13,0.170883
1061.47,0.189382
1061.68,0.207813
1061.89,0.239346
1062.02,0.274237
1062.13,0.317709
1062.24,0.383233
1062.34,0.470449
1062.42,0.579791
1062.51,0.729369
1062.6,0.930752
1062.68,1.19676
1062.78,1.58936
1062.88,2.09665
1063.0,2.88762
1063.14,4.08263
1063.57,8.30191
1063.74,9.49205
1063.9,9.88017
1064.06,9.49158
1064.23,8.302
1064.69,3.8323
1064.83,2.71034
1064.94,2.01884
1065.04,1.49958
1065.14,1.14709
1065.23,0.883624
1065.31,0.700455
1065.4,0.56543
1065.5,0.457313
1065.61,0.37634
1065.72,0.323365
1065.82,0.288612
1065.98,0.257515
1066.2,0.234793
1066.48,0.219797
1066.91,0.21083
1067.05,0.209814
1067.91,0.215298
1068.76,0.234469
1069.61,0.266113
1070.47,0.313863
1071.22,0.375304
1071.86,0.450756
1072.4,0.541744
1072.94,0.667191
1073.4,0.82113
1073.78,1.00384
1074.11,1.22257
1074.4,1.49382
1074.66,1.8263
1074.87,2.21292
1075.08,2.74596
1075.23,3.29787
1075.38,4.0656
1075.52,5.01116
1075.64,6.19084
1075.76,7.79576
1075.87,9.72338
1076.0,12.7166
1076.13,16.6937
1076.27,22.219
1076.42,30.129
1076.7,47.3178
1076.98,64.3533
1077.15,71.1882
1077.3,73.0751
1077.48,70.3534
1077.65,62.7382
1078.18,30.1145
1078.33,22.2163
1078.47,16.7
1078.6,12.7295
1078.73,9.74144
1078.84,7.81725
1078.96,6.21541
1079.08,5.03838
1079.22,4.0955
1079.37,3.33074
1079.55,2.69087
1079.73,2.25308
1079.94,1.871
1080.2,1.54417
1080.49,1.27963
1080.82,1.0688
1081.2,0.89586
1081.63,0.762312
1082.16,0.650409
1082.7,0.578288
1083.28,0.530348
1084.01,0.502222
1084.38,0.499243
1085.24,0.519131
1085.89,0.560641
1086.64,0.645737
1087.29,0.763808
1087.83,0.911508
1088.29,1.09368
1088.67,1.30575
1089.06,1.60329
1089.4,1.98571
1089.7,2.4681
1089.93,2.98168
1090.15,3.6849
1090.34,4.52231
1090.49,5.50328
1090.64,6.88959
1090.78,8.66252
1090.89,10.5944
1091.0,13.0621
1091.11,16.2733
1091.22,20.7354
1091.36,27.5853
1091.5,36.7336
1091.66,50.3166
1092.14,95.5317
1092.33,108.136
1092.5,111.838
1092.64,109.285
1092.79,101.022
1093.04,79.0226
1093.36,48.0765
1093.53,34.7074
1093.67,26.0783
1093.8,19.5904
1093.93,14.9554
1094.05,11.7545
1094.18,9.29798
1094.3,7.49943
1094.44,6.05032
1094.59,4.92207
1094.74,4.0902
1094.93,3.36582
1095.14,2.75889
1095.4,2.2392
1095.72,1.79476
1096.05,1.46148
1096.44,1.18328
1096.87,0.962231
1097.36,0.781415
1097.88,0.643111
1098.53,0.520943
1099.27,0.422907
1100.13,0.343321
1101.05,0.283849
1102.16,0.234029
1103.45,0.194502
1104.8,0.166487
1106.28,0.145913
1107.75,0.1324
1109.6,0.122756
1111.44,0.119551
1113.38,0.123759
1114.83,0.13406
1115.7,0.145941
1116.48,0.163557
1117.04,0.184081
1117.46,0.208129
1117.79,0.237762
1118.04,0.272539
1118.25,0.319352
1118.39,0.369926
1118.51,0.436086
1118.61,0.51728
1118.71,0.634455
1118.8,0.783953
1118.89,0.991021
1118.97,1.23871
1119.04,1.56238
1119.14,2.0588
1119.23,2.70982
1119.33,3.64854
1119.44,4.93916
1119.59,7.00434
1119.81,11.0438
1120.06,15.6018
1120.24,17.8205
1120.4,18.544
1120.56,17.8223
1120.74,15.6076
1121.2,7.23495
1121.35,5.08615
1121.46,3.77511
1121.56,2.83795
1121.65,2.16875
1121.74,1.68449
1121.83,1.31864
1121.92,1.04773
1122.01,0.850556
1122.1,0.709003
1122.19,0.598073
1122.31,0.513741
1122.45,0.449914
1122.63,0.407819
1122.85,0.381023
1123.22,0.370055
1123.62,0.382659
1123.99,0.411851
1124.35,0.46133
1124.68,0.534932
1124.93,0.625001
1125.09,0.706663
1125.24,0.827866
1125.37,0.989266
1125.48,1.18333
1125.57,1.4188
1125.66,1.74544
1125.75,2.19737
1125.84,2.78545
1125.93,3.59188
1126.02,4.65763
1126.11,6.0374
1126.21,7.89329
1126.32,10.7338
1126.45,14.8199
1126.65,22.3744
1126.93,34.0786
1127.12,39.6219
1127.28,41.5335
1127.3,41.5581
1127.46,39.969
1127.64,35.0005
1128.1,16.5585
1128.25,11.8449
1128.36,8.88274
1128.46,6.77392
1128.56,5.14486
1128.65,4.05553
1128.74,3.23919
1128.82,2.63111
1128.93,2.1249
1129.01,1.82169
1129.13,1.55024
1129.25,1.38211
1129.42,1.24685
1129.64,1.18543
1129.73,1.17907
1129.92,1.19229
1130.31,1.29573
1130.7,1.49307
1131.03,1.76012
1131.37,2.14961
1131.65,2.63888
1131.87,3.19248
1132.09,3.94174
1132.27,4.84216
1132.41,5.85277
1132.55,7.26038
1132.67,8.87429
1132.79,11.0499
1132.91,14.1489
1133.04,18.3386
1133.15,23.4451
1133.28,30.8614
1133.43,41.8536
1133.64,60.2255
1134.02,98.8173
1134.19,111.021
1134.37,116.924
1134.4,117.013
1134.58,112.573
1134.76,100.278
1135.3,47.3141
1135.47,34.1832
1135.6,25.7186
1135.73,19.7314
1135.85,15.1805
1135.98,11.7967
1136.1,9.38938
1136.22,7.60942
1136.36,6.10878
1136.5,4.97006
1136.68,4.00716
1136.88,3.26496
1137.09,2.68671
1137.34,2.20001
1137.61,1.8201
1137.93,1.4872
1138.31,1.19966
1138.73,0.977634
1139.22,0.78986
1139.73,0.646774
1140.33,0.528538
1141.05,0.425638
1141.88,0.343568
1142.73,0.284356
1143.77,0.232536
1144.98,0.190415
1146.43,0.156195
1147.97,0.131622
1149.75,0.112523
1151.83,0.0981439
1153.61,0.0901877
1155.98,0.0840447
1158.47,0.0818455
1161.13,0.0838906
1163.8,0.0909676
1165.85,0.101079
1167.89,0.116851
1169.25,0.132605
1170.84,0.159683
1172.03,0.189973
1173.05,0.227651
1173.9,0.27353
1174.58,0.328091
1175.03,0.382661
1175.3,0.434618
1175.47,0.482651
1175.63,0.557709
1175.77,0.657955
1175.9,0.795785
1175.99,0.949278
1176.09,1.15834
1176.18,1.4387
1176.28,1.8072
1176.39,2.38816
1176.51,3.16853
1176.66,4.3684
1176.87,6.63594
1177.15,9.56726
1177.34,10.9509
1177.51,11.3991
1177.68,10.9681
1177.85,9.77705
1178.32,5.09253
1178.46,3.92781
1178.59,3.1437
1178.7,2.61568
1178.83,2.21659
1178.93,2.03085
1179.06,1.90252
1179.16,1.87633
1179.32,1.93191
1179.52,2.12243
1179.73,2.44808
1179.95,2.9789
1180.14,3.62855
1180.31,4.45977
1180.44,5.40546
1180.57,6.72362
1180.7,8.49795
1180.81,10.5045
1180.92,13.144
1181.03,16.5797
1181.14,21.228
1181.27,28.2252
1181.42,38.4923
1181.61,54.2913
1181.99,91.3759
1182.19,105.604
1182.37,110.903
1182.4,111.019
1182.57,107.197
1182.78,94.0333
1183.3,44.6998
1183.46,32.4676
1183.59,24.6862
1183.72,18.5131
1183.84,14.3052
1183.96,11.074
1184.08,8.69265
1184.2,6.95031
1184.34,5.55402
1184.47,4.5529
1184.63,3.69695
1184.81,3.04189
1185.02,2.48497
1185.25,2.05184
1185.51,1.68435
1185.84,1.36911
1186.19,1.12457
1186.59,0.921563
1187.06,0.752923
1187.61,0.614257
1188.25,0.502123
1188.95,0.418706
1189.76,0.353157
1190.56,0.308563
1191.49,0.274533
1192.87,0.24658
1194.26,0.238413
1195.78,0.248996
1196.79,0.26848
1197.8,0.301134
1198.84,0.354521
1199.65,0.416989
1200.32,0.491405
1200.99,0.597617
1201.52,0.718444
1202.0,0.867981
1202.41,1.04921
1202.83,1.30486
1203.19,1.61999
1203.5,2.01701
1203.76,2.48985
1203.97,3.04722
1204.14,3.6762
1204.29,4.42249
1204.44,5.45885
1204.58,6.76033
1204.71,8.56764
1204.83,10.7595
1204.95,13.6778
1205.08,17.9473
1205.2,23.2668
1205.35,31.0228
1205.52,42.7955
1206.0,81.441
1206.17,91.9473
1206.34,97.3691
1206.4,97.7234
1206.57,94.5357
1206.75,85.5158
1207.05,61.6305
1207.32,39.5988
1207.49,28.9857
1207.63,21.4795
1207.77,16.2591
1207.9,12.4242
1208.02,9.82157
1208.14,7.79092
1208.28,6.2095
1208.41,5.06736
1208.56,4.15171
1208.73,3.39683
1208.91,2.83788
1209.13,2.35325
1209.36,1.96424
1209.67,1.60978
1209.97,1.35577
1210.34,1.13142
1210.79,0.943268
1211.31,0.794725
1211.9,0.68485
1212.35,0.631401
1212.94,0.58937
1213.54,0.57674
1214.2,0.60029
1214.64,0.647612
1214.97,0.714391
1215.19,0.79037
1215.35,0.877919
1215.5,1.0049
1215.62,1.16898
1215.75,1.41908
1215.84,1.71163
1215.94,2.12018
1216.04,2.68373
1216.14,3.4476
1216.24,4.46076
1216.35,5.958
1216.46,7.88687
1216.6,11.0251
1216.77,15.8159
1217.13,26.7527
1217.31,30.6715
1217.48,32.2026
1217.5,32.2165
1217.67,30.9759
1217.86,27.0004
1218.33,13.3996
1218.47,9.83048
1218.59,7.54183
1218.71,5.75503
1218.81,4.60708
1218.91,3.76154
1219.02,3.16397
1219.13,2.7107
1219.24,2.47951
1219.37,2.33268
1219.46,2.30974
1219.64,2.39153
1219.85,2.64121
1220.05,3.05129
1220.26,3.66694
1220.43,4.40853
1220.6,5.46091
1220.76,6.85839
1220.9,8.54655
1221.04,10.8005
1221.18,13.9107
1221.34,18.1175
1221.53,25.005
1221.85,39.1498
1222.14,51.0112
1222.35,56.6294
1222.5,57.9207
1222.7,55.6129
1222.93,48.6742
1223.47,24.7547
1223.66,18.1597
1223.81,13.917
1223.95,10.8928
1224.11,8.39956
1224.26,6.57463
1224.4,5.37616
1224.54,4.39884
1224.72,3.5492
1224.9,2.94958
1225.11,2.41777
1225.36,1.96322
1225.65,1.60692
1225.95,1.3257
1226.31,1.08778
1226.71,0.893695
1227.2,0.727472
1227.71,0.602371
1228.34,0.491037
1229.09,0.400865
1229.9,0.333167
1230.79,0.281336
1231.91,0.237763
1233.08,0.209521
1234.48,0.191848
1235.42,0.188529
1236.33,0.192497
1237.24,0.205572
1237.92,0.224142
1238.6,0.25497
1239.2,0.298851
1239.72,0.357837
1240.09,0.420678
1240.43,0.505693
1240.72,0.612938
1240.97,0.745619
1241.15,0.888104
1241.31,1.0767
1241.44,1.29518
1241.56,1.58685
1241.67,1.95696
1241.79,2.47406
1241.88,3.10347
1241.98,3.9446
1242.08,5.05551
1242.19,6.6643
1242.29,8.75859
1242.41,11.5863
1242.55,15.8609
1242.74,23.2218
1243.11,39.3405
1243.31,45.6109
1243.48,47.7034
1243.5,47.723
1243.66,46.2562
1243.85,41.0203
1244.15,28.3575
1244.39,18.2196
1244.54,13.0023
1244.67,9.50554
1244.78,7.19324
1244.89,5.46254
1244.99,4.26031
1245.08,3.37251
1245.18,2.67976
1245.28,2.16416
1245.39,1.72837
1245.51,1.41949
1245.63,1.18436
1245.75,1.01545
1245.92,0.855852
1246.12,0.719829
1246.39,0.600739
1246.69,0.515115
1247.05,0.446278
1247.42,0.404662
1247.81,0.381455
1248.2,0.376229
1248.58,0.387706
1248.95,0.418409
1249.32,0.476838
1249.6,0.550784
1249.81,0.640062
1249.98,0.741878
1250.12,0.873788
1250.24,1.03996
1250.36,1.27093
1250.46,1.56078
1250.56,1.96937
1250.65,2.44944
1250.74,3.088
1250.83,3.99958
1250.92,5.21337
1251.02,6.78968
1251.12,9.04309
1251.24,12.3198
1251.37,16.8534
1251.55,24.214
1251.92,42.0389
1252.11,48.4378
1252.29,50.6957
1252.3,50.7065
1252.46,49.0422
1252.64,43.6927
1252.92,30.8976
1253.16,19.6367
1253.31,13.7967
1253.43,10.1881
1253.54,7.59475
1253.64,5.75943
1253.73,4.40893
1253.83,3.39177
1253.92,2.62776
1254.01,2.06132
1254.1,1.66734
1254.2,1.33182
1254.3,1.09241
1254.42,0.899129
1254.56,0.743083
1254.7,0.63076
1254.9,0.521218
1255.15,0.432939
1255.45,0.359581
1255.83,0.295147
1256.21,0.250779
1256.74,0.209204
1257.37,0.176258
1258.13,0.150383
1259.09,0.130314
1260.29,0.115817
1261.73,0.10657
1263.49,0.103432
1265.54,0.107815
1267.08,0.116808
1268.79,0.134269
1270.21,0.158056
1271.41,0.188044
1272.43,0.226074
1273.31,0.273176
1274.12,0.335315
1274.76,0.405411
1275.37,0.498221
1275.88,0.608877
1276.32,0.740326
1276.75,0.922019
1277.11,1.13621
1277.43,1.40818
1277.7,1.72144
1277.92,2.08323
1278.1,2.49517
1278.29,3.06442
1278.45,3.78433
1278.61,4.75131
1278.74,5.82743
1278.86,7.25713
1279.0,9.20701
1279.14,11.9678
1279.29,15.824
1279.45,21.2573
1279.68,30.7317
1280.1,49.6716
1280.3,55.7319
1280.5,57.9776
1280.66,56.4372
1280.85,51.4921
1281.15,38.7398
1281.47,24.3185
1281.64,17.9528
1281.8,13.4675
1281.95,10.2817
1282.07,8.27422
1282.2,6.65006
1282.33,5.44202
1282.45,4.58121
1282.6,3.87846
1282.74,3.45235
1282.89,3.28162
1282.91,3.2787
1283.02,3.35418
1283.13,3.60484
1283.24,4.05649
1283.35,4.73536
1283.48,5.8361
1283.64,7.69137
1283.89,11.484
1284.16,15.4465
1284.34,17.1596
1284.49,17.6387
1284.66,17.029
1284.83,15.2122
1285.12,10.8122
1285.36,6.96989
1285.51,4.98445
1285.64,3.70453
1285.75,2.8067
1285.86,2.14841
1285.95,1.72633
1286.05,1.37098
1286.15,1.11039
1286.25,0.921607
1286.37,0.763368
1286.5,0.651178
1286.67,0.555958
1286.83,0.494369
1287.1,0.429837
1287.5,0.367197
1288.04,0.311381
1288.76,0.261509
1289.54,0.224556
1290.45,0.195404
1291.37,0.175571
1292.88,0.155535
1294.4,0.146172
1295.42,0.144495
1297.0,0.148431
1298.58,0.161216
1300.02,0.183208
1301.17,0.211555
1302.13,0.246701
1302.92,0.287992
1303.68,0.343499
1304.33,0.410666
1304.94,0.500728
1305.44,0.605742
1305.9,0.739068
1306.32,0.913479
1306.68,1.12698
1306.98,1.38374
1307.23,1.67305
1307.46,2.05912
1307.63,2.45601
1307.79,3.01396
1307.93,3.64199
1308.05,4.45285
1308.18,5.57465
1308.29,6.95469
1308.41,8.8861
1308.52,11.3881
1308.65,15.0396
1308.78,20.0021
1308.91,26.5908
1309.08,37.0183
1309.38,59.6056
1309.65,78.7918
1309.83,87.7033
1310.0,90.5903
1310.18,87.2179
1310.39,76.3038
1310.91,37.4069
1311.07,27.2446
1311.21,20.4227
1311.34,15.3697
1311.45,12.0987
1311.57,9.26167
1311.69,7.20344
1311.8,5.82463
1311.92,4.68735
1312.03,3.88291
1312.18,3.15422
1312.32,2.63379
1312.51,2.15455
1312.72,1.77071
1312.98,1.44988
1313.25,1.21528
1313.61,0.99088
1314.03,0.811403
1314.45,0.686555
1314.95,0.58202
1315.55,0.498392
1316.28,0.434949
1317.19,0.391898
1318.28,0.376029
1319.23,0.388022
1320.17,0.424742
1320.88,0.472661
1321.71,0.560026
1322.39,0.670798
1322.97,0.807645
1323.5,0.992704
1323.93,1.20767
1324.3,1.46652
1324.64,1.80024
1324.91,2.18245
1325.17,2.67687
1325.38,3.25726
1325.56,3.91822
1325.76,4.89536
1325.92,6.08956
1326.09,7.72522
1326.26,9.91282
1326.42,12.7201
1326.6,16.6969
1326.81,22.6829
1327.36,41.3573
1327.57,46.3692
1327.8,48.4428
1327.8,48.4437
1328.01,46.7116
1328.25,40.9898
1328.84,21.1402
1329.05,15.6181
1329.23,11.7719
1329.39,9.21874
1329.56,7.29925
1329.72,5.81995
1329.91,4.662
1330.09,3.83742
1330.3,3.18457
1330.55,2.62149
1330.81,2.23832
1331.13,1.92349
1331.49,1.71347
1331.84,1.62303
1331.92,1.61863
1332.21,1.65552
1332.44,1.76405
1332.67,1.99049
1332.83,2.25661
1332.94,2.55665
1333.08,3.0743
1333.19,3.72878
1333.3,4.60914
1333.41,5.81984
1333.52,7.4703
1333.63,9.67504
1333.74,12.7185
1333.86,16.6517
1333.99,22.43
1334.16,31.2942
1334.62,59.5881
1334.81,68.0374
1335.0,70.8444
1335.19,67.9892
1335.38,59.4956
1335.9,28.2156
1336.05,20.3144
1336.18,15.1448
1336.3,11.4691
1336.41,8.69723
1336.51,6.78123
1336.61,5.23765
1336.72,4.1556
1336.82,3.34948
1336.93,2.67987
1337.05,2.20282
1337.19,1.79818
1337.33,1.51834
1337.49,1.29293
1337.69,1.09566
1337.97,0.907678
1338.3,0.75615
1338.72,0.630068
1339.13,0.545118
1339.67,0.467671
1340.22,0.41568
1341.03,0.366146
1341.84,0.338379
1342.92,0.32527
1344.14,0.337201
1344.94,0.361607
1345.76,0.40295
1346.61,0.472821
1347.29,0.557001
1347.85,0.657665
1348.39,0.796711
1348.9,0.984109
1349.33,1.21845
1349.65,1.46641
1349.98,1.81454
1350.26,2.25305
1350.5,2.79503
1350.69,3.37182
1350.88,4.19408
1351.03,5.14435
1351.2,6.5495
1351.35,8.23952
1351.5,10.4843
1351.67,13.8148
1351.85,18.5913
1352.07,25.9415
1352.58,45.2039
1352.8,51.0003
1353.0,52.8404
1353.22,50.7213
1353.45,44.3419
1354.03,22.4432
1354.23,16.4447
1354.39,12.5998
1354.54,9.86772
1354.7,7.62219
1354.86,5.98344
1355.01,4.91011
1355.16,4.0371
1355.35,3.28071
1355.54,2.74956
1355.76,2.28239
1356.03,1.88983
1356.34,1.58557
1356.68,1.36296
1357.02,1.23932
1357.19,1.22065
1357.36,1.24743
1357.54,1.35023
1357.66,1.49686
1357.78,1.73811
1357.88,2.05846
1357.99,2.51596
1358.09,3.14959
1358.2,4.00041
1358.32,5.2885
1358.44,6.95456
1358.59,9.61767
1358.81,14.5049
1359.14,21.8337
1359.33,24.651
1359.5,25.5233
1359.68,24.5378
1359.87,21.5448
1360.38,10.0659
1360.54,7.09064
1360.67,5.24631
1360.79,3.91981
1360.9,2.98972
1361.0,2.35496
1361.09,1.87737
1361.19,1.52502
1361.3,1.24579
1361.41,1.05327
1361.54,0.89966
1361.65,0.816592
1361.82,0.739758
1362.09,0.68041
1362.31,0.664462
1362.72,0.675893
1363.13,0.730888
1363.53,0.837283
1363.84,0.966599
1364.13,1.15351
1364.36,1.38369
1364.55,1.65628
1364.72,2.01894
1364.87,2.47759
1365.0,3.06433
1365.12,3.78425
1365.24,4.7593
1365.36,6.1316
1365.48,7.96715
1365.61,10.42
1365.75,13.8912
1365.92,19.264
1366.16,29.1175
1366.49,42.6453
1366.68,48.6246
1366.88,51.0882
1366.9,51.1122
1367.09,49.187
1367.3,42.9712
1367.84,20.9335
1368.01,15.2169
1368.15,11.3941
1368.28,8.5724
1368.39,6.75114
1368.52,5.17558
1368.64,4.03523
1368.75,3.27236
1368.87,2.64354
1369.01,2.13613
1369.15,1.77235
1369.32,1.44962
1369.53,1.18243
1369.74,0.993763
1370.0,0.823792
1370.32,0.674634
1370.69,0.553366
1371.12,0.45368
1371.59,0.376899
1372.19,0.307458
1372.89,0.252063
1373.71,0.208136
1374.66,0.173012
1375.68,0.146855
1377.01,0.123696
1378.35,0.10804
1379.97,0.0952256
1382.14,0.0851301
1383.77,0.0814472
1384.86,0.0807725
1386.51,0.0831589
1387.76,0.0889882
1388.7,0.0975739
1389.5,0.109774
1390.16,0.126201
1390.7,0.14714
1391.11,0.170752
1391.44,0.197786
1391.74,0.233546
1391.97,0.273041
1392.15,0.318524
1392.31,0.376675
1392.46,0.457101
1392.58,0.559039
1392.69,0.685592
1392.78,0.831298
1392.87,1.02743
1392.96,1.282
1393.05,1.62983
1393.13,2.08841
1393.22,2.68486
1393.32,3.5324
1393.42,4.58756
1393.52,6.03438
1393.65,8.24744
1393.8,11.6928
1394.08,19.089
1394.35,26.1193
1394.53,29.2557
1394.7,30.314
1394.88,29.1471
1395.07,25.7402
1395.39,17.0115
1395.61,11.2456
1395.77,7.96805
1395.9,5.78403
1396.01,4.31678
1396.11,3.25802
1396.21,2.44642
1396.3,1.89122
1396.39,1.46994
1396.48,1.15443
1396.58,0.920434
1396.67,0.747853
1396.78,0.602972
1396.88,0.500801
1397.01,0.418954
1397.15,0.35341
1397.31,0.302129
1397.54,0.254435
1397.84,0.21158
1398.21,0.177681
1398.66,0.150332
1399.17,0.129902
1399.88,0.111891
1400.7,0.0996232
1401.72,0.0909523
1402.94,0.0859263
1404.3,0.0843662
1406.63,0.0876658
1408.97,0.0971163
1410.72,0.108779
1412.77,0.129215
1414.52,0.15569
1416.05,0.190042
1417.29,0.230292
1418.31,0.276866
1419.34,0.342898
1420.14,0.416603
1420.9,0.516621
1421.53,0.632296
1422.04,0.765737
1422.52,0.945773
1422.89,1.13699
1423.19,1.35856
1423.46,1.6371
1423.68,1.96294
1423.86,2.33568
1424.01,2.79555
1424.16,3.44953
1424.31,4.3417
1424.44,5.46388
1424.56,6.89523
1424.7,8.9096
1424.83,11.541
1424.98,15.424
1425.17,21.5483
1425.67,41.5585
1425.89,47.8792
1426.08,50.461
1426.13,50.5504
1426.34,48.3925
1426.61,41.264
1426.94,31.2269
1427.08,28.0421
1427.23,26.4212
1427.29,26.3071
1427.39,26.8618
1427.51,28.8457
1427.65,32.8364
1427.83,40.2341
1428.12,57.0949
1428.43,74.7871
1428.65,82.8079
1428.8,84.3586
1428.95,82.3823
1429.13,76.2773
1429.41,60.0906
1429.78,36.5102
1429.97,26.4022
1430.12,20.1003
1430.26,15.5995
1430.41,11.9825
1430.55,9.29832
1430.69,7.4562
1430.84,5.90724
1431.0,4.79875
1431.16,3.94674
1431.37,3.19364
1431.58,2.65935
1431.83,2.18501
1432.12,1.79936
1432.46,1.47614
1432.86,1.20317
1433.32,0.982519
1433.86,0.797433
1434.47,0.652974
1435.16,0.537789
1435.99,0.443419
1436.82,0.379508
1437.75,0.331616
1438.89,0.296777
1440.03,0.281928
1440.41,0.28107
1441.64,0.293657
1442.45,0.318492
1443.27,0.363109
1443.96,0.425294
1444.52,0.503385
1444.99,0.59939
1445.41,0.725101
1445.76,0.876398
1446.05,1.05584
1446.32,1.2935
1446.53,1.56296
1446.72,1.91409
