71-Lu-176(n,&gamma;) ENDF/B-VII.1
71.0008,110.601
71.0298,92.2928
71.0637,77.9337
71.0928,70.4124
71.1218,66.5785
71.1458,65.9528
71.1698,67.6091
71.2054,74.553
71.2338,84.4945
71.2622,98.9847
71.2941,121.383
71.3308,156.228
71.3738,209.208
71.511,415.395
71.5604,462.736
71.5993,474.68
71.6396,460.801
71.6865,414.34
71.7632,297.483
71.8299,193.829
71.8726,140.003
71.906,106.649
71.9393,80.7394
71.9715,61.9428
71.9993,49.6917
72.0302,39.519
72.0636,31.5984
72.0982,25.7812
72.1328,21.6349
72.176,17.983
72.2304,14.8629
72.2923,12.453
72.3664,10.4516
72.4653,8.63042
72.5766,7.24316
72.7187,6.05489
72.8732,5.20272
73.0587,4.54431
73.2876,4.07697
73.4981,3.88151
73.6034,3.85536
73.8122,3.94412
74.021,4.24693
74.2116,4.78545
74.3659,5.50426
74.4944,6.41157
74.6198,7.73618
74.7162,9.23851
74.7965,11.0177
74.8724,13.4232
74.927,15.8767
74.9817,19.354
75.0266,23.5015
75.0652,28.5751
75.0999,35.0068
75.1333,43.6822
75.1655,55.3005
75.1944,69.4965
75.2233,88.2982
75.2523,112.818
75.2838,147.272
75.321,199.895
75.3635,275.869
75.4406,446.019
75.51,593.534
75.5542,656.505
75.5995,679.902
75.6391,662.151
75.6848,601.324
75.7556,453.51
75.8314,285.242
75.8764,203.473
75.9111,153.437
75.9448,115.495
75.9767,88.2757
76.0056,69.5363
76.0371,54.3049
76.0692,43.0065
76.1014,34.8401
76.1322,29.1029
76.1682,24.2147
76.2132,19.9088
76.2582,16.8702
76.3122,14.2505
76.3797,11.939
76.4607,10.0194
76.5513,8.54743
76.6542,7.4215
76.7827,6.54013
76.9263,6.02721
77.0485,5.8977
77.1865,6.07877
77.3246,6.68307
77.4166,7.42514
77.5086,8.60038
77.5853,10.1292
77.6466,11.9848
77.6988,14.3479
77.7448,17.4794
77.7816,21.149
77.8166,26.1233
77.8497,32.7899
77.8792,40.9306
77.9086,51.827
77.9368,65.5234
77.9663,83.916
78.0006,111.491
78.0387,150.327
78.089,214.209
78.2018,372.787
78.2519,420.446
78.2999,436.686
78.3471,420.624
78.3982,371.982
78.5393,176.297
78.5834,126.45
78.619,94.795
78.6534,71.1872
78.684,55.1775
78.7135,43.5389
78.7429,34.8198
78.7761,27.6777
78.8073,22.8411
78.846,18.6493
78.8902,15.4525
78.9343,13.3271
78.9936,11.5069
79.046,10.5541
79.0983,10.0883
79.1245,10.0408
79.1768,10.4024
79.2204,11.3434
79.2531,12.6067
79.2913,14.9315
79.324,17.893
79.3581,22.2
79.3925,28.0412
79.4338,37.2509
79.4866,52.352
79.5899,86.055
79.6403,98.4143
79.6908,103.896
79.6996,104.007
79.7408,101.111
79.7872,91.8001
79.8641,67.7274
79.9386,43.4699
79.9845,31.4089
80.0212,23.872
80.0556,18.4498
80.0901,14.4083
80.121,11.7332
80.1555,9.5857
80.1899,8.07893
80.23,6.8805
80.2759,5.98708
80.3344,5.27817
80.405,4.76683
80.5226,4.31456
80.6637,4.09484
80.7325,4.06508
80.9069,4.15448
81.0812,4.45567
81.2647,5.03053
81.4176,5.78807
81.5705,6.94081
81.6882,8.2628
81.789,9.89283
81.8757,11.8952
81.9483,14.2781
82.0089,17.0869
82.0613,20.5405
82.1084,24.9913
82.1507,30.7923
82.1837,37.1233
82.2173,45.9891
82.2509,58.2552
82.2811,73.2169
82.3127,93.9874
82.345,121.926
82.3813,163.021
82.4217,222.035
82.4687,308.304
82.5924,570.61
82.6473,652.869
82.6989,681.25
82.6999,681.256
82.7516,653.36
82.8076,569.594
82.9447,281.689
82.9904,203.063
83.0281,151.891
83.0604,117.569
83.0926,91.0516
83.1249,71.0617
83.1572,56.2624
83.1895,45.4257
83.2217,37.5171
83.2621,30.5268
83.3044,25.5007
83.3589,21.188
83.4194,18.0737
83.4879,15.7885
83.5724,14.0805
83.6683,13.227
83.691,13.193
83.7667,13.6867
83.8244,14.9256
83.8821,17.2231
83.9421,20.9578
84.0281,28.3699
84.1186,36.2385
84.1828,39.4839
84.2163,39.9558
84.2769,38.6971
84.4308,30.2158
84.4885,28.3563
84.5189,28.061
84.5751,28.8631
84.6425,32.1891
84.6972,36.9914
84.7462,43.3663
84.7952,52.5932
84.8393,64.6295
84.874,77.8121
84.9112,97.2345
84.9447,121.146
84.9807,155.952
85.0154,201.084
85.0502,260.114
85.0878,342.163
85.1325,465.414
85.1999,696.477
85.2908,1021.49
85.3497,1165.41
85.3996,1207.42
85.4423,1176.36
85.4893,1077.15
85.5588,847.485
85.6473,527.868
85.6981,376.275
85.7391,280.216
85.7746,215.283
85.8094,166.527
85.8441,129.789
85.8788,102.527
85.9161,81.2253
85.9491,67.3124
85.9921,54.1602
86.0418,43.5961
86.0914,36.1485
86.1526,29.5956
86.222,24.3171
86.3031,19.9274
86.3924,16.4607
86.5082,13.2901
86.6405,10.7943
86.7894,8.86789
86.963,7.35016
87.1271,6.38067
87.3127,5.65088
87.5447,5.13754
87.7564,4.98856
87.9325,5.10526
88.1086,5.50156
88.2749,6.25907
88.3972,7.20422
88.495,8.35555
88.5806,9.83987
88.6506,11.6054
88.706,13.5993
88.7615,16.4923
88.8039,19.713
88.8449,24.1897
88.8815,29.8781
88.9134,36.7689
88.9473,46.7874
88.98,59.9114
89.0126,77.4212
89.0452,100.285
89.0817,133.267
89.1254,183.762
89.1815,264.66
89.2904,436.092
89.3426,494.472
89.3943,518.294
89.3995,518.508
89.4501,499.585
89.507,438.7
89.6544,210.415
89.702,150.282
89.7392,113.161
89.7757,84.8422
89.807,66.2508
89.8409,51.0244
89.8722,40.5921
89.9074,32.0147
89.9427,25.8865
89.9792,21.3443
90.0157,18.0677
90.0679,14.8036
90.1272,12.32
90.1977,10.3371
90.2857,8.69038
90.3914,7.41475
90.5023,6.57047
90.6132,6.05573
90.7795,5.71469
90.8349,5.69549
90.9965,5.89218
91.158,6.51008
91.2998,7.53099
91.4179,8.91678
91.5124,10.5966
91.5967,12.8141
91.6575,15.109
91.7182,18.4037
91.7682,22.3776
91.8107,27.2563
91.8485,33.4007
91.8816,40.8312
91.9154,51.1953
91.9491,65.3746
91.9828,84.5787
92.0166,110.138
92.049,141.858
92.0882,190.865
92.1327,261.454
92.2002,393.187
92.292,577.399
92.3471,653.251
92.3999,679.156
92.4518,653.544
92.508,576.115
92.6592,274.871
92.7078,195.896
92.7456,147.337
92.778,114.446
92.8138,86.433
92.8475,66.6785
92.8779,53.3198
92.9117,42.2631
92.9467,33.9126
92.9832,27.6609
93.0237,22.6933
93.0683,18.8117
93.1155,15.8514
93.183,12.8759
93.2505,10.7877
93.3315,8.98341
93.4327,7.39144
93.534,6.26299
93.669,5.21109
93.831,4.38018
94.0153,3.79872
94.1632,3.53171
94.3604,3.41183
94.5272,3.54639
94.6524,3.85334
94.7656,4.38924
94.8371,4.95047
94.8908,5.57082
94.9444,6.48261
94.9903,7.65041
95.0308,9.16861
95.0663,11.0727
95.1018,13.7617
95.1322,16.9285
95.1637,21.3361
95.1959,27.313
95.2317,36.122
95.2663,47.182
95.3092,64.7339
95.3616,91.709
95.4856,164.483
95.5356,186.156
95.5905,196.897
95.5996,197.127
95.6458,191.323
95.7049,168.903
95.802,112.623
95.8688,75.0314
95.9147,54.1469
95.9522,40.6683
95.9844,31.5916
96.0184,24.1955
96.0506,18.919
96.0827,14.9851
96.1149,12.0858
96.1462,10.0098
96.1838,8.21328
96.2276,6.76762
96.2776,5.65466
96.336,4.78474
96.3986,4.14749
96.4821,3.56754
96.5655,3.17116
96.7055,2.74693
96.8754,2.47249
97.0453,2.36259
97.1019,2.35445
97.3041,2.43218
97.5063,2.69647
97.6411,3.0154
97.7733,3.4981
97.8834,4.1005
97.9715,4.79032
98.0565,5.73831
98.1321,6.97291
98.195,8.50035
98.2454,10.2977
98.2907,12.6565
98.331,15.6962
98.3675,19.6138
98.4015,24.6866
98.4355,31.6433
98.4694,41.0815
98.4997,52.0878
98.5337,68.0093
98.5721,91.1541
98.6161,124.902
98.6797,185.602
98.7892,297.444
98.8406,334.254
98.8962,350.297
98.8997,350.353
98.9438,341.237
98.9932,311.465
99.0712,236.974
99.1581,147.571
99.2072,105.758
99.2487,77.6717
99.2865,57.9053
99.3211,44.0823
99.3545,34.0178
99.3885,26.3944
99.4225,20.8142
99.4564,16.7508
99.4904,13.784
99.5257,11.5258
99.5697,9.49663
99.6176,7.93949
99.6805,6.50896
99.7561,5.33089
99.8442,4.38024
99.9386,3.66177
100.052,3.04989
100.172,2.59039
100.329,2.16715
100.518,1.8263
100.738,1.56609
100.99,1.3777
101.242,1.26338
101.619,1.18436
101.828,1.17585
101.943,1.17739
102.0,1.17871
102.0,52.3114
121.0,47.2697
140.0,43.3209
167.374,38.951
170.0,38.5318
200.0,34.9006
239.106,31.3989
250.0,30.4234
298.883,27.2353
300.0,27.1624
350.0,24.6586
400.0,22.6628
478.212,20.3114
500.0,19.6563
597.765,17.5268
600.0,17.4781
700.0,15.8134
800.0,14.492
956.424,12.9436
1000.0,12.5123
1195.53,11.1192
1200.0,11.0873
1400.0,10.0047
1673.74,8.8922
1700.0,8.78549
2000.0,7.87764
2391.06,7.02008
2500.0,6.78119
2988.82,6.01846
3000.0,6.00102
3500.0,5.41423
4000.0,4.9551
4782.12,4.42695
5000.0,4.27982
5977.65,3.81517
6000.0,3.80455
7000.0,3.45033
8000.0,3.17526
10000.0,2.77405
10000.0,2.77379
13117.8,2.33481
17160.7,1.96501
21025.5,1.73678
27386.1,1.51157
36632.1,1.31784
52331.8,1.12648
63676.8,1.03302
90000.0,0.912341
134158.0,0.809752
223607.0,0.695193
361348.0,0.574594
461576.0,0.499632
560047.0,0.412194
650000.0,0.351001
824264.0,0.293512
1020460.0,0.243069
1163080.0,0.201652
1386730.0,0.151583
1637590.0,0.109457
1852380.0,0.083417
2081980.0,0.0633331
2262000.0,0.0514534
2470000.0,0.0412295
2695920.0,0.0323784
2933310.0,0.0255775
3210940.0,0.0194801
3447470.0,0.0156744
3716980.0,0.0124285
4019090.0,0.00978389
4347480.0,0.00768183
4699500.0,0.00605453
5000000.0,0.00500001
5464840.0,0.00402526
6000000.0,0.00320001
7000000.0,0.00258341
1.0E7,0.00241321
1.5E7,0.0032508
2.0E7,0.00423279

