48-Cd-114(n,&gamma;) ENDF/B-VII.1
114.867,0.62696
115.421,0.78159
115.92,0.976645
116.363,1.21903
116.751,1.51514
117.083,1.86665
117.388,2.31058
117.665,2.86951
117.907,3.54701
118.122,4.37565
118.293,5.27196
118.475,6.57245
118.62,8.00921
118.762,9.94561
118.884,12.2568
118.987,15.0188
119.077,18.38
119.147,21.9893
119.216,27.1133
119.275,33.4554
119.327,41.5137
119.374,51.7872
119.419,65.7464
119.459,82.8255
119.5,105.711
119.54,136.051
119.582,176.433
119.623,228.83
119.67,304.574
119.726,417.965
119.792,587.798
119.98,1144.87
120.055,1297.67
120.129,1352.76
120.13,1352.76
120.195,1309.2
120.268,1170.03
120.386,829.843
120.486,536.846
120.548,386.104
120.601,284.516
120.649,211.484
120.692,161.547
120.734,124.427
120.775,96.3286
120.817,75.3617
120.861,59.1983
120.904,47.4612
120.948,38.9022
120.991,32.5881
121.044,27.0173
121.113,21.8799
121.183,18.2663
121.273,14.9066
121.376,12.1506
121.498,9.84761
121.64,7.92066
121.806,6.32159
121.993,5.04965
122.187,4.10171
122.408,3.31419
122.65,2.68834
122.914,2.19128
123.204,1.7875
123.564,1.42585
123.952,1.14753
124.409,0.91275
124.894,0.734305
125.448,0.587845
126.057,0.472502
126.77,0.375754
127.498,0.305018
128.328,0.246046
129.284,0.198015
130.239,0.162228
131.382,0.130892
132.742,0.104422
134.21,0.0840008
135.842,0.0678742
137.908,0.0535571
139.649,0.0447908
141.824,0.0367533
144.435,0.0297499
147.48,0.0241172
150.526,0.0201907
154.007,0.0168713
157.488,0.0144718
161.838,0.0123306
167.059,0.0105173
172.281,0.0093502
177.502,0.00845653
184.463,0.00772776
195.943,0.00725969
201.683,0.00741564
207.423,0.00794833
210.867,0.00874612
213.163,0.00967902
214.886,0.0106918
216.608,0.012348
218.043,0.0145685
219.191,0.0172295
220.052,0.0202289
220.913,0.0246349
221.634,0.0300769
222.241,0.0368438
222.766,0.0453184
223.182,0.0548046
223.584,0.0677189
223.904,0.0821192
224.223,0.102315
224.493,0.126468
224.717,0.154438
224.918,0.189187
225.109,0.235905
225.265,0.289518
225.402,0.357026
225.493,0.420472
225.585,0.5107
225.648,0.601099
225.712,0.728893
225.768,0.888464
225.816,1.07807
225.868,1.35882
225.916,1.72144
225.964,2.21639
226.012,2.88688
226.06,3.78479
226.105,4.90612
226.157,6.54946
226.208,8.6764
226.261,11.43
226.324,15.6612
226.401,22.0605
226.502,32.3475
226.69,53.0968
226.789,60.9954
226.885,64.3331
226.9,64.3898
226.991,62.048
227.083,55.5781
227.229,40.1255
227.37,24.815
227.452,17.4699
227.521,12.5335
227.581,9.22791
227.637,6.81393
227.688,5.11334
227.734,3.94887
227.779,3.05215
227.827,2.34159
227.875,1.81539
227.923,1.42898
227.971,1.14635
228.026,0.914736
228.084,0.742538
228.146,0.615079
228.218,0.511484
228.3,0.429014
228.407,0.354087
228.544,0.287893
228.704,0.233803
228.891,0.188976
229.111,0.151961
229.33,0.125407
229.618,0.100483
229.942,0.0808466
230.298,0.0656683
230.714,0.0532288
231.162,0.0437858
231.705,0.0357427
232.266,0.0299125
233.017,0.024569
233.893,0.0203133
234.905,0.0170508
236.146,0.014527
237.51,0.0126288
239.476,0.010927
241.279,0.0100168
244.285,0.00909398
247.892,0.00853047
255.106,0.00822282
267.13,0.00865275
279.154,0.00973049
288.773,0.0110023
298.392,0.012764
306.808,0.0148245
317.207,0.0184076
325.138,0.0223821
332.573,0.0275973
339.265,0.0342796
344.965,0.0422831
349.922,0.0520571
354.383,0.0642346
358.348,0.0792851
361.818,0.0973565
365.164,0.121763
368.138,0.15236
370.74,0.189981
372.971,0.234624
375.108,0.294495
376.936,0.366376
378.547,0.454465
380.096,0.573357
381.428,0.718234
382.621,0.900232
383.628,1.11425
384.495,1.36697
385.301,1.6872
386.044,2.09332
386.676,2.56916
387.271,3.18487
387.792,3.92703
388.287,4.90671
388.721,6.10169
389.08,7.45915
389.427,9.25634
389.725,11.3792
389.985,13.9113
390.233,17.2171
390.45,21.2029
390.635,25.8493
390.815,31.9503
390.989,40.0443
391.15,50.3345
391.302,63.3612
391.466,82.0973
391.652,110.052
391.893,156.079
392.213,218.967
392.381,241.413
392.549,249.505
392.709,242.182
392.907,215.335
393.424,114.085
393.609,85.2102
393.771,66.02
393.938,51.1315
394.087,41.3104
394.26,32.8455
394.446,26.2956
394.641,21.3104
394.849,17.4248
395.087,14.1519
395.375,11.3055
395.673,9.18876
396.02,7.39767
396.429,5.88864
396.862,4.74281
397.333,3.84053
397.854,3.11377
398.405,2.54817
399.037,2.07148
399.774,1.66826
400.605,1.33959
401.472,1.0895
402.433,0.886326
403.517,0.718398
404.818,0.573004
406.305,0.454957
407.916,0.363964
409.651,0.293709
411.633,0.235396
413.864,0.188362
416.342,0.150903
418.821,0.123604
421.795,0.0996125
425.141,0.0801288
429.23,0.0633126
433.195,0.0515538
438.152,0.0409738
443.233,0.0332948
448.809,0.0271074
455.377,0.021904
462.936,0.0176209
471.222,0.0143346
479.302,0.0120166
491.422,0.0096041
502.195,0.00816785
515.662,0.00699863
523.742,0.00650084
537.208,0.00605148
542.595,0.00599554
550.675,0.0061953
554.715,0.00660131
557.244,0.00711045
559.018,0.00779125
560.792,0.00902046
561.819,0.0102584
562.674,0.0118935
563.358,0.0139427
563.938,0.0166024
564.427,0.0200184
564.835,0.0243023
565.153,0.0291923
565.425,0.035253
565.633,0.0419683
565.815,0.0506484
565.942,0.0598346
566.051,0.0715723
566.141,0.0860126
566.223,0.104784
566.291,0.126615
566.359,0.156394
566.427,0.197041
566.495,0.252321
566.563,0.326969
566.631,0.426772
566.694,0.548652
566.767,0.730242
566.84,0.966925
566.914,1.28017
567.002,1.74945
567.097,2.40559
567.2,3.29775
567.338,4.77517
567.687,9.0846
567.852,10.6001
568.003,11.1974
568.027,11.2094
568.173,10.7865
568.318,9.6179
568.559,6.7271
568.764,4.2288
568.889,2.98037
568.989,2.17674
569.077,1.60986
569.162,1.18312
569.234,0.903312
569.305,0.684585
569.376,0.516688
569.438,0.405874
569.501,0.316974
569.569,0.245075
569.637,0.191846
569.705,0.152702
569.773,0.124005
569.841,0.102945
569.921,0.0852251
570.016,0.0705191
570.127,0.0590007
570.254,0.050144
570.394,0.0433157
570.621,0.0357427
570.893,0.0295979
571.229,0.0244225
571.614,0.0203752
572.077,0.0170847
572.611,0.014531
573.217,0.0125893
573.974,0.0110067
575.059,0.00956807
576.039,0.00874778
577.346,0.00806047
579.96,0.00737591
584.021,0.00704346
585.374,0.00700533
592.851,0.00729509
598.667,0.00779646
605.313,0.00866932
610.298,0.00956477
616.113,0.010964
623.59,0.0136165
628.575,0.0162256
632.729,0.0192727
636.604,0.023069
640.063,0.0277776
643.637,0.0345766
646.519,0.0423567
649.113,0.0520609
651.419,0.0641129
653.436,0.0787315
655.396,0.0985751
657.01,0.121424
658.509,0.151032
659.892,0.189537
661.016,0.233177
662.025,0.286963
662.99,0.358415
663.797,0.44102
664.503,0.539677
665.116,0.655564
665.721,0.812123
666.233,0.994003
666.737,1.24228
667.155,1.52825
667.559,1.9133
667.904,2.37823
668.207,2.94928
668.458,3.60878
668.665,4.35884
668.873,5.40982
669.034,6.5631
669.178,7.9868
669.322,9.97834
669.438,12.1673
669.553,15.0965
669.68,19.4706
669.795,24.8114
669.91,31.7743
670.031,41.1473
670.184,56.3257
670.36,78.3357
670.798,141.594
670.964,159.487
671.135,168.695
671.19,169.294
671.356,163.869
671.524,148.513
671.801,110.259
672.085,69.6352
672.243,51.1507
672.386,37.9822
672.516,28.7632
672.643,21.9513
672.758,17.3055
672.879,13.6668
673.009,10.8255
673.138,8.77077
673.282,7.12424
673.45,5.76934
673.622,4.76877
673.83,3.90321
674.061,3.20899
674.355,2.57526
674.649,2.1187
674.994,1.7253
675.398,1.39291
675.859,1.11995
676.363,0.905143
676.897,0.739673
677.502,0.602007
678.222,0.483548
679.029,0.388672
679.952,0.311048
680.96,0.250329
682.113,0.200759
683.295,0.164111
684.678,0.13299
686.177,0.108654
688.022,0.0873645
689.866,0.0720964
692.172,0.058531
694.593,0.048582
697.129,0.0411649
700.299,0.0347829
703.47,0.0305164
706.939,0.027571
710.408,0.0259824
713.656,0.0255001
718.107,0.026456
722.117,0.0290067
725.697,0.033344
728.856,0.0395246
731.488,0.04736
733.594,0.0563796
735.699,0.0692579
737.489,0.0849214
738.963,0.102823
740.437,0.127971
741.753,0.159969
742.859,0.197869
743.833,0.244342
744.754,0.305954
745.557,0.381476
746.202,0.465113
746.824,0.575902
747.376,0.712503
747.86,0.877735
748.311,1.09185
748.722,1.36733
749.084,1.71162
749.397,2.1354
749.65,2.61695
749.871,3.20777
750.055,3.89905
750.229,4.82333
750.387,6.03347
750.513,7.39114
750.64,9.25397
750.755,11.5739
750.861,14.3549
750.966,17.9448
751.082,23.0354
751.211,30.3713
751.361,41.3941
751.535,57.5448
752.05,114.714
752.253,130.14
752.44,135.177
752.6,131.383
752.787,118.411
753.077,87.3682
753.361,55.7421
753.54,39.536
753.682,29.4299
753.817,22.0608
753.935,17.0978
754.054,13.3292
754.177,10.4038
754.283,8.54072
754.414,6.81189
754.546,5.56302
754.704,4.49253
754.862,3.72879
755.051,3.06777
755.288,2.48241
755.572,1.99065
755.862,1.63278
756.23,1.30558
756.651,1.04158
757.112,0.836568
757.639,0.669561
758.178,0.546053
758.81,0.440987
759.56,0.35185
760.389,0.28171
761.258,0.228702
762.311,0.18253
763.443,0.1471
764.706,0.118657
766.206,0.0946022
767.865,0.0758383
769.549,0.0620278
771.655,0.0496135
773.813,0.0405262
776.34,0.0328248
779.183,0.0266338
782.342,0.0216807
785.932,0.0176615
789.81,0.0145295
794.33,0.0119023
799.98,0.00959166
805.63,0.00795302
812.41,0.00652415
820.32,0.00537048
830.49,0.00434724
841.79,0.00358917
853.09,0.00305979
866.65,0.00261139
880.21,0.0023303
893.77,0.00212417
907.33,0.00203097
911.85,0.00201752
920.89,0.00205182
931.584,0.00225068
937.37,0.00252774
940.676,0.0028093
943.776,0.0032111
946.255,0.00373207
948.373,0.00442215
950.181,0.00530437
951.473,0.00623446
952.713,0.00751488
953.798,0.00913466
954.728,0.0111204
955.554,0.0136134
956.277,0.016714
956.92,0.0206461
957.459,0.0253074
957.96,0.0314175
958.364,0.0383458
958.73,0.0470784
959.018,0.0566343
959.259,0.0676332
959.461,0.0807455
959.635,0.0973931
959.769,0.116785
959.885,0.141197
959.981,0.170227
960.068,0.206336
960.154,0.255804
960.241,0.323717
960.328,0.416732
960.41,0.535293
960.494,0.698069
960.578,0.913775
960.662,1.19615
960.747,1.56079
960.838,2.0697
960.934,2.75686
961.04,3.72241
961.146,4.93602
961.281,6.86798
961.444,9.78966
961.733,16.03
962.018,21.9527
962.222,24.7024
962.388,25.443
962.58,24.437
962.773,21.6637
963.1,14.7126
963.351,9.40731
963.509,6.63579
963.636,4.85867
963.755,3.5297
963.863,2.58901
963.952,1.98278
964.036,1.52827
964.121,1.17136
964.205,0.895173
964.289,0.684317
964.371,0.529193
964.443,0.424432
964.53,0.329531
964.617,0.260179
964.703,0.209627
964.797,0.170127
964.905,0.138201
965.014,0.116006
965.144,0.0974775
965.295,0.0825792
965.517,0.0678723
965.757,0.0568422
966.094,0.0459338
966.47,0.0373767
966.874,0.030748
967.394,0.0246816
967.933,0.0202314
968.614,0.0162686
969.38,0.0131705
970.146,0.0109651
971.057,0.00908481
972.151,0.00751578
973.355,0.00630517
974.814,0.00528191
976.564,0.00445536
978.606,0.00383262
981.232,0.00330081
984.733,0.00287463
988.576,0.00262477
992.419,0.00246382
997.77,0.0023627
1003.12,0.00234162
1011.15,0.00242478
1021.85,0.00266419
1031.22,0.00305446
1039.24,0.00357712
1045.93,0.00421358
1052.62,0.00517318
1057.97,0.00625612
1062.65,0.0076386
1066.67,0.0093172
1070.01,0.0112576
1073.39,0.0139792
1076.22,0.0172133
1078.87,0.0214767
1080.99,0.0262435
1083.02,0.0325508
1084.78,0.0402039
1086.46,0.050405
1087.87,0.062425
1089.2,0.0781698
1090.39,0.0982684
1091.38,0.121756
1092.27,0.150676
1093.08,0.187916
1093.79,0.232753
1094.39,0.284644
1094.93,0.348848
1095.47,0.438461
1095.91,0.54129
1096.29,0.666151
1096.64,0.820239
1096.92,1.00087
1097.19,1.23829
1097.39,1.49217
1097.56,1.7951
1097.71,2.16237
1097.85,2.6734
1097.97,3.23109
1098.11,4.06821
1098.24,5.21566
1098.37,6.77716
1098.49,8.55813
1098.62,11.2219
1098.75,14.6564
1098.91,19.9359
1099.1,27.7743
1099.35,41.2889
1099.76,63.7208
1100.0,73.1424
1100.21,76.574
1100.23,76.5961
1100.44,73.9217
1100.68,65.37
1101.09,42.3793
1101.37,27.9623
1101.55,20.3413
1101.69,15.441
1101.82,11.8422
1101.96,9.03609
1102.08,7.02483
1102.21,5.39963
1102.34,4.20298
1102.46,3.40478
1102.6,2.71941
1102.74,2.22444
1102.9,1.81821
1103.06,1.52555
1103.28,1.23735
1103.54,0.99973
1103.82,0.824862
1104.15,0.673177
1104.54,0.545815
1104.98,0.441247
1105.51,0.351959
1106.09,0.282131
1106.71,0.229034
1107.39,0.186765
1108.16,0.15135
1108.97,0.123943
1109.9,0.101059
1111.01,0.0812929
1112.24,0.0654297
1113.65,0.052453
1115.2,0.0422649
1116.96,0.0339338
1119.04,0.0270257
1121.2,0.0218889
1123.54,0.0178846
1126.37,0.0144029
1129.58,0.0116342
1133.18,0.00942052
1136.77,0.00783934
1142.17,0.00620199
1148.17,0.00499722
1154.16,0.00417945
1161.36,0.00349869
1168.55,0.00305844
1178.15,0.00264824
1185.34,0.00243806
1194.93,0.00225989
1209.32,0.00213212
1218.92,0.00210462
1242.9,0.00224018
1257.29,0.00246676
1271.68,0.00283868
1283.72,0.00337231
1291.07,0.0038842
1297.19,0.00455024
1301.78,0.00527663
1305.45,0.00616701
1308.59,0.00732008
1311.27,0.00878661
1313.18,0.0103584
1315.02,0.0125772
1316.4,0.0150004
1317.77,0.0184892
1318.77,0.0220919
1319.69,0.0267727
1320.54,0.0329751
1321.26,0.0404366
1321.9,0.049683
1322.45,0.0611181
1322.92,0.074915
1323.33,0.0914918
1323.66,0.110895
1323.95,0.134097
1324.15,0.158382
1324.33,0.190175
1324.46,0.22508
1324.6,0.275733
1324.71,0.336487
1324.81,0.412341
1324.92,0.516327
1325.02,0.658852
1325.12,0.853345
1325.2,1.06725
1325.3,1.40382
1325.41,1.85062
1325.5,2.41736
1325.6,3.14349
1325.71,4.20846
1325.84,5.7228
1325.97,7.84957
1326.11,10.5257
1326.28,14.8256
1326.52,21.81
1327.0,37.6806
1327.24,43.3076
1327.47,45.3541
1327.48,45.362
1327.71,43.5466
1327.95,38.1687
1328.4,23.6577
1328.65,15.7521
1328.84,11.0224
1328.98,8.04993
1329.12,5.88171
1329.24,4.36426
1329.35,3.26565
1329.45,2.51452
1329.55,1.92682
1329.65,1.47367
1329.75,1.12017
1329.83,0.895043
1329.93,0.689961
1330.04,0.539449
1330.14,0.429504
1330.23,0.353125
1330.35,0.287819
1330.46,0.241184
1330.59,0.201657
1330.73,0.173748
1330.91,0.147487
1331.13,0.124702
1331.42,0.104631
1331.81,0.0849053
1332.29,0.0684546
1332.83,0.0554009
1333.45,0.0450643
1334.1,0.0372945
1334.83,0.0312187
1335.7,0.0260164
1336.74,0.021668
1337.79,0.0186429
1339.19,0.015911
1340.93,0.0137249
1343.02,0.0120877
1345.81,0.0109041
1348.6,0.0103704
1352.32,0.0102255
1357.9,0.0107541
1363.48,0.0119173
1369.99,0.0141085
1375.57,0.0168779
1381.15,0.0208343
1385.8,0.0254991
1389.99,0.0313365
1393.71,0.0385193
1396.96,0.0471169
1400.1,0.0585738
1402.83,0.0724848
1405.45,0.0911388
1407.54,0.111826
1409.63,0.140631
1411.29,0.172281
1412.83,0.212532
1414.19,0.261223
1415.49,0.325566
1416.58,0.400041
1417.56,0.490768
1418.54,0.616618
1419.35,0.762896
1420.05,0.934416
1420.72,1.16251
1421.29,1.42851
1421.83,1.77283
1422.28,2.16888
1422.72,2.7174
1423.09,3.33981
1423.46,4.20204
1423.76,5.20206
1424.05,6.44435
1424.35,8.21434
1424.66,10.6817
1425.0,14.1617
1425.47,20.2487
1426.09,28.7093
1426.44,31.8198
1426.72,32.6292
1427.02,31.688
1427.39,28.2346
1428.37,14.95
1428.73,11.078
1429.05,8.51197
1429.33,6.75631
1429.62,5.43493
1429.93,4.35537
1430.26,3.53368
1430.62,2.86674
1431.02,2.31894
1431.51,1.8481
1432.0,1.50877
1432.59,1.21011
1433.22,0.981947
1433.95,0.789295
1434.74,0.638916
1435.67,0.511366
1436.72,0.408932
1437.84,0.330414
1439.09,0.266623
1440.56,0.213371
1442.07,0.173563
1443.93,0.138327
1445.9,0.111694
1448.23,0.0894433
1450.79,0.072249
1453.63,0.0589014
1456.48,0.0497201
1459.27,0.0437002
1462.06,0.0402813
1463.92,0.039705
1465.43,0.0405902
1466.94,0.043388
1468.08,0.0477298
1469.02,0.0537779
1469.78,0.061284
1470.43,0.0710362
1471.01,0.0839228
1471.48,0.0989538
1471.89,0.118023
1472.18,0.137817
1472.41,0.160913
1472.61,0.191494
1472.78,0.229765
1472.92,0.279781
1473.04,0.342386
1473.15,0.41502
1473.25,0.513586
1473.35,0.6472
1473.45,0.817997
1473.54,1.02539
1473.63,1.29218
1473.72,1.63236
1473.83,2.16003
1473.94,2.84736
1474.06,3.75755
1474.17,4.94762
1474.3,6.64178
1474.45,9.01768
1474.62,12.6654
1474.84,18.3002
1475.4,34.7555
1475.66,40.4098
1475.9,42.6973
1475.94,42.7475
1476.17,41.1513
1476.41,36.7282
1476.78,26.1945
1477.12,16.2383
1477.33,11.249
1477.48,8.24612
1477.63,6.05265
1477.76,4.48655
1477.88,3.31168
1478.0,2.48091
1478.1,1.91717
1478.2,1.47875
1478.3,1.15038
1478.4,0.892615
1478.5,0.698782
1478.6,0.554149
1478.7,0.446838
1478.81,0.367411
1478.91,0.308563
1479.02,0.259449
1479.17,0.216654
1479.34,0.182478
1479.54,0.15625
1479.83,0.132024
1480.17,0.113823
1480.61,0.0979792
1481.17,0.086379
1481.73,0.0814907
1481.84,0.0813194
1482.25,0.0837952
1482.51,0.089636
1482.73,0.100039
1482.86,0.110795
1483.01,0.130659
1483.14,0.157439
1483.25,0.190019
1483.36,0.23572
1483.47,0.299211
1483.58,0.386412
1483.69,0.504575
1483.8,0.662341
1483.9,0.869637
1484.01,1.13742
1484.13,1.51559
1484.27,2.06167
1484.41,2.81757
1484.57,3.86454
1484.78,5.58529
1485.18,9.55975
1485.5,12.5162
1485.74,13.9913
1485.95,14.4279
1486.19,13.8489
1486.43,12.2547
1486.82,8.44809
1487.14,5.35746
1487.33,3.7833
1487.49,2.76431
1487.63,2.02822
1487.76,1.49941
1487.88,1.13167
1488.0,0.845955
1488.11,0.640222
1488.21,0.483441
1488.31,0.376037
1488.41,0.294031
1488.51,0.232002
1488.61,0.185479
1488.72,0.147529
1488.82,0.120246
1488.94,0.0995276
1489.09,0.0818842
1489.23,0.0701425
1489.43,0.0594775
1489.67,0.0517085
1489.99,0.0446787
1490.41,0.0383592
1491.05,0.0320378
1491.84,0.0269635
1492.78,0.0229867
1493.95,0.0196837
1495.51,0.0167261
1497.47,0.0142677
1499.81,0.0123439
1502.94,0.0105034
1506.85,0.00893243
1511.15,0.00771917
1518.58,0.00627864
1524.84,0.00542206
1532.66,0.00464446
1542.04,0.00397662
1552.62,0.0035008
1563.2,0.0032502
1566.73,0.00323194
1573.78,0.00334316
1579.07,0.00364459
1582.6,0.00403975
1585.24,0.00448827
1587.89,0.00521896
1590.2,0.00623157
1591.86,0.00729692
1593.4,0.00875256
1594.72,0.0105748
1595.82,0.0127426
1596.71,0.0151352
1597.59,0.0184263
1598.36,0.0224692
1599.08,0.0278375
1599.69,0.0343071
1600.19,0.0417268
1600.65,0.0511595
1601.02,0.0618471
1601.35,0.075383
1601.57,0.0885056
1601.76,0.10516
1601.92,0.125429
1602.05,0.149514
1602.18,0.183906
1602.29,0.224119
1602.4,0.279245
1602.5,0.350511
1602.6,0.440715
1602.7,0.559691
1602.8,0.715569
1602.9,0.918024
1603.0,1.17838
1603.11,1.5619
1603.22,2.04483
1603.34,2.74299
1603.47,3.70156
1603.6,4.91459
1603.75,6.68667
1603.93,9.24849
1604.16,13.2501
1604.75,25.0117
1605.02,28.7337
1605.27,30.0864
1605.28,30.0921
1605.53,28.935
1605.77,25.7355
1606.16,18.3084
1606.51,11.4158
1606.71,8.07424
1606.88,5.81275
1607.03,4.27463
1607.17,3.15413
1607.29,2.3657
1607.41,1.75488
1607.52,1.35484
1607.61,1.05677
1607.71,0.823507
1607.81,0.642863
1607.91,0.504272
1608.02,0.391252
1608.13,0.305013
1608.24,0.242331
1608.36,0.192579
1608.48,0.157528
1608.6,0.132531
1608.75,0.111332
1608.94,0.0929058
1609.16,0.0784736
1609.43,0.065982
1609.78,0.0547015
1610.24,0.0442582
1610.79,0.0355769
1611.4,0.0287724
1612.1,0.0233103
1612.83,0.0192474
1613.68,0.0158432
1614.65,0.0130812
1615.67,0.0110379
1617.09,0.00906697
1618.59,0.00766478
1619.89,0.00682868
1621.83,0.00601897
1623.84,0.00559286
1625.21,0.00550898
1626.79,0.00564478
1628.38,0.00610273
1629.57,0.00675941
1630.57,0.00764256
1631.56,0.00904126
1632.27,0.0105736
1632.87,0.0124033
1633.47,0.015054
1633.96,0.018329
1634.32,0.021708
1634.61,0.0255943
1634.81,0.0296083
1634.99,0.0346991
1635.14,0.0410927
1635.27,0.0487354
1635.39,0.0596061
1635.5,0.0723594
1635.6,0.0888039
1635.71,0.11091
1635.81,0.140531
1635.91,0.179989
1636.01,0.232152
1636.12,0.304354
1636.22,0.39903
1636.33,0.521558
1636.44,0.677858
1636.56,0.905989
1636.69,1.20964
1636.83,1.63309
1636.99,2.24578
1637.17,3.11988
1637.41,4.54632
1637.96,8.09696
1638.24,9.35377
1638.49,9.81992
1638.51,9.82353
1638.74,9.50009
1638.99,8.51255
1639.36,6.18686
1639.74,3.79739
1639.94,2.7071
1640.11,1.95527
1640.26,1.42811
1640.4,1.04895
1640.53,0.785156
1640.65,0.584492
1640.76,0.448241
1640.86,0.342288
1640.97,0.264384
1641.07,0.204539
1641.17,0.159043
1641.27,0.124745
1641.36,0.101309
1641.47,0.0815961
1641.57,0.0669299
1641.68,0.0546214
1641.81,0.0451428
1641.96,0.0373245
1642.12,0.0319645
1642.32,0.0270676
1642.56,0.0230712
1642.92,0.0190925
1643.35,0.0157975
1643.81,0.0132756
1644.41,0.0108893
1645.15,0.00891774
1645.91,0.00747458
1646.92,0.00617007
1648.14,0.00513129
1649.55,0.00432118
1651.16,0.00370588
1653.18,0.00321696
1656.17,0.00277396
1659.08,0.00252954
1662.96,0.002374
1665.54,0.00235187
1669.3,0.00243502
1672.12,0.0026125
1674.62,0.00289883
1676.97,0.00333692
1678.93,0.00394617
1680.49,0.00470393
1681.86,0.00569598
1682.92,0.00682014
1683.86,0.00825862
1684.64,0.0099541
1685.35,0.0120958
1685.94,0.0145857
1686.53,0.0181044
1686.98,0.0218905
1687.36,0.0264116
1687.66,0.0314015
1687.88,0.0364867
1688.07,0.0428384
1688.23,0.0507723
1688.37,0.0602922
1688.5,0.0736824
1688.62,0.0906039
1688.74,0.114379
1688.84,0.141441
1688.94,0.17734
1689.04,0.230252
1689.14,0.292347
1689.24,0.379649
1689.35,0.49352
1689.45,0.640365
1689.55,0.827355
1689.67,1.08112
1689.78,1.42384
1689.92,1.913
1690.07,2.60295
1690.24,3.62143
1690.45,5.17117
1690.77,8.09532
1691.2,12.0809
1691.47,13.8152
1691.73,14.445
1691.74,14.4462
1691.98,13.916
1692.26,12.1688
1692.72,7.89894
1693.03,5.1676
1693.23,3.68499
1693.4,2.64115
1693.55,1.94381
1693.68,1.4405
1693.81,1.06938
1693.93,0.803669
1694.05,0.599271
1694.15,0.461671
1694.26,0.351946
1694.36,0.273873
1694.46,0.214166
1694.56,0.168868
1694.67,0.131489
1694.78,0.104305
1694.89,0.0845613
1695.02,0.0688375
1695.14,0.0576651
1695.29,0.0482478
1695.44,0.0416347
1695.63,0.0354426
1695.92,0.0293856
1696.27,0.0242819
1696.71,0.0199047
1697.26,0.0160034
1697.89,0.0129113
1698.57,0.0105849
1699.37,0.00860679
1700.27,0.00705884
1701.4,0.0057211
1702.52,0.00479769
1703.91,0.00398884
1705.53,0.00333542
