25-Mn-55(n,&gamma;) ENDF/B-VII.1
77534.3,0.0415875
77536.0,0.0531166
77537.7,0.0682778
77539.6,0.0901538
77541.6,0.119946
77543.9,0.163911
77550.8,0.314773
77553.4,0.358285
77556.0,0.379476
77556.8,0.380613
77559.2,0.369132
77561.5,0.337753
77565.3,0.259484
77570.0,0.157023
77572.4,0.113851
77574.5,0.08436
77576.3,0.0636788
77578.0,0.0493681
77579.8,0.0382791
77581.6,0.0303177
77583.3,0.0245542
77585.3,0.0199676
77587.4,0.0165624
77589.9,0.0138417
77592.5,0.012005
77595.8,0.0103438
77600.7,0.00878331
77607.0,0.00755664
77614.8,0.0066113
77624.1,0.00591622
77638.1,0.00531214
77661.5,0.00480801
77701.3,0.00445733
77786.4,0.00423715
77877.2,0.0041927
78028.5,0.0042836
78137.4,0.00457613
78185.8,0.00490469
78216.1,0.00528161
78244.0,0.00588696
78263.3,0.00659128
78279.4,0.00752446
78291.7,0.0086244
78302.3,0.0100409
78310.6,0.011662
78319.1,0.014093
78325.8,0.0168671
78331.4,0.0202362
78337.1,0.0250387
78341.7,0.0305632
78346.4,0.038167
78351.1,0.0487837
78356.2,0.0640634
78367.8,0.106927
78372.2,0.118494
78376.4,0.122537
78380.7,0.118419
78386.1,0.1032
78397.3,0.0617357
78402.3,0.0472434
78406.9,0.0373849
78411.2,0.0303839
78415.8,0.0250045
78421.1,0.0204814
78427.5,0.0166644
78433.2,0.014283
78440.7,0.0120177
78450.2,0.0100971
78460.4,0.00870334
78472.9,0.00756154
78489.1,0.00660383
78508.1,0.00590308
78538.3,0.00524996
78582.2,0.00476572
78656.3,0.00440606
78807.6,0.0041709
78981.6,0.00411449
79197.2,0.00422698
79265.1,0.00440806
79310.2,0.00473275
79338.4,0.00521342
79353.5,0.00570898
79367.6,0.00653195
79377.0,0.0074826
79383.5,0.00852902
79389.2,0.0098884
79393.9,0.0116113
79397.3,0.0135058
79400.6,0.0161628
79403.3,0.0193174
79405.6,0.0232916
79407.6,0.028308
79409.7,0.0354604
79411.9,0.0454017
79414.0,0.058974
79415.9,0.0756324
79418.2,0.0999865
79421.0,0.138354
79428.5,0.257131
79431.4,0.288157
79434.3,0.299321
79436.7,0.291342
79439.3,0.265629
79443.3,0.206651
79448.1,0.129346
79450.9,0.0928109
79453.3,0.0690014
79455.5,0.0527531
79457.5,0.0409332
79459.5,0.0329845
79461.6,0.0265406
79463.8,0.0216766
79466.1,0.0181817
79468.8,0.0153804
79472.0,0.0129876
79475.5,0.011255
79480.9,0.00946659
79486.3,0.00829521
79493.0,0.0073206
79502.4,0.00643902
79514.1,0.00576644
79528.2,0.00528107
79552.7,0.00482472
79577.1,0.00458721
79644.8,0.00431537
79825.2,0.0041869
79855.2,0.00418591
80276.6,0.00433869
80596.6,0.00467821
80820.6,0.00517064
80980.5,0.00585998
81073.6,0.00655341
81160.9,0.0075494
81226.4,0.00871949
81289.9,0.0104618
81333.8,0.0123272
81361.1,0.0141334
81373.5,0.0155641
81379.3,0.0170677
81382.1,0.0187032
81384.5,0.0211626
81386.6,0.0247107
81388.5,0.0296157
81390.4,0.0367967
81392.2,0.0469338
81394.2,0.0612729
81396.2,0.080824
81398.8,0.11297
81405.4,0.20363
81408.3,0.230571
81410.7,0.238221
81413.3,0.229221
81416.2,0.201943
81423.5,0.101455
81425.9,0.0756616
81427.9,0.0579879
81429.8,0.04624
81431.6,0.0377382
81433.5,0.0318582
81435.3,0.0279638
81437.1,0.0254891
81439.0,0.0239807
81443.0,0.0225662
81447.0,0.0222957
81463.0,0.023528
81495.0,0.0283202
81535.6,0.0368037
81584.0,0.0481657
81610.1,0.0524165
81630.0,0.0535104
81657.1,0.0515088
81689.8,0.0450891
81752.5,0.0305599
81791.7,0.0237474
81827.6,0.0192141
81868.4,0.0155587
81909.3,0.0129995
81958.3,0.01087
82007.2,0.0094004
82072.6,0.00807297
82137.9,0.007189
82235.9,0.00634162
82373.0,0.0056757
82529.8,0.00531323
82569.0,0.00529694
82596.0,0.00543422
82602.7,0.00565407
82606.1,0.00603096
82608.6,0.00669284
82610.3,0.00749374
82612.0,0.00876653
82613.4,0.0104407
82614.9,0.0128323
82616.4,0.0161584
82617.9,0.0206531
82619.3,0.0265464
82621.0,0.0352378
82622.9,0.0476906
82625.4,0.0680493
82631.4,0.124536
82634.1,0.1431
82636.7,0.150921
82637.1,0.151044
82639.6,0.145376
82642.2,0.129028
82646.9,0.0860302
82650.1,0.0569015
82652.1,0.0415498
82653.8,0.0314994
82655.5,0.0236475
82657.0,0.0184074
82658.5,0.0144661
82660.0,0.0114846
82661.3,0.00964158
82662.9,0.0081618
82664.8,0.00698182
82667.0,0.00619006
82669.3,0.00578213
82674.0,0.00544992
82689.9,0.00522164
82772.6,0.00505043
82898.5,0.00500872
83217.5,0.00518549
83388.2,0.00554507
83456.5,0.00590562
83501.3,0.00642705
83522.7,0.00690941
83543.0,0.00773025
83557.4,0.00879969
83567.0,0.0100005
83573.8,0.0113187
83579.9,0.0130865
83585.0,0.0153269
83589.3,0.0182517
83592.5,0.0215016
83595.0,0.0252228
83597.6,0.0305187
83599.9,0.0374508
83602.1,0.0462239
83604.2,0.0581826
83606.2,0.0733075
83608.6,0.0963609
83611.2,0.129843
83614.7,0.187176
83621.3,0.30414
83624.0,0.338151
83626.9,0.35346
83627.2,0.353615
83629.8,0.343823
83633.1,0.305622
83642.0,0.149167
83644.7,0.111022
83647.2,0.0835576
83649.4,0.0645311
83651.6,0.0504048
83653.8,0.0405668
83656.1,0.0327887
83658.5,0.0272857
83661.4,0.0225369
83664.3,0.0193432
83668.1,0.0164354
83672.9,0.014043
83678.3,0.0122709
83686.1,0.010642
83695.3,0.00944924
83709.8,0.00840501
83726.4,0.00779389
83751.4,0.00738075
83778.5,0.00726815
83828.3,0.00760302
83858.9,0.00818011
83886.9,0.009177
83907.5,0.0105036
83920.6,0.0118801
83931.5,0.0136057
83942.5,0.0162577
83951.2,0.0195479
83957.8,0.0231725
83963.7,0.0277841
83969.0,0.0336237
83974.4,0.0417086
83979.6,0.0524856
83985.9,0.0695805
83997.2,0.104662
84002.0,0.114525
84005.9,0.117253
84010.1,0.114261
84015.0,0.103934
84029.3,0.0601945
84035.2,0.0462963
84040.9,0.0365648
84046.1,0.0301158
84052.2,0.0247738
84059.7,0.0203653
84068.4,0.0169601
84079.3,0.0142553
84091.8,0.0123369
84103.0,0.011216
84125.7,0.00985381
84149.3,0.0091113
84180.8,0.00861442
84243.8,0.0083353
84301.5,0.00851105
84322.6,0.00889283
84326.3,0.00920591
84329.0,0.00976883
84330.9,0.0104887
84332.7,0.0117003
84334.6,0.0136887
84336.2,0.0163707
84337.8,0.0202726
84339.4,0.0257696
84341.0,0.0332497
84342.6,0.0430624
84344.5,0.0574328
84346.8,0.0801318
84351.1,0.13214
84354.4,0.170807
84357.3,0.192399
84359.5,0.197966
84362.0,0.190676
84364.8,0.167874
84372.3,0.0792988
84374.5,0.0573964
84376.5,0.0423088
84378.2,0.0323067
84379.5,0.026015
84381.1,0.0207299
84382.6,0.016914
84384.2,0.0142405
84386.0,0.0121357
84388.2,0.0106983
84390.0,0.0100063
84393.7,0.00937641
84396.2,0.00921016
84415.9,0.00897356
84577.0,0.0097653
84827.6,0.0114432
84873.5,0.0121104
84888.5,0.0126869
84893.5,0.0132724
84896.0,0.0139679
84898.5,0.0153538
84900.4,0.0172379
84902.0,0.0197083
84903.6,0.0233677
84905.1,0.0286534
84906.7,0.0360736
84908.3,0.0461732
84909.8,0.0594736
84911.6,0.0791139
84913.6,0.107157
84916.5,0.157502
84922.0,0.259766
84924.7,0.295072
84927.4,0.308031
84927.5,0.308038
84930.0,0.296819
84932.6,0.264459
84937.1,0.182845
84940.5,0.119864
84942.7,0.0874493
84944.5,0.066012
84946.1,0.0509938
84947.8,0.0396186
84949.4,0.0313193
84950.9,0.0260248
84952.3,0.0222552
84954.1,0.0191303
84956.0,0.0172276
84957.4,0.016289
84960.3,0.0153248
84965.2,0.0149158
84979.7,0.0154709
84994.2,0.0168545
85007.3,0.0189675
85017.6,0.0216237
85025.9,0.0248552
85033.0,0.0290405
85038.9,0.0340939
85043.8,0.0401662
85047.7,0.0469838
85051.8,0.0571692
85055.4,0.0700558
85058.7,0.0868169
85062.0,0.110045
85065.2,0.141721
85068.4,0.184958
85072.2,0.250847
85080.9,0.428171
85084.5,0.479665
85088.1,0.49915
85091.6,0.481298
85095.0,0.432448
85105.2,0.227608
85108.9,0.169016
85112.1,0.12965
85115.1,0.102346
85118.4,0.0812328
85121.8,0.0655834
85125.4,0.053911
85129.5,0.0446892
85134.4,0.0370479
85140.2,0.030847
85147.4,0.0257886
85155.7,0.0219706
85163.9,0.0193676
85174.6,0.0170487
85191.1,0.0147919
85211.7,0.0131144
85236.5,0.0118967
85278.2,0.0107441
85295.7,0.0105073
85304.5,0.0107409
85308.2,0.0114441
85310.4,0.0124259
85312.6,0.0141934
85314.4,0.0165807
85316.3,0.020126
85318.1,0.0251539
85320.1,0.0327304
85322.1,0.042642
85325.1,0.0609005
85330.7,0.0998764
85333.8,0.114338
85336.3,0.11858
85339.0,0.113832
85341.9,0.100144
85349.3,0.0495907
85351.7,0.0361703
85353.5,0.0283394
85355.3,0.022344
85357.2,0.0179675
85359.0,0.0149122
85360.8,0.0128657
85362.6,0.0115453
85364.4,0.0107197
85368.1,0.00990938
85374.1,0.0095006
85408.1,0.0089744
85520.3,0.00806121
85690.7,0.0071534
85845.5,0.00672399
85868.7,0.00671321
85935.3,0.00687451
85966.3,0.00715464
85997.2,0.00777844
86018.5,0.00867337
86031.3,0.009615
86042.9,0.0109954
86052.6,0.0128543
86060.3,0.0151868
86066.6,0.0180382
86071.8,0.0214539
86076.9,0.0260867
86081.6,0.0321122
86087.0,0.0414213
86096.0,0.0615589
86102.2,0.0744617
86106.8,0.0798791
86109.0,0.0805556
86113.0,0.078452
86118.6,0.0694601
86131.0,0.0418431
86136.4,0.032504
86141.1,0.0264652
86145.9,0.0220671
86151.7,0.018308
86157.5,0.0157638
86165.2,0.0135748
86173.0,0.0122865
86181.5,0.0116564
86183.8,0.0116348
86189.0,0.0119476
86191.9,0.012512
86194.8,0.0136907
86197.0,0.015344
86198.8,0.0175932
86200.6,0.0210766
86202.3,0.025743
86203.9,0.0324156
86205.4,0.0405468
86207.0,0.0528022
86208.6,0.0690138
86210.5,0.0930527
86212.6,0.127477
86215.4,0.186325
86221.3,0.32413
86224.2,0.371523
86226.9,0.390025
86227.2,0.390151
86229.6,0.377726
86232.2,0.339186
86236.5,0.244994
86240.3,0.156709
86242.6,0.112427
86244.3,0.0855582
86246.1,0.06409
86247.7,0.0489058
86249.3,0.0374179
86250.8,0.0296215
86252.2,0.0238361
86253.6,0.0197036
86255.2,0.0165101
86257.0,0.0139544
86259.0,0.0120622
86261.5,0.0106222
86264.6,0.00961468
86269.7,0.00869021
86277.9,0.00791422
86286.0,0.00747209
86301.4,0.00701974
86332.1,0.00667666
86347.4,0.00663874
86380.4,0.00675825
86421.1,0.00732485
86444.1,0.00798841
86467.2,0.00914046
86483.3,0.0104839
86496.0,0.0121082
86506.5,0.0141157
86516.3,0.0168684
86524.9,0.0204937
86531.6,0.0245932
86537.4,0.0295273
86543.2,0.0364974
86547.8,0.0442694
86552.8,0.0559041
86557.4,0.0706846
86562.3,0.0916612
86568.5,0.126122
86577.5,0.178558
86582.6,0.195741
86585.3,0.198201
86590.0,0.190436
86594.5,0.170718
86606.9,0.0985681
86612.1,0.0744295
86616.6,0.0592212
86621.3,0.0472125
86626.2,0.0381627
86631.3,0.0312651
86637.4,0.0255458
86643.9,0.0211961
86650.6,0.0179889
86660.2,0.0148033
86671.7,0.0122823
86683.6,0.0105446
86699.0,0.00905233
86720.5,0.00774394
86748.5,0.00674511
86777.7,0.00615959
86785.0,0.00615301
86788.4,0.00633359
86790.7,0.00665813
86793.0,0.0073021
86794.8,0.00813218
86796.6,0.00942679
86798.4,0.0113139
86800.2,0.0139391
86802.3,0.0180874
86804.7,0.0243331
86808.3,0.0361136
86812.8,0.0510438
86815.4,0.0569905
86818.0,0.0590303
86820.5,0.0569673
86823.2,0.050953
86828.2,0.0340387
86831.5,0.0235598
86833.5,0.0181076
86835.6,0.0138638
86837.4,0.0112133
86839.1,0.00926373
86840.8,0.00788695
86842.6,0.00695111
86844.6,0.00624361
86847.5,0.00572872
86851.9,0.00543589
86871.7,0.00520109
86949.8,0.00485912
87120.4,0.00451974
87180.1,0.00448332
87232.6,0.00457992
87254.6,0.00483983
87263.7,0.00518327
87267.4,0.00550669
87270.0,0.00594348
87272.4,0.0066463
87274.3,0.00764067
87275.9,0.00886512
87277.4,0.010647
87279.0,0.0131976
87280.5,0.0167714
87281.9,0.0210852
87283.5,0.0276172
87285.1,0.0361335
87287.0,0.0485898
87289.0,0.0661989
87292.0,0.0973285
87297.4,0.157421
87300.2,0.1793
87303.0,0.186721
87305.6,0.179474
87308.4,0.158085
87316.2,0.0728281
87318.4,0.052507
87320.2,0.0395184
87321.8,0.0302636
87323.4,0.0230834
87325.0,0.0176895
87326.4,0.0142404
87327.8,0.0116609
87329.4,0.00950419
87331.0,0.00802772
87332.8,0.00691829
87334.6,0.0062152
87337.4,0.00560523
87341.1,0.00519828
87347.7,0.00486764
87358.6,0.00462118
87385.0,0.00439803
87462.1,0.00423347
87980.2,0.00398496
88376.4,0.00391855
88614.9,0.0040178
88699.6,0.00427533
88731.0,0.00454277
88755.3,0.00495904
88772.6,0.00552414
88784.7,0.00622603
88793.6,0.00705617
88800.6,0.0080883
88806.8,0.00949039
88811.8,0.0112732
88815.7,0.0134602
88818.9,0.0161565
88821.2,0.0191376
88823.4,0.0231027
88825.5,0.028538
88827.4,0.0352515
88829.3,0.0443585
88831.3,0.0574289
88833.1,0.0725318
88835.2,0.0958238
88837.5,0.128881
88840.5,0.180944
88846.8,0.304054
88849.9,0.349643
88852.7,0.368163
88853.4,0.368815
88856.4,0.354115
88859.8,0.30681
88867.8,0.153318
88870.5,0.109778
88872.7,0.0825973
88874.7,0.0632154
88876.7,0.0490362
88878.6,0.0384526
88880.6,0.0306894
88882.6,0.0249023
88884.8,0.0203977
88887.3,0.0168501
88889.8,0.0144015
88893.0,0.0122406
88896.9,0.0104679
88901.8,0.00898816
88908.7,0.0076509
88916.5,0.00668252
88926.3,0.00591585
88938.1,0.00534207
88955.8,0.00483634
88985.2,0.00440752
89032.2,0.00411109
89117.0,0.00391828
89415.9,0.0037812
89461.6,0.00377813
89633.7,0.00383098
89704.1,0.00400531
89736.1,0.00430315
89750.5,0.00462674
89761.3,0.00509853
89768.9,0.00572258
89773.9,0.00646346
89777.4,0.00736613
89779.9,0.00842334
89782.2,0.00994018
89784.1,0.0118859
89785.7,0.0142055
89787.3,0.0174095
89788.9,0.0217895
89790.5,0.027683
89792.2,0.0361257
89794.0,0.0477676
89796.0,0.0643661
89798.3,0.0893839
89801.7,0.134139
89807.0,0.208743
89809.8,0.237508
89812.7,0.248792
89812.9,0.248832
89815.8,0.238696
89818.5,0.21271
89823.5,0.142393
89827.1,0.0933524
89829.5,0.0669479
89831.5,0.0497846
89833.3,0.0376756
89834.9,0.0292996
89836.5,0.0230555
89838.1,0.018407
89839.8,0.0146582
89841.6,0.0120209
89843.3,0.0101768
89845.1,0.00888363
89847.5,0.00769383
89850.5,0.00676678
89854.5,0.00602272
89860.5,0.00537395
89870.0,0.00480874
89885.2,0.00437055
89910.4,0.00406183
89964.8,0.00384735
90149.0,0.00372752
90352.0,0.00371283
90859.4,0.00381621
91062.3,0.00402204
91163.8,0.00427761
91248.4,0.0047283
91299.1,0.00526221
91338.4,0.00600053
91365.9,0.00687598
91385.4,0.00786528
91402.3,0.00922991
91414.7,0.010859
91422.8,0.0124955
91430.0,0.0147756
91435.2,0.0174162
91439.5,0.0205821
91443.7,0.0252081
91447.9,0.0318105
91452.9,0.0423329
91461.4,0.0628804
91465.7,0.069899
91469.1,0.0718064
91472.5,0.0702879
91477.4,0.0633891
91485.8,0.049222
91488.9,0.0457055
91492.9,0.0434919
91494.5,0.0432931
91498.1,0.0441769
91503.2,0.0483971
91508.4,0.056539
91513.4,0.0685277
91517.6,0.0831393
91521.8,0.103396
91525.8,0.130453
91530.4,0.170438
91535.9,0.234067
91545.4,0.351559
91549.1,0.381808
91552.9,0.393585
91556.7,0.38278
91561.6,0.340916
91573.8,0.18825
91578.5,0.142788
91582.6,0.111929
91586.4,0.0900831
91590.6,0.0723715
91594.9,0.0588539
91599.6,0.0483557
91604.9,0.039456
91610.7,0.032527
91616.7,0.0273049
91624.2,0.0225354
91633.8,0.0183016
91644.2,0.0151324
91655.3,0.012769
91668.6,0.0107815
91684.0,0.00919968
91703.5,0.00785089
91729.5,0.00670138
91763.6,0.00579178
91797.8,0.0052355
91849.0,0.0047436
91900.3,0.00447077
91989.1,0.00429212
92044.0,0.00438019
92084.8,0.00468355
92107.3,0.00511063
92120.9,0.00559771
92132.3,0.00628583
92141.4,0.00720352
92148.9,0.00845202
92154.1,0.00983602
92158.3,0.0115259
92161.7,0.013573
92164.3,0.0158207
92166.8,0.019041
92169.0,0.0230683
92171.0,0.0280727
92173.1,0.0350492
92175.1,0.0444842
92177.2,0.0569954
92179.5,0.0760058
92182.1,0.102985
92185.6,0.147472
92192.0,0.239129
92195.1,0.269294
92197.9,0.281063
92198.3,0.28124
92200.9,0.273282
92204.3,0.242261
92210.4,0.157077
92214.0,0.108482
92216.7,0.0788341
92219.1,0.059476
92221.2,0.0456195
92223.3,0.035701
92225.5,0.0281365
92227.7,0.0227173
92230.2,0.0184437
92232.6,0.0154813
92235.1,0.013379
92238.4,0.0114174
92242.4,0.00976748
92247.7,0.0083714
92254.2,0.00724515
92263.6,0.00624402
92274.8,0.00552294
92288.4,0.0049954
92311.2,0.00451208
92345.8,0.00416015
92380.4,0.00398464
92496.9,0.00375712
92851.7,0.00361404
93146.8,0.00359292
93513.1,0.00367704
93625.0,0.0038283
93696.2,0.00410766
93736.9,0.00449042
93761.3,0.00493583
93781.7,0.00559783
93796.9,0.00645943
93808.1,0.00748834
93817.3,0.00880096
93824.9,0.0104792
93830.6,0.0123411
93836.2,0.015013
93840.8,0.0182302
93844.6,0.022037
93848.3,0.0271693
93851.9,0.0340264
93855.4,0.0433334
93859.4,0.0570167
93864.6,0.0802465
93871.6,0.113562
93875.9,0.127349
93879.4,0.13116
93882.6,0.127827
93886.7,0.115315
93898.5,0.0601958
93902.4,0.0461906
93905.8,0.0364807
93909.3,0.0289636
93912.8,0.0236567
93916.6,0.0193901
93921.0,0.0158936
93925.9,0.0132335
93932.2,0.0109209
93939.9,0.0090883
93949.0,0.00767239
93959.2,0.00665499
93971.9,0.00583572
93987.2,0.00521634
94005.5,0.00475346
94029.9,0.00438273
94062.5,0.00409996
94133.7,0.00381682
94286.3,0.00363229
94693.3,0.00355537
95115.0,0.00364419
95222.7,0.00382044
95270.5,0.00406782
95294.5,0.00433394
95316.4,0.00480831
95331.4,0.00543339
95341.4,0.00615763
95348.3,0.00695827
95354.3,0.00800498
95359.3,0.00934513
95363.0,0.0108375
95366.5,0.0129571
95369.3,0.0154954
95371.7,0.0187013
95373.9,0.0227372
95376.2,0.0284493
95378.4,0.0363001
95380.6,0.0468688
95383.0,0.0617184
95385.9,0.0845853
95389.8,0.124582
95395.6,0.18695
95399.2,0.213233
95402.2,0.220944
95405.2,0.213046
95408.8,0.186602
95417.6,0.0921347
95420.5,0.0678614
95422.9,0.0511816
95424.9,0.0407031
95426.9,0.0325704
95428.9,0.0263845
95431.1,0.0213476
95433.5,0.0174206
95435.9,0.0146447
95438.9,0.0122436
95442.7,0.0102423
95447.4,0.00864534
95452.2,0.00759269
95458.7,0.00662915
95466.3,0.00589107
95478.6,0.00517352
95497.1,0.00459528
95523.9,0.00418858
95565.3,0.00392099
95655.7,0.00373726
95777.7,0.00369409
96091.5,0.00383142
96265.8,0.0040881
96370.3,0.0044121
96457.5,0.00492482
96509.8,0.0054563
96562.1,0.00632647
96596.9,0.00724393
96631.8,0.0086351
96662.3,0.0104887
96689.7,0.0129443
96715.2,0.0161247
96771.2,0.0249027
96792.1,0.0264341
96795.6,0.0264631
96813.1,0.0255939
96838.3,0.0221225
96877.1,0.0158944
96904.6,0.0125738
96932.5,0.0102066
96963.0,0.00845459
96997.8,0.00713676
97041.4,0.00609504
97085.0,0.0054375
97154.7,0.00480738
97259.3,0.00432484
97416.1,0.00401268
97695.0,0.00386758
97973.9,0.00396908
98139.5,0.00419691
98226.6,0.00444996
98292.0,0.00479697
98335.6,0.00522377
98365.5,0.00573202
98390.1,0.00643709
98406.5,0.00722944
98418.8,0.00816129
98428.4,0.00926656
98436.8,0.0106934
98443.7,0.0124689
98449.9,0.0148784
98454.8,0.017701
98458.7,0.0210121
98462.3,0.0255181
98465.1,0.03049
98467.9,0.0374642
98470.3,0.0459061
98473.0,0.0586485
98475.6,0.0760838
98478.4,0.100579
98481.6,0.136288
98486.6,0.207154
98491.9,0.281851
98495.3,0.314868
98498.4,0.32529
98501.7,0.313318
98505.4,0.276976
98514.8,0.141772
98518.0,0.104698
98520.8,0.0796543
98523.3,0.0621499
98525.7,0.0499272
98528.1,0.0408049
98530.9,0.0331251
98533.5,0.0277844
98536.6,0.0234476
98540.5,0.019721
98545.1,0.0167366
98550.5,0.0144293
98558.2,0.0123394
98567.5,0.0108436
98578.3,0.00984503
98594.5,0.0091354
98610.7,0.00894392
98633.9,0.0092125
98657.1,0.00999265
98679.4,0.0112823
98700.3,0.013125
98721.1,0.0158797
98738.9,0.0192685
98758.3,0.0244419
98797.2,0.0378042
98811.9,0.040731
98818.2,0.0410158
98829.4,0.0399554
98846.7,0.0353169
98876.3,0.0255932
98896.1,0.020854
98913.3,0.0180706
98931.7,0.0162026
98950.2,0.0152303
98964.1,0.0150059
98981.6,0.0153353
98999.1,0.0164692
99016.4,0.0187137
99030.3,0.0218507
99042.3,0.0261089
99052.3,0.0313609
99063.6,0.0397473
99086.5,0.0612732
99094.9,0.0655368
99097.6,0.0659371
99105.1,0.0643213
99115.2,0.0574622
99133.0,0.0424686
99145.2,0.0352392
99158.3,0.0305044
99171.4,0.0278467
99193.4,0.0258065
99250.9,0.0230118
99302.7,0.0181369
99344.2,0.0142736
99364.5,0.0130044
99365.3,0.0129966
99370.4,0.0133626
99373.3,0.0143114
99375.4,0.0157884
99377.6,0.0183462
99379.6,0.0220423
99381.5,0.0270911
99383.3,0.0340519
99385.5,0.0447346
99387.9,0.0604576
99391.0,0.0867921
99396.6,0.136612
99399.5,0.154638
99402.4,0.162157
99402.6,0.162209
99405.4,0.156191
99408.7,0.136136
99416.6,0.065669
99419.1,0.0478317
99421.1,0.0361253
99423.0,0.0280123
99424.8,0.0219453
99426.7,0.0175829
99428.5,0.0145562
99430.4,0.012522
99432.2,0.0111892
99434.1,0.0103306
99436.5,0.00964299
99441.5,0.00900439
99460.0,0.00814859
99503.2,0.00700088
99557.8,0.0060618
99620.2,0.00537961
99719.9,0.00472897
99845.5,0.00429083
100005.0,0.00399591
100039.0,0.00397489
100076.0,0.00406876
100082.0,0.00419824
100086.0,0.004484
100089.0,0.00490535
100091.0,0.00551484
100092.0,0.00636949
100094.0,0.00766124
100096.0,0.00924014
100097.0,0.0113791
100099.0,0.0147407
100101.0,0.0189905
100103.0,0.0252188
100105.0,0.0348618
100109.0,0.0532702
100114.0,0.0771015
100117.0,0.0872648
100120.0,0.0899247
100122.0,0.0870762
100125.0,0.0794239
100128.0,0.0618958
100133.0,0.0365593
100136.0,0.0260578
100138.0,0.0193094
100140.0,0.0145875
100142.0,0.0112532
100143.0,0.00913412
100145.0,0.00735312
100147.0,0.00628832
100148.0,0.00552056
100150.0,0.00497202
100152.0,0.00452751
100156.0,0.00420344
100161.0,0.00401655
100184.0,0.00386339
100315.0,0.00371406
100461.0,0.00366264
100519.0,0.00373653
100532.0,0.00388257
100536.0,0.00408651
100539.0,0.00448704
100541.0,0.00502037
100543.0,0.0056619
100544.0,0.00661007
100546.0,0.00798305
100547.0,0.00992656
100549.0,0.0126114
100551.0,0.0162262
100552.0,0.0209634
100554.0,0.0281424
100556.0,0.0372913
100558.0,0.0526274
100561.0,0.0796684
100566.0,0.120328
100569.0,0.138876
100572.0,0.144985
100572.0,0.144982
100575.0,0.139724
100578.0,0.125102
100582.0,0.0890179
100586.0,0.0555806
100589.0,0.0393186
100591.0,0.0291552
100593.0,0.0218471
100594.0,0.0167232
100596.0,0.0128448
100597.0,0.0102397
100599.0,0.00830959
100600.0,0.00678065
100602.0,0.00573803
100604.0,0.00493492
100605.0,0.00458677
100608.0,0.0041699
100611.0,0.00390204
100618.0,0.00376628
100649.0,0.00363355
101039.0,0.00351592
101864.0,0.00348154
102752.0,0.00357222
103195.0,0.00379147
103462.0,0.0041281
103614.0,0.0045172
103728.0,0.0050301
103823.0,0.00576212
103897.0,0.00670938
103952.0,0.00782931
103996.0,0.00920503
104036.0,0.0110483
104067.0,0.0132226
104095.0,0.0159632
104120.0,0.0195694
104143.0,0.0240938
104162.0,0.0295522
104178.0,0.0361224
104195.0,0.0451269
104211.0,0.0572677
104228.0,0.073923
104249.0,0.101703
104271.0,0.131694
104280.0,0.139607
104289.0,0.142099
104300.0,0.137964
104314.0,0.1228
104346.0,0.0791935
104361.0,0.0619875
104377.0,0.0489014
104393.0,0.0392822
104410.0,0.0318999
104427.0,0.0261456
104450.0,0.0210688
104471.0,0.0175591
104499.0,0.0144357
104527.0,0.0122728
104559.0,0.0105423
104600.0,0.00903296
104647.0,0.007919
104711.0,0.00705512
104755.0,0.00671814
104836.0,0.00650768
104908.0,0.00672773
104962.0,0.00722199
105010.0,0.00804053
105048.0,0.00910381
105078.0,0.0104076
105107.0,0.0123295
105130.0,0.0146535
105151.0,0.0175325
105170.0,0.0214253
105188.0,0.0266703
105205.0,0.0337813
105223.0,0.0437615
105258.0,0.0695201
105269.0,0.0745098
105278.0,0.0759931
105286.0,0.074869
105301.0,0.0675779
105336.0,0.0421337
105352.0,0.0335904
105368.0,0.027164
105386.0,0.0219157
105405.0,0.0180548
105425.0,0.0152846
105439.0,0.0142149
105443.0,0.0144854
105446.0,0.0153223
105449.0,0.0166046
105451.0,0.0192189
105454.0,0.0228041
105456.0,0.0279826
105458.0,0.0353422
105461.0,0.0468531
105469.0,0.0864729
105472.0,0.0978059
105475.0,0.10093
105478.0,0.0977813
105481.0,0.0883125
105485.0,0.0640592
105490.0,0.0424394
105492.0,0.0323016
105495.0,0.0247091
105497.0,0.0195615
105499.0,0.015975
105501.0,0.0138743
105504.0,0.0120789
105507.0,0.0108586
105510.0,0.0103386
105515.0,0.00982181
105536.0,0.00902817
105577.0,0.00819673
105636.0,0.00761364
105735.0,0.0073176
105778.0,0.00730258
105831.0,0.0073066
105958.0,0.0071757
106115.0,0.00652196
106339.0,0.00539301
106514.0,0.00481615
106689.0,0.0045272
106776.0,0.00448353
106907.0,0.00460503
106973.0,0.00486284
107017.0,0.00529379
107045.0,0.00588046
107063.0,0.00663293
107076.0,0.00750161
107085.0,0.00855273
107093.0,0.00996923
107099.0,0.0116446
107103.0,0.0136684
107108.0,0.0163987
107111.0,0.0196618
107114.0,0.0239266
107117.0,0.0292975
107119.0,0.0362306
107122.0,0.0455758
107125.0,0.0593265
107128.0,0.0797595
107132.0,0.109651
107140.0,0.186616
107144.0,0.210061
107147.0,0.217747
107150.0,0.210058
107154.0,0.186615
107164.0,0.0931741
107168.0,0.0682719
107171.0,0.0515364
107173.0,0.040744
107176.0,0.0323863
107179.0,0.0264202
107181.0,0.0220848
107184.0,0.0185346
107188.0,0.0154442
107193.0,0.0129806
107198.0,0.0110026
107204.0,0.00970308
107212.0,0.00851217
107224.0,0.00745208
