25-Mn-55(n,&gamma;) ENDF/B-VII.1
22686.8,0.0340198
22689.4,0.0287999
22692.5,0.0246687
22696.7,0.0211259
22701.8,0.0183771
22709.1,0.0160925
22719.4,0.0143246
22731.9,0.0131764
22752.0,0.0122869
22787.5,0.0116743
22853.7,0.0114298
22995.8,0.0119162
23128.3,0.0132352
23223.0,0.0149889
23298.7,0.0172431
23365.0,0.0202434
23421.8,0.024
23478.6,0.0293758
23535.4,0.0368901
23650.8,0.0566028
23695.5,0.0606929
23707.7,0.0608745
23741.7,0.0590973
23792.9,0.0516392
23876.2,0.0368629
23933.0,0.0291103
23989.8,0.0235296
24046.6,0.0196014
24112.8,0.0164295
24188.6,0.0140031
24283.2,0.0120817
24349.5,0.0113674
24359.0,0.0113461
24382.6,0.011585
24396.8,0.0123509
24404.7,0.0135156
24408.6,0.0146852
24411.9,0.0164326
24413.9,0.0183519
24415.2,0.0205427
24416.2,0.0231475
24417.2,0.0271954
24418.0,0.0323024
24418.8,0.0396833
24419.5,0.0491633
24420.2,0.0623321
24421.0,0.0803872
24421.7,0.10474
24422.4,0.136991
24423.2,0.180932
24423.9,0.238542
24424.8,0.320811
24425.9,0.448351
24427.2,0.651869
24430.8,1.27609
24432.4,1.45911
24433.7,1.51337
24435.1,1.46166
24436.4,1.31741
24438.4,0.974371
24440.6,0.593107
24441.8,0.422685
24442.8,0.305467
24443.7,0.228335
24444.5,0.172846
24445.2,0.131972
24445.9,0.100617
24446.6,0.0789182
24447.2,0.0624421
24447.9,0.050101
24448.6,0.0411007
24449.3,0.0338268
24450.1,0.0279535
24451.1,0.0235552
24452.3,0.0201689
24453.8,0.0177837
24455.7,0.0159372
24459.1,0.0141325
24462.0,0.0131896
24467.8,0.0120406
24476.5,0.0111368
24491.0,0.0104189
24529.9,0.0096773
24637.5,0.00891669
24852.6,0.0082476
25129.5,0.00794221
25397.1,0.0081553
25570.4,0.00870217
25663.1,0.00939693
25693.8,0.00997872
25704.1,0.0105094
25708.7,0.0111069
25711.0,0.0118944
25712.4,0.0129939
25713.6,0.0147022
25714.6,0.0170385
25715.4,0.0199963
25716.2,0.0242606
25717.0,0.0302892
25717.8,0.0386174
25718.5,0.0493314
25719.3,0.0632495
25720.2,0.0841909
25721.2,0.114992
25722.4,0.158565
25724.2,0.244662
25726.7,0.361889
25728.2,0.40995
25729.6,0.428216
25729.7,0.428248
25731.0,0.412874
25732.5,0.366061
25735.0,0.247971
25736.8,0.163559
25738.1,0.115584
25739.1,0.0846596
25740.1,0.0629483
25740.9,0.0480789
25741.6,0.038037
25742.4,0.0304653
25743.0,0.0254857
25743.8,0.0212776
25744.7,0.0176888
25745.7,0.0154003
25746.8,0.0137523
25747.9,0.0128203
25749.4,0.0121632
25752.5,0.0116227
25761.9,0.0112912
25782.3,0.0116425
25812.0,0.0130751
25830.8,0.0147428
25846.4,0.0170479
25855.8,0.0191892
25865.2,0.0223505
25872.9,0.0262156
25879.5,0.0310983
25884.9,0.0369106
25889.8,0.0445696
25894.0,0.0540675
25897.8,0.0662423
25901.1,0.0816046
25903.9,0.100431
25906.2,0.122385
25908.3,0.1495
25910.5,0.188398
25912.6,0.24057
25914.8,0.311849
25917.1,0.417566
25920.4,0.609812
25923.7,0.80032
25925.7,0.882246
25927.8,0.914614
25929.6,0.892513
25931.8,0.806646
25938.3,0.429989
25940.7,0.3215
25942.7,0.250243
25944.6,0.19993
25946.7,0.159825
25948.8,0.130112
25951.3,0.105204
25954.0,0.0858855
25957.1,0.0701185
25960.4,0.0584131
25964.8,0.047574
25969.8,0.0391476
25975.7,0.0326984
25981.5,0.0283042
25989.2,0.0243435
25997.7,0.0214143
26006.3,0.0194918
26023.4,0.017142
26038.8,0.0160115
26068.0,0.0151233
26080.9,0.0150254
26119.8,0.0153586
26174.8,0.017011
26220.1,0.019489
26259.0,0.0228343
26293.0,0.0273132
26322.1,0.0331121
26346.4,0.0402476
26368.3,0.049554
26387.3,0.0610601
26405.5,0.0763536
26424.1,0.0974973
26459.1,0.147383
26472.0,0.160334
26482.1,0.163778
26491.5,0.160887
26508.0,0.14417
26541.3,0.0985323
26560.1,0.0790655
26575.7,0.06725
26591.6,0.0583825
26613.9,0.0499963
26640.2,0.0442494
26668.9,0.0409735
26697.5,0.0399167
26733.4,0.040916
26783.5,0.04556
26831.3,0.0532362
26898.2,0.0685698
26955.6,0.0821462
26992.1,0.0872284
27009.9,0.0878962
27043.5,0.0855234
27091.3,0.07564
27186.4,0.0505985
27242.3,0.0393313
27290.1,0.0321755
27347.4,0.0259113
27404.8,0.0214533
27471.7,0.0177715
27548.1,0.0148625
27643.7,0.0124195
27758.4,0.0105151
27892.2,0.00909377
28064.2,0.0079645
28198.0,0.00749617
28226.7,0.00764588
28238.9,0.00803021
28244.1,0.00847405
28247.3,0.00910369
28249.3,0.00993939
28250.6,0.0109864
28251.6,0.0122546
28252.6,0.0141852
28253.5,0.0171014
28254.4,0.020591
28255.2,0.0253689
28256.0,0.0317857
28256.9,0.0411903
28257.8,0.0544243
28258.8,0.0722608
28260.0,0.0980912
28261.5,0.142491
28265.0,0.255702
28266.7,0.293802
28268.2,0.307153
28268.3,0.307196
28269.8,0.296592
28271.3,0.264638
28273.7,0.188376
28275.9,0.118851
28277.3,0.0845078
28278.3,0.0631819
28279.2,0.0484721
28280.1,0.037097
28281.0,0.028921
28281.8,0.0232154
28282.6,0.0189937
28283.5,0.0159249
28284.5,0.013283
28285.3,0.0118516
28286.5,0.0104515
28288.1,0.00943454
28290.4,0.00868283
28293.9,0.00815129
28303.6,0.00755287
28325.9,0.00714916
28393.7,0.00683015
28629.6,0.00642995
28687.5,0.00656642
28711.4,0.00693539
28721.0,0.00734681
28728.8,0.00806218
28733.4,0.00888843
28736.4,0.00989195
28738.4,0.0110646
28739.8,0.0126672
28740.9,0.0145819
28741.7,0.0169085
28742.6,0.0203238
28743.3,0.0245998
28744.1,0.0305467
28744.7,0.0374061
28745.4,0.0472098
28746.2,0.061608
28746.9,0.0807502
28747.7,0.105729
28748.4,0.137646
28749.3,0.183499
28750.3,0.252729
28751.5,0.354907
28753.1,0.526654
28756.2,0.89395
28758.0,1.03968
28759.5,1.089
28759.6,1.08919
28761.1,1.04633
28762.6,0.927911
28765.2,0.632313
28767.2,0.411937
28768.3,0.299055
28769.4,0.217415
28770.3,0.159467
28771.2,0.1193
28771.9,0.0918261
28772.7,0.0704484
28773.4,0.054124
28774.2,0.0418788
28774.9,0.0328342
28775.6,0.0262446
28776.4,0.0214927
28777.1,0.0180904
28778.0,0.0153741
28779.0,0.0131491
28780.2,0.0116198
28781.8,0.0103686
28784.3,0.00925853
28788.1,0.00834743
28794.5,0.00754164
28804.6,0.0069342
28823.1,0.00650056
28863.2,0.00619909
29030.5,0.00592431
29496.5,0.00569177
29964.0,0.0057709
30094.3,0.00604104
30162.6,0.00649483
30195.2,0.0069904
30216.2,0.00755705
30236.3,0.00849787
30250.3,0.00961343
30262.0,0.011123
30271.7,0.0131472
30279.3,0.0156364
30285.5,0.018742
30290.9,0.022742
30294.9,0.0270967
30298.6,0.032914
30301.7,0.0398837
30304.4,0.0486079
30306.7,0.0593259
30308.8,0.0732484
30310.4,0.0877522
30311.9,0.10776
30313.3,0.132632
30314.7,0.166712
30316.1,0.213283
30317.5,0.273022
30318.9,0.354473
30320.5,0.475391
30322.6,0.673705
30326.4,1.08039
30328.6,1.23636
30330.4,1.28375
30332.2,1.23916
30334.3,1.08985
30339.6,0.542798
30341.4,0.392476
30342.9,0.296106
30344.3,0.230054
30345.7,0.178474
30347.0,0.144341
30348.5,0.114348
30349.8,0.0948115
30351.6,0.0766888
30353.3,0.0638026
30355.5,0.052205
30357.9,0.0435562
30360.7,0.0361373
30363.8,0.0302574
30367.5,0.0252455
30371.2,0.0216486
30376.6,0.0179683
30382.9,0.0151076
30389.2,0.0131408
30398.9,0.0111268
30408.6,0.00982959
30420.2,0.00880188
30440.4,0.007743
30471.5,0.00691856
30504.1,0.00648968
30578.5,0.00608025
30739.9,0.00587664
30814.4,0.005866
31195.1,0.0060716
31217.0,0.00626034
31220.2,0.00650946
31222.2,0.00697135
31223.4,0.00759178
31224.7,0.00867875
31225.7,0.0101378
31226.7,0.0123188
31227.8,0.0154646
31228.8,0.0199502
31229.9,0.0261982
31231.1,0.0352656
31232.6,0.0490411
31236.7,0.0949087
31238.5,0.108038
31240.1,0.112391
31241.5,0.10873
31243.3,0.0953623
31247.9,0.0453276
31249.2,0.0332769
31250.3,0.0252752
31251.4,0.0196104
31252.4,0.015353
31253.4,0.0122784
31254.4,0.0101393
31255.4,0.00870267
31256.6,0.00766575
31257.8,0.0070535
31259.5,0.00658759
31263.0,0.00629666
31289.3,0.00612529
31551.2,0.00637709
31616.0,0.00666829
31634.1,0.00704923
31643.2,0.00763148
31647.3,0.00830134
31649.0,0.00890221
31650.1,0.0095872
31651.2,0.0107063
31652.1,0.0120147
31653.1,0.0143439
31653.9,0.0173578
31654.8,0.0214698
31655.5,0.0267538
31656.3,0.0338814
31657.0,0.0433409
31657.8,0.0572483
31658.7,0.0754931
31659.5,0.0996329
31660.5,0.134526
31661.6,0.183356
31663.0,0.26386
31667.3,0.548973
31669.0,0.626938
31670.7,0.652952
31672.3,0.626894
31673.9,0.554972
31676.5,0.381531
31678.6,0.241673
31679.9,0.171957
31681.0,0.124824
31682.0,0.092301
31682.8,0.0703554
31683.7,0.0533201
31684.4,0.0415415
31685.2,0.0325372
31685.9,0.0257728
31686.7,0.0207718
31687.5,0.0169227
31688.3,0.0142128
31689.1,0.0123233
31690.2,0.0106723
31691.5,0.00946733
31693.1,0.00868744
31695.2,0.00814776
31699.5,0.0076327
31708.1,0.00721546
31717.8,0.00710063
31725.1,0.00727406
31727.5,0.0075837
31729.3,0.00817646
31730.6,0.00909443
31731.7,0.0104232
31732.6,0.0120544
31733.6,0.0147474
31734.5,0.0181596
31735.4,0.0231396
31736.4,0.030062
31737.3,0.0391296
31738.4,0.0524208
31739.8,0.0725815
31741.9,0.112555
31744.5,0.163282
31746.3,0.186449
31747.8,0.193092
31749.3,0.186426
31751.1,0.163967
31754.3,0.102862
31756.1,0.0699978
31757.4,0.0508946
31758.5,0.0379238
31759.4,0.029113
31760.4,0.0224133
31761.3,0.0177904
31762.1,0.0146359
31763.0,0.0123282
31764.0,0.010344
31764.8,0.00928231
31766.1,0.0082766
31767.3,0.00771307
31769.8,0.00721813
31773.9,0.00697377
31798.7,0.0067433
31816.8,0.00671152
32080.3,0.00713402
32183.0,0.00753042
32226.0,0.00792701
32253.8,0.00850805
32267.7,0.00908963
32279.9,0.0100105
32287.7,0.0110425
32294.2,0.012455
32299.4,0.0142999
32303.3,0.0164873
32306.4,0.0191771
32308.9,0.0223623
32310.6,0.0257238
32312.3,0.0307324
32313.6,0.0363185
32314.9,0.0444544
32316.1,0.0550801
32317.2,0.0683017
32318.2,0.0863687
32319.2,0.110052
32320.3,0.142156
32321.4,0.18849
32322.6,0.250059
32324.0,0.341549
32325.9,0.500285
32329.3,0.799558
32331.0,0.90589
32332.7,0.954474
32333.0,0.955879
32334.7,0.921303
32336.2,0.83533
32338.8,0.616633
32341.5,0.383733
32343.0,0.275445
32344.3,0.203487
32345.4,0.15371
32346.5,0.11893
32347.5,0.0919662
32348.6,0.0724702
32349.6,0.058168
32350.8,0.0466685
32351.9,0.0388647
32353.2,0.0325563
32354.5,0.0281486
32356.3,0.0240916
32358.4,0.0207117
32361.5,0.0176463
32365.0,0.0153894
32370.2,0.0132854
32377.5,0.0116326
32385.8,0.01065
32395.9,0.010203
32396.7,0.0102001
32402.7,0.010437
32406.2,0.0111091
32407.9,0.0119997
32409.2,0.0132681
32410.2,0.015028
32411.3,0.0178015
32412.2,0.0214099
32413.2,0.02657
32414.1,0.0337837
32415.0,0.0436129
32415.9,0.0566395
32417.0,0.0752968
32418.1,0.100791
32419.4,0.141869
32421.4,0.213315
32424.4,0.322577
32426.0,0.364316
32427.6,0.378513
32429.2,0.364234
32430.8,0.324744
32433.5,0.226071
32435.6,0.148525
32437.1,0.104487
32438.1,0.0788986
32439.2,0.0587481
32440.1,0.0454217
32441.0,0.0352337
32441.9,0.0278984
32442.8,0.0221943
32443.6,0.0185984
32444.5,0.0156812
32445.7,0.0133009
32446.9,0.0118413
32448.2,0.0108099
32450.6,0.00995099
32454.7,0.00931823
32465.9,0.00871983
32482.6,0.00843026
32521.0,0.0082781
32704.1,0.00863185
32993.7,0.00985456
33129.7,0.0108495
33195.5,0.0117688
33228.4,0.0126272
33250.3,0.0136082
33266.8,0.0148207
33280.5,0.0164769
33291.8,0.0187221
33300.3,0.0214598
33307.8,0.0252558
33313.0,0.0293677
33317.4,0.0343743
33321.7,0.0416253
33325.0,0.0499295
33327.7,0.0599439
33330.2,0.0733063
33332.4,0.0897052
33334.2,0.108884
33335.9,0.134464
33337.5,0.167641
33339.1,0.210355
33340.9,0.272285
33342.8,0.356882
33345.6,0.518896
33349.2,0.730289
33351.4,0.820864
33353.4,0.848804
33355.5,0.817062
33357.8,0.721137
33363.5,0.385458
33365.7,0.281382
33367.4,0.217402
33369.1,0.170462
33370.8,0.136648
33372.4,0.111635
33374.2,0.0915484
33376.1,0.0761769
33378.4,0.0630649
33381.2,0.0520579
33384.3,0.0438598
33387.9,0.0370355
33392.4,0.0312247
33398.4,0.0263084
33405.8,0.0224684
33413.2,0.0200304
33425.0,0.0176565
33438.9,0.0160832
33460.9,0.0148206
33496.0,0.0140367
33537.6,0.0138182
33669.2,0.0144518
33932.4,0.017222
34233.0,0.0217976
34525.9,0.0278822
34721.1,0.0329796
34862.1,0.0375077
34878.7,0.0391603
34881.6,0.0412135
34883.6,0.0448908
34885.0,0.0502496
34886.4,0.0588228
34887.6,0.0701345
34888.8,0.0860344
34890.2,0.110325
34891.9,0.148771
34896.9,0.292334
34898.7,0.326582
34900.1,0.335161
34901.6,0.32551
34903.4,0.292165
34906.5,0.202825
34908.8,0.138479
34910.3,0.105815
34911.6,0.0835255
34913.0,0.0675014
34914.2,0.0576536
34915.6,0.0497463
34917.4,0.04459
34919.8,0.0416835
34924.6,0.0404036
34926.9,0.0403091
35020.0,0.0440104
35217.2,0.0554034
35241.7,0.0579494
35245.1,0.0602192
35247.0,0.0641004
35248.7,0.0708374
35250.0,0.0802192
35251.4,0.0949132
35252.7,0.11674
35254.0,0.147353
35255.5,0.193421
35257.5,0.272334
35261.1,0.428415
35263.0,0.483361
35264.6,0.498932
35266.4,0.47904
35268.1,0.424603
35272.8,0.223892
35274.5,0.16536
35275.7,0.133151
35276.9,0.108738
35278.1,0.091146
35279.1,0.0810927
35280.5,0.0710788
35282.0,0.0652887
35283.9,0.0614039
35287.8,0.0590014
35412.0,0.0545327
35649.7,0.0376246
35773.2,0.0311089
35927.5,0.0253801
36112.7,0.0206507
36328.8,0.0168707
36452.3,0.0154728
36483.2,0.0153873
36517.9,0.0159319
36533.1,0.0169565
36540.3,0.0180374
36547.6,0.0200792
36552.1,0.022479
36554.8,0.0248686
36557.1,0.0280399
36558.9,0.0322203
36560.3,0.0373959
36561.6,0.0438299
36562.8,0.0532282
36563.8,0.0653476
36564.9,0.0822747
36566.0,0.105571
36567.1,0.136995
36568.2,0.178337
36569.4,0.237819
36570.7,0.321194
36572.3,0.44851
36576.8,0.851086
36578.6,0.977433
36580.4,1.02844
36580.7,1.02928
36582.3,0.9965
36584.3,0.880768
36587.5,0.591019
36589.8,0.386258
36591.4,0.276733
36592.7,0.202951
36593.8,0.153101
36594.9,0.11888
36595.9,0.0929171
36597.0,0.073622
36598.0,0.059512
36599.1,0.0491066
36600.1,0.0416666
36601.3,0.035698
36602.9,0.0307179
36604.7,0.0268977
36607.1,0.0237274
36610.4,0.0211312
36614.8,0.0189803
36621.8,0.0170063
36632.6,0.0154354
36651.5,0.0141684
36675.8,0.0133983
36723.4,0.0126098
36902.2,0.0110213
37207.8,0.00925191
37513.4,0.00807996
37819.1,0.00720724
38226.1,0.00641466
38334.1,0.00629767
38389.4,0.00643662
38404.5,0.00679849
38409.6,0.00721007
38412.1,0.00774981
38414.0,0.00864783
38415.3,0.0098029
38416.4,0.0114101
38417.3,0.013304
38418.3,0.0163393
38419.2,0.0201054
38420.1,0.0251655
38421.1,0.0327852
38422.1,0.0421142
38423.2,0.0558283
38424.4,0.0755651
38425.9,0.106002
38428.2,0.16453
38431.2,0.241353
38433.0,0.273985
38434.8,0.284614
38436.5,0.27396
38438.5,0.238904
38443.5,0.109052
38445.0,0.0780161
38446.2,0.0577613
38447.3,0.0436154
38448.3,0.0337483
38449.3,0.0258753
38450.2,0.0206307
38451.1,0.016717
38452.0,0.0138509
38452.9,0.0117872
38454.0,0.010029
38455.2,0.00882926
38456.8,0.0079299
38458.7,0.00736897
38462.5,0.00688878
38470.0,0.00653149
38485.1,0.00627527
38543.7,0.00605142
38924.6,0.00572715
39258.5,0.00565326
39592.4,0.00579581
39870.7,0.00620408
40093.3,0.00691134
40204.6,0.00751179
40315.9,0.00835357
40427.2,0.00970473
40519.3,0.0114415
40593.6,0.0135554
40661.9,0.0164461
40713.5,0.0196168
40762.0,0.0238443
40804.5,0.0291316
40840.2,0.0354354
40866.7,0.0419935
40888.7,0.0496908
40903.9,0.0575439
40915.6,0.0671069
40921.5,0.0747817
40927.3,0.0867482
40931.1,0.100173
40933.3,0.112806
40935.6,0.131874
40937.4,0.154392
40939.2,0.186874
40941.0,0.233272
40942.7,0.293033
40944.6,0.38219
40947.1,0.532619
40951.7,0.85552
40953.8,0.964724
40956.0,1.01303
40956.3,1.0138
40958.1,0.987948
40960.3,0.888763
40966.7,0.466527
40968.7,0.357083
40970.4,0.287039
40972.1,0.235642
40973.9,0.195088
40975.5,0.171717
40977.4,0.152539
40979.2,0.139937
40983.0,0.125998
40986.7,0.119663
40994.0,0.116258
41005.3,0.120201
41032.5,0.143834
41055.2,0.16454
41070.6,0.172392
41076.9,0.173206
41096.0,0.166474
41124.0,0.139828
41159.1,0.103573
41187.2,0.0815552
41213.5,0.0661599
41244.9,0.052711
41276.3,0.0429257
41314.0,0.0344205
41351.7,0.0282893
41395.6,0.0231234
41439.6,0.0193881
41489.8,0.0162807
41552.6,0.0135369
41627.9,0.0112843
41715.8,0.00953233
41799.6,0.00837909
41933.5,0.00716315
42100.9,0.006241
42293.5,0.00560774
42603.2,0.0050333
43063.7,0.00463414
43440.4,0.00450783
43649.7,0.00458282
43723.0,0.0047549
43767.0,0.00502577
43792.1,0.00536349
43810.3,0.00583522
43824.1,0.00647689
43835.1,0.00737943
43843.4,0.00854077
43849.7,0.00997655
43854.5,0.0116692
43858.5,0.0138225
43861.7,0.0164599
43864.2,0.0196086
43866.2,0.0234819
43867.7,0.0278231
43869.0,0.0329903
43870.2,0.040562
43871.3,0.0494067
43872.4,0.0614755
43873.4,0.0778762
43874.5,0.099948
43875.6,0.130811
43876.8,0.172389
43877.9,0.226173
43879.2,0.30527
43880.8,0.423325
43882.8,0.619984
43887.2,1.08822
43889.2,1.23936
43891.1,1.29999
43891.3,1.30099
43893.3,1.24837
43895.1,1.12392
43898.3,0.793326
43901.1,0.500229
43902.7,0.358631
43904.1,0.265017
43905.3,0.199353
43906.4,0.153665
43907.5,0.118246
43908.6,0.0904421
43909.7,0.0708244
43910.7,0.0563129
43911.8,0.04566
43913.0,0.0367719
43914.4,0.0302528
43915.8,0.0251919
43917.6,0.0212221
43919.6,0.0181638
43922.1,0.0155652
43924.8,0.0135584
43928.5,0.0117042
43933.2,0.0101479
43939.7,0.00874737
43948.2,0.00767009
43959.6,0.00689639
43972.4,0.00649022
43985.3,0.00637566
44001.4,0.00657403
44013.6,0.00704176
44023.0,0.00772283
44031.1,0.00870649
44037.9,0.010047
44043.1,0.0117041
44047.1,0.0135534
44050.2,0.0156814
44053.2,0.0186282
44055.6,0.0220872
44057.7,0.0267605
44059.4,0.0321628
44060.9,0.0396713
44062.3,0.0494477
44063.6,0.0616168
44064.8,0.0772519
44066.0,0.098562
44067.2,0.126692
44068.6,0.167649
44070.0,0.222354
44071.6,0.302809
44073.7,0.435929
44078.2,0.738574
44080.2,0.831091
44082.1,0.868334
44082.4,0.86886
44084.1,0.844486
44086.0,0.768281
44088.9,0.586029
44092.1,0.366185
44093.9,0.264841
44095.3,0.199622
44096.7,0.149941
44098.1,0.113246
44099.2,0.0899264
44100.4,0.07046
44101.7,0.0558661
44103.0,0.0452322
44104.4,0.0366766
44106.0,0.0299497
44107.8,0.0248036
44109.9,0.0208176
44112.4,0.0174558
44115.3,0.0148999
44119.3,0.0125259
44124.0,0.0106379
44129.6,0.00915481
44136.3,0.00799007
44144.4,0.00708466
44156.1,0.00627717
44174.1,0.0055903
44195.7,0.00515734
44233.5,0.00479156
44309.0,0.00451678
44565.2,0.00431674
44969.7,0.00426529
45000.0,0.00426615
45171.9,0.00425964
45298.7,0.00435784
45332.0,0.00455348
45347.9,0.00486804
45355.9,0.00524792
45360.5,0.0056811
45363.5,0.00625243
45365.4,0.00694797
45367.0,0.00793875
45368.1,0.00914465
45369.3,0.010952
45370.2,0.0130522
45371.1,0.0159643
45372.0,0.0199607
45372.9,0.0253743
45373.8,0.0325979
45374.7,0.0420771
45375.6,0.0549851
45376.7,0.0741603
45377.8,0.098797
45379.0,0.133763
45380.4,0.183701
45382.4,0.270519
45386.3,0.456707
45388.5,0.530324
45390.4,0.555522
45390.5,0.555613
45392.3,0.537148
45394.1,0.481381
45397.0,0.349835
45399.9,0.213315
45401.5,0.150272
45402.8,0.108943
45404.0,0.0817326
45405.1,0.0604406
45406.0,0.0463187
45407.0,0.0354169
45407.9,0.0271699
45408.8,0.0212993
45409.7,0.0169478
45410.6,0.0137658
45411.6,0.0112272
45412.8,0.00932476
45413.9,0.00807526
45415.2,0.00712135
45417.0,0.00637843
45419.7,0.00579277
45425.2,0.00524308
45434.4,0.00482141
45451.2,0.00451846
45473.7,0.00437299
45545.5,0.00425142
46038.8,0.0041951
46536.0,0.00429423
46694.9,0.00450863
46767.2,0.00480943
46815.3,0.00528372
46845.4,0.00589952
46863.5,0.00654943
46877.9,0.00737438
46890.0,0.00844093
46899.6,0.00972936
46908.0,0.0114069
46915.2,0.013549
46921.3,0.0161746
46926.3,0.0193628
46930.6,0.0232666
46934.4,0.0281291
46937.7,0.0340489
46940.4,0.0409756
46943.0,0.050566
46945.4,0.0627459
46947.4,0.0769071
46949.2,0.095624
46951.1,0.119621
46953.0,0.155001
46955.0,0.200147
46957.1,0.264862
46960.5,0.390405
46964.6,0.547726
46966.8,0.606671
46969.3,0.633478
46969.4,0.633508
46971.6,0.614694
46974.0,0.55313
46978.9,0.36643
46982.1,0.252088
46984.4,0.186299
46986.4,0.142057
46988.3,0.111295
46990.1,0.0893918
46992.1,0.0716427
46994.1,0.0587247
46996.6,0.0473884
46999.1,0.0390918
47001.9,0.0325755
47005.2,0.0270059
47009.1,0.0223025
47013.7,0.0185229
47019.5,0.0152524
47026.2,0.0126932
47034.4,0.0106368
47043.4,0.00913727
47056.1,0.0077857
47068.1,0.00695897
47086.2,0.00617314
47104.2,0.005687
47140.4,0.00514707
47200.5,0.00476687
47301.7,0.00460867
47383.5,0.00469673
47427.3,0.00492046
47432.3,0.00515732
47434.8,0.00558069
47436.4,0.00616261
47438.1,0.00716346
47439.5,0.00853051
47440.7,0.0101688
47442.2,0.012973
47443.8,0.0167203
47445.6,0.0225011
47450.6,0.0412236
47452.8,0.04694
47454.8,0.0488734
47456.7,0.0472759
47458.8,0.0420469
47464.6,0.0207061
47466.3,0.015662
47467.8,0.012392
47469.2,0.00994259
47470.6,0.00820502
47472.1,0.00703435
47473.5,0.0062837
47475.2,0.0057586
47478.1,0.00538736
47484.1,0.00526659
47514.3,0.00558018
47544.7,0.00625506
47563.1,0.00695462
47579.4,0.00793146
47593.7,0.00928208
47603.9,0.0107529
47613.6,0.0128259
47621.1,0.0151737
47628.0,0.0183293
47634.0,0.022211
47639.3,0.0271051
47644.0,0.0333592
47648.4,0.0415418
47652.5,0.0520692
47656.4,0.0658351
47660.7,0.0858219
47666.9,0.123392
47672.7,0.158366
47676.8,0.17235
47678.7,0.174043
47681.7,0.169915
47685.4,0.154577
47696.7,0.0858466
47701.0,0.0658579
47704.9,0.0520885
47709.0,0.0415569
47713.4,0.03337
47718.1,0.0271116
47723.4,0.0222134
47729.4,0.0183276
47736.3,0.0151678
47743.8,0.012816
47753.5,0.0107381
47765.8,0.00902726
47778.0,0.00790522
47794.3,0.00692069
47818.8,0.00603468
47844.0,0.00550108
47882.7,0.00503282
47937.1,0.00469339
48045.9,0.00441244
48195.6,0.00430454
48277.2,0.00437065
48317.1,0.0045909
48336.1,0.00495397
48345.7,0.00538813
48352.0,0.00595347
48356.0,0.00658975
48358.2,0.00721873
48360.2,0.0080831
48361.7,0.00921374
48363.0,0.0107714
48364.2,0.0127819
48365.3,0.0157288
48366.3,0.0191916
48367.2,0.0238914
48368.1,0.0296512
48369.1,0.0386322
48370.2,0.0505852
48371.2,0.0661647
48372.2,0.0860079
48373.4,0.115287
48374.8,0.156315
48376.5,0.221715
48380.2,0.392409
48382.5,0.490796
48384.6,0.547345
48386.2,0.561201
48388.0,0.542621
48389.9,0.486636
48392.9,0.356934
48395.8,0.221588
48397.6,0.155638
48399.0,0.111979
48400.2,0.0834097
48401.3,0.0635397
48402.3,0.0488828
48403.3,0.0375942
48404.3,0.0290667
48405.3,0.0227411
48406.3,0.0181186
48407.4,0.0147817
48408.4,0.0122739
48409.6,0.0103362
48411.0,0.00888829
48412.4,0.00794997
48414.5,0.00707708
48417.9,0.0062782
48423.7,0.0055871
48432.5,0.00506157
48445.8,0.00469466
48472.3,0.00441513
48549.1,0.00423202
49086.8,0.00413993
49291.6,0.00413515
50718.4,0.00423852
50787.3,0.00436765
50799.5,0.00456286
50802.4,0.00476975
50804.6,0.00515733
50806.1,0.00566627
50807.6,0.00653947
50808.9,0.00777279
50810.0,0.00933467
50811.1,0.0115255
50812.2,0.0145233
50813.3,0.0185188
50814.4,0.0236987
50815.7,0.03145
50817.2,0.0432642
50819.0,0.0610051
50824.1,0.117844
50826.4,0.135446
50828.4,0.140874
50830.3,0.135695
50832.2,0.121772
50835.5,0.0864202
50838.3,0.0553129
50840.0,0.0399251
50841.4,0.0298345
50842.7,0.0221831
50843.8,0.017168
50845.0,0.0133757
50846.0,0.0108311
50847.2,0.00877323
50848.3,0.0073382
50849.5,0.00636144
50850.8,0.00560975
50852.7,0.00505314
50855.4,0.00469437
50860.9,0.00449539
50883.2,0.00436278
50901.9,0.00434744
50980.4,0.00443917
51033.4,0.00464894
51068.7,0.00500305
51088.3,0.00542357
51104.5,0.00608834
51114.1,0.00677916
51122.1,0.00770509
51128.6,0.0089063
51133.5,0.0103016
51137.4,0.0119603
51141.1,0.014295
51143.9,0.0170766
51146.1,0.0204654
51147.8,0.0241879
51149.4,0.0291834
51151.0,0.036107
51152.3,0.0447453
51153.7,0.0566154
51155.1,0.0724279
51156.4,0.093031
51157.9,0.123106
51159.4,0.163353
51161.1,0.222627
51163.5,0.320628
51168.0,0.52583
51170.1,0.594703
51172.3,0.629064
51172.7,0.629863
51174.6,0.61184
51177.0,0.541179
51181.0,0.362572
51183.8,0.242499
51185.7,0.175468
51187.2,0.132042
51188.5,0.102715
51189.9,0.0787527
51191.3,0.0616158
51192.6,0.0488134
51193.9,0.0393639
51195.2,0.0325889
51196.7,0.026722
51198.6,0.0219998
51200.6,0.0183635
51202.9,0.0156377
51205.8,0.0132588
51209.5,0.0112746
51213.9,0.00968688
51220.1,0.0082615
51226.2,0.00733945
51235.9,0.00642491
51247.5,0.00577877
51261.5,0.00532218
51292.4,0.00482999
51341.5,0.00453892
51431.8,0.00437896
51626.9,0.00432528
