45-Rh-103(n,&gamma;) ENDF/B-VII.1
1901.39,0.402197
1901.52,0.322659
1901.68,0.253516
1901.83,0.203467
1901.99,0.164357
1902.17,0.135688
1902.37,0.112563
1902.6,0.0946255
1902.86,0.0808127
1903.21,0.0682066
1903.65,0.0574739
1904.17,0.0486293
1904.9,0.0404742
1905.62,0.0351707
1906.49,0.0311254
1907.44,0.0287096
1908.38,0.0280707
1909.07,0.0290642
1909.6,0.0314461
1909.94,0.0350317
1910.2,0.0402395
1910.38,0.0460009
1910.55,0.054789
1910.7,0.0661807
1910.85,0.0825318
1910.99,0.101914
1911.12,0.127797
1911.25,0.164528
1911.4,0.214768
1911.54,0.280415
1911.68,0.364441
1911.85,0.489393
1912.05,0.674255
1912.26,0.930469
1912.56,1.38271
1913.2,2.42469
1913.5,2.75944
1913.79,2.88077
1913.8,2.88089
1914.06,2.78467
1914.33,2.51619
1914.74,1.88369
1915.2,1.13037
1915.43,0.811867
1915.64,0.589862
1915.81,0.436615
1915.97,0.329407
1916.12,0.246183
1916.27,0.186984
1916.41,0.144547
1916.54,0.112446
1916.68,0.088524
1916.8,0.0726065
1916.95,0.0580666
1917.11,0.0478958
1917.27,0.0404595
1917.44,0.0350018
1917.66,0.0305536
1917.92,0.0272159
1918.35,0.0239706
1918.91,0.0215766
1919.67,0.0196104
1920.82,0.0179963
1922.56,0.0169994
1923.53,0.0168838
1925.49,0.0174102
1926.96,0.0186007
1928.18,0.0204398
1929.26,0.0233519
1929.98,0.026636
1930.52,0.0306028
1930.88,0.0348486
1931.15,0.0399038
1931.38,0.0465582
1931.56,0.0547071
1931.71,0.0651427
1931.86,0.0791905
1932.0,0.0969758
1932.13,0.121289
1932.27,0.154284
1932.4,0.198598
1932.54,0.257351
1932.68,0.339957
1932.83,0.44776
1932.99,0.60518
1933.15,0.807033
1933.33,1.08946
1933.55,1.5128
1933.84,2.20709
1934.45,3.84352
1934.78,4.47016
1935.07,4.6988
1935.1,4.70112
1935.37,4.53865
1935.64,4.08578
1936.07,2.99069
1936.51,1.84383
1936.77,1.27762
1936.97,0.921068
1937.14,0.682972
1937.29,0.523756
1937.44,0.396498
1937.59,0.298732
1937.71,0.235969
1937.84,0.187136
1937.96,0.14959
1938.1,0.118371
1938.23,0.0958845
1938.39,0.0772382
1938.53,0.0659581
1938.71,0.0555547
1938.93,0.0473412
1939.16,0.0422545
1939.43,0.0384053
1939.9,0.0345863
1940.6,0.0318665
1941.3,0.0310413
1941.99,0.0316302
1942.68,0.0338549
1943.14,0.0370014
1943.5,0.0416553
1943.76,0.0480927
1943.94,0.0550787
1944.12,0.0656481
1944.27,0.0793005
1944.43,0.0988786
1944.56,0.122094
1944.69,0.15313
1944.84,0.198826
1944.99,0.259749
1945.13,0.339428
1945.28,0.441433
1945.44,0.586502
1945.63,0.794939
1945.85,1.09957
1946.15,1.62941
1946.79,2.83367
1947.09,3.23457
1947.38,3.38016
1947.4,3.38061
1947.67,3.26566
1947.94,2.9447
1948.36,2.19179
1948.82,1.31117
1949.08,0.919915
1949.28,0.670623
1949.45,0.503562
1949.62,0.373301
1949.78,0.282669
1949.91,0.220117
1950.05,0.172364
1950.19,0.136529
1950.32,0.112594
1950.47,0.091243
1950.62,0.0758527
1950.78,0.0652327
1950.96,0.0570953
1951.18,0.0507581
1951.45,0.0463895
1951.8,0.0433135
1952.55,0.0408385
1952.79,0.0405732
1953.97,0.0413244
1955.15,0.0446721
1955.98,0.0491434
1956.49,0.0543605
1956.8,0.0602387
1957.06,0.0688631
1957.28,0.0808755
1957.45,0.0955964
1957.63,0.117003
1957.78,0.143225
1957.93,0.178581
1958.08,0.225384
1958.25,0.29599
1958.43,0.388155
1958.62,0.520983
1958.86,0.727407
1959.18,1.07808
1959.77,1.76901
1960.08,2.02592
1960.38,2.12625
1960.4,2.12694
1960.69,2.04743
1961.01,1.79755
1961.85,0.83825
1962.11,0.599899
1962.32,0.44966
1962.5,0.347687
1962.69,0.270836
1962.87,0.215137
1963.05,0.176328
1963.23,0.151488
1963.38,0.136681
1963.58,0.124498
1963.89,0.116508
1964.15,0.115186
1964.82,0.121334
1965.84,0.14186
1966.84,0.172066
1967.74,0.21084
1968.51,0.257318
1969.23,0.317739
1969.85,0.389931
1970.37,0.474533
1970.87,0.587842
1971.3,0.725575
1971.67,0.893381
1971.98,1.09115
1972.26,1.34164
1972.49,1.6381
1972.72,2.03712
1972.95,2.58921
1973.18,3.33263
1973.4,4.28973
1973.61,5.54944
1973.85,7.3848
1974.13,10.1625
1974.5,14.7629
1975.24,24.8738
1975.53,27.6753
1975.86,29.019
1975.9,29.0394
1976.21,28.0294
1976.58,24.6169
1977.5,12.0754
1977.8,8.7556
1978.04,6.57978
1978.26,5.0889
1978.47,3.97368
1978.68,3.1229
1978.88,2.48306
1979.09,2.00534
1979.34,1.59301
1979.59,1.28764
1979.85,1.06734
1980.19,0.860325
1980.56,0.702139
1980.99,0.571254
1981.45,0.470426
1982.01,0.382972
1982.67,0.308171
1983.39,0.251075
1984.11,0.209799
1984.88,0.177695
1985.65,0.156062
1986.11,0.150794
1986.42,0.154779
1986.66,0.166305
1986.89,0.187733
1987.07,0.215757
1987.25,0.256799
1987.42,0.313316
1987.61,0.392819
1987.82,0.512801
1988.06,0.686806
1988.39,0.986922
1988.96,1.54951
1989.28,1.7711
1989.58,1.85251
1989.59,1.85276
1989.89,1.77997
1990.18,1.58421
1990.72,1.05932
1991.09,0.697334
1991.33,0.509294
1991.55,0.374266
1991.74,0.282958
1991.92,0.219832
1992.07,0.176741
1992.25,0.141262
1992.42,0.115986
1992.59,0.098322
1992.79,0.0846731
1993.01,0.0752147
1993.27,0.0683232
1993.71,0.0622056
1994.55,0.0569196
1995.55,0.0544808
1996.04,0.054328
1997.03,0.0565007
1997.78,0.0613788
1998.22,0.0666874
1998.61,0.0743135
1998.9,0.083715
1999.14,0.0963817
1999.34,0.112228
1999.51,0.132945
1999.67,0.161421
1999.81,0.198208
1999.96,0.249488
2000.09,0.312258
2000.22,0.395544
2000.37,0.518828
2000.51,0.682844
2000.65,0.881104
2000.8,1.17166
2000.98,1.59392
2001.16,2.14683
2001.38,2.9924
2001.64,4.24462
2002.37,8.23201
2002.67,9.38565
2002.95,9.87145
2003.0,9.88112
2003.28,9.52822
2003.56,8.54785
2004.0,6.23106
2004.44,3.84331
2004.7,2.68391
2004.9,1.94855
2005.09,1.41782
2005.26,1.0442
2005.41,0.784893
2005.54,0.611738
2005.67,0.476359
2005.8,0.371972
2005.94,0.292472
2006.07,0.232556
2006.21,0.183551
2006.35,0.150304
2006.48,0.12589
2006.66,0.10419
2006.86,0.0867499
2007.06,0.0751344
2007.33,0.0651506
2007.7,0.0558773
2008.21,0.0480001
2008.71,0.0427281
2009.44,0.0377702
2010.1,0.035177
2010.55,0.0345959
2010.88,0.03528
2011.13,0.0370568
2011.39,0.0410835
2011.6,0.0473805
2011.77,0.0554561
2011.94,0.0674243
2012.09,0.0821813
2012.24,0.102079
2012.42,0.132658
2012.59,0.173352
2012.78,0.233272
2013.0,0.319235
2013.25,0.446967
2013.7,0.72609
2014.1,0.962693
2014.4,1.09151
2014.7,1.13521
2014.98,1.09455
2015.28,0.975186
2015.75,0.691278
2016.14,0.448352
2016.4,0.317316
2016.6,0.23475
2016.8,0.173096
2016.97,0.129824
2017.13,0.0999495
2017.29,0.0775324
2017.46,0.0610926
2017.61,0.0499473
2017.76,0.0418842
2017.93,0.0354448
2018.14,0.0302541
2018.36,0.0270802
2018.61,0.0248058
2018.96,0.0231122
2019.79,0.0212954
2021.17,0.0204125
2021.31,0.0204074
2022.51,0.0210512
2022.99,0.0219248
2023.4,0.0235558
2023.66,0.0255761
2023.91,0.0291993
2024.13,0.0343577
2024.3,0.0406846
2024.47,0.049813
2024.62,0.061412
2024.79,0.078258
2024.96,0.100814
2025.13,0.130213
2025.32,0.17445
2025.52,0.232309
2025.8,0.330477
2026.57,0.657419
2026.9,0.754318
2027.2,0.786295
2027.21,0.786297
2027.48,0.759787
2027.78,0.680128
2028.25,0.485528
2028.66,0.320517
2028.92,0.237454
2029.11,0.190665
2029.28,0.161385
2029.39,0.148904
2029.53,0.140911
2029.6,0.140091
2029.73,0.145215
2029.87,0.160096
2030.01,0.185874
2030.14,0.223966
2030.3,0.28359
2030.46,0.366643
2030.63,0.488751
2030.83,0.663524
2031.07,0.931202
2031.4,1.384
2031.95,2.18307
2032.28,2.52383
2032.58,2.64138
2032.6,2.64171
2032.9,2.53809
2033.22,2.21757
2034.07,1.00201
2034.32,0.712679
2034.53,0.512935
2034.72,0.37719
2034.89,0.280562
2035.05,0.212849
2035.19,0.165781
2035.33,0.129999
2035.48,0.101862
2035.64,0.0813116
2035.79,0.0667728
2035.95,0.0566084
2036.12,0.0487456
2036.3,0.0435862
2036.56,0.0389422
2036.83,0.0363855
2037.28,0.0342495
2038.15,0.0332476
2039.39,0.0346913
2040.77,0.0388979
2042.14,0.0460486
2043.3,0.0552909
2044.29,0.0668894
2045.11,0.0806409
2045.88,0.0988146
2046.54,0.120965
2047.12,0.148421
2047.61,0.181786
2048.0,0.218134
2048.34,0.263629
2048.65,0.322737
2048.89,0.388894
2049.1,0.469449
2049.31,0.583674
2049.5,0.726107
2049.68,0.923259
2049.86,1.17923
2050.04,1.51474
2050.21,1.95766
2050.39,2.56344
2050.59,3.42121
2050.79,4.51224
2051.03,6.18142
2051.36,8.99934
2052.03,15.3031
2052.35,17.4489
2052.66,18.3292
2052.7,18.3432
2053.01,17.6495
2053.33,15.6489
2053.9,10.3503
2054.29,6.8497
2054.54,4.96385
2054.76,3.66969
2054.97,2.73468
2055.15,2.09021
2055.33,1.59696
2055.5,1.24138
2055.68,0.974832
2055.85,0.776836
2056.02,0.630317
2056.22,0.508583
2056.44,0.412983
2056.66,0.345135
2056.94,0.285059
2057.24,0.238472
2057.65,0.194016
2058.13,0.158112
2058.68,0.129313
2059.35,0.104687
2060.01,0.0876237
2060.84,0.0724336
2061.8,0.0601688
2062.93,0.0504883
2063.92,0.044721
2065.41,0.039309
2066.78,0.0369436
2067.66,0.0366702
2068.81,0.0379994
2069.57,0.0403837
2070.33,0.0450344
2070.8,0.0506325
2071.06,0.0560947
2071.32,0.0651349
2071.54,0.077575
2071.72,0.0927741
2071.87,0.111702
2072.02,0.137855
2072.17,0.171226
2072.31,0.21465
2072.45,0.271052
2072.62,0.359609
2072.79,0.475259
2072.96,0.622023
2073.17,0.854557
2073.44,1.21212
2073.88,1.95303
2074.31,2.66406
2074.65,3.0398
2074.98,3.18531
2075.01,3.18691
2075.49,3.03473
2075.85,2.92579
2076.11,3.04227
2076.32,3.36225
2076.52,3.87565
2076.77,4.82149
2077.05,6.27916
2077.7,10.1082
2078.03,11.4234
2078.29,11.7772
2078.58,11.354
2078.86,10.2042
2079.31,7.44037
2079.76,4.55967
2080.01,3.26537
2080.21,2.41422
2080.39,1.78196
2080.55,1.33497
2080.7,1.01431
2080.85,0.765469
2080.99,0.596992
2081.13,0.45417
2081.27,0.350902
2081.4,0.280974
2081.54,0.222956
2081.68,0.180612
2081.82,0.149805
2082.0,0.122469
2082.19,0.103158
2082.42,0.0874094
2082.66,0.0771191
2083.03,0.066587
2083.57,0.0575201
2084.07,0.0523398
2084.73,0.048102
2085.73,0.0453924
2086.06,0.0452267
2087.05,0.0466985
2088.04,0.0514765
2088.82,0.058584
2089.42,0.0673686
2089.9,0.078062
2090.32,0.0926047
2090.62,0.108972
2090.86,0.128972
2091.07,0.155195
2091.25,0.187976
2091.4,0.225985
2091.55,0.277527
2091.69,0.343238
2091.85,0.440894
2092.01,0.572568
2092.16,0.747522
2092.32,0.969746
2092.49,1.28378
2092.67,1.73263
2092.88,2.36172
2093.12,3.29354
2093.48,4.93841
2094.05,7.78011
2094.38,8.91325
2094.68,9.30591
2094.7,9.30701
2094.98,9.00816
2095.28,8.07703
2095.73,5.92305
2096.2,3.62547
2096.47,2.54161
2096.68,1.88
2096.86,1.40351
2097.03,1.06768
2097.2,0.808341
2097.36,0.627961
2097.49,0.5057
2097.64,0.401833
2097.79,0.324552
2097.94,0.267644
2098.12,0.219186
2098.28,0.188782
2098.49,0.162677
2098.69,0.145591
2099.0,0.130085
2099.41,0.1197
2100.05,0.115108
2100.74,0.119573
2101.35,0.130579
2101.96,0.149314
2102.53,0.176786
2102.98,0.208437
2103.34,0.244025
2103.7,0.294616
2103.96,0.348682
2104.23,0.42543
2104.48,0.525071
2104.69,0.646999
2104.9,0.821999
2105.09,1.03946
2105.28,1.3204
2105.48,1.71531
2105.68,2.23418
2105.88,2.9131
2106.11,3.89728
2106.36,5.27735
2106.8,8.14394
2107.34,11.7313
2107.66,13.2023
2107.96,13.7928
2108.0,13.8009
2108.28,13.4109
2108.63,11.8859
2109.19,8.15972
2109.64,5.26961
2109.92,3.75501
2110.14,2.85305
2110.35,2.14428
2110.55,1.64486
2110.75,1.26577
2110.94,0.987611
2111.14,0.7816
2111.33,0.629855
2111.54,0.508257
2111.79,0.409873
2112.06,0.333021
2112.38,0.271955
2112.74,0.223644
2113.17,0.182901
2113.63,0.151368
2114.17,0.124969
2114.8,0.102697
2115.52,0.0843813
2116.39,0.0684665
2117.38,0.0559379
2118.51,0.0458582
2119.73,0.0381677
2121.24,0.0315241
2123.0,0.0262446
2124.9,0.0223792
2127.23,0.019268
2130.03,0.0170443
2132.54,0.0160565
2134.12,0.0159042
2136.21,0.0164528
2137.77,0.0179012
2138.71,0.0198661
2139.24,0.0220256
2139.6,0.0249353
2139.87,0.028719
2140.06,0.0332208
2140.23,0.0393779
2140.38,0.0471373
2140.54,0.0579948
2140.69,0.0730335
2140.84,0.0935801
2141.0,0.121201
2141.15,0.15765
2141.3,0.204788
2141.46,0.269219
2141.66,0.368198
2141.88,0.506636
2142.15,0.726535
2142.97,1.49767
2143.29,1.70154
2143.59,1.77571
2143.6,1.77574
2143.89,1.71119
2144.21,1.50963
2144.73,1.0248
2145.14,0.655297
2145.38,0.471593
2145.59,0.345646
2145.78,0.255418
2145.96,0.192345
2146.11,0.148889
2146.27,0.11596
2146.43,0.0915735
2146.57,0.0755943
2146.71,0.0634954
2146.87,0.0541697
2147.06,0.046614
2147.3,0.0415432
2147.55,0.0390636
2147.8,0.0383524
2148.3,0.0398824
2148.83,0.0445183
2149.21,0.0503791
2149.55,0.0587049
2149.78,0.0681181
2149.98,0.0793044
2150.17,0.0957226
2150.33,0.115717
2150.49,0.143894
2150.62,0.175972
2150.76,0.218429
2150.89,0.274219
2151.03,0.346824
2151.17,0.44971
2151.32,0.582994
2151.49,0.780269
2151.66,1.03392
2151.85,1.40245
2152.06,1.90918
2152.34,2.75993
2153.15,5.65191
2153.47,6.46356
2153.78,6.75842
2153.8,6.75942
2154.11,6.4953
2154.44,5.69388
2155.33,2.54195
2155.59,1.78457
2155.8,1.3036
2155.98,0.976474
2156.16,0.720947
2156.31,0.555681
2156.45,0.431514
2156.6,0.335437
2156.74,0.262175
2156.88,0.207017
2157.03,0.165913
2157.18,0.134433
2157.34,0.109246
2157.51,0.0915962
2157.72,0.0766127
2157.97,0.0650837
2158.22,0.0576331
2158.63,0.0500753
2159.11,0.0447373
2159.82,0.0402247
2160.68,0.0378515
2161.07,0.037514
2162.29,0.0387354
2163.11,0.0414274
2164.13,0.0473709
2164.97,0.0553182
2165.6,0.0642804
2166.23,0.0775204
2166.73,0.0936247
2167.11,0.112104
2167.38,0.131523
2167.62,0.158508
2167.82,0.191046
2167.99,0.231086
2168.16,0.287882
2168.3,0.353282
2168.44,0.441074
2168.58,0.555369
2168.72,0.698129
2168.87,0.917379
2169.02,1.20761
2169.18,1.58505
2169.35,2.13338
2169.54,2.90672
2169.73,3.90185
2169.99,5.53816
2170.31,8.15622
2170.91,13.3222
2171.26,15.4433
2171.57,16.2159
2171.6,16.2237
2171.88,15.6875
2172.17,14.1884
2172.62,10.5149
2173.11,6.29357
2173.37,4.51622
2173.58,3.29493
2173.77,2.44053
2173.94,1.82652
2174.11,1.36866
2174.26,1.04398
2174.42,0.797025
2174.57,0.612265
2174.73,0.476
2174.88,0.375746
2175.04,0.303424
2175.21,0.246623
2175.39,0.207141
2175.59,0.174917
2175.84,0.150394
2176.09,0.133727
2176.47,0.117937
2176.85,0.108234
2177.35,0.100708
2178.06,0.0968614
2178.83,0.0993573
2179.61,0.108487
2180.36,0.124789
2180.93,0.144242
2181.5,0.173143
2181.95,0.2075
2182.28,0.242753
2182.6,0.294317
2182.86,0.356779
2183.04,0.418256
2183.24,0.512447
2183.41,0.629133
2183.58,0.792151
2183.73,0.982745
2183.88,1.24407
2184.02,1.57004
2184.18,2.06224
2184.35,2.71418
2184.51,3.56211
2184.69,4.76441
2184.88,6.4466
2185.09,8.7464
2185.34,12.0181
2185.78,19.227
2186.28,27.2357
2186.6,30.7822
2186.9,31.9258
2187.19,30.8695
2187.49,27.7492
2187.97,20.1084
2188.44,12.367
2188.71,8.64008
2188.93,6.28433
2189.13,4.63728
2189.31,3.46319
2189.47,2.61868
2189.64,1.98855
2189.8,1.51362
2189.94,1.19944
2190.1,0.941826
2190.24,0.759653
2190.41,0.603694
2190.59,0.491822
2190.78,0.401186
2191.0,0.330499
2191.26,0.273196
2191.59,0.224757
2191.93,0.189325
2192.42,0.153681
2192.99,0.124781
2193.6,0.10255
2194.29,0.0848547
2195.12,0.0694859
2196.14,0.0562548
2197.31,0.0458602
2198.58,0.0380559
2199.85,0.0325129
2201.51,0.0274078
2203.55,0.02321
2205.58,0.0204126
2208.25,0.0181063
2211.39,0.0165309
2214.53,0.0158419
2215.58,0.0157731
2218.94,0.016102
2222.31,0.0173304
2225.13,0.019567
2226.86,0.0220096
2228.3,0.0253192
2229.46,0.0296395
2230.32,0.0348958
2230.9,0.0404604
2231.33,0.047226
2231.64,0.0552143
2231.84,0.0634591
2232.04,0.0758415
2232.22,0.0926105
2232.39,0.11428
2232.53,0.140651
2232.67,0.176392
2232.82,0.227971
2232.97,0.296543
2233.12,0.387546
2233.27,0.506337
2233.42,0.658648
2233.58,0.873008
2233.77,1.18794
2233.98,1.61961
2234.23,2.28168
2234.61,3.50864
2235.11,5.16172
2235.45,5.99313
2235.77,6.29888
2235.8,6.30186
2236.11,6.05975
2236.42,5.38624
2237.27,2.71112
2237.49,2.13512
2237.67,1.7787
2237.85,1.52666
2238.04,1.38342
2238.18,1.34712
2238.35,1.39286
2238.53,1.53347
2238.75,1.82686
2239.04,2.36804
2239.71,3.75551
2240.04,4.21064
2240.29,4.32253
2240.6,4.15663
2240.92,3.67865
2241.45,2.51066
2241.86,1.61521
2242.12,1.13861
2242.33,0.835488
2242.53,0.61791
2242.71,0.465412
2242.87,0.360023
2243.03,0.279881
2243.18,0.220267
2243.34,0.176861
2243.51,0.144474
2243.66,0.124746
2243.85,0.107163
2244.1,0.0945816
2244.35,0.0882536
2244.7,0.0857011
2245.12,0.0878201
2245.65,0.0954793
2246.18,0.109209
2246.61,0.126781
2246.92,0.146987
2247.2,0.173212
2247.44,0.208502
2247.62,0.247458
2247.8,0.303019
2247.95,0.367582
2248.1,0.455211
2248.24,0.564778
2248.38,0.709253
2248.52,0.898191
2248.66,1.14261
2248.82,1.51447
2248.99,2.03365
2249.18,2.74986
2249.38,3.75714
2249.59,5.1156
2249.86,7.28151
2250.38,12.2587
2250.82,16.327
2251.14,18.1715
2251.4,18.6562
2251.69,18.0404
2251.98,16.3197
2252.4,12.4634
2252.92,7.45256
2253.18,5.30432
2253.41,3.83294
2253.61,2.81013
2253.78,2.11619
2253.94,1.61466
2254.1,1.22647
2254.26,0.931632
2254.41,0.727372
2254.54,0.585216
2254.7,0.457268
2254.86,0.364565
2255.02,0.297614
2255.21,0.242457
2255.4,0.204157
2255.64,0.170691
2255.88,0.148078
2256.19,0.12749
2256.65,0.108259
2257.18,0.0933359
2257.85,0.0810061
2258.65,0.0715607
2259.5,0.0653317
2260.78,0.0604179
2262.05,0.0588476
2263.48,0.0598816
2264.91,0.0638365
2265.6,0.0680973
2266.03,0.0738821
2266.37,0.0829648
2266.64,0.0961001
2266.87,0.114095
2267.06,0.135835
2267.26,0.165529
2267.45,0.204859
2267.68,0.265395
2267.96,0.361916
2268.35,0.531295
2268.95,0.806541
2269.3,0.915854
2269.61,0.948824
2269.92,0.915077
2270.26,0.810465
2271.15,0.421729
2271.43,0.321312
2271.67,0.254921
2271.9,0.207538
2272.13,0.174968
2272.4,0.151425
2272.66,0.13847
2273.06,0.131368
2273.19,0.131029
2273.85,0.136574
2275.08,0.159851
2276.32,0.193758
2277.43,0.236441
2278.44,0.290378
2279.31,0.354322
2280.07,0.431422
2280.79,0.531948
2281.43,0.655947
2282.01,0.813068
2282.48,0.994054
2282.92,1.22761
2283.29,1.51632
2283.57,1.83081
2283.84,2.24694
2284.08,2.77454
2284.31,3.47443
2284.52,4.34054
2284.72,5.51067
2284.93,7.07896
2285.13,9.05738
2285.36,12.0793
2285.6,16.231
2285.89,22.5522
2286.24,31.9802
2287.01,54.9282
2287.34,61.7421
2287.66,64.519
2287.7,64.5463
2288.02,62.3828
2288.38,55.3149
2289.02,36.3094
2289.45,24.0825
2289.74,17.2792
2289.97,13.2295
2290.19,10.0394
2290.4,7.72163
2290.61,5.99551
2290.79,4.81494
2291.0,3.82619
2291.2,3.12046
2291.44,2.48048
2291.69,2.02729
2291.98,1.65735
2292.31,1.35308
2292.68,1.11487
2293.14,0.905342
2293.64,0.745322
2294.21,0.610507
2294.92,0.493995
2295.74,0.398417
2296.67,0.324471
2297.68,0.269867
2298.59,0.236491
2299.61,0.213336
2300.62,0.204221
2301.43,0.210514
2302.02,0.229396
2302.37,0.253339
2302.66,0.288195
2302.92,0.338157
2303.11,0.396876
2303.31,0.482129
2303.48,0.590742
2303.66,0.740281
2303.84,0.943287
2304.01,1.21402
2304.19,1.56772
2304.39,2.07595
2304.6,2.79426
2304.86,3.87225
2305.2,5.67092
2305.89,9.75062
2306.26,11.2412
2306.58,11.7536
2306.6,11.7547
2306.9,11.3634
2307.23,10.1272
2307.76,7.09771
2308.19,4.59036
2308.47,3.28544
2308.71,2.37629
2308.92,1.76868
2309.1,1.34422
2309.26,1.05094
2309.44,0.809823
2309.62,0.629812
2309.79,0.497344
2309.97,0.40085
2310.15,0.330888
2310.34,0.276538
2310.56,0.232822
2310.82,0.197532
2311.18,0.16728
2311.62,0.143484
2312.2,0.123483
2312.99,0.107196
2313.97,0.0959066
2315.06,0.0908033
2315.38,0.0905539
2316.35,0.0933103
2317.08,0.0996228
2317.89,0.11282
2318.44,0.128398
2318.93,0.150095
2319.28,0.174682
2319.56,0.205156
2319.78,0.241308
2319.97,0.286258
2320.16,0.351009
2320.31,0.426938
2320.47,0.530825
2320.61,0.658004
2320.76,0.830287
2320.91,1.0567
2321.05,1.35074
2321.22,1.79936
2321.4,2.39934
2321.59,3.25616
2321.8,4.45908
2322.05,6.26439
2322.36,9.13918
2323.12,16.9484
2323.46,19.4009
2323.78,20.2913
2323.8,20.2951
2324.12,19.506
2324.42,17.4242
2324.95,12.1583
2325.38,7.73446
2325.64,5.57514
2325.86,4.05897
2326.07,2.97606
2326.24,2.24591
2326.42,1.6796
2326.57,1.28808
2326.74,0.976875
2326.88,0.766685
2327.03,0.607044
2327.18,0.486795
2327.35,0.384061
2327.51,0.313369
2327.68,0.259303
2327.89,0.213974
2328.14,0.178251
2328.42,0.150793
2328.78,0.126771
2329.27,0.105157
2329.85,0.0875989
2330.61,0.0723097
2331.44,0.0608297
2332.28,0.0528023
2333.45,0.0450616
2334.62,0.0398688
2336.38,0.035028
2338.07,0.0327157
2339.17,0.0323838
2340.37,0.0335042
2341.26,0.0363624
2341.74,0.039869
2342.0,0.0434475
2342.26,0.0495031
2342.48,0.0579386
2342.66,0.0683182
2342.84,0.083554
2343.0,0.104085
2343.15,0.129585
2343.3,0.163767
2343.44,0.208934
2343.61,0.275142
2343.77,0.36187
2343.96,0.48545
2344.14,0.650266
2344.37,0.903161
2344.64,1.26744
2345.11,2.06321
2345.55,2.79046
2345.88,3.16415
2346.2,3.29188
2346.5,3.18008
2346.82,2.82963
2347.3,2.0483
2347.76,1.2761
2348.04,0.895283
2348.24,0.669064
2348.44,0.493138
2348.61,0.375295
2348.78,0.284041
2348.93,0.225275
2349.08,0.177154
2349.23,0.140538
2349.38,0.113619
2349.54,0.0941633
2349.71,0.0787192
2349.89,0.068475
2350.07,0.0618351
2350.33,0.0562425
2350.61,0.0537745
2350.84,0.0533194
2351.18,0.0544723
2351.64,0.0591555
2351.99,0.0661331
2352.28,0.0762878
2352.52,0.0902429
2352.7,0.106399
2352.88,0.129906
2353.04,0.160056
2353.21,0.202022
2353.37,0.259849
2353.52,0.330172
2353.67,0.42188
2353.83,0.558958
2354.0,0.737552
2354.17,0.96483
2354.39,1.32645
2354.63,1.85268
2354.92,2.65341
2355.74,5.1694
2356.07,5.86255
2356.39,6.11369
2356.4,6.11394
2356.71,5.88993
2357.0,5.31645
2357.47,3.93168
2357.97,2.38688
2358.23,1.72667
2358.44,1.28437
2358.63,0.969387
2358.8,0.742665
2358.97,0.564556
2359.13,0.427908
2359.28,0.338175
2359.44,0.26285
2359.6,0.206369
2359.77,0.165499
2359.93,0.13625
2360.12,0.112653
2360.34,0.0950984
2360.56,0.0839688
2360.83,0.0754621
2361.25,0.0686442
2361.85,0.0650495
2362.05,0.0647806
2362.66,0.066042
2363.47,0.0721835
2364.08,0.0806581
2364.69,0.09388
2365.18,0.110028
2365.61,0.131044
2365.95,0.156452
2366.21,0.184535
2366.42,0.217773
2366.63,0.262188
2366.81,0.319447
2367.0,0.399216
2367.16,0.492222
2367.34,0.63457
2367.51,0.815239
2367.68,1.05362
2367.86,1.36307
2368.04,1.77939
2368.24,2.40227
2368.48,3.3146
2368.77,4.66801
2369.24,7.42566
2369.74,10.3524
2370.08,11.6941
2370.4,12.1303
2370.73,11.6674
2371.08,10.2178
2372.02,4.70945
2372.32,3.31209
2372.54,2.45118
2372.75,1.81196
2372.94,1.36222
2373.12,1.04953
2373.29,0.814568
2373.46,0.633847
2373.63,0.498583
2373.8,0.398259
2373.98,0.32026
2374.17,0.260905
2374.4,0.212444
2374.65,0.174832
2374.93,0.147159
2375.27,0.12389
2375.7,0.10411
2376.22,0.0878849
2376.81,0.0748939
2377.56,0.064039
2378.31,0.0569794
2379.08,0.0524495
2380.02,0.0499216
2380.49,0.0499173
2381.24,0.0524468
2381.7,0.0574385
2381.98,0.0636366
2382.21,0.0724098
2382.4,0.0834444
2382.58,0.100002
2382.74,0.121033
2382.9,0.150569
2383.06,0.191517
2383.22,0.247416
2383.38,0.322399
2383.54,0.421052
2383.71,0.548182
2383.89,0.73423
2384.1,1.00224
2384.33,1.37787
2384.63,1.9924
2385.42,3.82985
2385.76,4.37536
2386.09,4.5737
2386.1,4.57406
2386.39,4.42223
2386.69,3.99779
2387.16,2.96781
2387.67,1.77404
2387.94,1.26504
2388.16,0.925502
2388.35,0.68726
2388.53,0.518085
2388.71,0.387632
2388.87,0.297403
2389.03,0.229277
2389.19,0.178796
2389.34,0.145186
2389.5,0.117888
2389.66,0.0985136
2389.84,0.0833115
2390.07,0.0712731
2390.35,0.0629893
2390.62,0.0584151
2391.17,0.0543259
2391.91,0.0531332
2393.03,0.0556542
2394.11,0.062329
2394.99,0.0721863
2395.58,0.0834061
2395.97,0.0960595
2396.25,0.111135
2396.48,0.131158
2396.66,0.155306
2396.85,0.190522
2397.01,0.234314
2397.17,0.294773
2397.33,0.377351
2397.48,0.479503
2397.63,0.614548
2397.78,0.787804
2397.96,1.04734
2398.14,1.37821
2398.35,1.87164
2398.6,2.63744
2398.94,3.84968
2399.59,6.45649
2399.95,7.46413
2400.27,7.83935
2400.31,7.84213
2400.62,7.55756
