45-Rh-103(n,&gamma;) ENDF/B-VII.1
739.261,0.244425
739.352,0.30894
739.443,0.394745
739.534,0.507083
739.625,0.651538
739.728,0.863013
739.847,1.17488
739.977,1.60698
740.142,2.29028
740.592,4.48699
740.779,5.16887
740.961,5.47324
741.0,5.4829
741.166,5.30176
741.336,4.78362
741.609,3.51159
741.89,2.14294
742.049,1.50967
742.179,1.09748
742.287,0.826409
742.384,0.633893
742.475,0.492685
742.566,0.382976
742.656,0.299222
742.747,0.236247
742.838,0.189477
742.939,0.151954
743.037,0.125846
743.15,0.104988
743.29,0.087751
743.431,0.076526
743.599,0.0675741
743.854,0.0589
744.201,0.0515446
744.633,0.0456891
745.152,0.0411573
745.982,0.0367653
746.813,0.0341753
748.574,0.0315276
749.782,0.0310852
751.081,0.0317949
752.38,0.0344059
753.235,0.0382084
753.748,0.0421664
754.209,0.0480021
754.517,0.0546783
754.748,0.0634827
754.902,0.0733248
755.043,0.0875322
755.15,0.103523
755.256,0.126113
755.363,0.157787
755.47,0.201584
755.577,0.260992
755.688,0.343329
755.803,0.455211
755.932,0.615123
756.088,0.863036
756.303,1.28519
756.651,2.00524
756.849,2.30464
757.059,2.44973
757.129,2.45749
757.598,2.31539
757.714,2.36299
757.837,2.51719
757.973,2.84041
758.116,3.36967
758.323,4.42277
758.675,6.39645
758.868,7.09792
759.015,7.26894
759.199,6.98126
759.393,6.14772
759.731,4.00514
759.95,2.65581
760.107,1.86696
760.227,1.38364
760.337,1.03496
760.445,0.769543
760.542,0.586344
760.637,0.449577
760.728,0.350744
760.818,0.276468
760.909,0.221253
760.999,0.180507
761.09,0.150531
761.193,0.12579
761.323,0.104577
761.478,0.0879845
761.659,0.0755266
761.918,0.0642416
762.263,0.0547974
762.694,0.0472936
763.298,0.0408409
763.885,0.0370029
764.471,0.0345255
765.644,0.0318777
766.955,0.0310038
768.354,0.0316299
770.22,0.0346758
771.821,0.0398555
772.955,0.0457773
774.09,0.054811
774.997,0.0656969
775.791,0.0796948
776.485,0.0975939
777.014,0.11703
777.543,0.144544
777.984,0.177369
778.363,0.217159
778.684,0.264717
778.949,0.319453
779.169,0.383176
779.371,0.466766
779.541,0.570937
779.673,0.688548
779.787,0.829909
779.9,1.02734
780.001,1.2702
780.102,1.60121
780.203,2.05092
780.298,2.61793
780.394,3.37212
780.502,4.47379
780.609,5.91147
780.715,7.71764
780.838,10.3645
780.997,14.6546
781.214,21.8978
781.592,35.2195
781.793,40.0282
781.979,41.5952
782.146,40.3278
782.343,35.9315
782.628,26.2078
782.913,16.1938
783.079,11.4127
783.215,8.30439
783.332,6.20202
783.446,4.62419
783.548,3.53407
783.644,2.74735
783.745,2.11901
783.845,1.65182
783.946,1.30751
784.044,1.06151
784.154,0.859
784.28,0.695618
784.406,0.580619
784.539,0.493557
784.728,0.405972
784.955,0.333923
785.219,0.275183
785.56,0.222381
785.957,0.179746
786.391,0.147142
786.921,0.119566
787.475,0.0995441
788.106,0.0837088
788.736,0.072697
789.496,0.0637488
790.264,0.0582498
791.033,0.0558796
791.289,0.0558336
792.031,0.0584739
792.477,0.0630147
792.87,0.0704012
793.184,0.0808359
793.381,0.0917124
793.538,0.105297
793.675,0.123568
793.793,0.147058
793.891,0.17505
793.99,0.214037
794.088,0.26823
794.186,0.343017
794.284,0.445035
794.376,0.571709
794.468,0.736014
794.573,0.97943
794.677,1.29247
794.8,1.75743
794.939,2.42907
795.107,3.4218
795.558,6.46913
795.771,7.49071
795.96,7.83152
795.97,7.83227
796.159,7.52133
796.347,6.66635
796.679,4.45537
796.913,2.91724
797.07,2.06973
797.201,1.50675
797.311,1.13577
797.42,0.845716
797.522,0.636804
797.614,0.49375
797.706,0.384293
797.797,0.301711
797.889,0.240109
797.981,0.194523
798.068,0.162303
798.164,0.136148
798.284,0.113083
798.428,0.0945939
798.573,0.0821951
798.765,0.0710136
799.0,0.0617904
799.315,0.0534492
799.708,0.0463965
800.284,0.0396849
801.07,0.0341452
802.118,0.0299034
803.166,0.0274457
804.214,0.0259457
806.31,0.0245054
808.039,0.0242936
810.936,0.0251125
813.834,0.0270955
816.882,0.0308172
819.495,0.0360363
821.456,0.0420841
822.974,0.0492651
823.997,0.0570605
824.483,0.0639671
824.731,0.0708582
824.944,0.0815291
825.114,0.0957633
825.263,0.114554
825.415,0.141742
825.572,0.180619
825.747,0.237773
825.989,0.338446
826.364,0.505392
826.589,0.574308
826.787,0.595798
827.006,0.572796
827.278,0.492756
827.592,0.387025
827.749,0.352559
827.865,0.342978
827.981,0.351775
828.097,0.384079
828.2,0.437161
828.302,0.518691
828.405,0.634749
828.507,0.792056
828.627,1.03693
828.754,1.37933
828.886,1.83319
829.054,2.55826
829.361,4.17913
829.63,5.54695
829.834,6.24314
830.01,6.44715
830.19,6.23259
830.386,5.57044
830.698,3.97102
830.971,2.54727
831.142,1.81938
831.276,1.36382
831.397,1.04061
831.517,0.791672
831.632,0.613952
831.739,0.490521
831.845,0.399222
831.967,0.324909
832.089,0.273986
832.242,0.23267
832.425,0.203472
832.632,0.185335
832.888,0.173989
833.333,0.167244
833.437,0.166982
834.059,0.171558
834.888,0.189278
835.87,0.224982
836.711,0.27084
837.528,0.33488
838.222,0.412258
838.857,0.51182
839.412,0.634363
839.888,0.780944
840.305,0.958548
840.662,1.16778
840.979,1.42265
841.276,1.75589
841.524,2.14962
841.733,2.62054
841.911,3.19821
842.07,3.93538
842.209,4.85338
842.334,6.00593
842.459,7.60157
842.57,9.52956
842.689,12.3033
842.808,16.019
842.927,20.9097
843.054,27.6805
843.192,37.1877
843.351,50.9171
843.573,74.7866
844.002,125.063
844.216,142.666
844.413,149.041
844.43,149.081
844.617,144.094
844.827,128.114
845.164,89.429
845.432,58.6026
845.61,41.7629
845.759,30.6534
845.878,23.6431
845.997,18.1317
846.112,14.0245
846.231,10.8103
846.35,8.4261
846.469,6.67373
846.594,5.33485
846.719,4.36392
846.862,3.56522
847.008,2.97597
847.207,2.41444
847.405,2.01814
847.653,1.66044
847.95,1.35297
848.297,1.09628
848.694,0.886296
849.17,0.707427
849.706,0.565583
850.241,0.463379
850.876,0.375092
851.57,0.305149
852.363,0.247289
853.315,0.197779
854.267,0.162254
855.338,0.133151
856.588,0.108597
857.999,0.0887514
859.533,0.0734422
861.174,0.0619659
862.813,0.0546866
863.684,0.0531737
864.213,0.0545408
864.512,0.0582224
864.691,0.0633205
864.87,0.0729236
865.015,0.0863116
865.143,0.104537
865.25,0.126052
865.357,0.154967
865.463,0.192917
865.591,0.252577
865.725,0.333669
865.894,0.464425
866.125,0.686491
866.5,1.06788
866.715,1.21693
866.909,1.26394
867.094,1.22035
867.292,1.08866
867.624,0.757674
867.875,0.504863
868.041,0.366148
868.182,0.272481
868.314,0.204187
868.421,0.161693
868.527,0.128854
868.634,0.104044
868.741,0.0856703
868.869,0.0700933
868.999,0.0594742
869.144,0.0517897
869.326,0.0459565
869.471,0.0430413
869.761,0.0395077
870.392,0.0356126
871.417,0.0323202
873.465,0.0289179
875.908,0.0269848
877.668,0.0265512
879.784,0.0274211
880.911,0.0292066
881.611,0.0316943
882.016,0.0347595
882.259,0.038504
882.421,0.0429172
882.543,0.0480417
882.669,0.0559046
882.797,0.0678204
882.904,0.0819759
883.01,0.101246
883.117,0.127
883.224,0.160694
883.341,0.208615
883.475,0.279407
883.625,0.379315
883.821,0.542226
884.277,0.966234
884.488,1.10486
884.686,1.15547
884.701,1.1557
884.884,1.11723
885.082,0.999317
885.384,0.728829
885.677,0.460379
885.856,0.32693
886.006,0.240033
886.13,0.184506
886.236,0.147407
886.343,0.118875
886.45,0.0974595
886.556,0.0817475
886.684,0.0686363
886.808,0.0602927
886.987,0.0531694
887.166,0.049581
887.388,0.0477195
887.55,0.0473312
887.875,0.0478411
888.523,0.0518188
889.193,0.0595732
889.778,0.0706073
890.219,0.083182
890.575,0.0978798
890.86,0.114502
891.095,0.133741
891.324,0.161598
891.484,0.190934
891.622,0.227457
891.752,0.277578
891.859,0.336178
891.966,0.417511
892.073,0.530602
892.164,0.661626
892.264,0.850166
892.366,1.10788
892.467,1.4474
892.569,1.88684
892.684,2.52323
892.796,3.31215
892.939,4.57769
893.116,6.56024
893.424,10.7746
893.705,14.5159
893.904,16.3261
894.099,16.9596
894.279,16.4198
894.467,14.8226
894.752,11.1131
895.062,6.83435
895.239,4.80151
895.386,3.45842
895.506,2.58982
895.618,1.9528
895.73,1.46095
895.837,1.10483
895.929,0.871607
896.02,0.691898
896.112,0.554808
896.219,0.436367
896.321,0.354634
896.423,0.294904
896.545,0.243683
896.688,0.202718
896.83,0.174526
896.993,0.151802
897.238,0.128544
897.543,0.10927
897.951,0.0924157
898.46,0.0791038
899.071,0.0694832
899.869,0.0627791
900.649,0.0600336
901.039,0.0596544
901.926,0.0607513
903.256,0.0669826
904.364,0.077005
905.304,0.0904024
906.166,0.108762
906.885,0.131097
907.513,0.159036
908.052,0.192905
908.51,0.23312
908.95,0.287634
909.328,0.354552
909.642,0.434199
909.911,0.532416
910.118,0.640579
910.297,0.774885
910.459,0.949102
910.603,1.17171
910.736,1.46407
910.851,1.81319
910.966,2.28501
911.081,2.91932
911.194,3.74813
911.307,4.83003
911.433,6.39181
911.573,8.65454
911.716,11.61
911.9,16.3174
912.237,26.93
912.51,35.1929
912.719,39.5022
912.919,40.9813
913.114,39.5887
913.308,35.7185
913.617,26.4313
913.94,16.3021
914.127,11.5216
914.271,8.58839
914.397,6.54862
914.52,4.98416
914.636,3.8396
914.753,2.96866
914.86,2.3643
914.968,1.90149
915.093,1.50322
915.219,1.2167
915.363,0.984403
915.52,0.807673
915.677,0.682772
915.902,0.558699
916.144,0.466744
916.459,0.384044
916.836,0.316205
917.285,0.261662
917.779,0.221557
918.273,0.194583
918.875,0.173374
919.494,0.160889
920.321,0.155274
921.042,0.159347
921.763,0.172259
922.453,0.195129
923.082,0.228868
923.606,0.271435
924.051,0.323827
924.444,0.389578
924.771,0.46661
925.059,0.561776
925.288,0.668371
925.472,0.787492
925.655,0.958695
925.799,1.15436
925.93,1.40744
926.045,1.71705
926.159,2.14532
926.264,2.68057
926.369,3.40046
926.474,4.36156
926.578,5.63026
926.693,7.45795
926.801,9.69148
926.919,12.7912
927.06,17.541
927.213,24.0279
927.414,34.4444
927.87,60.8205
928.1,70.2794
928.309,73.5275
928.319,73.5357
928.519,70.8298
928.739,62.3388
929.135,39.7021
929.383,26.07
929.556,18.4266
929.702,13.3681
929.831,9.86698
929.949,7.41613
930.062,5.62526
930.167,4.3567
930.271,3.39516
930.376,2.67448
930.481,2.13827
930.595,1.70889
930.71,1.39821
930.841,1.14404
930.998,0.932591
931.175,0.769972
931.371,0.644134
931.627,0.529462
931.921,0.43621
932.275,0.356444
932.707,0.287619
933.165,0.23588
933.742,0.189983
934.383,0.154444
935.025,0.129188
935.811,0.107141
936.597,0.0914268
937.677,0.0764496
938.789,0.0662853
939.901,0.0597155
941.013,0.0557882
942.414,0.0539851
943.682,0.0553558
944.949,0.0601519
946.075,0.0686161
946.92,0.0790248
947.624,0.091896
948.31,0.110237
948.926,0.134509
949.454,0.164992
949.886,0.200794
950.255,0.244237
950.572,0.296851
950.836,0.358954
951.056,0.432619
951.25,0.526118
951.39,0.621925
951.531,0.754497
951.672,0.942292
951.792,1.16507
951.904,1.44863
952.017,1.82777
952.13,2.33089
952.242,2.99065
952.369,3.9641
952.496,5.23044
952.636,7.03233
952.805,9.78526
953.027,14.312
953.481,24.7447
953.7,28.4891
953.918,30.1871
953.96,30.2332
954.157,29.2105
954.361,26.2381
954.685,19.1313
955.007,11.8453
955.192,8.43272
955.35,6.11536
955.474,4.69569
955.6,3.55025
955.722,2.70959
955.833,2.12343
955.944,1.6765
956.054,1.33912
956.181,1.0553
956.301,0.860621
956.442,0.695761
956.6,0.566203
956.776,0.466334
956.996,0.380472
957.26,0.309968
957.542,0.256954
957.911,0.207557
958.342,0.167309
958.818,0.136091
959.381,0.11001
960.014,0.0894173
960.754,0.0726232
961.563,0.0597933
962.549,0.0490633
963.534,0.0418366
964.665,0.0367908
965.349,0.0356904
965.777,0.0366998
966.017,0.0389275
966.196,0.0424637
966.346,0.04767
966.496,0.0562648
966.615,0.0668034
966.722,0.0800508
966.829,0.0980286
966.936,0.12195
967.043,0.153108
967.171,0.201828
967.313,0.271748
967.467,0.368991
967.659,0.519578
968.162,0.96665
968.388,1.10572
968.599,1.15203
968.795,1.11165
969.004,0.990173
969.339,0.697868
969.627,0.444648
969.806,0.315412
969.947,0.234522
970.08,0.17492
970.198,0.134072
970.315,0.102916
970.422,0.0815596
970.529,0.0655355
970.636,0.0536963
970.762,0.0437701
970.884,0.0371767
971.006,0.0326163
971.168,0.0285948
971.372,0.0255101
971.697,0.0226994
972.21,0.0202313
973.151,0.0176761
974.314,0.0158039
975.888,0.0141908
978.739,0.0124929
981.316,0.0118495
981.829,0.011838
983.025,0.0120566
984.221,0.0128962
984.905,0.0139965
985.418,0.0155047
985.819,0.0176585
986.05,0.0198575
986.242,0.0229182
986.396,0.0268906
986.531,0.0322559
986.646,0.0390141
986.762,0.0486585
986.87,0.0614238
986.973,0.0777547
987.076,0.0994565
987.178,0.127838
987.281,0.164296
987.405,0.221092
987.533,0.296645
987.687,0.411885
987.869,0.582279
988.405,1.17974
988.638,1.3679
988.847,1.4364
988.87,1.43708
989.075,1.38242
989.28,1.23147
989.629,0.850938
989.912,0.540403
990.092,0.380249
990.241,0.274615
990.374,0.201839
990.494,0.151201
990.596,0.117614
990.699,0.0916169
990.801,0.0718392
990.901,0.0574189
991.013,0.0454743
991.125,0.036974
991.237,0.0309622
991.365,0.0262139
991.525,0.0223513
991.686,0.0198873
991.878,0.0179708
992.22,0.0159468
992.561,0.0147524
993.245,0.0134837
994.065,0.0130155
994.901,0.0133677
995.527,0.0142555
996.08,0.0157362
996.509,0.0176926
996.853,0.0202817
997.111,0.0235574
997.266,0.0266649
997.421,0.0313562
997.55,0.0372427
997.653,0.0439248
997.769,0.0544727
997.872,0.0675767
997.967,0.0837326
998.072,0.107814
998.177,0.140102
998.283,0.182696
998.388,0.237861
998.504,0.315939
998.633,0.427153
998.779,0.58742
998.951,0.822915
999.23,1.28767
999.58,1.87415
999.79,2.11234
999.999,2.19823
1000.2,2.12236
1000.43,1.86309
1000.81,1.21988
1001.06,0.807043
1001.23,0.576985
1001.37,0.425393
1001.49,0.321381
1001.61,0.239808
1001.72,0.184463
1001.82,0.141713
1001.93,0.109303
1002.03,0.0855546
1002.13,0.0679781
1002.24,0.0551092
1002.34,0.0457581
1002.47,0.037613
1002.6,0.0321717
1002.75,0.0279361
1002.93,0.0250254
1003.1,0.0233437
1003.33,0.0224953
1003.51,0.0229533
1003.68,0.0247504
1003.82,0.0276911
1003.96,0.0326205
1004.08,0.0388562
1004.2,0.0476802
1004.31,0.0598031
1004.43,0.0759842
1004.55,0.0974034
1004.69,0.128808
1004.84,0.173576
1005.04,0.246596
1005.55,0.457252
1005.78,0.524358
1005.99,0.546804
1006.0,0.546811
1006.2,0.52715
1006.42,0.468269
1006.77,0.324829
1007.05,0.20796
1007.23,0.150633
1007.38,0.110883
1007.51,0.0829801
1007.63,0.0639775
1007.75,0.0495741
1007.85,0.0397433
1007.97,0.0316132
1008.09,0.025766
1008.2,0.021623
1008.32,0.0187165
1008.45,0.0165324
1008.62,0.0146627
1008.83,0.0132927
1009.17,0.0121361
1009.69,0.0112859
1010.57,0.0106547
1011.46,0.010493
1013.02,0.010851
1014.59,0.0119734
1015.65,0.0133641
1016.53,0.0151716
1017.42,0.0180043
1018.08,0.0213007
1018.65,0.0255692
1019.11,0.0307735
1019.46,0.0366826
1019.76,0.0440002
1019.97,0.0518637
1020.16,0.0623101
1020.3,0.0738269
1020.44,0.0904727
1020.56,0.110239
1020.68,0.13696
1020.78,0.1695
1020.88,0.212762
1020.99,0.269801
1021.09,0.344147
1021.2,0.44589
1021.32,0.588094
1021.45,0.789914
1021.59,1.07131
1021.75,1.4684
1021.96,2.13077
1022.45,3.76091
1022.68,4.31246
1022.9,4.49367
1023.12,4.3163
1023.35,3.77067
1023.94,1.84851
1024.12,1.37058
1024.27,1.07674
1024.4,0.89604
1024.5,0.811425
1024.62,0.767748
1024.64,0.766392
1024.74,0.787082
1024.86,0.864722
1024.99,1.02591
1025.15,1.29788
1025.34,1.75084
1025.86,3.19626
1026.08,3.62939
1026.29,3.7842
1026.49,3.66504
1026.67,3.33768
1026.95,2.59776
1027.32,1.51836
1027.51,1.06
1027.67,0.765052
1027.8,0.568611
1027.91,0.434312
1028.02,0.334614
1028.12,0.257082
1028.23,0.197885
1028.33,0.153404
1028.42,0.125146
1028.53,0.0992292
1028.64,0.0804268
1028.75,0.0668088
1028.88,0.0552702
1029.03,0.0461833
1029.21,0.0390371
1029.42,0.0336667
1029.7,0.0288865
1030.11,0.0241696
1030.55,0.0208477
1031.15,0.0176719
1031.88,0.0151455
1032.85,0.0129678
1034.06,0.0112745
1035.52,0.0100351
1037.32,0.00914618
1039.94,0.00846061
1043.33,0.00818065
1045.4,0.0081434
1049.48,0.00846405
1054.65,0.00959841
1057.38,0.0108706
1059.02,0.0121827
1060.28,0.013931
1060.96,0.0156522
1061.3,0.0172184
1061.53,0.0190724
1061.71,0.0214825
1061.86,0.02465
1062.01,0.0295132
1062.14,0.0360527
1062.26,0.0442761
1062.38,0.0554987
1062.5,0.0708217
1062.64,0.0933824
1062.77,0.122896
1062.93,0.166153
1063.1,0.227745
1063.38,0.350536
1063.74,0.509652
1063.98,0.586377
1064.2,0.610605
1064.41,0.588622
1064.64,0.521929
1065.03,0.351041
1065.29,0.237961
1065.47,0.174466
1065.63,0.130075
1065.77,0.100343
1065.9,0.0798575
1066.02,0.0647324
1066.15,0.0539655
1066.28,0.0466094
1066.4,0.0420803
1066.58,0.0383974
1066.76,0.0373676
1066.94,0.0383813
1067.12,0.0414773
1067.29,0.047031
1067.44,0.0553068
1067.57,0.0657335
1067.7,0.0806905
1067.83,0.101748
1067.96,0.130743
1068.08,0.166732
1068.21,0.220492
1068.37,0.29937
1068.54,0.41135
1068.78,0.605459
1069.24,1.01768
1069.48,1.17152
1069.7,1.22164
1069.71,1.22168
1069.91,1.18065
1070.16,1.03685
1070.77,0.51703
1070.96,0.389756
1071.12,0.305994
1071.26,0.251728
1071.39,0.218657
1071.51,0.196681
1071.63,0.184553
1071.75,0.181316
1071.89,0.188067
1072.03,0.20668
1072.17,0.239689
1072.29,0.281754
1072.4,0.341925
1072.51,0.41925
1072.63,0.533103
1072.73,0.667398
1072.83,0.843266
1072.94,1.1082
1073.06,1.46761
1073.18,1.92212
1073.3,2.561
1073.44,3.41214
1073.6,4.73788
1073.81,6.8375
1074.34,12.6902
1074.57,14.4741
1074.79,15.122
1074.8,15.1225
1075.0,14.6127
1075.21,13.1102
1075.54,9.66128
1075.86,6.05468
1076.05,4.31614
1076.19,3.21772
1076.33,2.36965
1076.46,1.773
1076.57,1.35139
1076.69,1.03399
1076.8,0.787203
1076.9,0.623767
1077.0,0.499016
1077.1,0.404535
1077.22,0.321338
1077.35,0.262188
1077.49,0.214241
1077.63,0.181609
1077.81,0.154254
1077.99,0.13802
1078.17,0.130631
1078.23,0.130119
1078.42,0.135341
1078.54,0.145623
1078.69,0.168375
1078.83,0.200887
1078.97,0.250454
1079.11,0.316346
1079.28,0.414551
1079.48,0.570507
1080.06,1.09227
1080.29,1.23082
1080.49,1.27169
1080.7,1.22749
1080.93,1.08747
1081.3,0.753019
1081.58,0.496501
1081.77,0.354997
1081.92,0.262908
1082.06,0.198783
1082.18,0.155094
1082.3,0.121922
1082.42,0.0954216
1082.55,0.0761255
1082.66,0.0636342
1082.8,0.0525794
1082.94,0.0451202
1083.1,0.0392723
1083.28,0.035442
1083.53,0.0319181
1083.96,0.028635
1084.47,0.0263284
1085.33,0.0241631
1086.39,0.0231471
1086.59,0.0231324
1087.51,0.0240316
1087.97,0.0256224
1088.28,0.02802
1088.51,0.0316801
1088.67,0.0359236
1088.82,0.0426425
1088.95,0.0516068
1089.07,0.0627782
1089.18,0.0765237
1089.29,0.0945881
1089.41,0.123305
1089.54,0.16128
1089.67,0.210007
1089.82,0.284122
1090.02,0.400927
1090.33,0.633734
1090.68,0.888398
1090.91,0.999915
1091.1,1.0294
1091.31,0.993292
1091.52,0.892758
1091.84,0.65594
1092.17,0.409496
1092.37,0.292124
1092.52,0.217241
1092.65,0.165744
1092.79,0.126131
1092.92,0.0974814
1093.04,0.0773421
1093.17,0.0628658
1093.31,0.0517944
1093.45,0.0445317
1093.58,0.0398994
1093.76,0.0364464
1093.97,0.0346161
1094.17,0.0341105
1094.46,0.0348622
1094.7,0.0369548
1094.94,0.0413802
1095.1,0.0467489
1095.23,0.0529039
1095.36,0.0629209
1095.48,0.075543
1095.6,0.0930817
1095.72,0.11706
1095.83,0.149199
1095.96,0.196194
1096.1,0.260012
1096.25,0.352535
1096.41,0.481613
1096.64,0.702268
1097.11,1.20872
1097.36,1.40732
1097.58,1.47514
1097.6,1.47569
1097.82,1.41902
1098.05,1.2494
1098.68,0.585891
1098.87,0.421421
1099.02,0.314198
1099.16,0.239519
1099.3,0.183201
1099.41,0.146045
1099.53,0.118146
1099.65,0.0976965
1099.77,0.0830483
1099.89,0.072789
1100.04,0.0642835
1100.21,0.0587226
1100.46,0.0551242
1100.72,0.0544116
1101.24,0.056634
1101.89,0.0632047
1102.52,0.0730661
1103.16,0.0878921
1103.73,0.107304
1104.2,0.130116
1104.6,0.15844
1104.95,0.193052
1105.21,0.228823
1105.44,0.274987
1105.63,0.328536
1105.79,0.396448
1105.93,0.484316
1106.06,0.588696
1106.18,0.734042
1106.28,0.904013
1106.4,1.15982
1106.5,1.45961
1106.6,1.85043
1106.72,2.43725
1106.83,3.20885
1106.96,4.31735
1107.09,5.74511
1107.24,7.89693
1107.41,11.0377
1107.65,16.3236
1108.1,27.2466
1108.35,31.764
1108.58,33.3358
1108.6,33.3485
1108.8,32.2373
1109.02,28.9594
1109.36,20.9456
1109.7,12.8477
1109.9,8.95964
1110.05,6.5075
1110.19,4.79629
1110.32,3.57874
1110.44,2.70444
1110.56,2.05319
1110.67,1.56312
1110.77,1.23939
1110.88,0.974286
1110.99,0.787001
1111.11,0.626829
1111.23,0.512
1111.35,0.428878
1111.51,0.355555
1111.67,0.300225
1111.9,0.246186
1112.13,0.208859
1112.42,0.17528
1112.83,0.142293
1113.31,0.115797
1113.88,0.0942289
1114.47,0.0787042
1115.14,0.0667854
1115.92,0.0574808
1116.48,0.0530323
1116.99,0.0507409
1117.16,0.0505783
1117.51,0.0523002
1117.71,0.0559778
1117.88,0.0619752
1118.05,0.0722666
1118.2,0.0864317
1118.35,0.107193
1118.5,0.136395
1118.65,0.175757
1118.82,0.234701
1119.03,0.329354
1119.64,0.653484
1119.89,0.741718
1120.1,0.767568
1120.32,0.738913
1120.56,0.648044
1121.2,0.306371
1121.4,0.220018
1121.57,0.163277
1121.72,0.124815
1121.85,0.0997849
1121.98,0.0809294
1122.11,0.0670796
1122.22,0.0576935
1122.38,0.0493569
1122.57,0.0429527
1122.76,0.0392703
1123.07,0.036244
1123.72,0.0338326
1125.15,0.0324273
1125.56,0.0323725
1127.81,0.0334805
1130.1,0.0365032
1132.8,0.0426843
1135.01,0.0505119
1136.99,0.0606855
1138.7,0.073354
1140.16,0.0889758
1141.42,0.10786
1142.65,0.134167
1143.68,0.165579
1144.61,0.205842
1145.33,0.249691
1145.99,0.306233
1146.53,0.371012
1146.92,0.438797
1147.21,0.51711
1147.45,0.61013
1147.68,0.746782
1147.91,0.931564
1148.11,1.15759
1148.35,1.50753
1148.74,2.22636
1149.6,3.90641
1149.8,4.49369
1149.97,5.24215
1150.11,6.14578
1150.25,7.49787
1150.38,9.3013
1150.52,11.7474
1150.66,15.095
1150.81,19.7565
1150.99,26.7467
1151.2,36.9694
1151.81,72.3113
1152.06,82.3611
1152.3,85.8474
1152.52,83.0192
1152.75,74.3411
1153.13,52.6473
1153.46,33.9145
1153.67,23.8767
1153.84,17.7615
1153.99,13.3307
1154.13,10.0147
1154.26,7.77656
1154.39,6.06642
1154.53,4.74088
1154.66,3.73374
1154.8,2.9991
1154.96,2.4053
1155.12,1.95247
1155.32,1.58929
1155.53,1.30933
1155.8,1.06661
1156.13,0.865064
1156.5,0.700664
1156.94,0.568068
1157.45,0.456227
1158.04,0.368245
1158.71,0.296574
1159.46,0.241713
1160.23,0.201071
1161.14,0.167359
1162.13,0.141369
1163.43,0.118361
1164.72,0.103245
1166.06,0.092971
1168.06,0.0844327
1170.07,0.081803
1172.25,0.0844748
1174.44,0.0929479
1176.37,0.10684
1178.03,0.125861
1179.46,0.150584
1180.64,0.180979
1181.59,0.216099
1182.43,0.261158
1183.06,0.309594
1183.59,0.366636
1184.04,0.436575
1184.37,0.512464
1184.63,0.604081
1184.83,0.70813
1185.01,0.848487
1185.17,1.03915
1185.31,1.27639
1185.42,1.54823
1185.54,1.91062
1185.65,2.39
1185.78,3.09938
1185.91,4.06598
1186.04,5.32574
1186.19,7.15128
1186.35,9.64794
1186.54,13.3474
1186.86,21.0053
1187.21,29.3703
1187.47,33.6943
1187.7,35.0826
1187.91,33.9899
1188.14,30.4735
1188.52,21.6792
1188.84,14.1846
1189.04,10.2404
1189.21,7.74406
1189.36,5.95037
1189.49,4.78511
1189.62,3.9154
1189.76,3.29167
1189.9,2.82992
1190.06,2.53548
1190.22,2.40572
1190.3,2.38879
1190.54,2.48809
1190.78,2.78078
1191.02,3.27602
1191.22,3.90199
1191.43,4.80412
1191.61,5.93452
1191.79,7.34837
1191.98,9.52739
1192.18,12.4344
1192.4,16.5063
1192.65,22.7297
1193.32,41.9926
1193.59,47.6338
1193.84,50.1451
1193.9,50.233
1194.15,48.5677
1194.42,43.4762
1194.91,29.3858
1195.26,19.7374
1195.49,14.6248
1195.69,11.1484
1195.88,8.67035
1196.06,6.78994
1196.23,5.49131
1196.41,4.46038
1196.59,3.70227
1196.8,3.07511
1197.01,2.67342
1197.22,2.44614
1197.42,2.38308
1197.61,2.46831
1197.77,2.65831
1198.02,3.1319
1198.64,4.75837
1198.91,5.20956
1199.05,5.28073
1199.28,5.10635
1199.5,4.63495
1199.86,3.4879
1200.22,2.2907
1200.44,1.71565
1200.61,1.36872
1200.76,1.15029
1200.91,1.00689
1201.06,0.932278
1201.22,0.918088
1201.37,0.955212
1201.57,1.06942
1202.21,1.58149
1202.48,1.6945
1202.57,1.70223
1202.82,1.63282
1203.1,1.42437
1203.75,0.749925
1203.99,0.557272
1204.18,0.438252
1204.37,0.351717
1204.55,0.295214
1204.76,0.252112
1205.01,0.219602
1205.36,0.19598
1205.66,0.184697
1206.26,0.172934
1206.45,0.171974
1206.74,0.175351
1206.93,0.183587
1207.12,0.200848
1207.27,0.223398
1207.41,0.258339
1207.55,0.310641
1207.7,0.386353
1207.83,0.488588
1207.97,0.615911
1208.12,0.809319
1208.29,1.09522
1208.51,1.54624
1209.12,3.0505
1209.35,3.45086
1209.59,3.60592
1209.6,3.60626
1209.82,3.48169
1210.05,3.11111
1210.41,2.22604
1210.74,1.41424
1210.94,1.01011
1211.1,0.757503
1211.23,0.582152
1211.37,0.445631
1211.5,0.346763
1211.62,0.27721
1211.76,0.219829
1211.9,0.179351
1212.05,0.148669
1212.2,0.128344
1212.38,0.112693
1212.64,0.0996426
1213.08,0.0883451
1213.77,0.0786172
1214.89,0.0692114
1216.56,0.0603671
1218.78,0.0528906
1221.84,0.0468916
1224.63,0.0437312
1227.44,0.0423652
1228.86,0.0422608
1232.57,0.044069
1234.79,0.0472951
1236.73,0.0528782
1237.9,0.0592779
1238.61,0.0659856
1239.13,0.074503
1239.47,0.0839903
1239.71,0.0956836
1239.91,0.112151
