66-Dy-164(n,&gamma;) ENDF/B-VII.1
3260.59,0.0150036
3262.88,0.0179985
3264.93,0.0218086
3266.69,0.0264364
3268.32,0.032537
3269.63,0.0394418
3270.86,0.048425
3271.89,0.0587688
3272.91,0.0732236
3273.75,0.0897851
3274.48,0.109786
3275.17,0.136015
3275.75,0.167129
3276.28,0.20691
3276.72,0.253216
3277.09,0.307906
3277.4,0.375482
3277.65,0.453706
3277.87,0.551798
3278.06,0.670508
3278.24,0.826496
3278.4,1.02888
3278.57,1.30596
3278.74,1.68389
3278.9,2.18002
3279.06,2.82268
3279.24,3.76194
3279.42,4.97833
3279.59,6.51102
3279.82,9.02917
3280.09,12.8834
3280.6,21.5721
3281.0,28.0763
3281.32,31.6468
3281.6,32.6721
3281.89,31.5155
3282.23,27.7082
3282.82,17.7044
3283.17,11.8984
3283.41,8.64301
3283.61,6.46885
3283.81,4.81761
3283.99,3.59502
3284.16,2.74292
3284.32,2.12283
3284.48,1.63056
3284.65,1.26678
3284.82,1.00022
3284.99,0.795236
3285.18,0.644211
3285.36,0.535407
3285.57,0.445833
3285.84,0.36463
3286.15,0.300307
3286.53,0.246508
3286.97,0.202062
3287.44,0.167512
3288.0,0.137184
3288.7,0.110224
3289.43,0.0900561
3290.33,0.0723252
3291.33,0.0583361
3292.34,0.0482491
3293.65,0.0387675
3294.97,0.032008
3296.6,0.0260217
3298.5,0.0211541
3300.73,0.0172084
3303.22,0.0141994
3305.71,0.012083
3309.26,0.0100224
3312.82,0.00866055
3317.47,0.00746041
3322.91,0.00658035
3329.44,0.00595237
3333.8,0.00570913
3345.77,0.00545714
3359.93,0.00572228
3370.82,0.00631551
3380.04,0.00716798
3386.77,0.00809718
3392.15,0.00924431
3396.86,0.0108035
3399.78,0.0122055
3402.47,0.0141891
3404.71,0.0167675
3406.49,0.0199017
3407.78,0.023384
3408.86,0.0276941
3409.84,0.0335791
3410.62,0.0406396
3411.18,0.0479059
3411.68,0.0571008
3412.07,0.0674363
3412.38,0.079681
3412.59,0.0921362
3412.8,0.109962
3412.98,0.132547
3413.13,0.1594
3413.28,0.197015
3413.44,0.249932
3413.56,0.309696
3413.69,0.391704
3413.82,0.50023
3413.95,0.642548
3414.08,0.827118
3414.22,1.09046
3414.37,1.46582
3414.53,1.95159
3414.7,2.6431
3414.89,3.61222
3415.1,4.9359
3415.36,7.04194
3416.14,14.2055
3416.47,16.3812
3416.78,17.1746
3416.8,17.1786
3417.08,16.6048
3417.36,14.9499
3417.8,11.0922
3418.28,6.67325
3418.53,4.75489
3418.74,3.46728
3418.92,2.56766
3419.09,1.89358
3419.24,1.42132
3419.38,1.09293
3419.52,0.829696
3419.65,0.645191
3419.78,0.502923
3419.91,0.394412
3420.04,0.312424
3420.18,0.246545
3420.32,0.199793
3420.47,0.162221
3420.62,0.135421
3420.8,0.112914
3421.01,0.0951978
3421.26,0.0812614
3421.54,0.0705511
3421.92,0.0607503
3422.49,0.0509209
3423.1,0.0438476
3423.96,0.0373022
3424.99,0.0324354
3426.25,0.0289243
3427.78,0.0266522
3429.62,0.0255012
3430.73,0.0253435
3434.26,0.0263689
3438.3,0.0297499
3441.94,0.034834
3445.07,0.0412569
3447.89,0.0494842
3450.1,0.0589247
3451.68,0.0685816
3453.05,0.0805966
3454.23,0.0960939
3455.04,0.112602
3455.62,0.130227
3456.03,0.14925
3456.31,0.170501
3456.55,0.196812
3456.73,0.228715
3456.91,0.273377
3457.05,0.323989
3457.21,0.403588
3457.35,0.50198
3457.5,0.635363
3457.64,0.814372
3457.78,1.05161
3457.93,1.38361
3458.09,1.83096
3458.24,2.40653
3458.42,3.24705
3458.6,4.33485
3458.82,5.95224
3459.12,8.68606
3459.86,16.3767
3460.18,18.6733
3460.49,19.5101
3460.5,19.511
3460.81,18.748
3461.13,16.5111
3461.67,10.8875
3462.06,7.04655
3462.31,4.976
3462.51,3.68735
3462.69,2.75716
3462.86,2.05682
3463.03,1.54702
3463.16,1.22031
3463.3,0.967216
3463.44,0.774157
3463.58,0.62897
3463.72,0.521178
3463.88,0.429002
3464.05,0.366216
3464.21,0.323853
3464.43,0.288238
3464.68,0.265764
3465.05,0.249217
3465.68,0.242541
3466.54,0.250518
3467.85,0.283482
3469.03,0.332998
3470.23,0.406724
3471.33,0.505896
3472.24,0.620895
3473.03,0.760085
3473.75,0.933536
3474.46,1.17252
3475.06,1.46306
3475.59,1.82116
3476.02,2.22875
3476.42,2.73717
3476.82,3.43961
3477.18,4.31751
3477.53,5.49267
3477.86,6.94566
3478.21,8.98199
3478.64,12.1633
3479.83,22.9095
3480.26,25.3524
3480.6,26.0121
3481.02,25.0063
3481.45,22.2741
3482.63,11.6375
3483.04,8.64996
3483.42,6.56786
3483.77,5.11325
3484.12,4.03693
3484.51,3.18514
3484.91,2.5528
3485.34,2.05458
3485.82,1.65582
3486.34,1.34915
3486.94,1.08938
3487.65,0.872716
3488.35,0.715789
3489.24,0.573435
3490.17,0.465149
3491.22,0.376105
3492.5,0.299675
3493.78,0.244386
3495.28,0.197781
3496.97,0.160044
3498.73,0.131548
3500.87,0.106861
3503.13,0.0886205
3505.78,0.0744152
3508.04,0.067066
3509.74,0.0645379
3510.31,0.0644018
3511.57,0.0658331
3512.83,0.0707421
3513.77,0.0783811
3514.56,0.0896063
3515.19,0.104663
3515.63,0.121762
3515.96,0.1422
3516.19,0.164716
3516.38,0.191062
3516.57,0.229291
3516.74,0.277485
3516.9,0.345962
3517.05,0.427444
3517.19,0.537121
3517.33,0.683625
3517.47,0.877345
3517.61,1.13032
3517.77,1.49241
3517.93,1.96111
3518.1,2.62986
3518.29,3.53969
3518.49,4.78843
3518.75,6.7846
3519.17,10.6814
3519.67,15.4089
3519.99,17.4297
3520.3,18.1608
3520.3,18.1608
3520.6,17.5082
3520.87,15.8355
3521.34,11.6392
3521.8,7.17505
3522.08,4.98283
3522.3,3.63038
3522.47,2.75236
3522.64,2.08619
3522.8,1.57255
3522.96,1.17767
3523.1,0.912885
3523.24,0.709261
3523.39,0.546526
3523.52,0.440488
3523.67,0.35177
3523.81,0.286295
3523.99,0.229975
3524.16,0.190619
3524.35,0.160374
3524.59,0.134297
3524.84,0.116518
3525.16,0.0999991
3525.6,0.0845973
3526.18,0.0707337
3526.87,0.0593281
3527.75,0.0494894
3528.8,0.0416158
3530.05,0.0352107
3531.53,0.0300314
3533.67,0.0250565
3536.24,0.0212082
3539.61,0.017735
3543.78,0.0148605
3548.65,0.0126302
3554.21,0.0107476
3561.17,0.00908911
3568.12,0.00791256
3576.46,0.00693032
3587.12,0.00613544
3595.99,0.00585602
3602.89,0.0060821
3605.79,0.00643555
3608.6,0.00716268
3610.47,0.00804741
3611.87,0.00913333
3613.0,0.0105156
3613.98,0.0123936
3614.8,0.0148125
3615.46,0.0177658
3615.95,0.0211045
3616.24,0.0240031
3616.54,0.0282265
3616.77,0.033207
3616.97,0.0395715
3617.13,0.0472583
3617.29,0.0582466
3617.44,0.0722284
3617.59,0.09168
3617.71,0.113521
3617.83,0.142042
3617.96,0.179026
3618.08,0.226572
3618.2,0.287092
3618.35,0.380661
3618.51,0.509552
3618.67,0.685387
3618.85,0.934567
3619.04,1.2736
3619.27,1.78234
3619.56,2.58238
3620.32,4.95333
3620.65,5.6981
3620.96,5.99574
3621.0,6.0006
3621.3,5.78804
3621.59,5.19603
3622.05,3.81317
3622.52,2.34042
3622.79,1.63436
3623.01,1.17171
3623.2,0.857359
3623.37,0.641966
3623.53,0.474251
3623.67,0.363459
3623.82,0.273994
3623.94,0.216262
3624.07,0.170991
3624.19,0.135832
3624.31,0.108752
3624.44,0.0868435
3624.59,0.0687353
3624.74,0.0557175
3624.9,0.0454722
3625.07,0.0382833
3625.26,0.0323003
3625.51,0.0273076
3625.81,0.0233532
3626.25,0.0194886
3626.74,0.0166157
3627.36,0.0140922
3628.18,0.0118478
3629.0,0.0103209
3630.28,0.00875601
3631.72,0.00765041
3633.78,0.00670151
3636.25,0.0060536
3640.29,0.00550254
3644.33,0.00525414
3649.37,0.00515821
3660.48,0.00542956
3671.08,0.00617496
3678.68,0.00712989
3685.01,0.00834515
3690.29,0.00982677
3695.57,0.0119779
3699.79,0.0144873
3703.48,0.0175993
3706.96,0.0217562
3709.92,0.0267994
3712.66,0.0334721
3714.88,0.041072
3716.88,0.0506244
3718.73,0.0629289
3720.42,0.0787808
3721.9,0.0983717
3723.16,0.121953
3724.27,0.150627
3725.22,0.184427
3726.17,0.231512
3726.91,0.282353
3727.58,0.345751
3728.21,0.427175
3728.73,0.519745
3729.21,0.638743
3729.62,0.781821
3729.95,0.939458
3730.26,1.15149
3730.56,1.43255
3730.81,1.77539
3731.05,2.20285
3731.28,2.77663
3731.49,3.48018
3731.7,4.39837
3731.93,5.71217
3732.18,7.572
3732.48,10.3612
3732.84,14.6025
3733.68,25.7555
3734.08,29.2384
3734.4,30.1858
3734.7,29.3293
3735.01,26.8788
3735.52,20.6128
3736.11,12.7477
3736.44,9.10369
3736.71,6.85593
3736.93,5.31727
3737.14,4.19427
3737.35,3.32322
3737.57,2.64292
3737.81,2.08843
3738.02,1.72247
3738.28,1.38579
3738.54,1.15126
3738.85,0.939125
3739.23,0.760151
3739.66,0.620074
3740.1,0.512586
3740.64,0.418594
3741.26,0.340549
3742.0,0.273506
3742.82,0.220459
3743.74,0.177522
3744.69,0.145454
3745.8,0.118104
3747.06,0.0955037
3748.54,0.0766407
3750.23,0.0613083
3752.02,0.0496546
3754.13,0.0398559
3756.56,0.0319
3759.09,0.025991
3761.84,0.0213589
3765.21,0.0172892
3769.12,0.0139704
3772.81,0.0117192
3777.24,0.00975631
3783.05,0.00794861
3788.85,0.00669317
3796.55,0.0055362
3805.72,0.00462761
3813.92,0.00408891
3824.86,0.00357612
3833.07,0.00330649
3844.01,0.00307002
3859.05,0.00291196
3863.15,0.00290209
3876.83,0.00304605
3883.66,0.00331315
3888.83,0.00371225
3892.55,0.00423871
3895.2,0.00488144
3897.22,0.0056398
3899.14,0.00673017
3900.73,0.00812009
3901.99,0.00978323
3903.08,0.0119111
3903.97,0.0144231
3904.71,0.0174379
3905.35,0.0210851
3905.89,0.02543
3906.3,0.0300284
3906.63,0.035169
3906.93,0.0421142
3907.16,0.049964
3907.36,0.0600518
3907.54,0.0725402
3907.68,0.0869959
3907.82,0.106025
3907.97,0.133543
3908.11,0.171389
3908.24,0.21338
3908.36,0.267585
3908.48,0.337046
3908.62,0.438688
3908.77,0.574737
3908.91,0.749741
3909.07,1.00727
3909.25,1.36993
3909.44,1.85573
3909.64,2.51372
3909.89,3.55349
3910.26,5.3753
3910.87,8.70645
3911.2,10.0666
3911.53,10.6814
3911.6,10.7025
3911.9,10.3503
3912.19,9.364
3912.65,7.02528
3913.18,4.15351
3913.46,2.88828
3913.69,2.07393
3913.87,1.54841
3914.06,1.13422
3914.22,0.845163
3914.37,0.649862
3914.51,0.496934
3914.65,0.378976
3914.8,0.289239
3914.93,0.226844
3915.05,0.181826
3915.2,0.141183
3915.35,0.111595
3915.5,0.0901083
3915.67,0.0723111
3915.85,0.0591688
3916.04,0.050038
3916.26,0.0424039
3916.55,0.0355214
3916.95,0.0293213
3917.49,0.0238385
3918.13,0.0193633
3918.83,0.0159351
3919.67,0.0130934
3920.64,0.0107986
3921.65,0.00913986
3922.95,0.00764413
3924.26,0.00659479
3926.07,0.00559158
3928.34,0.0047872
3930.61,0.00424645
3933.95,0.0037392
3936.37,0.00350062
3941.21,0.00319372
3948.48,0.00295676
3963.02,0.00281036
3965.44,0.00280771
3979.97,0.00285998
3999.35,0.00306929
4020.65,0.00349208
4036.63,0.00403157
4047.28,0.00457769
4055.26,0.00512893
4063.25,0.005976
4069.91,0.00708903
4073.9,0.00813293
4077.4,0.00950645
4080.39,0.0112979
4082.44,0.0131907
4084.36,0.0158652
4085.73,0.0187276
4086.93,0.0223952
4087.91,0.026738
4088.72,0.031928
4089.42,0.0383544
4089.96,0.0453262
4090.39,0.0530851
4090.75,0.0622511
4091.04,0.0729293
4091.29,0.0868306
4091.51,0.104702
4091.69,0.126457
4091.84,0.152347
4092.01,0.190407
4092.14,0.23362
4092.28,0.290817
4092.41,0.366156
4092.56,0.476072
4092.7,0.607163
4092.83,0.775222
4092.99,1.02863
4093.15,1.35694
4093.3,1.77444
4093.49,2.40407
4093.7,3.2838
4093.93,4.5771
4094.23,6.57763
4095.11,13.4321
4095.45,15.2939
4095.79,15.9888
4095.8,15.9899
4096.12,15.3869
4096.45,13.715
4096.95,9.86246
4097.42,6.18363
4097.71,4.31088
4097.93,3.17784
4098.14,2.30486
4098.32,1.71084
4098.48,1.29701
4098.64,0.974892
4098.79,0.746911
4098.94,0.571564
4099.09,0.438556
4099.22,0.346779
4099.36,0.276763
4099.5,0.223702
4099.66,0.176928
4099.8,0.146788
4099.98,0.119808
4100.16,0.101019
4100.38,0.0854636
4100.63,0.0732196
4100.92,0.0636834
4101.35,0.0540581
4101.89,0.0460357
4102.59,0.0391326
4103.37,0.0340311
4104.3,0.0300505
4105.54,0.0268745
4106.79,0.0251528
4108.62,0.0242368
4110.73,0.0247904
4113.37,0.0273918
4115.49,0.0310639
4117.6,0.036638
4119.45,0.0437855
4121.04,0.0524814
4122.62,0.0648963
4123.95,0.0797346
4125.08,0.0976167
4126.14,0.121157
4127.08,0.151176
4127.87,0.186987
4128.55,0.230048
4129.12,0.279794
4129.59,0.33651
4130.06,0.416002
4130.45,0.509563
4130.77,0.621536
4131.06,0.766353
4131.3,0.93642
4131.51,1.13775
4131.71,1.40943
4131.91,1.74597
4132.13,2.25984
4132.33,2.89938
4132.56,3.8389
4132.79,5.13815
4133.04,6.89344
4133.33,9.48028
4133.75,14.0562
4134.45,22.3001
4134.84,25.4219
4135.2,26.4716
4135.56,25.4176
4135.96,22.2158
4136.95,10.6335
4137.25,7.73205
4137.53,5.64975
4137.75,4.29282
4137.98,3.2438
4138.18,2.52314
4138.39,1.97502
4138.59,1.56345
4138.8,1.24942
4139.03,1.00347
4139.28,0.803446
4139.54,0.661932
4139.81,0.555146
4140.18,0.449102
4140.56,0.37456
4141.03,0.307483
4141.6,0.250109
4142.26,0.202566
4143.02,0.164014
4143.81,0.134947
4144.72,0.110873
4145.77,0.0906932
4146.91,0.0751278
4148.27,0.0617448
4149.85,0.0507886
4151.51,0.04272
4153.63,0.0356153
4155.72,0.0308634
4158.61,0.0264242
4162.08,0.0231752
4166.12,0.0211628
4171.33,0.0203277
4175.96,0.0207688
4181.74,0.0226954
4187.53,0.0263491
4192.16,0.0309708
4196.21,0.0368078
4199.97,0.0445842
4203.44,0.0548547
4206.41,0.0673158
4208.94,0.0821536
4211.11,0.0995934
4213.3,0.124065
4215.27,0.154918
4216.86,0.189718
4218.37,0.23524
4219.64,0.288446
4220.8,0.354766
4221.81,0.434159
4222.82,0.544394
4223.63,0.666818
4224.4,0.826403
4225.11,1.03303
4225.71,1.28146
4226.22,1.56692
4226.73,1.96258
4227.16,2.43411
4227.57,3.03633
4227.95,3.80777
4228.35,4.90664
4228.78,6.45826
4229.26,8.72824
4230.13,13.9717
4230.74,17.2971
4231.22,18.8867
4231.5,19.1439
4231.94,18.502
4232.37,16.7656
4233.79,8.49232
4234.23,6.39313
4234.62,4.97103
4235.03,3.85527
4235.43,3.03361
4235.82,2.45021
4236.28,1.95383
4236.79,1.55562
4237.35,1.24902
4237.95,1.01187
4238.66,0.811154
4239.48,0.645871
4240.41,0.514906
4241.36,0.418061
4242.52,0.333742
4243.72,0.270979
4245.04,0.22086
4246.54,0.179239
4248.28,0.144708
4250.3,0.115924
4252.62,0.0926645
4255.15,0.0747102
4257.82,0.0611337
4260.86,0.0500426
4264.48,0.0406751
4268.53,0.0333397
4273.16,0.0274913
4278.94,0.0225225
4284.73,0.0191896
4291.67,0.0165367
4298.61,0.0148447
4305.55,0.0138229
4314.81,0.0132896
4321.75,0.0135186
4328.7,0.0145611
4332.17,0.0157255
4335.0,0.0174197
4337.52,0.0200515
4339.2,0.0230366
4340.58,0.0271084
4341.49,0.0312152
4342.21,0.0359615
4342.84,0.0419732
4343.32,0.04855
4343.7,0.0564652
4343.99,0.0654551
4344.23,0.0767239
4344.42,0.0899394
4344.59,0.106533
4344.74,0.127116
4344.9,0.155255
4345.05,0.193746
4345.2,0.246226
4345.36,0.317293
4345.49,0.400288
4345.64,0.522749
4345.8,0.683205
4345.95,0.890429
4346.12,1.19655
4346.3,1.60144
4346.5,2.15469
4346.7,2.91416
4346.97,4.10267
4347.3,5.95495
4348.05,10.5822
4348.42,12.2529
4348.77,12.8628
4348.8,12.8669
4349.11,12.4359
4349.44,11.162
4349.95,8.15833
4350.48,4.93603
4350.76,3.47509
4351.0,2.51372
4351.21,1.83758
4351.4,1.35348
4351.56,1.03467
4351.72,0.796668
4351.87,0.610671
4352.02,0.467539
4352.17,0.362989
4352.32,0.280571
4352.46,0.224744
4352.61,0.178352
4352.76,0.144391
4352.92,0.119577
4353.1,0.0983962
4353.27,0.0842536
4353.51,0.0709864
4353.8,0.0606968
4354.19,0.0519654
4354.67,0.0449071
4355.3,0.0387601
4356.13,0.0333881
4357.18,0.029143
4358.48,0.0259533
4359.86,0.0239717
4362.63,0.0220429
4365.4,0.0214702
4369.94,0.0222229
4375.53,0.0251364
4378.63,0.0283589
4380.7,0.0320455
4382.25,0.0369445
4383.05,0.0411117
4383.78,0.0470494
4384.21,0.0530583
4384.5,0.0595418
4384.72,0.0669544
4384.94,0.0781272
4385.12,0.0923415
4385.28,0.109957
4385.44,0.134497
4385.6,0.168547
4385.77,0.215406
4385.93,0.279189
4386.09,0.364835
4386.25,0.4781
4386.42,0.63375
4386.59,0.83474
4386.78,1.12987
4386.97,1.50444
4387.2,2.05071
4387.48,2.89955
4387.93,4.55577
4388.5,6.68769
4388.85,7.56654
4389.2,7.88475
4389.2,7.88476
4389.52,7.60532
4389.87,6.76762
4390.42,4.74524
4390.88,3.0251
4391.17,2.14926
4391.39,1.58707
4391.6,1.16277
4391.79,0.867455
4391.96,0.664748
4392.13,0.501217
4392.3,0.381655
4392.46,0.291755
4392.61,0.230489
4392.76,0.18449
4392.91,0.150317
4393.06,0.125149
4393.24,0.103678
4393.42,0.0889539
4393.66,0.0761937
4393.9,0.0682739
4394.26,0.0612673
4394.74,0.0561754
4395.46,0.0521021
4396.9,0.0486593
4397.85,0.0480127
4400.25,0.0491224
4403.85,0.0544632
4407.44,0.0629346
4411.53,0.0768403
4415.11,0.0942814
4418.44,0.117151
4421.25,0.144281
4423.94,0.180559
4426.24,0.224197
4428.28,0.278162
4430.07,0.343455
4431.74,0.427329
4433.27,0.535438
4434.61,0.667707
4435.76,0.824269
4436.85,1.02813
4437.87,1.29614
4438.72,1.60306
4439.5,1.98904
4440.25,2.49353
4440.97,3.15125
4441.69,4.04035
4442.41,5.21443
4443.43,7.3593
4444.67,10.0362
4445.44,10.9908
4445.8,11.1059
4446.36,10.8204
4447.07,9.77125
4449.03,5.50905
4449.83,4.15008
4450.55,3.23251
4451.27,2.5529
4452.0,2.04148
4452.77,1.64811
4453.6,1.33389
4454.49,1.08441
4455.58,0.864251
4456.73,0.696425
4458.01,0.561312
4459.42,0.453558
4460.89,0.370994
4462.68,0.297817
4464.53,0.24289
4466.77,0.194726
4469.33,0.155505
4472.01,0.126004
4475.08,0.101699
4478.72,0.0811927
4482.53,0.0660409
4486.71,0.0539192
4491.83,0.0433597
4496.94,0.0358266
4503.33,0.0291136
4509.73,0.0243402
4517.4,0.0202518
4526.67,0.0168363
4537.86,0.014096
4550.64,0.0120864
4563.43,0.0108259
4578.77,0.00997107
4599.23,0.00959771
4619.68,0.00991777
4640.14,0.0109267
4655.48,0.0122621
4670.82,0.0142217
4683.61,0.0166556
4693.84,0.0193224
4703.43,0.0226498
4711.1,0.0262501
4719.73,0.0316419
4726.92,0.0380636
4732.94,0.0455277
4738.18,0.0548959
4742.17,0.0653505
4745.07,0.0765841
4747.37,0.0899745
4749.04,0.104936
4750.39,0.12397
4751.34,0.145302
4751.98,0.167289
4752.45,0.192826
4752.77,0.218903
4753.08,0.257308
4753.34,0.308494
4753.56,0.372218
4753.75,0.454204
4753.95,0.569339
4754.12,0.709435
4754.31,0.905931
4754.47,1.14192
4754.67,1.50235
4754.86,1.97413
4755.08,2.6472
4755.32,3.61046
4755.57,4.92953
4755.91,7.05278
4756.77,13.4257
4757.19,15.6883
4757.56,16.486
4757.6,16.4933
4757.96,15.8535
4758.31,14.1601
4758.91,9.85808
4759.41,6.26044
4759.73,4.40408
4759.98,3.23542
4760.21,2.39605
4760.41,1.82502
4760.61,1.39276
4760.8,1.06748
4760.98,0.848574
4761.18,0.669516
4761.38,0.541857
4761.58,0.451384
4761.78,0.386803
4762.03,0.335133
4762.36,0.293422
4762.68,0.269321
4763.18,0.249662
4763.83,0.237901
4764.51,0.234418
4765.56,0.239339
4766.96,0.259966
4768.37,0.295779
4769.77,0.351188
4770.9,0.417575
4771.87,0.499281
4772.71,0.601061
4773.44,0.724809
4774.05,0.869704
4774.61,1.06103
4775.1,1.29558
4775.5,1.57088
4775.88,1.93631
4776.25,2.42058
4776.6,3.07442
4776.95,3.97165
4777.31,5.17653
4777.68,6.83772
4778.12,9.33295
4779.19,16.2538
4779.62,18.2234
4780.03,19.0674
4780.1,19.0864
4780.49,18.5339
4780.91,16.8168
4781.66,12.0614
4782.28,8.17952
4782.68,6.12529
4783.05,4.68516
4783.4,3.6288
4783.72,2.91706
4784.05,2.36377
4784.39,1.95928
4784.72,1.66193
4785.13,1.3995
4785.65,1.17303
4786.26,0.992452
4786.87,0.871993
4787.64,0.772973
4788.41,0.710488
4789.43,0.663699
4790.73,0.644127
4792.02,0.656116
4793.97,0.72188
4795.59,0.820364
4797.34,0.981467
4799.02,1.20546
4800.58,1.50482
4801.95,1.86324
4803.36,2.36248
4804.86,3.06494
4808.24,4.98612
4809.34,5.36632
4810.09,5.44859
4810.97,5.3354
4812.39,4.75478
4815.56,2.92406
4817.09,2.2287
4818.46,1.76252
4819.82,1.41213
4821.42,1.10957
4823.06,0.885933
4824.77,0.715441
4826.68,0.575658
4828.72,0.466245
4831.18,0.371328
4833.84,0.297773
4836.7,0.24066
4840.05,0.192771
4843.87,0.153814
4847.89,0.124597
4852.67,0.0997694
4858.12,0.079777
4863.58,0.0655308
4870.4,0.0528896
4877.22,0.0440197
4884.45,0.0374445
4891.96,0.0331061
4898.1,0.0315617
4901.42,0.0322399
4903.64,0.0338256
4905.3,0.0362794
4906.96,0.040794
4908.24,0.0469517
4909.1,0.0536113
4909.84,0.0626875
4910.37,0.0729127
4910.69,0.0821896
4911.01,0.0962363
4911.28,0.114681
4911.49,0.137082
4911.68,0.165466
4911.87,0.205973
4912.03,0.254263
4912.18,0.314627
4912.34,0.400787
4912.5,0.515661
4912.66,0.66712
4912.81,0.864317
4912.99,1.14625
4913.17,1.51051
4913.36,2.01909
4913.57,2.74106
4913.82,3.80671
4914.09,5.26466
4914.5,7.97768
4915.16,12.6859
4915.58,14.9109
4915.95,15.7236
4916.0,15.7369
4916.35,15.1564
4916.7,13.5446
4917.25,9.8126
4917.78,6.06023
4918.09,4.2674
4918.33,3.13976
4918.55,2.3125
4918.74,1.73234
4918.94,1.28066
4919.11,0.975326
4919.28,0.739671
4919.43,0.583326
4919.57,0.461273
4919.72,0.366936
4919.87,0.29465
4920.01,0.239627
4920.19,0.190918
4920.35,0.158578
4920.52,0.13293
4920.74,0.110616
4921.01,0.0929564
4921.27,0.0812146
4921.71,0.0686832
4922.29,0.0582349
4922.95,0.0503655
4923.95,0.0426427
4925.07,0.0371099
4926.39,0.0329549
4927.98,0.0298469
4930.62,0.0271272
4933.44,0.025937
4934.15,0.0258624
4937.03,0.0265137
4939.91,0.0289485
4941.83,0.0321655
4943.43,0.0365558
4944.76,0.0422272
4945.82,0.0489728
4946.8,0.058039
4947.65,0.0697205
4948.36,0.0840283
4948.9,0.0994692
4949.34,0.117856
4949.7,0.139161
4950.0,0.165627
4950.25,0.197284
4950.46,0.235723
4950.67,0.289935
4950.85,0.352375
4951.03,0.436545
4951.21,0.55635
4951.4,0.718795
4951.59,0.936748
4951.77,1.22512
4951.97,1.6311
4952.17,2.158
4952.4,2.90953
4952.64,3.94126
4952.94,5.58098
4953.32,8.11388
4954.08,13.7158
4954.47,15.7513
4954.84,16.6146
4954.9,16.63
4955.26,16.0321
4955.61,14.3702
4956.18,10.391
4956.73,6.43943
4957.05,4.54039
4957.32,3.26263
4957.55,2.4062
4957.76,1.7803
4957.96,1.33907
4958.14,1.03678
4958.32,0.803889
4958.48,0.638505
4958.67,0.496712
4958.86,0.392487
4959.04,0.31624
4959.23,0.260444
4959.45,0.213655
4959.67,0.179823
4959.94,0.151249
4960.25,0.128127
4960.69,0.105779
4961.19,0.0887482
4961.83,0.0734873
4962.57,0.0610932
4963.53,0.0501591
4964.49,0.0426019
4965.74,0.0357941
4967.25,0.0302198
4968.75,0.0264006
4971.14,0.0224088
4974.07,0.0193622
4978.18,0.01684
4983.82,0.014911
4988.27,0.0139854
4997.19,0.0129279
5010.48,0.0123341
5014.91,0.0122683
5032.62,0.0126265
5052.55,0.0140187
5069.15,0.0161667
5082.44,0.0188463
5094.06,0.0222662
5105.13,0.0270017
5114.82,0.033107
5121.74,0.0393022
5128.66,0.0480278
5134.75,0.059162
5139.45,0.0715985
5143.33,0.0860923
5146.37,0.101907
5149.0,0.120592
5151.63,0.146822
5153.9,0.179528
5155.89,0.220976
5157.53,0.270615
5158.88,0.329199
5160.1,0.403981
5161.1,0.490347
5162.04,0.605705
5162.81,0.740502
5163.48,0.90222
5164.12,1.12175
5164.61,1.36339
5165.09,1.68474
5165.53,2.09281
5165.96,2.65976
5166.36,3.36055
5166.74,4.27209
5167.2,5.68167
5167.71,7.70391
5168.91,13.1692
5169.46,14.8419
5169.9,15.3068
5170.4,14.7233
5170.96,12.8612
5172.29,6.85063
5172.76,5.14963
5173.2,3.9314
5173.63,3.03781
5174.0,2.46037
5174.44,1.96536
5174.9,1.59484
5175.43,1.29098
5176.0,1.06478
5176.68,0.876937
5177.48,0.727756
5178.29,0.622449
5179.32,0.53348
5180.34,0.474622
5181.86,0.421778
5183.7,0.391736
5185.02,0.385563
5187.23,0.396163
5189.44,0.429701
5191.57,0.484299
5193.87,0.5728
5196.16,0.703185
5198.13,0.862916
5199.85,1.05504
5201.53,1.30888
5203.17,1.64225
5204.92,2.11883
5207.06,2.87804
5209.6,3.83749
5210.59,4.09717
5211.89,4.23329
5213.08,4.11808
5214.82,3.61454
5218.36,2.26839
5220.14,1.74271
5221.78,1.37632
5223.42,1.10142
5225.26,0.87296
5227.15,0.701937
5229.36,0.55608
5231.61,0.448575
5234.19,0.359127
5237.15,0.285841
5240.1,0.232794
5243.7,0.18585
5247.31,0.151887
5251.32,0.123995
5255.91,0.100716
5261.08,0.0817178
5266.98,0.0659728
5273.54,0.0533905
5281.41,0.042644
5290.26,0.0341405
5298.78,0.0282572
5308.62,0.0232944
5320.09,0.0190747
5333.21,0.0156244
5346.32,0.0131348
5362.71,0.0108969
5382.38,0.00905469
5402.06,0.00780715
5425.01,0.00687271
5447.96,0.00634075
5467.63,0.0061974
5487.3,0.00640507
5503.69,0.00700099
5516.81,0.00788417
5526.64,0.0090311
5534.84,0.0105513
5542.13,0.0125629
5548.06,0.0150219
5553.1,0.0180732
5557.6,0.0220385
5561.24,0.0266149
5564.67,0.0326897
5567.67,0.040255
5570.24,0.0494268
5572.6,0.0612747
5574.74,0.0765918
5576.46,0.0937686
5577.96,0.114365
5579.4,0.141759
5580.69,0.175755
5581.81,0.217262
5582.84,0.270352
5583.74,0.335502
5584.55,0.417155
5585.22,0.513013
5585.79,0.624175
5586.31,0.766047
5586.8,0.948508
