66-Dy-164(n,&gamma;) ENDF/B-VII.1
1586.88,28.6796
1587.09,40.8087
1587.62,76.7988
1587.87,88.4227
1588.09,92.4809
1588.1,92.4925
1588.31,89.2105
1588.54,79.1811
1588.93,53.1204
1589.21,35.1393
1589.39,25.1471
1589.55,18.6293
1589.7,13.8295
1589.82,10.6544
1589.94,8.28307
1590.07,6.42022
1590.19,5.03178
1590.33,3.94757
1590.46,3.1641
1590.61,2.53544
1590.78,2.04795
1590.95,1.70402
1591.16,1.39917
1591.41,1.14322
1591.71,0.926361
1592.08,0.74283
1592.48,0.601674
1592.92,0.489323
1593.39,0.401541
1593.95,0.324867
1594.61,0.260734
1595.32,0.211055
1596.16,0.16918
1597.1,0.135708
1598.11,0.110139
1599.24,0.0894124
1600.56,0.0721173
1601.92,0.0592292
1603.59,0.0478446
1605.52,0.0386721
1607.53,0.0318831
1609.88,0.026283
1612.56,0.0217985
1614.91,0.0190883
1618.61,0.0161056
1621.24,0.0147308
1625.62,0.0136014
1626.5,0.0135567
1629.53,0.0139898
1631.8,0.0151922
1633.57,0.0170197
1635.09,0.019666
1636.35,0.0233019
1637.38,0.0279057
1638.15,0.0330357
1638.83,0.0395704
1639.43,0.047735
1639.95,0.0576487
1640.4,0.0697326
1640.82,0.0859619
1641.15,0.104508
1641.41,0.124745
1641.64,0.151218
1641.82,0.181931
1641.97,0.219712
1642.1,0.266688
1642.2,0.321578
1642.31,0.397216
1642.42,0.501919
1642.52,0.636664
1642.61,0.796481
1642.7,1.00394
1642.8,1.32202
1642.91,1.74254
1643.02,2.30168
1643.14,3.09945
1643.26,4.22515
1643.4,5.70277
1643.55,7.84022
1643.76,11.3367
1644.23,20.3832
1644.47,23.5407
1644.68,24.6901
1644.7,24.6991
1644.9,23.8741
1645.13,21.0433
1645.49,14.2861
1645.77,9.15234
1645.93,6.59321
1646.08,4.77902
1646.21,3.53307
1646.33,2.63845
1646.44,1.98202
1646.54,1.51407
1646.65,1.15515
1646.75,0.884024
1646.85,0.692759
1646.94,0.548774
1647.04,0.441035
1647.14,0.360635
1647.25,0.290465
1647.37,0.240556
1647.51,0.19784
1647.66,0.166541
1647.83,0.141412
1648.04,0.119242
1648.31,0.0997425
1648.67,0.0811465
1649.09,0.0660086
1649.52,0.0549709
1650.03,0.0453985
1650.58,0.0380175
1651.3,0.0311232
1652.14,0.0255668
1653.14,0.0210651
1654.27,0.0175763
1655.4,0.0151612
1657.2,0.0125667
1659.0,0.0108563
1661.17,0.0095026
1664.05,0.00834102
1668.37,0.00731269
1672.7,0.00674058
1680.42,0.00631474
1682.37,0.00630376
1690.19,0.00667994
1694.11,0.0073699
1696.71,0.00828435
1698.67,0.00949518
1700.1,0.010942
1701.26,0.0128049
1702.23,0.0151892
1703.0,0.0180449
1703.7,0.0218604
1704.28,0.0265771
1704.77,0.0323864
1705.19,0.0396803
1705.49,0.0472759
1705.73,0.0555312
1705.91,0.0648782
1706.08,0.0766117
1706.22,0.0921206
1706.36,0.113166
1706.48,0.139234
1706.57,0.169192
1706.67,0.209486
1706.77,0.263593
1706.86,0.334222
1706.96,0.427302
1707.05,0.548741
1707.15,0.705258
1707.25,0.918097
1707.36,1.23552
1707.48,1.64339
1707.61,2.23053
1707.77,3.10549
1707.96,4.47476
1708.55,9.38573
1708.76,10.6556
1708.98,11.1839
1709.0,11.1897
1709.2,10.8158
1709.38,9.85271
1709.66,7.72513
1710.04,4.47222
1710.23,3.15328
1710.38,2.28867
1710.51,1.67426
1710.63,1.24801
1710.75,0.928002
1710.85,0.70596
1710.96,0.535549
1711.06,0.406873
1711.15,0.325095
1711.24,0.261674
1711.34,0.204488
1711.45,0.162888
1711.56,0.130788
1711.68,0.107244
1711.81,0.0881302
1711.95,0.0748631
1712.1,0.064149
1712.32,0.0538028
1712.59,0.0450069
1712.92,0.037653
1713.36,0.0307391
1713.82,0.0256975
1714.34,0.0217051
1715.0,0.0181674
1715.79,0.015285
1716.61,0.0132564
1717.74,0.0113446
1719.16,0.00983773
1720.87,0.00872257
1722.73,0.00797444
1726.45,0.00716493
1731.92,0.00671177
1737.64,0.00661086
1748.21,0.00684992
1760.89,0.00752161
1774.63,0.00862652
1787.32,0.0101129
1798.95,0.0120121
1809.52,0.0144594
1817.97,0.0171431
1827.49,0.0213427
1835.42,0.0264109
1842.55,0.0329455
1848.1,0.0400889
1853.65,0.0501152
1858.41,0.0623604
1862.37,0.0766064
1865.94,0.094392
1868.72,0.113242
1871.69,0.140869
1874.45,0.177065
1876.68,0.218115
1878.56,0.265555
1880.48,0.332373
1882.02,0.407197
1883.55,0.510162
1884.89,0.636085
1886.0,0.780859
1887.0,0.95996
1887.93,1.18649
1888.77,1.47263
1889.51,1.81855
1890.23,2.28414
1890.86,2.86884
1891.4,3.55899
1891.87,4.40787
1892.29,5.42845
1892.66,6.66292
1893.03,8.35534
1893.37,10.4764
1893.69,13.246
1894.01,16.8767
1894.37,22.3889
1894.8,30.7707
1895.57,47.0254
1895.95,52.0641
1896.2,53.0996
1896.54,51.2534
1896.96,44.6093
1897.86,25.3599
1898.23,19.1662
1898.57,14.7628
1898.88,11.6558
1899.21,9.25764
1899.58,7.31005
1899.95,5.90279
1900.36,4.76762
1900.84,3.81732
1901.32,3.11852
1901.9,2.50616
1902.54,2.02071
1903.28,1.61886
1904.08,1.30964
1905.0,1.05018
1905.93,0.861887
1907.04,0.697226
1908.3,0.56237
1909.59,0.463751
1911.16,0.376551
1912.85,0.309378
1914.7,0.256437
1917.08,0.209035
1919.46,0.176717
1921.83,0.154422
1925.01,0.135444
1927.38,0.127253
1931.08,0.122967
1934.13,0.12707
1937.18,0.13913
1939.46,0.155285
1941.75,0.180606
1943.78,0.214668
1945.56,0.258412
1947.08,0.312135
1948.52,0.384465
1949.7,0.468426
1950.78,0.574702
1951.76,0.710864
1952.55,0.86164
1953.29,1.05415
1953.96,1.29818
1954.57,1.6026
1955.12,1.98488
1955.6,2.44173
1956.03,3.01876
1956.38,3.67286
1956.72,4.52939
1957.02,5.56549
1957.31,7.01145
1957.58,8.86871
1957.81,11.0008
1958.05,14.0033
1958.29,17.8956
1958.57,23.7775
1958.89,32.5145
1959.59,54.1328
1959.88,60.3665
1960.14,62.9909
1960.2,63.0807
1960.44,61.5215
1960.74,55.8436
1961.26,40.3974
1961.71,26.9723
1961.99,20.2183
1962.26,15.3245
1962.51,11.8403
1962.74,9.49933
1963.01,7.48737
1963.26,6.11281
1963.55,4.92215
1963.9,3.93042
1964.25,3.20431
1964.67,2.59241
1965.13,2.10597
1965.66,1.69701
1966.23,1.38248
1966.9,1.11114
1967.68,0.888888
1968.56,0.710795
1969.51,0.574137
1970.53,0.468167
1971.71,0.378329
1972.98,0.308599
1974.46,0.249758
1976.11,0.202627
1977.89,0.165889
1979.84,0.136505
1982.21,0.110739
1985.0,0.0891822
1987.96,0.0729306
1991.35,0.0596585
1995.58,0.0480505
1999.81,0.039928
2004.89,0.0330944
2009.97,0.0284177
2015.72,0.024985
2020.8,0.0235679
2021.82,0.0235343
2025.62,0.024618
2027.91,0.0268846
2029.54,0.0301577
2030.9,0.0349805
2031.86,0.0403951
2032.72,0.0479537
2033.39,0.057082
2033.95,0.0683913
2034.43,0.0824088
2034.79,0.0978996
2035.08,0.115766
2035.32,0.137807
2035.51,0.164415
2035.68,0.199615
2035.83,0.244683
2035.95,0.298567
2036.06,0.365448
2036.16,0.448661
2036.26,0.559042
2036.36,0.704707
2036.47,0.917538
2036.58,1.20056
2036.7,1.5949
2036.81,2.0906
2036.94,2.81088
2037.06,3.7325
2037.21,5.10656
2037.37,6.97192
2037.59,10.0942
2038.21,20.4868
2038.45,23.2878
2038.69,24.3384
2038.7,24.3412
2038.93,23.4127
2039.16,20.9325
2039.53,14.8867
2039.86,9.341
2040.05,6.71426
2040.21,4.90033
2040.36,3.57158
2040.49,2.64726
2040.61,1.99366
2040.73,1.49055
2040.84,1.14411
2040.95,0.879256
2041.06,0.679433
2041.17,0.530294
2041.27,0.419906
2041.39,0.330997
2041.52,0.267755
2041.64,0.222535
2041.78,0.184385
2041.95,0.154128
2042.14,0.130747
2042.37,0.11197
2042.69,0.0935608
2043.08,0.0783836
2043.56,0.0652473
2044.14,0.0544642
2044.81,0.0459365
2045.59,0.0393675
2046.55,0.033971
2047.71,0.0299233
2049.12,0.0271185
2050.53,0.0257654
2051.46,0.0255097
2053.69,0.0265822
2055.18,0.0289403
2056.29,0.0320262
2057.41,0.0368259
2058.46,0.0438945
2059.21,0.0514322
2059.9,0.0613564
2060.53,0.0744502
2061.07,0.0907073
2061.55,0.111692
2061.92,0.134247
2062.22,0.160901
2062.47,0.193137
2062.67,0.231102
2062.84,0.280192
2062.99,0.341929
2063.12,0.418328
2063.24,0.518896
2063.37,0.658677
2063.47,0.820931
2063.58,1.0347
2063.68,1.31431
2063.79,1.67633
2063.91,2.21521
2064.03,2.91691
2064.16,3.8972
2064.3,5.22348
2064.46,7.2191
2064.64,9.99418
2064.89,14.7601
2065.36,24.3419
2065.63,28.4451
2065.87,29.9417
2065.9,29.9629
2066.13,28.8821
2066.35,26.0119
2066.7,19.1341
2067.07,11.5479
2067.28,8.07414
2067.44,5.93141
2067.59,4.36487
2067.73,3.22773
2067.85,2.42917
2067.96,1.88293
2068.08,1.42478
2068.19,1.11959
2068.29,0.885437
2068.41,0.696348
2068.52,0.556166
2068.63,0.452544
2068.77,0.363012
2068.9,0.299926
2069.06,0.248389
2069.25,0.205037
2069.5,0.168199
2069.8,0.138603
2070.19,0.112919
2070.61,0.0930332
2071.13,0.0756792
2071.73,0.0617154
2072.43,0.0503809
2073.19,0.0417662
2074.17,0.034092
2075.31,0.0280647
2076.63,0.0233572
2077.96,0.0201088
2079.86,0.0169275
2082.06,0.0145419
2084.99,0.0124152
2088.66,0.0107442
2094.53,0.00919986
2101.86,0.00803082
2110.65,0.00723673
2125.32,0.00651229
2142.91,0.00618473
2148.78,0.00614189
2166.37,0.00630259
2180.89,0.00672846
2193.88,0.00730302
2209.02,0.00847346
2217.68,0.0094913
2226.33,0.0108949
2232.83,0.0124816
2237.69,0.0143457
2240.74,0.0163287
2242.89,0.0186972
2244.31,0.0215402
2245.28,0.0247869
2246.03,0.0289355
2246.53,0.033309
2246.91,0.0383895
2247.17,0.0438262
2247.37,0.0502662
2247.53,0.0583774
2247.67,0.0678226
2247.8,0.0813031
2247.93,0.100727
2248.05,0.124664
2248.17,0.157526
2248.28,0.199839
2248.39,0.256096
2248.5,0.32999
2248.62,0.436693
2248.74,0.576011
2248.87,0.769581
2249.02,1.03923
2249.17,1.41312
2249.36,1.97296
2249.61,2.91909
2250.13,5.15244
2250.42,6.03744
2250.66,6.36018
2250.7,6.36537
2250.94,6.12918
2251.18,5.45355
2251.59,3.80441
2251.92,2.43612
2252.12,1.73473
2252.29,1.26621
2252.44,0.924249
2252.57,0.697625
2252.69,0.532008
2252.82,0.403396
2252.94,0.30544
2253.04,0.242899
2253.14,0.19435
2253.25,0.155261
2253.36,0.123747
2253.48,0.100832
2253.61,0.0822668
2253.75,0.0694062
2253.91,0.0586118
2254.11,0.0503916
2254.36,0.0440284
2254.72,0.0386354
2255.19,0.034293
2255.9,0.0304693
2256.58,0.0283348
2257.91,0.0262567
2259.68,0.0255354
2262.91,0.0265769
2267.09,0.0301982
2270.91,0.0354898
2273.77,0.041758
2275.81,0.0485586
2277.26,0.0559331
2278.42,0.0648112
2279.44,0.0769064
2280.16,0.0904209
2280.74,0.10702
2281.15,0.124783
2281.48,0.146744
2281.72,0.172944
2281.89,0.199346
2282.05,0.238051
2282.19,0.284929
2282.32,0.351724
2282.44,0.428845
2282.55,0.532483
2282.66,0.670932
2282.78,0.854235
2282.89,1.0888
2283.02,1.43974
2283.14,1.89873
2283.27,2.48678
2283.42,3.38732
2283.58,4.62188
2283.78,6.42672
2284.04,9.49233
2284.55,15.9713
2284.82,18.4788
2285.08,19.3932
2285.1,19.4007
2285.33,18.7403
2285.56,16.8965
2285.94,12.3496
2286.32,7.62872
2286.53,5.35496
2286.71,3.87641
2286.86,2.88646
2287.0,2.17676
2287.12,1.6748
2287.24,1.28372
2287.37,0.984631
2287.49,0.759718
2287.6,0.603897
2287.73,0.475516
2287.85,0.383269
2287.98,0.317332
2288.14,0.260672
2288.3,0.223031
2288.46,0.197458
2288.69,0.172524
2289.02,0.151646
2289.46,0.135264
2290.13,0.121571
2290.79,0.114417
2292.11,0.109673
2293.62,0.112463
2295.89,0.125999
2298.15,0.14878
2300.42,0.182552
2302.4,0.224897
2304.18,0.278636
2305.75,0.345565
2307.21,0.432864
2308.42,0.533811
2309.48,0.655137
2310.54,0.823982
2311.44,1.02751
2312.25,1.28004
2312.98,1.60052
2313.6,1.97757
2314.14,2.43279
2314.62,2.99161
2315.08,3.72442
2315.48,4.60014
2315.82,5.61966
2316.18,7.12146
2316.49,8.8541
2316.81,11.2155
2317.15,14.6158
2317.53,19.6657
2318.13,29.6014
2318.62,37.5498
2319.0,41.7222
2319.3,42.816
2319.64,41.4033
2320.07,36.3453
2321.02,20.3023
2321.4,15.1852
2321.74,11.6448
2322.08,9.00708
2322.39,7.23497
2322.72,5.81267
2323.08,4.70863
2323.45,3.83909
2323.9,3.0992
2324.41,2.4779
2324.94,2.01888
2325.54,1.63639
2326.22,1.32425
2327.02,1.062
2327.86,0.860745
2328.87,0.687819
2329.98,0.55213
2331.18,0.445817
2332.47,0.363869
2334.05,0.29122
2335.67,0.237986
2337.43,0.195411
2339.44,0.160137
2341.71,0.131842
2343.97,0.111998
2346.11,0.0998028
2347.69,0.0962612
2348.34,0.0976703
2348.85,0.101859
2349.19,0.108789
2349.44,0.119688
2349.65,0.136782
2349.82,0.159927
2349.97,0.191188
2350.09,0.229787
2350.22,0.283209
2350.35,0.355995
2350.47,0.45344
2350.6,0.581375
2350.74,0.771115
2350.9,1.03353
2351.07,1.41308
2351.26,1.94429
2351.52,2.8458
2352.04,4.77289
2352.32,5.54104
2352.58,5.8061
2352.6,5.80722
2352.84,5.59344
2353.09,5.00168
2353.48,3.59779
2353.84,2.24231
2354.06,1.59721
2354.23,1.17647
2354.38,0.876556
2354.52,0.667472
2354.65,0.513529
2354.78,0.392356
2354.92,0.302036
2355.05,0.236031
2355.19,0.188593
2355.32,0.154953
2355.47,0.128558
2355.62,0.110963
2355.82,0.0963951
2356.05,0.0863137
2356.42,0.0772628
2357.06,0.0689397
2357.98,0.0622827
2359.44,0.0562043
2362.0,0.0506713
2363.83,0.0483695
2367.49,0.046521
2370.96,0.0476437
2373.56,0.0506901
2376.03,0.0560037
2378.44,0.0645467
2380.44,0.0757743
2382.24,0.0910881
2383.65,0.10848
2384.92,0.130795
2386.08,0.160049
2387.09,0.195571
2387.95,0.238709
2388.77,0.296051
2389.46,0.36369
2390.04,0.443737
2390.59,0.548809
2391.06,0.6736
2391.46,0.822398
2391.83,1.01467
2392.13,1.23892
2392.37,1.49505
2392.59,1.81367
2392.81,2.26643
2393.0,2.84871
2393.17,3.56118
2393.32,4.39337
2393.5,5.67641
2393.66,7.32431
2393.82,9.37745
2394.01,12.4613
2394.22,16.9999
2394.48,23.8047
2395.23,47.7066
2395.53,54.4443
2395.8,56.4769
2396.07,54.4322
2396.37,47.6851
2397.16,22.8129
2397.4,16.4392
2397.59,12.393
2397.77,9.42178
2397.95,7.13611
2398.13,5.47866
2398.29,4.28816
2398.44,3.48059
2398.62,2.78343
2398.82,2.20743
2399.02,1.79996
2399.22,1.50504
2399.49,1.22425
2399.81,0.990917
2400.14,0.818948
2400.54,0.669945
2401.01,0.544963
2401.56,0.439671
2402.14,0.359382
2402.88,0.287283
2403.68,0.231754
2404.53,0.189436
2405.58,0.152091
2406.68,0.124203
2407.89,0.102186
2409.29,0.0836497
2410.86,0.0687682
2412.49,0.0575067
2414.53,0.047408
2417.1,0.0384907
2420.11,0.0313785
2423.31,0.0261768
2426.65,0.022337
2431.32,0.0186381
2436.28,0.0160053
2442.91,0.0137407
2450.32,0.0122665
2456.15,0.0115078
2464.75,0.011053
2473.35,0.0113094
2480.86,0.0121156
2487.44,0.0135186
2493.24,0.0155398
2498.08,0.0181196
2501.95,0.0210995
2505.83,0.0253618
2509.12,0.0305534
2512.21,0.0375036
2514.92,0.046277
2517.25,0.056969
2519.28,0.0701287
2521.02,0.0858203
2522.71,0.107189
2524.12,0.131944
2525.3,0.160606
2526.44,0.198427
2527.45,0.245348
2528.33,0.300769
2529.15,0.373049
2529.83,0.454829
2530.51,0.569812
2531.09,0.705222
2531.61,0.877727
2532.07,1.09272
2532.47,1.3551
2532.81,1.67928
2533.08,2.04262
2533.31,2.47206
2533.54,3.06731
2533.74,3.74758
2533.93,4.66301
2534.14,6.00267
2534.34,7.77916
2534.54,10.0433
2534.75,13.2316
2535.0,18.0783
2535.32,25.759
2535.98,43.6433
2536.26,49.0023
2536.56,51.5945
2536.6,51.6344
2536.89,49.6892
2537.19,44.295
2538.07,20.9795
2538.34,15.1731
2538.56,11.4217
2538.77,8.76315
2538.97,6.73906
2539.17,5.23191
2539.37,4.15855
2539.57,3.36454
2539.79,2.69501
2540.04,2.18725
2540.33,1.75838
2540.65,1.42834
2540.99,1.17162
2541.4,0.955863
2541.84,0.787661
2542.36,0.640431
2542.99,0.513408
2543.66,0.415442
2544.46,0.332692
2545.31,0.269716
2546.28,0.217747
2547.29,0.178098
2548.45,0.145006
2549.91,0.115459
2551.43,0.0933575
2553.05,0.0763245
2554.99,0.0616482
2556.97,0.0507677
2559.34,0.0413351
2561.86,0.0341027
2564.76,0.0280755
2568.15,0.0230125
2572.31,0.0186594
2576.57,0.0155514
2581.99,0.0127785
2588.08,0.010656
2593.89,0.00923374
2603.08,0.00772286
2612.21,0.00679119
2621.34,0.00611369
2633.52,0.00557721
2645.7,0.00528958
2657.88,0.00518561
2670.06,0.00524728
2685.28,0.00562364
2694.42,0.00615097
2699.97,0.00677408
2704.13,0.00754146
2707.47,0.00862614
2709.97,0.00997934
2711.93,0.0116974
2713.33,0.0136102
2714.45,0.0158686
2715.43,0.0187648
2716.28,0.0223691
2717.02,0.0269409
2717.66,0.0326159
2718.19,0.0394178
2718.61,0.0471624
2718.96,0.0564226
2719.25,0.0673472
2719.46,0.0794472
2719.63,0.0940631
2719.79,0.112969
2719.93,0.13506
2720.06,0.16552
2720.19,0.20776
2720.31,0.259576
2720.43,0.328843
2720.55,0.424747
2720.68,0.55216
2720.8,0.719383
2720.92,0.935811
2721.06,1.25649
2721.2,1.66308
2721.36,2.23764
2721.52,3.01308
2721.72,4.17333
2722.0,6.18414
2722.61,11.0926
2722.9,12.766
2723.17,13.4139
2723.2,13.4196
2723.45,12.956
2723.7,11.7082
2724.08,8.86565
2724.52,5.23901
2724.74,3.75775
2724.94,2.68199
2725.11,1.96645
2725.26,1.47741
2725.39,1.12691
2725.53,0.841162
2725.65,0.652284
2725.77,0.505739
2725.89,0.39345
2726.0,0.308311
2726.11,0.249497
2726.24,0.195744
2726.38,0.156988
2726.51,0.129007
2726.66,0.105846
2726.82,0.089192
2727.04,0.0737946
2727.29,0.0621391
2727.59,0.0522907
2727.98,0.0437683
2728.51,0.0357986
2729.13,0.0294844
2729.88,0.0243003
2730.78,0.0201621
2731.83,0.0169962
2733.0,0.014644
2734.48,0.0127691
2736.25,0.0113418
2738.79,0.0101264
2741.33,0.00947185
2747.17,0.00892028
2748.69,0.0088965
2766.73,0.0101608
2775.52,0.0115577
2782.56,0.0131668
2787.83,0.0150173
2792.23,0.0175359
2794.87,0.020232
2796.33,0.0227014
2797.56,0.0259706
2798.53,0.0301721
2799.31,0.0355731
2799.85,0.0414262
2800.17,0.0466744
2800.44,0.0531045
2800.66,0.0613469
2800.83,0.0707586
2801.01,0.0847153
2801.14,0.100933
2801.28,0.123796
2801.42,0.156073
2801.54,0.19492
2801.66,0.246922
2801.78,0.319709
2801.91,0.416403
2802.04,0.543061
2802.16,0.706397
2802.3,0.934743
2802.44,1.24236
2802.61,1.69616
2802.8,2.32161
2803.02,3.25986
2803.36,5.02748
2803.79,7.29001
2804.09,8.45531
2804.37,8.88059
2804.4,8.88408
2804.66,8.56373
2804.91,7.72458
2805.32,5.69762
2805.74,3.43998
2805.97,2.44006
2806.17,1.74438
2806.34,1.28101
2806.49,0.951374
2806.62,0.731472
2806.76,0.550073
2806.89,0.422536
2807.01,0.325132
2807.13,0.257611
2807.24,0.205983
2807.35,0.167195
2807.48,0.134192
2807.62,0.11041
2807.77,0.0909339
2807.94,0.0760223
2808.16,0.0641691
2808.38,0.056646
2808.72,0.0491533
2809.08,0.044315
2809.61,0.0395393
2810.49,0.0348496
2811.56,0.0318507
2812.97,0.0299343
2814.88,0.0292529
2818.31,0.0302841
2823.21,0.0343145
2828.11,0.0406929
2833.01,0.0498992
2837.43,0.0619262
2840.86,0.0750445
2844.29,0.0933319
2847.39,0.116868
2850.01,0.14477
2852.21,0.177486
2854.32,0.22096
2856.02,0.269368
2857.49,0.32589
2858.96,0.402952
2860.33,0.50315
2861.57,0.63064
2862.62,0.780357
2863.58,0.972065
2864.38,1.19178
2865.11,1.46417
2865.83,1.83846
2866.43,2.27139
2866.94,2.7821
2867.46,3.48592
2867.91,4.35569
2868.31,5.39384
2868.71,6.79634
2869.11,8.64107
2869.52,11.2335
2869.97,14.8149
2871.1,25.3127
2871.51,27.8416
2871.9,28.7169
2872.34,27.589
2872.76,24.7709
2873.98,13.5422
2874.43,10.174
2874.82,7.95776
2875.22,6.25382
2875.63,4.99227
2876.08,3.94364
2876.54,3.18583
2877.06,2.55766
2877.62,2.07434
2878.27,1.66371
2879.02,1.3273
2879.81,1.07552
2880.74,0.860725
2881.77,0.691454
2882.85,0.563275
2884.15,0.451403
2885.56,0.365545
2887.13,0.2967
2888.99,0.238665
2891.05,0.193672
2893.22,0.159714
2895.67,0.13235
2898.53,0.109972
2901.31,0.0946989
2905.23,0.0801884
2909.04,0.0713763
2912.74,0.0662951
2918.57,0.063508
2923.85,0.0658277
2927.69,0.0705469
2931.83,0.0792522
2935.97,0.0931285
2939.6,0.111629
2942.56,0.13354
2945.54,0.165104
2947.78,0.198451
2949.81,0.239887
2951.73,0.293652
2953.45,0.360861
2955.01,0.44442
2956.5,0.556637
2957.72,0.684763
2958.88,0.853286
2959.87,1.05114
2960.78,1.30373
2961.57,1.60846
2962.32,2.00187
2962.97,2.47715
2963.57,3.07897
2964.15,3.88578
2964.66,4.86145
2965.16,6.16811
2965.63,7.86166
2966.15,10.3125
2966.77,14.1186
2967.81,21.0486
2968.37,23.419
2968.7,23.828
2969.1,23.2339
2969.63,20.8428
2971.02,11.5907
2971.54,8.84302
2972.03,6.83316
2972.53,5.34713
2973.06,4.20099
2973.57,3.39833
2974.17,2.70618
2974.83,2.15895
2975.54,1.7402
2976.36,1.38644
2977.23,1.11976
2978.23,0.899625
2979.35,0.721797
2980.65,0.574154
2981.96,0.467715
2983.41,0.380935
2985.06,0.308605
2987.01,0.247416
2989.25,0.197441
2991.49,0.161532
2994.09,0.131029
2996.87,0.107251
3000.18,0.0866632
3003.91,0.0700726
3008.06,0.0568693
3012.2,0.0472544
3017.38,0.0385406
3022.14,0.0327553
3028.36,0.0274265
3032.5,0.0251319
3036.64,0.0241432
3039.28,0.0251025
3040.6,0.0266668
3041.48,0.028595
3042.36,0.0318268
3043.02,0.0358039
3043.57,0.0411604
3043.96,0.0473476
3044.23,0.0546038
3044.46,0.0644128
3044.64,0.076734
3044.8,0.0928666
3044.94,0.112657
3045.08,0.140276
3045.21,0.17849
3045.33,0.220965
3045.44,0.27595
3045.55,0.346498
3045.69,0.456609
3045.82,0.600871
3045.97,0.80671
3046.13,1.08499
3046.3,1.48222
3046.49,2.03771
3046.72,2.88201
3047.06,4.40468
3047.59,6.9144
3047.9,7.9579
3048.19,8.30892
3048.2,8.3095
3048.48,8.00439
3048.75,7.15726
3049.18,5.19409
3049.6,3.21651
3049.84,2.26976
3050.03,1.67331
3050.2,1.23507
3050.35,0.927269
3050.51,0.687292
3050.64,0.524815
3050.78,0.399258
3050.91,0.303803
3051.05,0.232335
3051.18,0.179521
3051.31,0.140908
3051.45,0.112899
3051.58,0.0926609
3051.73,0.076979
3051.87,0.0663668
3052.05,0.0565007
3052.28,0.0484227
3052.56,0.0421669
3052.92,0.0367237
3053.45,0.0316629
3054.12,0.0273511
3054.96,0.023813
3056.12,0.020711
3057.7,0.018144
3060.22,0.0157452
3063.36,0.0140295
3067.91,0.01246
3073.99,0.0112187
3080.13,0.0106619
3082.17,0.0106492
3086.26,0.0111347
3088.82,0.0121394
3090.35,0.0132896
3091.65,0.0149207
3092.73,0.0171613
3093.6,0.0199865
3094.36,0.023825
3094.9,0.0279665
3095.33,0.0328403
3095.69,0.0389281
3095.89,0.0442347
3096.1,0.0519305
3096.28,0.0613976
3096.45,0.0753862
3096.59,0.0915297
3096.73,0.114095
3096.85,0.139626
3096.96,0.173292
3097.08,0.217433
3097.19,0.274899
3097.32,0.357516
3097.44,0.458104
3097.58,0.604597
3097.71,0.793201
3097.87,1.07023
3098.03,1.45803
3098.21,1.97195
3098.43,2.76491
3098.69,3.93057
3099.36,7.3537
3099.67,8.50351
3099.96,8.96464
3100.0,8.97217
3100.28,8.64263
3100.56,7.7275
3100.99,5.6064
3101.41,3.46923
3101.66,2.41678
3101.85,1.78914
3102.02,1.3177
3102.18,0.983111
3102.32,0.748797
3102.46,0.565407
3102.59,0.429697
3102.72,0.329972
3102.85,0.253938
3102.96,0.2012
3103.08,0.160787
3103.19,0.130015
3103.32,0.104048
3103.46,0.0841863
3103.62,0.0686279
3103.77,0.0577563
3103.96,0.0487343
3104.21,0.0408122
3104.48,0.0349764
3104.86,0.0297426
3105.32,0.0252624
3105.84,0.021686
3106.62,0.0180791
3107.55,0.0152369
3108.58,0.0131399
3109.83,0.0114602
3111.49,0.0100062
3113.99,0.00869101
3117.4,0.00761958
3121.28,0.00692184
3127.09,0.00625846
3136.78,0.00564614
3145.83,0.00528946
3156.87,0.00508156
3162.75,0.00503383
3171.57,0.00518123
3178.92,0.00557734
3183.33,0.00603809
3186.64,0.00662972
3189.94,0.00758626
3192.88,0.0089516
3194.72,0.0103031
3196.56,0.0123253
3198.03,0.0147208
3199.2,0.0174769
3200.2,0.0208346
3201.16,0.0254195
3201.96,0.0309085
3202.62,0.0372674
3203.23,0.045612
3203.76,0.0557942
3204.15,0.0662636
3204.5,0.0797856
3204.78,0.0958393
3204.99,0.113621
3205.17,0.134921
3205.32,0.162064
3205.48,0.200637
3205.61,0.245397
3205.75,0.306169
3205.88,0.388568
3206.01,0.504057
3206.15,0.654315
3206.28,0.853263
3206.41,1.11346
3206.54,1.44897
3206.69,1.91502
3206.84,2.55839
3207.01,3.46218
3207.18,4.61115
3207.39,6.36423
3207.66,9.14419
3208.37,17.2504
3208.7,19.9009
3208.99,20.76
3209.0,20.7605
3209.28,20.0114
3209.56,17.928
3210.0,13.101
3210.45,7.9117
3210.69,5.62396
3210.89,4.10967
3211.08,2.98902
3211.24,2.20835
3211.38,1.69351
3211.52,1.28864
3211.66,0.975819
3211.79,0.738029
3211.92,0.569693
3212.06,0.44082
3212.19,0.344938
3212.32,0.274055
3212.45,0.221827
3212.6,0.180069
3212.75,0.147713
3212.94,0.121586
3213.15,0.101345
3213.4,0.085097
3213.68,0.0726324
3214.07,0.0601555
3214.55,0.0496745
3215.09,0.0412172
3215.77,0.0335636
3216.46,0.028128
3217.35,0.02309
3218.4,0.0190463
3219.55,0.0159867
3220.96,0.0134435
3222.61,0.0114448
3224.58,0.00988279
3226.56,0.00888898
3229.52,0.00794803
3233.64,0.00733414
3236.77,0.00719235
3241.46,0.0073624
3246.15,0.00795754
3250.84,0.00909865
3254.95,0.0107622
3257.83,0.0125207
